articleA,articleB,urlA,urlB,editorialOverlap,samePrimaryCluster,sharedClusters,metadataSimilarity,overallBodySimilarity,bodyCosine,bodyJaccard,introductionSimilarity,headingSequenceSimilarity,articleStructureSimilarity,faqSimilarity,conclusionSimilarity,examplesSimilarity,exercisesSimilarity,ngram5Overlap,exactDuplicatedSentenceCount,nearDuplicatedParagraphCount,sharedPracticeLanguage,sharedConclusionLanguage,overlapCausedByNecessaryDoctrine,overlapCausedByAvoidableGenericProse
what-is-buddhism-beginner-guide,eightfold-path-explained,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/eightfold-path-explained/,Low,false,,0.227,0.213,0.471,0.217,0.061,0.06,0.4,0.376,0,0.3,0.472,0.001,0,0,true,false,false,false
what-is-buddhism-beginner-guide,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Low,false,,0.252,0.185,0.387,0.211,0.108,0.056,0.4,0.258,0,0.087,0.358,0.001,0,0,true,false,false,false
what-is-buddhism-beginner-guide,right-speech-buddhism,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.333,0.175,0.366,0.204,0.13,0.061,0.4,0.184,0,0.171,0.471,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.319,0.169,0.359,0.195,0.114,0.037,0.4,0.206,0,0,0.368,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,impermanence-in-buddhism,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.35,0.177,0.394,0.189,0.113,0.067,0.4,0.157,0,0.112,0.359,0.001,0,0,true,false,false,false
what-is-buddhism-beginner-guide,what-is-karma-in-buddhism,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.293,0.177,0.387,0.198,0.109,0.04,0.4,0.206,0,0.194,0.43,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,four-noble-truths-explained,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/four-noble-truths-explained/,Low,false,,0.274,0.216,0.473,0.227,0.107,0.052,0.4,0.324,0,0,0.361,0.001,0,0,true,false,false,false
what-is-buddhism-beginner-guide,mindfulness-vs-meditation,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0.103,0.204,0.445,0.214,0.138,0.061,0.4,0.227,0,0,0.482,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0.165,0.154,0.33,0.176,0.158,0.036,0.4,0.088,0,0.079,0.32,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,metta-meditation-script,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0.033,0.157,0.377,0.193,0.071,0.043,0.4,0.075,0,0.176,0.427,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Medium,true,Beginner Buddhism,0.582,0.317,0.592,0.267,0.371,0.059,0.4,0.601,0,0.262,0.535,0.007,0,0,true,false,false,false
what-is-buddhism-beginner-guide,how-to-meditate-for-anxiety,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,false,,0.083,0.157,0.359,0.175,0.088,0.045,0.4,0.129,0,0,0.402,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,loving-kindness-meditation-beginners,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0.029,0.144,0.322,0.18,0.104,0.036,0.4,0.081,0,0.081,0.344,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,eightfold-path-explained-daily-life,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.212,0.211,0.438,0.221,0.127,0.045,0.4,0.376,0,0.108,0.413,0.001,0,0,true,false,false,false
what-is-buddhism-beginner-guide,mindfulness-morning-routine,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.127,0.134,0.315,0.171,0.032,0.04,0.4,0.116,0,0.111,0.362,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.295,0.18,0.402,0.234,0.081,0.053,0.4,0.15,0,0.146,0.352,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,walking-meditation-step-by-step,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0.12,0.162,0.37,0.159,0.093,0.054,0.4,0.165,0,0.082,0.425,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,buddhist-approach-to-anger,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.254,0.141,0.311,0.181,0.075,0.028,0.4,0.135,0,0.094,0.351,0.001,0,0,true,false,false,false
what-is-buddhism-beginner-guide,mindfulness-for-better-sleep,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0,0.132,0.295,0.165,0.032,0.05,0.4,0.153,0,0.039,0.294,0,0,0,false,false,false,false
what-is-buddhism-beginner-guide,how-to-practice-non-attachment,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.102,0.16,0.388,0.179,0.077,0.038,0.4,0.096,0,0.166,0.371,0.001,0,0,true,false,false,false
what-is-buddhism-beginner-guide,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.015,0.188,0.398,0.183,0.201,0.044,0.4,0.173,0,0,0.408,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,compassion-as-a-daily-discipline,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.238,0.174,0.354,0.213,0.103,0.048,0.4,0.255,0,0.058,0.43,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,letting-go-without-giving-up,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0,0.144,0.302,0.2,0.098,0.046,0.4,0.097,0,0.089,0.301,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,three-ways-to-practice-patience,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0,0.158,0.383,0.19,0.052,0.04,0.4,0.103,0,0.046,0.423,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,mindful-listening-in-everyday-life,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.102,0.146,0.365,0.19,0.017,0.044,0.4,0.066,0,0.145,0.412,0.001,0,0,true,false,false,false
what-is-buddhism-beginner-guide,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0,0.13,0.299,0.13,0.053,0.053,0.4,0.142,0,0.132,0.304,0,0,0,true,false,false,false
four-noble-truths-explained-simply,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.223,0.217,0.489,0.218,0.102,0.052,1,0.309,0,0,0.376,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,four-noble-truths-explained-simply,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Self,true,Four Noble Truths,1,1,1,1,1,1,1,1,1,1,1,1,54,0,true,true,false,false
four-noble-truths-explained-simply,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,false,,0.303,0.161,0.298,0.194,0.168,0.098,0.4,0.141,0,0,0.307,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,,0.205,0.169,0.34,0.213,0.129,0.073,0.4,0.156,0,0,0.256,0,0,0,false,false,false,false
four-noble-truths-explained-simply,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.152,0.136,0.287,0.206,0.069,0.052,0.4,0.087,0,0,0.321,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,how-to-meditate-for-beginners,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.22,0.101,0.216,0.125,0.096,0.029,0.4,0.042,0,0,0.229,0,0,0,false,false,false,false
four-noble-truths-explained-simply,mindfulness-of-breathing-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0.029,0.09,0.195,0.148,0.014,0.038,0.4,0.061,0,0,0.243,0.001,0,0,false,false,false,false
four-noble-truths-explained-simply,loving-kindness-meditation-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0.029,0.109,0.232,0.155,0.042,0.047,0.4,0.093,0,0,0.272,0,0,0,false,false,false,false
four-noble-truths-explained-simply,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0.108,0.136,0.27,0.214,0.054,0.069,0.4,0.125,0,0,0.289,0.001,0,0,false,false,false,false
four-noble-truths-explained-simply,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0.072,0.146,0.305,0.187,0.053,0.119,0.4,0.119,0,0,0.311,0,0,0,true,false,false,false
four-noble-truths-explained-simply,eightfold-path-explained,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/eightfold-path-explained/,Low,false,,0.28,0.16,0.346,0.201,0.061,0.068,0.4,0.177,0,0,0.36,0,0,0,true,false,false,false
four-noble-truths-explained-simply,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Low,false,,0.071,0.184,0.371,0.222,0.13,0.076,0.4,0.217,0,0,0.296,0.002,0,0,false,false,false,false
four-noble-truths-explained-simply,right-speech-buddhism,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.07,0.109,0.227,0.15,0.064,0.06,0.4,0.064,0,0,0.284,0,0,0,false,false,false,false
four-noble-truths-explained-simply,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.167,0.132,0.289,0.162,0.09,0.044,0.4,0.092,0,0,0.285,0,0,0,false,false,false,false
four-noble-truths-explained-simply,impermanence-in-buddhism,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.122,0.16,0.347,0.2,0.121,0.055,0.4,0.099,0,0,0.352,0,0,0,true,false,false,false
four-noble-truths-explained-simply,what-is-karma-in-buddhism,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.222,0.128,0.291,0.152,0.067,0.039,0.4,0.093,0,0,0.283,0.001,0,0,false,false,false,false
four-noble-truths-explained-simply,four-noble-truths-explained,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained/,Medium,true,Four Noble Truths,0.857,0.344,0.679,0.254,0.33,0.205,0.4,0.503,0,0,0.5,0.019,0,0,true,false,true,false
four-noble-truths-explained-simply,mindfulness-vs-meditation,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0.07,0.136,0.255,0.157,0.146,0.11,0.4,0.072,0,0,0.291,0,0,0,false,false,false,false
four-noble-truths-explained-simply,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0.196,0.132,0.297,0.179,0.078,0.044,0.4,0.048,0,0,0.276,0,0,0,false,false,false,false
four-noble-truths-explained-simply,metta-meditation-script,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0.02,0.127,0.291,0.164,0.082,0.042,0.4,0.038,0,0,0.301,0,0,0,true,false,false,false
four-noble-truths-explained-simply,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,false,,0.542,0.209,0.424,0.21,0.163,0.094,0.4,0.276,0,0,0.401,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,how-to-meditate-for-anxiety,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,false,,0,0.104,0.257,0.146,0,0.036,0.4,0.048,0,0,0.295,0,0,0,false,false,false,false
four-noble-truths-explained-simply,loving-kindness-meditation-beginners,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0.053,0.106,0.262,0.149,0.015,0.043,0.4,0.015,0,0,0.268,0,0,0,false,false,false,false
four-noble-truths-explained-simply,eightfold-path-explained-daily-life,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.384,0.166,0.352,0.175,0.139,0.053,0.4,0.159,0,0,0.369,0.002,0,0,true,false,false,false
four-noble-truths-explained-simply,mindfulness-morning-routine,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.038,0.097,0.227,0.129,0.016,0.047,0.4,0.068,0,0,0.238,0,0,0,false,false,false,false
four-noble-truths-explained-simply,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.253,0.16,0.323,0.209,0.112,0.124,0.4,0.07,0,0,0.269,0,0,0,false,false,false,false
four-noble-truths-explained-simply,walking-meditation-step-by-step,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0.012,0.11,0.243,0.132,0.076,0.053,0.4,0.045,0,0,0.283,0.001,0,0,false,false,false,false
four-noble-truths-explained-simply,buddhist-approach-to-anger,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.18,0.098,0.221,0.151,0.015,0.05,0.4,0.053,0,0,0.216,0,0,0,false,false,false,false
four-noble-truths-explained-simply,mindfulness-for-better-sleep,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0,0.086,0.174,0.122,0.032,0.049,0.4,0.09,0,0,0.174,0,0,0,false,false,false,false
four-noble-truths-explained-simply,how-to-practice-non-attachment,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.108,0.166,0.355,0.216,0.107,0.063,0.4,0.115,0,0,0.348,0,0,0,true,false,false,false
four-noble-truths-explained-simply,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.083,0.126,0.273,0.142,0.099,0.051,0.4,0.08,0,0,0.287,0.001,0,0,false,false,false,false
four-noble-truths-explained-simply,compassion-as-a-daily-discipline,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.199,0.147,0.293,0.164,0.085,0.115,0.4,0.162,0,0,0.308,0,0,0,true,false,false,false
four-noble-truths-explained-simply,letting-go-without-giving-up,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0.064,0.146,0.332,0.203,0.058,0.037,0.4,0.103,0,0,0.328,0,0,0,true,false,false,false
four-noble-truths-explained-simply,three-ways-to-practice-patience,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.027,0.112,0.252,0.161,0.034,0.048,0.4,0.068,0,0,0.313,0,0,0,true,false,false,false
four-noble-truths-explained-simply,mindful-listening-in-everyday-life,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.046,0.101,0.229,0.164,0.017,0.052,0.4,0.021,0,0,0.258,0,0,0,false,false,false,false
four-noble-truths-explained-simply,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.028,0.097,0.219,0.124,0.052,0.044,0.4,0.042,0,0,0.264,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.294,0.2,0.427,0.222,0.185,0.039,0.4,0.178,0,0.111,0.405,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,four-noble-truths-explained-simply,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Low,false,,0.303,0.161,0.298,0.194,0.168,0.098,0.4,0.141,0,0,0.307,0.001,0,0,true,false,false,false
noble-eightfold-path-practical-guide,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Self,true,Noble Eightfold Path,1,1,1,1,1,1,1,1,1,1,1,1,50,0,true,true,false,false
noble-eightfold-path-practical-guide,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,,0.121,0.105,0.213,0.159,0.065,0.051,0.4,0.055,0,0,0.219,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.349,0.14,0.285,0.222,0.103,0.059,0.4,0.039,0,0,0.316,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,how-to-meditate-for-beginners,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.316,0.113,0.278,0.159,0.017,0.023,0.4,0.052,0,0,0.287,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,mindfulness-of-breathing-guide,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0.281,0.13,0.274,0.167,0.106,0.043,0.4,0.077,0,0.03,0.283,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,loving-kindness-meditation-guide,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0.207,0.121,0.268,0.181,0.035,0.052,0.4,0.072,0,0,0.298,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0.026,0.134,0.272,0.195,0.084,0.048,0.4,0.119,0,0,0.332,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0.069,0.168,0.368,0.206,0.132,0.038,0.4,0.109,0,0.112,0.444,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,eightfold-path-explained,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/eightfold-path-explained/,Medium,true,Noble Eightfold Path,0.513,0.381,0.8,0.298,0.315,0.156,0.4,0.572,0,0.086,0.678,0.006,0,0,true,false,true,false
noble-eightfold-path-practical-guide,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Low,false,,0.082,0.115,0.259,0.148,0.074,0.029,0.4,0.064,0,0,0.366,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,right-speech-buddhism,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.178,0.249,0.547,0.187,0.177,0.045,0.4,0.453,0,0.135,0.477,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.117,0.117,0.273,0.174,0.042,0.023,0.4,0.051,0,0,0.302,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,impermanence-in-buddhism,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.094,0.114,0.245,0.185,0.046,0.039,0.4,0.056,0,0,0.281,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,what-is-karma-in-buddhism,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.361,0.154,0.33,0.199,0.118,0.043,0.4,0.098,0,0.11,0.36,0.001,0,0,true,false,false,false
noble-eightfold-path-practical-guide,four-noble-truths-explained,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/four-noble-truths-explained/,Low,false,,0.298,0.159,0.34,0.213,0.118,0.03,0.4,0.126,0,0,0.31,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,mindfulness-vs-meditation,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0.28,0.174,0.351,0.21,0.125,0.105,0.4,0.143,0,0,0.417,0,0,0,true,false,false,false
