URL,page family,topic,Phase 2 score,Phase 3 protection tier,query ownership,latest Search clicks,impressions,momentum,Google index state,Google canonical,internal authority,Phase 4 decision,Phase 5 decision,current content-quality gaps,cornerstone reason,upgrade priority,upgrade risk,implementation batch
https://echobuddha.com/learn/,LEARN_HUB,Page-specific / unclustered,54,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,3,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/,HIGH,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-for-beginners/,LEARN_GUIDE,Beginner Buddhism,90,SEO_P1_HIGH,VISIBLE_PRIMARY_OWNER:18,0,107,STRONGLY_GROWING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-for-beginners/,MEDIUM,RETAIN,NOT_APPLICABLE,No material gap requiring a Phase 6 rewrite,Central beginner learning route,C2_STRATEGIC,HIGH_CURRICULUM,BATCH_4_REVIEW_ONLY
https://echobuddha.com/learn/four-noble-truths/,LEARN_GUIDE,Four Noble Truths,88,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,9,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/four-noble-truths/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/eightfold-path/,LEARN_GUIDE,Noble Eightfold Path,89,SEO_P1_HIGH,NO_VISIBLE_QUERY_DATA,0,24,GROWING,PASS: Submitted and indexed,https://echobuddha.com/learn/eightfold-path/,MEDIUM,RETAIN,NOT_APPLICABLE,No material gap requiring a Phase 6 rewrite,Definitive curriculum hub for the Eightfold Path,C2_STRATEGIC,HIGH_CURRICULUM,BATCH_4_REVIEW_ONLY
https://echobuddha.com/learn/questions-about-buddhism/,LEARN_GUIDE,Page-specific / unclustered,75,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,2,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/questions-about-buddhism/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhist-resources/,LEARN_GUIDE,Page-specific / unclustered,81,SEO_P2_EMERGING,VISIBLE_PRIMARY_OWNER:1,0,1,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhist-resources/,HIGH,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/daily-reflections/,DAILY_REFLECTION_HUB,Mindfulness,73,SEO_P1_HIGH,NO_VISIBLE_QUERY_DATA,1,4,GROWING,PASS: Submitted and indexed,https://echobuddha.com/daily-reflections/,HIGH,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/mindful-living/,TOPIC_HUB,Mindfulness,50,SEO_P1_HIGH,VISIBLE_PRIMARY_OWNER:1,0,11,GROWING,PASS: Submitted and indexed,https://echobuddha.com/mindful-living/,MEDIUM,SURGICAL_IN_PLACE_IMPROVEMENT,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/tools/,TOOL,Mindfulness,76,SEO_P1_HIGH,NO_VISIBLE_QUERY_DATA,0,13,GROWING,PASS: Submitted and indexed,https://echobuddha.com/tools/,HIGH,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/quotes/,QUOTE_HUB,Page-specific / unclustered,51,SEO_P1_HIGH,NO_VISIBLE_QUERY_DATA,0,13,STABLE,PASS: Submitted and indexed,https://echobuddha.com/quotes/,HIGH,DEFER_TO_PHASE_5_QUOTES,PHASE_5_QUOTE_ARCHITECTURE_APPLIED,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/articles/,ARTICLE_HUB,Page-specific / unclustered,50,SEO_P1_HIGH,VISIBLE_PRIMARY_OWNER:1,0,7,STABLE,PASS: Submitted and indexed,https://echobuddha.com/articles/,HIGH,SURGICAL_IN_PLACE_IMPROVEMENT,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/meditation/,MEDITATION_HUB,Mindfulness,56,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,6,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/meditation/,HIGH,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/meditation-guide/,MEDITATION_GUIDE,Meditation,83,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,16,GROWING,PASS: Submitted and indexed,https://echobuddha.com/meditation-guide/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/contact/,CONTACT,Page-specific / unclustered,NOT_APPLICABLE,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,5,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/contact/,HIGH,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/privacy-policy/,PRIVACY,Page-specific / unclustered,NOT_APPLICABLE,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,3,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/privacy-policy/,HIGH,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/terms-of-use/,TERMS,Page-specific / unclustered,NOT_APPLICABLE,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,3,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/terms-of-use/,HIGH,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/disclaimer/,DISCLAIMER,Page-specific / unclustered,NOT_APPLICABLE,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,2,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/disclaimer/,HIGH,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/,BUDDHISM_101,Page-specific / unclustered,80,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhist-dictionary/,DICTIONARY_HUB,Page-specific / unclustered,56,SEO_P2_EMERGING,VISIBLE_PRIMARY_OWNER:4,0,0,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhist-dictionary/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/dhammapada-reflections/,LEARN_GUIDE,Dhamma / Dharma,88,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/dhammapada-reflections/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/sutta-for-daily-life/,LEARN_GUIDE,Sutta Study,89,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/sutta-for-daily-life/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,BUDDHISM_101,Page-specific / unclustered,72,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,LOW,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,BUDDHISM_101,Beginner Buddhism,72,SEO_P2_EMERGING,VISIBLE_SUPPORT:1,0,2,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,BUDDHISM_101,Buddhist Concepts,72,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,BUDDHISM_101,Four Noble Truths,72,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,BUDDHISM_101,Noble Eightfold Path,72,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,BUDDHISM_101,Buddhist Ethics,79,SEO_P2_EMERGING,VISIBLE_PRIMARY_OWNER:2,0,6,STABLE,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,BUDDHISM_101,Page-specific / unclustered,73,SEO_P2_EMERGING,VISIBLE_PRIMARY_OWNER:3,0,5,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,BUDDHISM_101,Karma,84,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,BUDDHISM_101,Buddhist Concepts,72,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,BUDDHISM_101,Buddhist Concepts,73,SEO_P2_EMERGING,VISIBLE_PRIMARY_OWNER:6,0,3,STABLE,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,LOW,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,BUDDHISM_101,Impermanence,84,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,MEDIUM,RETAIN_AND_DIFFERENTIATE,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,BUDDHISM_101,Mindfulness,85,SEO_P1_HIGH,VISIBLE_PRIMARY_OWNER:2,0,13,GROWING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,MEDIUM,RETAIN_AND_DIFFERENTIATE,NOT_APPLICABLE,No material gap requiring a Phase 6 rewrite,Definitive mindfulness curriculum owner,C2_STRATEGIC,HIGH_CURRICULUM,BATCH_4_REVIEW_ONLY
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,BUDDHISM_101,Buddhist Ethics,79,SEO_P2_EMERGING,VISIBLE_PRIMARY_OWNER:2,0,8,STABLE,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,BUDDHISM_101,Beginner Buddhism,80,SEO_P2_EMERGING,VISIBLE_PRIMARY_OWNER:1,0,6,STABLE,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,BUDDHISM_101,Page-specific / unclustered,72,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,BUDDHISM_101,Buddhist Concepts,73,SEO_P2_EMERGING,VISIBLE_PRIMARY_OWNER:7,0,17,GROWING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,LOW,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,BUDDHISM_101,Page-specific / unclustered,74,SEO_P1_HIGH,VISIBLE_PRIMARY_OWNER:3,0,55,STRONGLY_GROWING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,LOW,RETAIN,NOT_APPLICABLE,No material gap requiring a Phase 6 rewrite,"Curriculum page connecting ethical, meditative, and wisdom training",C2_STRATEGIC,HIGH_CURRICULUM,BATCH_4_REVIEW_ONLY
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,BUDDHISM_101,Buddhist Concepts,72,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,5,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,LOW,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,BUDDHISM_101,Compassion,79,SEO_P2_EMERGING,VISIBLE_PRIMARY_OWNER:3,0,11,GROWING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,LOW,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhist-dictionary/anicca/,DICTIONARY_ENTRY,Impermanence,72,SEO_P2_EMERGING,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhist-dictionary/anicca/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,DICTIONARY_ENTRY,Mindfulness,73,SEO_P2_EMERGING,VISIBLE_PRIMARY_OWNER:4,0,1,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,HIGH,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
https://echobuddha.com/learn/buddhist-dictionary/anatta/,DICTIONARY_ENTRY,Buddhist Concepts,78,SEO_P2_EMERGING,VISIBLE_PRIMARY_OWNER:1,0,3,INSUFFICIENT_VISIBLE_DATA,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhist-dictionary/anatta/,MEDIUM,RETAIN,NOT_APPLICABLE,Not selected for deep Phase 6 remediation,Retained but below Phase 6 deep-upgrade priority threshold,NOT_PHASE_6_CORNERSTONE,STANDARD_RETAINED_PAGE,NOT_SCHEDULED_PHASE_6
