URL,route,family,intended_index_state,html,title,h1,visible_word_count,substantive_main_text_chars,external_links,monetization_state,phase_2_score,phase_3_protection,phase_6_cornerstone,phase_8_template_risk,phase_12_review_coverage,placeholder_screen,ad_click_encouragement,off_topic_commercial,result
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,/articles/dhammapada-reflection-trained-mind/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Dhammapada Reflection on a Trained Mind and Peace | Echo Buddha,Dhammapada Reflection: A Trained Mind Brings Peace,1563,8886,0,HOLD_MANUAL_REVIEW,58,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,/articles/dhammapada-reflection-what-we-think/,ARTICLE,INDEXABLE_CANONICAL_200,YES,"Dhammapada What We Think: Translation, Paraphrase, Reflection | Echo Buddha","Dhammapada Reflection: What We Think, We Become",1928,11513,2,ELIGIBLE_CANDIDATE,65,SEO_P1_HIGH,C1_HIGH,T1_LOW_TEMPLATE_RISK,FULL_SEO_P0_P1|FULL_C0_C1|FULL_PHASE10_ELIGIBLE,NO,NO,NO,PASS
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,/articles/dhammapada-verse-1-meaning/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Dhammapada Verse 1 Meaning and Translation Caution | Echo Buddha,Dhammapada Verse 1 Meaning and Translation Caution,1391,7960,2,ELIGIBLE_CANDIDATE,65,SEO_P1_HIGH,C0_CRITICAL,T1_LOW_TEMPLATE_RISK,FULL_SEO_P0_P1|FULL_C0_C1|FULL_PHASE10_ELIGIBLE,NO,NO,NO,PASS
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,/articles/eightfold-path-explained-daily-life/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Eightfold Path in Daily Life | Echo Buddha,The Noble Eightfold Path Explained for Daily Life,1759,10111,1,HOLD_MANUAL_REVIEW,68,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/eightfold-path-explained/,/articles/eightfold-path-explained/,ARTICLE,INDEXABLE_CANONICAL_200,YES,The Noble Eightfold Path Explained for Beginners | Echo Buddha,The Noble Eightfold Path Explained for Beginners,1874,11237,1,HOLD_MANUAL_REVIEW,64,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/equanimity-in-buddhism/,/articles/equanimity-in-buddhism/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Equanimity in Buddhism: Balanced Care Without Numbness | Echo Buddha,Equanimity in Buddhism: Calm Without Indifference,1893,11015,1,HOLD_MANUAL_REVIEW,70,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/first-week-buddhist-practice/,/articles/first-week-buddhist-practice/,ARTICLE,INDEXABLE_CANONICAL_200,YES,First Week Buddhist Practice for Beginners | Echo Buddha,First Week Buddhist Practice for Beginners,1122,5864,3,HOLD_MANUAL_REVIEW,70,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/five-precepts-in-daily-life/,/articles/five-precepts-in-daily-life/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Five Precepts in Daily Life: Buddhist Ethics for Beginners | Echo Buddha,The Five Precepts in Daily Life: A Beginner's Guide to Buddhist Ethics,2368,14542,2,HOLD_MANUAL_REVIEW,73,SEO_P1_HIGH,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,FULL_SEO_P0_P1,NO,NO,NO,PASS
https://echobuddha.com/articles/four-noble-truths-explained-simply/,/articles/four-noble-truths-explained-simply/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Four Noble Truths Explained Simply for Beginners | Echo Buddha,The Four Noble Truths Explained Simply,1652,9196,1,HOLD_MANUAL_REVIEW,61,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/four-noble-truths-explained/,/articles/four-noble-truths-explained/,ARTICLE,INDEXABLE_CANONICAL_200,YES,The Four Noble Truths Explained Simply | Echo Buddha,The Four Noble Truths Explained in Simple Everyday Language,1805,10576,2,HOLD_MANUAL_REVIEW,63,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,/articles/how-to-let-go-of-attachment-in-buddhism/,ARTICLE,INDEXABLE_CANONICAL_200,YES,How to Let Go of Attachment in Buddhism | Echo Buddha,How to Let Go of Attachment in Buddhism,2023,11750,0,HOLD_MANUAL_REVIEW,71,SEO_P1_HIGH,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,FULL_SEO_P0_P1,NO,NO,NO,PASS
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,/articles/how-to-meditate-for-anxiety/,ARTICLE,INDEXABLE_CANONICAL_200,YES,How to Meditate for Anxiety Gently | Echo Buddha,How to Meditate for Anxiety Without Fighting Your Mind,1796,10118,1,HOLD_MANUAL_REVIEW,75,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/how-to-meditate-for-beginners/,/articles/how-to-meditate-for-beginners/,ARTICLE,INDEXABLE_CANONICAL_200,YES,How to Meditate for Beginners: Simple Buddhist Guide | Echo Buddha,How to Meditate for Beginners: A Simple Buddhist Guide,1690,9333,2,HOLD_MANUAL_REVIEW,69,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/how-to-practice-non-attachment/,/articles/how-to-practice-non-attachment/,HISTORICAL_REDIRECT,PERMANENT_REDIRECT,NO,,,0,0,0,NOT_APPLICABLE,59,SEO_P2_EMERGING,NOT_CORNERSTONE,NOT_CLASSIFIED,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,/articles/impermanence-in-buddhism-letting-go/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Impermanence in Buddhism and How to Let Go Gently | Echo Buddha,Impermanence in Buddhism: Learning to Let Go Gently,1619,9421,1,HOLD_MANUAL_REVIEW,64,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/impermanence-in-buddhism/,/articles/impermanence-in-buddhism/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Impermanence in Buddhism: Accepting Change Peacefully | Echo Buddha,Impermanence in Buddhism: Learning to Accept Change Peacefully,1802,10647,1,HOLD_MANUAL_REVIEW,63,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/letting-go-without-giving-up/,/articles/letting-go-without-giving-up/,HISTORICAL_REDIRECT,PERMANENT_REDIRECT,NO,,,0,0,0,NOT_APPLICABLE,58,SEO_P3_LIMITED,NOT_CORNERSTONE,NOT_CLASSIFIED,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,/articles/loving-kindness-meditation-beginners/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Loving-Kindness Meditation for Beginners | Echo Buddha,Loving-Kindness Meditation for Beginners,1720,10106,2,HOLD_MANUAL_REVIEW,63,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/loving-kindness-meditation-guide/,/articles/loving-kindness-meditation-guide/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Loving-Kindness Meditation Guide for Beginners | Echo Buddha,Loving-Kindness Meditation: A Gentle Practice Guide,1654,9760,2,HOLD_MANUAL_REVIEW,63,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/metta-meditation-script/,/articles/metta-meditation-script/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Metta Meditation Script for Loving-Kindness Practice | Echo Buddha,Metta Meditation Script: A Loving-Kindness Practice for Yourself and Others,1985,11549,2,HOLD_MANUAL_REVIEW,70,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/mindful-email-and-texting/,/articles/mindful-email-and-texting/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Mindful Email and Texting with Buddhist Right Speech | Echo Buddha,Mindful Email and Texting,1046,5693,2,HOLD_MANUAL_REVIEW,68,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,/articles/mindful-listening-in-everyday-life/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Mindful Listening in Everyday Life | Echo Buddha,Mindful Listening in Everyday Life,1452,8511,0,HOLD_MANUAL_REVIEW,65,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/mindfulness-for-better-sleep/,/articles/mindfulness-for-better-sleep/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Mindfulness for Better Sleep | Echo Buddha,Mindfulness for Better Sleep: A Gentle Evening Practice,1603,9152,1,HOLD_MANUAL_REVIEW,75,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/mindfulness-morning-routine/,/articles/mindfulness-morning-routine/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Mindful Morning Routine for Beginners | Echo Buddha,A Mindful Morning Routine for a Calmer Day,1549,8650,0,HOLD_MANUAL_REVIEW,65,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,/articles/mindfulness-of-breathing-guide/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Mindfulness of Breathing Guide for Calm and Clarity | Echo Buddha,Mindfulness of Breathing: A Step-by-Step Guide,1658,9423,2,HOLD_MANUAL_REVIEW,75,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/mindfulness-vs-meditation/,/articles/mindfulness-vs-meditation/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Mindfulness vs Meditation: Simple Beginner Guide | Echo Buddha,Mindfulness vs Meditation: What Is the Difference for Beginners?,1887,11548,2,HOLD_MANUAL_REVIEW,63,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,/articles/noble-eightfold-path-practical-guide/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Noble Eightfold Path Practical Guide for Daily Life | Echo Buddha,The Noble Eightfold Path: A Practical Guide for Daily Life,1915,11264,3,ELIGIBLE_CANDIDATE,63,SEO_P1_HIGH,C1_HIGH,T1_LOW_TEMPLATE_RISK,FULL_SEO_P0_P1|FULL_C0_C1|FULL_PHASE10_ELIGIBLE,NO,NO,NO,PASS
https://echobuddha.com/articles/non-attachment-in-relationships/,/articles/non-attachment-in-relationships/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Non-Attachment in Relationships Without Becoming Cold | Echo Buddha,Non-Attachment in Relationships,1078,6115,2,HOLD_MANUAL_REVIEW,67,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/right-livelihood-modern-life/,/articles/right-livelihood-modern-life/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Right Livelihood in Modern Life: Buddhist Work Ethics | Echo Buddha,Right Livelihood in Modern Life: Buddhist Work Ethics Without Perfectionism,2210,13238,2,HOLD_MANUAL_REVIEW,63,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/right-speech-buddhism/,/articles/right-speech-buddhism/,ARTICLE,INDEXABLE_CANONICAL_200,YES,"Right Speech in Buddhism: Meaning, Examples, and Practice | Echo Buddha",Right Speech in Buddhism: How to Speak with Kindness and Awareness,2155,12617,4,ELIGIBLE_CANDIDATE,78,SEO_P0_CRITICAL,C0_CRITICAL,T1_LOW_TEMPLATE_RISK,FULL_SEO_P0_P1|FULL_C0_C1|FULL_PHASE10_ELIGIBLE,NO,NO,NO,PASS
https://echobuddha.com/articles/right-speech-examples/,/articles/right-speech-examples/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Right Speech Examples for Everyday Life | Echo Buddha,Right Speech Examples for Everyday Life,1012,5464,2,HOLD_MANUAL_REVIEW,60,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/three-poisons-buddhism-explained/,/articles/three-poisons-buddhism-explained/,ARTICLE,INDEXABLE_CANONICAL_200,YES,"Three Poisons in Buddhism: Greed, Aversion, and Delusion | Echo Buddha","The Three Poisons in Buddhism: Greed, Hatred, and Delusion Explained",2256,13102,2,HOLD_MANUAL_REVIEW,72,SEO_P1_HIGH,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,FULL_SEO_P0_P1,NO,NO,NO,PASS
https://echobuddha.com/articles/three-ways-to-practice-patience/,/articles/three-ways-to-practice-patience/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Three Ways to Practice Patience | Echo Buddha,Three Ways to Practice Patience,1490,8546,0,HOLD_MANUAL_REVIEW,65,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,/articles/visiting-a-buddhist-temple-respectfully/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Visiting a Buddhist Temple Respectfully: Beginner Guide | Echo Buddha,Visiting a Buddhist Temple Respectfully,1115,6453,4,HOLD_MANUAL_REVIEW,72,SEO_P1_HIGH,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,FULL_SEO_P0_P1,NO,NO,NO,PASS
https://echobuddha.com/articles/walking-meditation-step-by-step/,/articles/walking-meditation-step-by-step/,ARTICLE,INDEXABLE_CANONICAL_200,YES,Walking Meditation: Step-by-Step Guide | Echo Buddha,Walking Meditation: A Step-by-Step Beginner's Guide,1552,8620,0,HOLD_MANUAL_REVIEW,65,SEO_P3_LIMITED,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,/articles/what-is-buddhism-beginner-guide/,ARTICLE,INDEXABLE_CANONICAL_200,YES,What Is Buddhism? Beginner Guide to Buddhist Wisdom | Echo Buddha,What Is Buddhism? A Beginner-Friendly Guide,1741,10274,2,HOLD_MANUAL_REVIEW,61,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/articles/what-is-karma-in-buddhism/,/articles/what-is-karma-in-buddhism/,ARTICLE,INDEXABLE_CANONICAL_200,YES,How Karma Shapes Daily Choices in Buddhist Practice | Echo Buddha,How Karma Shapes Daily Choices in Buddhist Practice,1842,10809,1,HOLD_MANUAL_REVIEW,64,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
