URL,content_issue_category,context,policy_or_restriction,risk,monetization_state,action,status
https://echobuddha.com/articles/category/practice/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/category/reflection/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/compassion-with-boundaries/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,ELIGIBLE_CANDIDATE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/dhamma-vs-dharma/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,ELIGIBLE_CANDIDATE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,ELIGIBLE_CANDIDATE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,ELIGIBLE_CANDIDATE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/eightfold-path-explained/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/equanimity-in-buddhism/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/first-week-buddhist-practice/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/five-precepts-in-daily-life/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/four-noble-truths-explained-simply/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/four-noble-truths-explained/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/how-to-meditate-for-beginners/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/impermanence-in-buddhism/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/loving-kindness-meditation-guide/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/metta-meditation-script/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/mindful-email-and-texting/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/mindfulness-for-better-sleep/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/mindfulness-morning-routine/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/mindfulness-vs-meditation/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,ELIGIBLE_CANDIDATE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/non-attachment-in-relationships/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/right-livelihood-modern-life/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/right-speech-buddhism/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,ELIGIBLE_CANDIDATE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/right-speech-examples/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/three-poisons-buddhism-explained/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/three-ways-to-practice-patience/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/walking-meditation-step-by-step/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/what-is-karma-in-buddhism/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,HOLD_MANUAL_REVIEW,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/authors/echo-buddha-editorial/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/buddhist-sources-and-citations/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/contact/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/corrections/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/anger-as-a-signal/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/begin-again-without-shame/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/enough-for-this-moment/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/evening-release/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/family-patience/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/gratitude-for-change/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/listen-before-answering/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/mindful-work/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/morning-intention/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/notice-before-fixing/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/one-honest-breath/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/one-step-on-the-path/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,CONTEXTUAL_SENSITIVE_TERM_SCREEN,BUDDHIST_EDUCATION_ETHICS_WELLBEING_OR_NON_GRAPHIC_REFLECTION,CONTEXT_REVIEW_REQUIRED_NOT_AUTOMATIC_RESTRICTION,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
https://echobuddha.com/daily-reflections/rest-without-escape/,NONE,GENERAL_EDUCATION_OR_UTILITY,NONE,LOW,NEVER_MONETIZE,NONE,COMPLIANT_BY_CONTEXT_REVIEW
