URL,material,origin,source,translator_or_creator,amount_reproduced,permission_status,echobuddha_contribution,risk,action,status
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,suttacentral.net|www.dhammatalks.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/buddhist-wisdom/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/meditation/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/mindfulness/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/practice/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/reflection/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/compassion-with-boundaries/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|suttacentral.net|tricycle.org|echobuddha.com,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhamma-vs-dharma/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,suttacentral.net|www.accesstoinsight.org|www.dhammatalks.org|tricycle.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|suttacentral.net,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|suttacentral.net,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.dhammatalks.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/eightfold-path-explained/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.dhammatalks.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/equanimity-in-buddhism/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.dhammatalks.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/first-week-buddhist-practice/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,suttacentral.net|www.dhammatalks.org|www.accesstoinsight.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/five-precepts-in-daily-life/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/four-noble-truths-explained-simply/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,suttacentral.net,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/four-noble-truths-explained/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,suttacentral.net|www.accesstoinsight.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.nccih.nih.gov,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/how-to-meditate-for-beginners/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|www.nccih.nih.gov,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/impermanence-in-buddhism/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|www.nccih.nih.gov,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/loving-kindness-meditation-guide/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|www.nccih.nih.gov,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/metta-meditation-script/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|www.nccih.nih.gov,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindful-email-and-texting/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|www.dhammatalks.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindfulness-for-better-sleep/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.nccih.nih.gov,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindfulness-morning-routine/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|www.nccih.nih.gov,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindfulness-vs-meditation/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|www.nccih.nih.gov,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
