from_URL,destination,destination_domain,commercial,sponsored,affiliate,reciprocal,rel,anchor_risk,status
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/compassion-with-boundaries/,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/compassion-with-boundaries/,https://www.accesstoinsight.org/lib/authors/nyanaponika/wheel006.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/compassion-with-boundaries/,https://suttacentral.net/sn46.54/en/bodhi,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/compassion-with-boundaries/,https://tricycle.org/magazine/healthy-boundaries/,tricycle.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/buddhist-sources-and-citations/,echobuddha.com,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhamma-vs-dharma/,https://suttacentral.net/define/dhamma,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhamma-vs-dharma/,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhamma-vs-dharma/,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhamma-vs-dharma/,https://tricycle.org/magazine/dharma-meaning/,tricycle.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.01.budd.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://suttacentral.net/edition/dhp/en/sujato/introduction,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.01.budd.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,https://suttacentral.net/edition/dhp/en/sujato/introduction,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/eightfold-path-explained/,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/equanimity-in-buddhism/,https://www.dhammatalks.org/suttas/AN/AN8_6.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/first-week-buddhist-practice/,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/first-week-buddhist-practice/,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/first-week-buddhist-practice/,https://www.accesstoinsight.org/ptf/dhamma/sila/pancasila.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/five-precepts-in-daily-life/,https://www.accesstoinsight.org/ptf/dhamma/sila/pancasila.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/five-precepts-in-daily-life/,https://www.accesstoinsight.org/ptf/dhamma/sila/pancasila.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/four-noble-truths-explained/,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/four-noble-truths-explained/,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.20.budd.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/impermanence-in-buddhism/,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.20.budd.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/metta-meditation-script/,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/metta-meditation-script/,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindful-email-and-texting/,https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-vaca/index.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindful-email-and-texting/,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindfulness-vs-meditation/,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindfulness-vs-meditation/,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://suttacentral.net/mn44/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://www.accesstoinsight.org/lib/authors/bodhi/waytoend.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/non-attachment-in-relationships/,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.20.budd.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/non-attachment-in-relationships/,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/right-livelihood-modern-life/,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/right-livelihood-modern-life/,https://www.accesstoinsight.org/tipitaka/dn/dn.31.0.ksw0.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/right-speech-buddhism/,https://suttacentral.net/sn45.8/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/right-speech-buddhism/,https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-vaca/index.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/right-speech-buddhism/,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/right-speech-buddhism/,https://www.accesstoinsight.org/tipitaka/mn/mn.058.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/right-speech-examples/,https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-vaca/index.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/right-speech-examples/,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://www.accesstoinsight.org/tipitaka/an/an03/an03.069.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://www.accesstoinsight.org/tipitaka/an/an03/an03.069.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://www.dhammatalks.org/suttas/SN/SN45_2.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://amaravati.org/visiting/frequently-asked-questions/,amaravati.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://bswa.org/bswp/wp-content/uploads/2022/08/Buddhist-Etiquette-BSWA.pdf,bswa.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://suttacentral.net/an6.63/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://www.dhammatalks.org/suttas/SN/SN45_2.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://www.dhammatalks.org/suttas/SN/SN45_2.html,www.dhammatalks.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/,https://www.accesstoinsight.org/tipitaka/sn/sn45/sn45.008.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://www.accesstoinsight.org/tipitaka/sn/sn45/sn45.008.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.002.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://www.accesstoinsight.org/tipitaka/sn/sn22/sn22.048.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://www.accesstoinsight.org/lib/authors/nyanaponika/wheel026.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,https://www.accesstoinsight.org/ptf/dhamma/sila/pancasila.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://www.accesstoinsight.org/lib/authors/nyanaponika/wheel006.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://www.accesstoinsight.org/ptf/dhamma/sila/pancasila.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-ajivo/index.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://www.accesstoinsight.org/tipitaka/an/an05/an05.177.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,https://www.accesstoinsight.org/tipitaka/sn/sn45/sn45.008.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,https://www.accesstoinsight.org/tipitaka/sn/sn22/sn22.059.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.20.budd.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,https://www.accesstoinsight.org/tipitaka/sn/sn45/sn45.008.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,https://www.accesstoinsight.org/lib/authors/nyanasatta/wheel019.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,https://suttacentral.net/sn45.8/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://suttacentral.net/dhp273-289/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://suttacentral.net/an6.63/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhism-for-beginners/,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,NO_EVIDENCE,NO,NO,NO_EVIDENCE,noopener noreferrer,NONE,COMPLIANT_BY_EVIDENCE
