URL,Topic cluster,Role,Primary owner,Is primary owner?,Unique information gain,Does not own,Cannibalization risk,Future action,Human review,Evidence
https://echobuddha.com/learn/buddhist-resources/,Learn Navigation,HUB,https://echobuddha.com/learn/,No,"Orientation, selection, and meaningful navigation across the Learn Navigation cluster.",This page does not own the broad Learn Navigation explanation; that belongs to /learn/.,LOW,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 465 words; 9 content headings; authored route; nearest /learn/dhammapada-reflections/ combined overlap 13.4%; external source links 12; role review: HUB; owner selection: The Learn hub owns structured learning navigation across doctrine, dictionary, Dhammapada, and sutta paths."
https://echobuddha.com/learn/dhammapada-reflections/,Dhammapada,HUB,https://echobuddha.com/learn/dhammapada-reflections/,Yes,"Orientation, selection, and meaningful navigation across the Dhammapada cluster.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,Yes,"Phase 1: Built 2026-08-11T02:17:46.273Z; 221 words; 3 content headings; authored route; nearest /learn/sutta-for-daily-life/ combined overlap 32.3%; external source links 2; role review: HUB; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection."
https://echobuddha.com/learn/,Learn Navigation,HUB,https://echobuddha.com/learn/,Yes,"Orientation, selection, and meaningful navigation across the Learn Navigation cluster.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 593 words; 17 content headings; authored route; nearest /start-here/ combined overlap 22.8%; external source links 0; role review: HUB; owner selection: The Learn hub owns structured learning navigation across doctrine, dictionary, Dhammapada, and sutta paths."
https://echobuddha.com/learn/questions-about-buddhism/,Learn Navigation,HUB,https://echobuddha.com/learn/,No,"Orientation, selection, and meaningful navigation across the Learn Navigation cluster.",This page does not own the broad Learn Navigation explanation; that belongs to /learn/.,LOW,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 804 words; 1 content headings; authored route; nearest /learn/buddhism-for-beginners/ combined overlap 14.1%; external source links 0; role review: HUB; owner selection: The Learn hub owns structured learning navigation across doctrine, dictionary, Dhammapada, and sutta paths."
https://echobuddha.com/learn/sutta-for-daily-life/,Sutta Study,HUB,https://echobuddha.com/learn/sutta-for-daily-life/,Yes,"Orientation, selection, and meaningful navigation across the Sutta Study cluster.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 283 words; 3 content headings; authored route; nearest /learn/dhammapada-reflections/ combined overlap 32.3%; external source links 2; role review: HUB; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.
https://echobuddha.com/meditation/,Meditation,HUB,https://echobuddha.com/meditation/,Yes,"Orientation, selection, and meaningful navigation across the Meditation cluster.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 387 words; 10 content headings; authored route; nearest /meditation/mindfulness-in-daily-life/ combined overlap 15.1%; external source links 2; role review: HUB; owner selection: It organizes practice choices and routes readers without pretending to be every meditation method.
https://echobuddha.com/mindful-living/,Mindful Living,HUB,https://echobuddha.com/mindful-living/,Yes,"Orientation, selection, and meaningful navigation across the Mindful Living cluster.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 559 words; 16 content headings; authored route; nearest /articles/ combined overlap 25.5%; external source links 0; role review: HUB; owner selection: The hub organizes daily-life applications while doctrine remains owned by Learn or dedicated articles.
https://echobuddha.com/quotes/awareness/,Quotes,CATEGORY,https://echobuddha.com/quotes/,No,"Orientation, selection, and meaningful navigation across the Quotes cluster.",This page does not own the broad Quotes explanation; that belongs to /quotes/.,MEDIUM,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 456 words; 7 content headings; authored route; nearest /quotes/mindfulness/ combined overlap 49.1%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.
https://echobuddha.com/quotes/compassion/,Quotes,CATEGORY,https://echobuddha.com/quotes/,No,"Orientation, selection, and meaningful navigation across the Quotes cluster.",This page does not own the broad Quotes explanation; that belongs to /quotes/.,MEDIUM,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 426 words; 7 content headings; authored route; nearest /quotes/impermanence/ combined overlap 48.5%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.
https://echobuddha.com/quotes/impermanence/,Quotes,CATEGORY,https://echobuddha.com/quotes/,No,"Orientation, selection, and meaningful navigation across the Quotes cluster.",This page does not own the broad Quotes explanation; that belongs to /quotes/.,MEDIUM,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 356 words; 7 content headings; authored route; nearest /quotes/compassion/ combined overlap 48.5%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.
https://echobuddha.com/quotes/,Quotes,HUB,https://echobuddha.com/quotes/,Yes,"Orientation, selection, and meaningful navigation across the Quotes cluster.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 2325 words; 5 content headings; authored route; nearest /daily-reflections/ combined overlap 20.6%; external source links 0; role review: HUB; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.
https://echobuddha.com/quotes/letting-go/,Quotes,CATEGORY,https://echobuddha.com/quotes/,No,"Orientation, selection, and meaningful navigation across the Quotes cluster.",This page does not own the broad Quotes explanation; that belongs to /quotes/.,MEDIUM,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 468 words; 7 content headings; authored route; nearest /quotes/renewal/ combined overlap 48.0%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.
https://echobuddha.com/quotes/meditation/,Quotes,CATEGORY,https://echobuddha.com/quotes/,No,"Orientation, selection, and meaningful navigation across the Quotes cluster.",This page does not own the broad Quotes explanation; that belongs to /quotes/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 385 words; 7 content headings; authored route; nearest /quotes/mindfulness/ combined overlap 27.1%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.
https://echobuddha.com/quotes/mindfulness/,Quotes,CATEGORY,https://echobuddha.com/quotes/,No,"Orientation, selection, and meaningful navigation across the Quotes cluster.",This page does not own the broad Quotes explanation; that belongs to /quotes/.,MEDIUM,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 452 words; 7 content headings; authored route; nearest /quotes/awareness/ combined overlap 49.1%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.
https://echobuddha.com/quotes/patience/,Quotes,CATEGORY,https://echobuddha.com/quotes/,No,"Orientation, selection, and meaningful navigation across the Quotes cluster.",This page does not own the broad Quotes explanation; that belongs to /quotes/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 461 words; 7 content headings; authored route; nearest /quotes/practice/ combined overlap 47.6%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.
https://echobuddha.com/quotes/practice/,Quotes,CATEGORY,https://echobuddha.com/quotes/,No,"Orientation, selection, and meaningful navigation across the Quotes cluster.",This page does not own the broad Quotes explanation; that belongs to /quotes/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 420 words; 7 content headings; authored route; nearest /quotes/patience/ combined overlap 47.6%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.
https://echobuddha.com/quotes/renewal/,Quotes,CATEGORY,https://echobuddha.com/quotes/,No,"Orientation, selection, and meaningful navigation across the Quotes cluster.",This page does not own the broad Quotes explanation; that belongs to /quotes/.,MEDIUM,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 400 words; 7 content headings; authored route; nearest /quotes/letting-go/ combined overlap 48.0%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.
https://echobuddha.com/quotes/wisdom/,Quotes,CATEGORY,https://echobuddha.com/quotes/,No,"Orientation, selection, and meaningful navigation across the Quotes cluster.",This page does not own the broad Quotes explanation; that belongs to /quotes/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 469 words; 7 content headings; authored route; nearest /quotes/impermanence/ combined overlap 46.8%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.
https://echobuddha.com/start-here/,Newcomer Orientation,HUB,https://echobuddha.com/start-here/,Yes,"Orientation, selection, and meaningful navigation across the Newcomer Orientation cluster.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 495 words; 18 content headings; authored route; nearest /learn/ combined overlap 22.8%; external source links 0; role review: HUB; owner selection: Start Here helps a new visitor choose a route; it does not own the broad definition of Buddhism.
