URL,Topic cluster,Role,Primary owner,Is primary owner?,Unique information gain,Does not own,Cannibalization risk,Future action,Human review,Evidence
https://echobuddha.com/learn/buddhist-dictionary/metta/,Loving-Kindness / Metta,PRIMARY_PILLAR,https://echobuddha.com/learn/buddhist-dictionary/metta/,Yes,"A narrower explanation, misconception, or example set specific to “Metta Meaning: Loving-Kindness in Buddhism”.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 315 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 59.7%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The term page should own metta meaning while meditation pages own practices and scripts.
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,Loving-Kindness / Metta,SOURCE_STUDY,https://echobuddha.com/learn/buddhist-dictionary/metta/,No,"Source-specific study, attribution, translation context, or textual interpretation for “The Metta Sutta Explained for Daily Life”.",This page does not own the broad Loving-Kindness / Metta explanation; that belongs to /learn/buddhist-dictionary/metta/.,LOW,IMPROVE,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 296 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/buddhas-teaching-on-patience/ combined overlap 50.4%; external source links 1; role review: SOURCE_STUDY; owner selection: The term page should own metta meaning while meditation pages own practices and scripts.
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,Breath / Mindfulness of Breathing,SOURCE_STUDY,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,No,"Source-specific study, attribution, translation context, or textual interpretation for “Mindfulness of Breathing Explained Simply”.",This page does not own the broad Breath / Mindfulness of Breathing explanation; that belongs to /articles/mindfulness-of-breathing-guide/.,MEDIUM,HUMAN_REVIEW,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 258 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/buddhas-teaching-on-patience/ combined overlap 50.7%; external source links 1; role review: SOURCE_STUDY; owner selection: It owns the fuller breath-method explanation; practice and source pages keep distinct roles.
https://echobuddha.com/meditation-guide/,Meditation,PRACTICE_GUIDE,https://echobuddha.com/meditation/,No,"Concrete method, pacing, posture, duration, or troubleshooting specific to “Meditation Guide for Beginners”.",This page does not own the broad Meditation explanation; that belongs to /meditation/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1267 words; 23 content headings; authored route; nearest /articles/how-to-meditate-for-anxiety/ combined overlap 19.0%; external source links 3; role review: PRACTICE_GUIDE; owner selection: It organizes practice choices and routes readers without pretending to be every meditation method.
https://echobuddha.com/meditation/10-minute-meditation-practice/,Meditation,PRACTICE_GUIDE,https://echobuddha.com/meditation/,No,"Concrete method, pacing, posture, duration, or troubleshooting specific to “10-Minute Meditation Practice”.",This page does not own the broad Meditation explanation; that belongs to /meditation/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 462 words; 11 content headings; authored route; nearest /meditation/when-meditation-feels-hard/ combined overlap 49.3%; external source links 3; role review: PRACTICE_GUIDE; owner selection: It organizes practice choices and routes readers without pretending to be every meditation method.
https://echobuddha.com/meditation/5-minute-meditation-practice/,Meditation,PRACTICE_GUIDE,https://echobuddha.com/meditation/,No,"Concrete method, pacing, posture, duration, or troubleshooting specific to “5-Minute Meditation Practice”.",This page does not own the broad Meditation explanation; that belongs to /meditation/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 373 words; 14 content headings; authored route; nearest /meditation/breathing-meditation/ combined overlap 64.6%; external source links 1; role review: PRACTICE_GUIDE; owner selection: It organizes practice choices and routes readers without pretending to be every meditation method.
https://echobuddha.com/meditation/breathing-meditation/,Breath / Mindfulness of Breathing,PRACTICE_GUIDE,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,No,"Concrete method, pacing, posture, duration, or troubleshooting specific to “Breathing Meditation”.",This page does not own the broad Breath / Mindfulness of Breathing explanation; that belongs to /articles/mindfulness-of-breathing-guide/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 392 words; 14 content headings; authored route; nearest /meditation/loving-kindness-meditation/ combined overlap 66.8%; external source links 1; role review: PRACTICE_GUIDE; owner selection: It owns the fuller breath-method explanation; practice and source pages keep distinct roles.
https://echobuddha.com/meditation/,Meditation,HUB,https://echobuddha.com/meditation/,Yes,"Orientation, selection, and meaningful navigation across the Meditation cluster.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 387 words; 10 content headings; authored route; nearest /meditation/mindfulness-in-daily-life/ combined overlap 15.1%; external source links 2; role review: HUB; owner selection: It organizes practice choices and routes readers without pretending to be every meditation method.
https://echobuddha.com/meditation/loving-kindness-meditation/,Loving-Kindness / Metta,PRACTICE_GUIDE,https://echobuddha.com/learn/buddhist-dictionary/metta/,No,"Concrete method, pacing, posture, duration, or troubleshooting specific to “Loving-Kindness Meditation”.",This page does not own the broad Loving-Kindness / Metta explanation; that belongs to /learn/buddhist-dictionary/metta/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 395 words; 14 content headings; authored route; nearest /meditation/breathing-meditation/ combined overlap 66.8%; external source links 1; role review: PRACTICE_GUIDE; owner selection: The term page should own metta meaning while meditation pages own practices and scripts.
https://echobuddha.com/meditation/meditation-for-beginners/,Meditation,PRACTICE_GUIDE,https://echobuddha.com/meditation/,No,"Concrete method, pacing, posture, duration, or troubleshooting specific to “Meditation for Beginners”.",This page does not own the broad Meditation explanation; that belongs to /meditation/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 418 words; 14 content headings; authored route; nearest /meditation/5-minute-meditation-practice/ combined overlap 61.4%; external source links 1; role review: PRACTICE_GUIDE; owner selection: It organizes practice choices and routes readers without pretending to be every meditation method.
https://echobuddha.com/meditation/meditation-posture-for-beginners/,Meditation,PRACTICE_GUIDE,https://echobuddha.com/meditation/,No,"Concrete method, pacing, posture, duration, or troubleshooting specific to “Meditation Posture for Beginners”.",This page does not own the broad Meditation explanation; that belongs to /meditation/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 466 words; 11 content headings; authored route; nearest /meditation/10-minute-meditation-practice/ combined overlap 48.4%; external source links 2; role review: PRACTICE_GUIDE; owner selection: It organizes practice choices and routes readers without pretending to be every meditation method.
https://echobuddha.com/meditation/walking-meditation/,Walking Meditation,PRACTICE_GUIDE,https://echobuddha.com/meditation/walking-meditation/,Yes,"Concrete method, pacing, posture, duration, or troubleshooting specific to “Walking Meditation”.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 379 words; 14 content headings; authored route; nearest /meditation/breathing-meditation/ combined overlap 66.8%; external source links 1; role review: PRACTICE_GUIDE; owner selection: The meditation route should own the repeatable walking practice; the article must add depth or be reviewed for consolidation.
https://echobuddha.com/meditation/when-meditation-feels-hard/,Meditation,PRACTICE_GUIDE,https://echobuddha.com/meditation/,No,"Concrete method, pacing, posture, duration, or troubleshooting specific to “What to Do When Meditation Feels Hard”.",This page does not own the broad Meditation explanation; that belongs to /meditation/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 471 words; 11 content headings; authored route; nearest /meditation/10-minute-meditation-practice/ combined overlap 49.3%; external source links 3; role review: PRACTICE_GUIDE; owner selection: It organizes practice choices and routes readers without pretending to be every meditation method.
