URL,Topic cluster,Role,Primary owner,Is primary owner?,Unique information gain,Does not own,Cannibalization risk,Future action,Human review,Evidence
https://echobuddha.com/articles/mindfulness-morning-routine/,Mindfulness,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,No,Daily-life examples or a repeatable application tied specifically to “Mindful Morning Routine for Beginners”.,This page does not own the broad Mindfulness explanation; that belongs to /learn/buddhism-101/what-is-mindfulness/.,LOW,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 1223 words; 26 content headings; authored route; nearest /articles/beginning-a-daily-mindfulness-practice/ combined overlap 40.3%; external source links 0; role review: PRACTICAL_APPLICATION; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower."
https://echobuddha.com/articles/mindfulness-vs-meditation/,Mindfulness,COMPARISON_PAGE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,No,Direct distinction between concepts that readers commonly confuse in “Mindfulness vs Meditation: Simple Beginner Guide”.,This page does not own the broad Mindfulness explanation; that belongs to /learn/buddhism-101/what-is-mindfulness/.,LOW,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 1514 words; 29 content headings; authored route; nearest /articles/mindfulness-of-breathing-guide/ combined overlap 37.5%; external source links 2; role review: COMPARISON_PAGE; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower."
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,Sangha,SCENARIO_GUIDE,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,No,Worked guidance for the specific situation named by “Visiting a Buddhist Temple Respectfully: Beginner Guide”.,This page does not own the broad Sangha explanation; that belongs to /articles/what-is-sangha-buddhist-community/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 888 words; 21 content headings; authored route; nearest /articles/what-is-sangha-buddhist-community/ combined overlap 46.8%; external source links 4; role review: SCENARIO_GUIDE; owner selection: It provides the fuller community explanation; the dictionary and temple guide have narrower roles.
https://echobuddha.com/articles/what-is-karma-in-buddhism/,Karma,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,No,Daily-life examples or a repeatable application tied specifically to “How Karma Shapes Daily Choices in Buddhist Practice”.,This page does not own the broad Karma explanation; that belongs to /learn/buddhism-101/what-is-karma-in-buddhism/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1445 words; 28 content headings; authored route; nearest /articles/eightfold-path-explained/ combined overlap 34.8%; external source links 1; role review: PRACTICAL_APPLICATION; owner selection: The lesson owns the broad Buddhist meaning; the article applies intention and consequence to daily choices.
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Sangha,PRIMARY_PILLAR,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Yes,"A narrower explanation, misconception, or example set specific to “What Is Sangha? Buddhist Community for Beginners”.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1759 words; 25 content headings; authored route; nearest /articles/visiting-a-buddhist-temple-respectfully/ combined overlap 46.8%; external source links 3; role review: PRIMARY_PILLAR; owner selection: It provides the fuller community explanation; the dictionary and temple guide have narrower roles.
https://echobuddha.com/learn/buddhist-dictionary/anatta/,Buddhist Dictionary,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhist-dictionary/,No,Concise linguistic and doctrinal definition of the term in “Anatta Meaning: Non-Self in Buddhism Explained for Beginners”.,This page does not own the broad Buddhist Dictionary explanation; that belongs to /learn/buddhist-dictionary/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 293 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 54.8%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.
https://echobuddha.com/learn/buddhist-dictionary/anicca/,Impermanence,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,No,Concise linguistic and doctrinal definition of the term in “Anicca Meaning: Impermanence in Buddhism Explained Simply”.,This page does not own the broad Impermanence explanation; that belongs to /learn/buddhism-101/what-is-impermanence/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 275 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/dukkha/ combined overlap 55.2%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson is the clearest broad beginner owner; anicca definitions and change applications remain subordinate.
https://echobuddha.com/learn/buddhist-dictionary/compassion/,Compassion,DICTIONARY_DEFINITION,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,No,Concise linguistic and doctrinal definition of the term in “Compassion Meaning in Buddhist Wisdom”.,This page does not own the broad Compassion explanation; that belongs to /articles/compassion-in-buddhism-beginner-guide/.,MEDIUM,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 260 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: It provides the broad Buddhist frame; dictionary terms, boundaries, and daily discipline have narrower jobs."
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Dhamma / Dharma,PRIMARY_PILLAR,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Yes,"A narrower explanation, misconception, or example set specific to “Dhamma Meaning: Buddhist Teaching and Truth”.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 573 words; 14 content headings; authored route; nearest /learn/buddhist-dictionary/sangha/ combined overlap 40.2%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The dictionary page owns meaning and linguistic context; the article owns the comparison question.
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Four Noble Truths,DICTIONARY_DEFINITION,https://echobuddha.com/learn/four-noble-truths/,No,Concise linguistic and doctrinal definition of the term in “Dukkha Meaning: Suffering and Unsatisfactoriness in Buddhism”.,This page does not own the broad Four Noble Truths explanation; that belongs to /learn/four-noble-truths/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 284 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 55.2%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.
https://echobuddha.com/learn/buddhist-dictionary/,Buddhist Dictionary,HUB,https://echobuddha.com/learn/buddhist-dictionary/,Yes,"Orientation, selection, and meaningful navigation across the Buddhist Dictionary cluster.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,KEEP,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 326 words; 2 content headings; authored route; nearest /learn/buddhism-101/ combined overlap 17.3%; external source links 2; role review: HUB; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.
https://echobuddha.com/learn/buddhist-dictionary/karma/,Karma,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,No,"Concise linguistic and doctrinal definition of the term in “Karma Meaning in Buddhism: Intention, Action, and Consequences”.",This page does not own the broad Karma explanation; that belongs to /learn/buddhism-101/what-is-karma-in-buddhism/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 277 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 55.4%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns the broad Buddhist meaning; the article applies intention and consequence to daily choices.
https://echobuddha.com/learn/buddhist-dictionary/karuna/,Compassion,DICTIONARY_DEFINITION,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,No,Concise linguistic and doctrinal definition of the term in “Karuna Meaning: Compassion in Buddhism”.,This page does not own the broad Compassion explanation; that belongs to /articles/compassion-in-buddhism-beginner-guide/.,MEDIUM,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 309 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/compassion/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: It provides the broad Buddhist frame; dictionary terms, boundaries, and daily discipline have narrower jobs."
https://echobuddha.com/learn/buddhist-dictionary/metta/,Loving-Kindness / Metta,PRIMARY_PILLAR,https://echobuddha.com/learn/buddhist-dictionary/metta/,Yes,"A narrower explanation, misconception, or example set specific to “Metta Meaning: Loving-Kindness in Buddhism”.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",NONE,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 315 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 59.7%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The term page should own metta meaning while meditation pages own practices and scripts.
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,Mindfulness,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,No,Concise linguistic and doctrinal definition of the term in “Mindfulness Meaning in Buddhist Practice”.,This page does not own the broad Mindfulness explanation; that belongs to /learn/buddhism-101/what-is-mindfulness/.,MEDIUM,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 244 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/sati/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower."
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,Buddhist Dictionary,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhist-dictionary/,No,Concise linguistic and doctrinal definition of the term in “Nirvana Meaning in Buddhism Explained Simply”.,This page does not own the broad Buddhist Dictionary explanation; that belongs to /learn/buddhist-dictionary/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 272 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 54.5%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,Sutta Study,DICTIONARY_DEFINITION,https://echobuddha.com/learn/sutta-for-daily-life/,No,Concise linguistic and doctrinal definition of the term in “Pali Canon Meaning for Beginners”.,This page does not own the broad Sutta Study explanation; that belongs to /learn/sutta-for-daily-life/.,MEDIUM,HUMAN_REVIEW,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 368 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/sutta/ combined overlap 61.0%; external source links 4; role review: DICTIONARY_DEFINITION; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.
https://echobuddha.com/learn/buddhist-dictionary/sangha/,Sangha,DICTIONARY_DEFINITION,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,No,Concise linguistic and doctrinal definition of the term in “Sangha Meaning: Buddhist Community Explained Simply”.,This page does not own the broad Sangha explanation; that belongs to /articles/what-is-sangha-buddhist-community/.,MEDIUM,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 357 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 56.3%; external source links 2; role review: DICTIONARY_DEFINITION; owner selection: It provides the fuller community explanation; the dictionary and temple guide have narrower roles.
https://echobuddha.com/learn/buddhist-dictionary/sati/,Mindfulness,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,No,Concise linguistic and doctrinal definition of the term in “Sati Meaning: Mindfulness in Buddhist Practice”.,This page does not own the broad Mindfulness explanation; that belongs to /learn/buddhism-101/what-is-mindfulness/.,MEDIUM,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 257 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower."
https://echobuddha.com/learn/buddhist-dictionary/sutta/,Sutta Study,DICTIONARY_DEFINITION,https://echobuddha.com/learn/sutta-for-daily-life/,No,Concise linguistic and doctrinal definition of the term in “Sutta Meaning in Buddhism”.,This page does not own the broad Sutta Study explanation; that belongs to /learn/sutta-for-daily-life/.,MEDIUM,HUMAN_REVIEW,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 323 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/pali-canon/ combined overlap 61.0%; external source links 2; role review: DICTIONARY_DEFINITION; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.
