URL,Variant,Current index state,Sitemap state,Approx word count,Heading count,External source links,Nearest comparable page,Combined overlap,Primary recommendation,Priority,Evidence
https://echobuddha.com/meditation/loving-kindness-meditation/,,indexable,in sitemap,395,14,1,https://echobuddha.com/meditation/breathing-meditation/,66.8,IMPROVE,P2,Built 2026-08-11T02:17:46.273Z; 395 words; 14 content headings; authored route; nearest /meditation/breathing-meditation/ combined overlap 66.8%; external source links 1
https://echobuddha.com/meditation/meditation-for-beginners/,,indexable,in sitemap,418,14,1,https://echobuddha.com/meditation/5-minute-meditation-practice/,61.4,IMPROVE,P2,Built 2026-08-11T02:17:46.273Z; 418 words; 14 content headings; authored route; nearest /meditation/5-minute-meditation-practice/ combined overlap 61.4%; external source links 1
https://echobuddha.com/meditation/meditation-posture-for-beginners/,,indexable,in sitemap,466,11,2,https://echobuddha.com/meditation/10-minute-meditation-practice/,48.4,IMPROVE,P2,Built 2026-08-11T02:17:46.273Z; 466 words; 11 content headings; authored route; nearest /meditation/10-minute-meditation-practice/ combined overlap 48.4%; external source links 2
https://echobuddha.com/meditation/mindfulness-in-daily-life/,,indexable,in sitemap,386,14,1,https://echobuddha.com/meditation/walking-meditation/,66.0,IMPROVE,P2,Built 2026-08-11T02:17:46.273Z; 386 words; 14 content headings; authored route; nearest /meditation/walking-meditation/ combined overlap 66.0%; external source links 1
https://echobuddha.com/meditation/walking-meditation/,,indexable,in sitemap,379,14,1,https://echobuddha.com/meditation/breathing-meditation/,66.8,IMPROVE,P2,Built 2026-08-11T02:17:46.273Z; 379 words; 14 content headings; authored route; nearest /meditation/breathing-meditation/ combined overlap 66.8%; external source links 1
https://echobuddha.com/meditation/when-meditation-feels-hard/,,indexable,in sitemap,471,11,3,https://echobuddha.com/meditation/10-minute-meditation-practice/,49.3,IMPROVE,P2,Built 2026-08-11T02:17:46.273Z; 471 words; 11 content headings; authored route; nearest /meditation/10-minute-meditation-practice/ combined overlap 49.3%; external source links 3
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,generated story,indexable,in sitemap,680,17,0,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,86.0,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 680 words; 17 content headings; generated story; nearest /quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/ combined overlap 86.0%; external source links 0
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,individually authored story,indexable,in sitemap,670,17,0,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,68.2,IMPROVE,P2,Built 2026-08-11T02:17:46.273Z; 670 words; 17 content headings; individually authored story; nearest /quotes/awareness/feelings-without-the-wheel/ combined overlap 68.2%; external source links 0
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,generated story,indexable,in sitemap,670,17,0,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,83.7,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 670 words; 17 content headings; generated story; nearest /quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/ combined overlap 83.7%; external source links 0
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,generated story,"noindex, follow",not in sitemap,660,17,0,Not calculated for noindex page,,KEEP CURRENT NOINDEX,P3,Current noindex page preserved; not part of the indexable scoring population.
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,individually authored story,indexable,in sitemap,627,17,0,https://echobuddha.com/quotes/letting-go/soften-around-stress/,66.9,IMPROVE,P2,Built 2026-08-11T02:17:46.273Z; 627 words; 17 content headings; individually authored story; nearest /quotes/letting-go/soften-around-stress/ combined overlap 66.9%; external source links 0
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,generated story,indexable,in sitemap,681,17,0,https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,87.0,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 681 words; 17 content headings; generated story; nearest /quotes/patience/be-patient-with-the-part-of-you-that-is/ combined overlap 87.0%; external source links 0
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,individually authored story,indexable,in sitemap,615,17,0,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,67.6,IMPROVE,P2,Built 2026-08-11T02:17:46.273Z; 615 words; 17 content headings; individually authored story; nearest /quotes/wisdom/wisdom-sees-clearly/ combined overlap 67.6%; external source links 0
