URL,Checked at UTC,Production status,Local title,Production title,Local H1,Production H1,Canonical match,Robots match,AdSense script match,Result,Notes
https://echobuddha.com/,2026-08-11T02:17:46.273Z,200,Echo Buddha - Buddhist Wisdom for a Calmer Everyday Life,Echo Buddha - Buddhist Wisdom for a Calmer Everyday Life,Echo Buddha,Echo Buddha,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,2026-08-11T02:17:46.273Z,200,Original Mindfulness Reflection: A peaceful mind begins with... | Echo Buddha,Original Mindfulness Reflection: A peaceful mind begins with... | Echo Buddha,Original Mindfulness Reflection: A peaceful mind begins with...,Original Mindfulness Reflection: A peaceful mind begins with...,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/daily-reflections/,2026-08-11T02:17:46.273Z,200,Daily Buddhist Reflections for Mindful Living | Echo Buddha,Daily Buddhist Reflections for Mindful Living | Echo Buddha,Daily Buddhist Reflections for Mindful Living,Daily Buddhist Reflections for Mindful Living,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/daily-reflections/anger-as-a-signal/,2026-08-11T02:17:46.273Z,200,Anger Can Become a Signal - Daily Buddhist Reflection | Echo Buddha,Anger Can Become a Signal - Daily Buddhist Reflection | Echo Buddha,Anger Can Become a Signal,Anger Can Become a Signal,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/tools/,2026-08-11T02:17:46.273Z,200,Buddhist Mindfulness Tools and Daily Practice Resources | Echo Buddha,Buddhist Mindfulness Tools and Daily Practice Resources | Echo Buddha,Buddhist Mindfulness Tools and Daily Practice Resources,Buddhist Mindfulness Tools and Daily Practice Resources,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/about/,2026-08-11T02:17:46.273Z,200,About Echo Buddha | Echo Buddha,About Echo Buddha | Echo Buddha,About Echo Buddha,About Echo Buddha,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/editorial-policy/,2026-08-11T02:17:46.273Z,200,Editorial Policy | Echo Buddha,Editorial Policy | Echo Buddha,Editorial Policy,Editorial Policy,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/how-echo-buddha-creates-content/,2026-08-11T02:17:46.273Z,200,How Echo Buddha Creates Content | Echo Buddha,How Echo Buddha Creates Content | Echo Buddha,How Echo Buddha Creates Content,How Echo Buddha Creates Content,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/buddhist-sources-and-citations/,2026-08-11T02:17:46.273Z,200,Buddhist Sources and Citations | Echo Buddha,Buddhist Sources and Citations | Echo Buddha,Buddhist Sources and Citations,Buddhist Sources and Citations,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/quote-attribution-policy/,2026-08-11T02:17:46.273Z,200,Quote Attribution Policy | Echo Buddha,Quote Attribution Policy | Echo Buddha,Quote Attribution Policy,Quote Attribution Policy,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/meditation-safety/,2026-08-11T02:17:46.273Z,200,Meditation Safety and Gentle Practice | Echo Buddha,Meditation Safety and Gentle Practice | Echo Buddha,Meditation Safety and Gentle Practice,Meditation Safety and Gentle Practice,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/privacy-policy/,2026-08-11T02:17:46.273Z,200,Privacy Policy | Echo Buddha,Privacy Policy | Echo Buddha,Privacy Policy,Privacy Policy,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/terms-of-use/,2026-08-11T02:17:46.273Z,200,Terms of Use | Echo Buddha,Terms of Use | Echo Buddha,Terms of Use,Terms of Use,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/contact/,2026-08-11T02:17:46.273Z,200,Contact | Echo Buddha,Contact | Echo Buddha,Contact Echo Buddha,Contact Echo Buddha,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/corrections/,2026-08-11T02:17:46.273Z,200,Corrections and Editorial Updates | Echo Buddha,Corrections and Editorial Updates | Echo Buddha,Corrections and Editorial Updates,Corrections and Editorial Updates,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
https://echobuddha.com/search/,2026-08-11T02:17:46.273Z,200,Search Echo Buddha | Echo Buddha,Search Echo Buddha | Echo Buddha,Search Echo Buddha,Search Echo Buddha,Yes,Yes,Yes,PASS,Representative rendered parity confirmed
