URL,Variant,Current index state,Sitemap state,Approx word count,Heading count,External source links,Nearest comparable page,Combined overlap,Primary recommendation,Priority,Evidence
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,,indexable,in sitemap,302,12,0,https://echobuddha.com/daily-reflections/rest-without-escape/,76.0,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 302 words; 12 content headings; authored route; nearest /daily-reflections/rest-without-escape/ combined overlap 76.0%; external source links 0
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,,indexable,in sitemap,318,12,0,https://echobuddha.com/daily-reflections/simple-goodwill/,73.4,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 318 words; 12 content headings; authored route; nearest /daily-reflections/simple-goodwill/ combined overlap 73.4%; external source links 0
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,,indexable,in sitemap,298,12,0,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,73.2,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 298 words; 12 content headings; authored route; nearest /daily-reflections/forgiveness-without-approval/ combined overlap 73.2%; external source links 0
https://echobuddha.com/daily-reflections/listen-before-answering/,,indexable,in sitemap,303,12,0,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,74.9,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/speech-can-reduce-suffering/ combined overlap 74.9%; external source links 0
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,,indexable,in sitemap,304,12,0,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,75.8,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 304 words; 12 content headings; authored route; nearest /daily-reflections/forgiveness-without-approval/ combined overlap 75.8%; external source links 0
https://echobuddha.com/daily-reflections/mindful-work/,,indexable,in sitemap,304,12,0,https://echobuddha.com/daily-reflections/one-step-on-the-path/,77.9,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 304 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 77.9%; external source links 0
https://echobuddha.com/daily-reflections/morning-intention/,,indexable,in sitemap,300,12,0,https://echobuddha.com/daily-reflections/one-step-on-the-path/,75.7,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 300 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0
https://echobuddha.com/daily-reflections/notice-before-fixing/,,indexable,in sitemap,300,12,0,https://echobuddha.com/daily-reflections/morning-intention/,73.9,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 300 words; 12 content headings; authored route; nearest /daily-reflections/morning-intention/ combined overlap 73.9%; external source links 0
https://echobuddha.com/daily-reflections/one-honest-breath/,,indexable,in sitemap,314,12,0,https://echobuddha.com/daily-reflections/evening-release/,73.5,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 314 words; 12 content headings; authored route; nearest /daily-reflections/evening-release/ combined overlap 73.5%; external source links 0
https://echobuddha.com/daily-reflections/one-step-on-the-path/,,indexable,in sitemap,314,12,0,https://echobuddha.com/daily-reflections/mindful-work/,77.9,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 314 words; 12 content headings; authored route; nearest /daily-reflections/mindful-work/ combined overlap 77.9%; external source links 0
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,,indexable,in sitemap,333,12,0,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,72.9,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 333 words; 12 content headings; authored route; nearest /daily-reflections/speech-can-reduce-suffering/ combined overlap 72.9%; external source links 0
https://echobuddha.com/daily-reflections/rest-without-escape/,,indexable,in sitemap,311,12,0,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,76.0,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 311 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 76.0%; external source links 0
https://echobuddha.com/daily-reflections/see-the-conditions/,,indexable,in sitemap,303,12,0,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,73.5,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/soften-the-inner-argument/ combined overlap 73.5%; external source links 0
https://echobuddha.com/daily-reflections/simple-goodwill/,,indexable,in sitemap,292,12,0,https://echobuddha.com/daily-reflections/family-patience/,74.1,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 292 words; 12 content headings; authored route; nearest /daily-reflections/family-patience/ combined overlap 74.1%; external source links 0
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,,indexable,in sitemap,306,12,0,https://echobuddha.com/daily-reflections/one-step-on-the-path/,75.7,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 306 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,,indexable,in sitemap,303,12,0,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,74.3,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 74.3%; external source links 0
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,,indexable,in sitemap,299,12,0,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,75.6,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 299 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 75.6%; external source links 0
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,,indexable,in sitemap,303,12,0,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,73.8,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 73.8%; external source links 0
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,,indexable,in sitemap,305,12,0,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,72.0,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/let-the-feeling-pass/ combined overlap 72.0%; external source links 0
https://echobuddha.com/daily-reflections/today/,,"noindex, follow",not in sitemap,1816,33,0,Not calculated for noindex page,,KEEP CURRENT NOINDEX,P3,Current noindex page preserved; not part of the indexable scoring population.
https://echobuddha.com/daily-reflections/walking-as-practice/,,indexable,in sitemap,305,12,0,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,72.1,NOINDEX,P1,Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/compassion-begins-nearby/ combined overlap 72.1%; external source links 0
