URL,Primary topic owner,Unique user value score /25,Intent differentiation /20,Completeness /15,Original insight /10,Source integrity /10,Editorial trust /5,Internal journey /5,UX/readability /5,AdSense suitability /5
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,17,14,14,8,8,5,4,4,4
https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,17,14,14,8,8,5,4,4,4
https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,17,14,14,8,8,5,4,4,4
https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/right-speech-buddhism/,17,14,12,8,8,5,4,4,5
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/articles/right-speech-buddhism/,17,14,12,8,8,5,4,4,5
https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,17,14,14,8,8,5,4,4,4
https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,17,14,14,8,8,5,4,4,5
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,17,14,14,8,8,5,4,4,4
https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,17,14,14,8,8,5,4,4,5
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/learn/eightfold-path/,17,14,14,8,8,5,4,4,5
https://echobuddha.com/articles/non-attachment-in-relationships/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,17,14,12,8,8,5,4,4,4
https://echobuddha.com/articles/right-livelihood-modern-life/,https://echobuddha.com/articles/right-livelihood-modern-life/,18,16,14,8,8,5,4,4,5
https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,17,14,14,8,8,5,4,4,5
https://echobuddha.com/articles/right-speech-examples/,https://echobuddha.com/articles/right-speech-buddhism/,17,14,12,8,8,5,4,4,5
https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://echobuddha.com/articles/three-poisons-buddhism-explained/,18,16,14,8,8,5,4,4,5
https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,17,14,12,8,8,5,4,4,5
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,17,14,12,8,8,5,4,4,5
https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/meditation/,17,14,14,8,8,5,4,4,4
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/learn/buddhism-for-beginners/,17,14,14,8,8,5,4,4,5
https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,18,16,14,8,8,5,4,4,5
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,17,14,14,8,8,5,4,4,5
https://echobuddha.com/authors/echo-buddha-editorial/,https://echobuddha.com/authors/echo-buddha-editorial/,16,17,10,7,7,4,4,4,1
https://echobuddha.com/buddhist-sources-and-citations/,https://echobuddha.com/buddhist-sources-and-citations/,16,17,10,8,8,3,4,4,1
https://echobuddha.com/contact/,https://echobuddha.com/contact/,16,17,10,8,7,3,2,4,1
https://echobuddha.com/corrections/,https://echobuddha.com/corrections/,16,17,10,8,8,4,2,4,1
https://echobuddha.com/daily-reflections/anger-as-a-signal/,https://echobuddha.com/articles/buddhist-approach-to-anger/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/begin-again-without-shame/,https://echobuddha.com/daily-reflections/begin-again-without-shame/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/enough-for-this-moment/,https://echobuddha.com/daily-reflections/enough-for-this-moment/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/evening-release/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/family-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/gratitude-for-change/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,16,15,11,7,7,4,5,4,2
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/listen-before-answering/,https://echobuddha.com/articles/right-speech-buddhism/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,https://echobuddha.com/learn/buddhist-dictionary/metta/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/mindful-work/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/morning-intention/,https://echobuddha.com/daily-reflections/morning-intention/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/notice-before-fixing/,https://echobuddha.com/daily-reflections/notice-before-fixing/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/one-honest-breath/,https://echobuddha.com/meditation/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/one-step-on-the-path/,https://echobuddha.com/learn/eightfold-path/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,https://echobuddha.com/articles/three-ways-to-practice-patience/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/rest-without-escape/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/see-the-conditions/,https://echobuddha.com/daily-reflections/see-the-conditions/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/simple-goodwill/,https://echobuddha.com/daily-reflections/simple-goodwill/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,https://echobuddha.com/articles/right-speech-buddhism/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,https://echobuddha.com/learn/four-noble-truths/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/daily-reflections/walking-as-practice/,https://echobuddha.com/daily-reflections/walking-as-practice/,6,2,5,5,6,3,4,4,2
https://echobuddha.com/disclaimer/,https://echobuddha.com/disclaimer/,16,17,10,8,7,3,4,4,1
https://echobuddha.com/editorial-policy/,https://echobuddha.com/editorial-policy/,16,17,10,8,8,4,4,4,1
https://echobuddha.com/how-echo-buddha-creates-content/,https://echobuddha.com/how-echo-buddha-creates-content/,16,17,10,8,8,3,4,4,1
https://echobuddha.com/,https://echobuddha.com/,18,17,12,8,7,4,5,4,5
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/learn/buddhism-for-beginners/,16,13,8,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,17,15,11,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,17,15,11,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,17,15,10,7,7,4,4,4,3
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,17,15,11,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,16,13,10,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhism-for-beginners/,16,13,8,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/,16,15,11,7,8,4,5,4,2
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,16,13,10,6,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,17,15,11,7,7,5,4,4,4
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/learn/four-noble-truths/,16,13,10,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/eightfold-path/,16,13,10,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,16,13,10,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,17,15,11,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,16,13,10,6,7,5,4,4,4
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-for-beginners/,16,13,10,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,14,12,10,6,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,16,13,10,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,14,12,10,6,7,4,4,4,4
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,16,13,10,7,7,4,4,4,4
https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-for-beginners/,16,15,10,7,7,4,5,4,3
https://echobuddha.com/learn/buddhist-dictionary/anatta/,https://echobuddha.com/learn/buddhist-dictionary/,14,12,8,6,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,14,12,8,5,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/compassion/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,14,12,8,6,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,16,13,10,7,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,14,12,8,6,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/,16,15,8,7,8,4,5,3,2
https://echobuddha.com/learn/buddhist-dictionary/karma/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,14,12,8,5,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/karuna/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,14,12,8,6,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,14,12,8,6,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,14,12,8,5,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,https://echobuddha.com/learn/buddhist-dictionary/,14,12,8,6,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/learn/sutta-for-daily-life/,14,12,10,6,7,5,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/sangha/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,14,12,10,6,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/sati/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,14,12,8,6,7,4,4,4,3
https://echobuddha.com/learn/buddhist-dictionary/sutta/,https://echobuddha.com/learn/sutta-for-daily-life/,14,12,8,6,7,4,4,4,3
https://echobuddha.com/learn/buddhist-resources/,https://echobuddha.com/learn/buddhist-resources/,16,15,10,6,8,4,5,4,2
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,https://echobuddha.com/learn/dhammapada-reflections/,14,12,8,5,7,4,4,4,3
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,https://echobuddha.com/learn/dhammapada-reflections/,14,12,8,6,7,4,4,4,3
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,https://echobuddha.com/learn/dhammapada-reflections/,14,12,8,6,7,4,4,4,3
https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/,16,15,8,7,8,4,5,4,2
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,https://echobuddha.com/learn/dhammapada-reflections/,14,12,8,5,7,4,4,4,3
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,https://echobuddha.com/learn/dhammapada-reflections/,14,12,8,5,7,4,4,4,3
https://echobuddha.com/learn/eightfold-path/,https://echobuddha.com/learn/eightfold-path/,16,15,8,7,8,4,5,4,3
https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/learn/four-noble-truths/,16,15,8,7,8,4,5,4,3
https://echobuddha.com/learn/,https://echobuddha.com/learn/,16,15,10,7,7,5,5,4,2
https://echobuddha.com/learn/questions-about-buddhism/,https://echobuddha.com/learn/questions-about-buddhism/,16,15,11,7,7,4,5,3,2
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,14,12,8,5,7,4,4,4,3
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,https://echobuddha.com/learn/four-noble-truths/,14,12,10,6,7,4,4,4,3
https://echobuddha.com/learn/sutta-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/,16,15,8,7,8,4,5,4,2
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,https://echobuddha.com/learn/sutta-for-daily-life/,14,12,8,5,7,5,4,4,3
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,https://echobuddha.com/learn/eightfold-path/,14,12,10,5,7,4,4,4,3
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,https://echobuddha.com/learn/buddhist-dictionary/metta/,14,12,8,5,7,4,4,4,3
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,https://echobuddha.com/learn/sutta-for-daily-life/,14,12,8,6,7,4,4,4,3
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,https://echobuddha.com/articles/right-speech-buddhism/,14,12,8,5,7,4,4,4,3
https://echobuddha.com/meditation-guide/,https://echobuddha.com/meditation/,18,16,12,8,8,4,4,4,4
https://echobuddha.com/meditation-safety/,https://echobuddha.com/meditation/,16,17,10,8,7,3,4,4,1
https://echobuddha.com/meditation/10-minute-meditation-practice/,https://echobuddha.com/meditation/,13,12,10,7,7,4,4,4,2
https://echobuddha.com/meditation/5-minute-meditation-practice/,https://echobuddha.com/meditation/,11,10,10,6,7,4,4,4,2
https://echobuddha.com/meditation/breathing-meditation/,https://echobuddha.com/meditation/,11,10,10,6,7,4,4,4,2
https://echobuddha.com/meditation/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,16,15,10,7,8,4,5,4,2
https://echobuddha.com/meditation/loving-kindness-meditation/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,11,10,10,6,7,4,4,4,2
https://echobuddha.com/meditation/meditation-for-beginners/,https://echobuddha.com/meditation/,13,12,10,7,7,4,4,4,2
https://echobuddha.com/meditation/meditation-posture-for-beginners/,https://echobuddha.com/meditation/,13,12,10,7,7,4,4,4,2
https://echobuddha.com/meditation/mindfulness-in-daily-life/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,11,10,10,6,7,4,4,4,2
https://echobuddha.com/meditation/walking-meditation/,https://echobuddha.com/meditation/,11,10,10,6,7,4,4,4,2
https://echobuddha.com/meditation/when-meditation-feels-hard/,https://echobuddha.com/meditation/,13,12,10,7,7,4,4,4,2
https://echobuddha.com/mindful-living/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,16,15,10,7,7,4,5,4,2
https://echobuddha.com/privacy-policy/,https://echobuddha.com/privacy-policy/,16,17,10,8,8,3,2,4,1
https://echobuddha.com/quote-attribution-policy/,https://echobuddha.com/quote-attribution-policy/,16,17,10,8,8,4,4,4,1
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,10,7,10,7,9,4,4,3,2
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,https://echobuddha.com/articles/buddhist-approach-to-anger/,7,3,9,5,9,4,4,3,2
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,7,3,9,5,9,4,4,3,2
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,10,7,10,7,9,4,4,3,2
https://echobuddha.com/quotes/awareness/,https://echobuddha.com/quotes/awareness/,13,12,10,6,7,5,5,4,2
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,7,3,9,5,9,4,4,3,2
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,7,3,9,5,9,4,4,3,2
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/articles/buddhist-approach-to-anger/,10,7,10,7,9,4,4,3,2
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,9,5,10,5,9,4,4,3,2
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,7,3,9,5,9,4,4,3,2
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,10,7,10,7,9,4,4,3,2
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,10,7,10,7,9,4,4,3,2
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,7,3,9,5,9,4,4,3,2
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,7,3,9,5,9,4,4,3,2
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,7,3,9,5,9,4,4,3,2
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,7,3,9,5,9,4,4,3,2
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,10,7,10,7,9,4,4,3,2
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,10,7,10,7,9,4,4,3,2
https://echobuddha.com/quotes/compassion/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,13,12,10,6,7,5,5,4,2
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,10,7,10,7,9,4,4,3,2
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,7,3,9,5,9,4,4,3,2
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,9,5,10,5,9,4,4,3,2
