url_id,URL,page_family,family_group,topic,primary_intent,declared_role,owner_url,independent_purpose_raw,independent_purpose_weighted,independent_purpose_evidence,independent_purpose_confidence,originality_raw,originality_weighted,originality_evidence,originality_confidence,external_value_raw,external_value_weighted,external_value_evidence,external_value_confidence,internal_differentiation_raw,internal_differentiation_weighted,internal_differentiation_evidence,internal_differentiation_confidence,completeness_raw,completeness_weighted,completeness_evidence,completeness_confidence,editorial_contribution_raw,editorial_contribution_weighted,editorial_contribution_evidence,editorial_contribution_confidence,trust_raw,trust_weighted,trust_evidence,trust_confidence,ux_raw,ux_weighted,ux_evidence,ux_confidence,search_equity_raw,search_equity_weighted,search_equity_evidence,search_equity_confidence,return_value_raw,return_value_weighted,return_value_evidence,return_value_confidence,publisher_value_score,main_score_evidence,external_benchmark_reference,external_originality_confidence,similarity_cluster,intent_cluster,owner_support_relation,query_ownership,gsc_clicks,gsc_impressions,SEO_equity_level,policy_risk_flags,critical_override,critical_override_reason,mass_production_signal,people_first_purpose,who_signal,how_signal,why_signal,factual_review_required,score_band,provisional_review_class,evaluation_confidence,scoring_status,second_review_required,scoring_dispute,first_pass_score,second_pass_score,second_pass_rationale,notes
url_37337de91a648972,https://echobuddha.com/articles/equanimity-in-buddhism/,ARTICLE,Articles,Equanimity,comparison,PRIMARY_PILLAR,,3,9.0,comparison; no declared owner relationship; topic cluster contains 1 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.1240, unique-text ratio 0.8760; 1 retained similarity pairs; max lexical 0.0847; max heading 0.4138.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Equanimity; EchoBuddha role is comparison; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,3,9.0,1 retained similarity pairs; max lexical 0.0847; max heading 0.4138; no declared owner relationship; query ownership is NO_DATA rather than inferred.,HIGH,4,8.0,21 headings and 39 paragraphs inspected as structural coverage evidence; purpose is comparison; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 7 impressions in the preserved three-month page export; query×page join unavailable,HIGH,3,3.0,"comparison assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE; independent-purpose raw score 3/5.",HIGH,70,Evidence-weighted internal Phase 2 score; no material policy-risk flag.,ATI_BEFRIENDING | TRICYCLE_BEGINNERS | LIONS_ROAR,MEDIUM,ND_EQUANIMITY,INTENT_EQUANIMITY,NONE_VERIFIED,NO_DATA,0,7,LIMITED,NONE_OBSERVED,false,,LOW,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,70,70,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_8f013d60b6e1e53d,https://echobuddha.com/articles/first-week-buddhist-practice/,ARTICLE,Articles,Beginner Buddhism,practical guide,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-for-beginners/,3,9.0,practical guide; declared owner(s): https://echobuddha.com/learn/buddhism-for-beginners/; topic cluster contains 7 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.2399, unique-text ratio 0.7601; 5 retained similarity pairs; max lexical 0.1318; max heading 0.5000.",HIGH,4,12.0,3 current authoritative benchmarks assigned for Beginner Buddhism; EchoBuddha role is practical guide; 3 extracted citations; 3 Buddhist primary-source links; source section present.,MEDIUM,2,6.0,5 retained similarity pairs; max lexical 0.1318; max heading 0.5000; declared owner(s): https://echobuddha.com/learn/buddhism-for-beginners/; query ownership is NO_DATA rather than inferred.,HIGH,4,8.0,21 headings and 28 paragraphs inspected as structural coverage evidence; purpose is practical guide; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,3 extracted citations; 3 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,2,2.0,0 clicks and 1 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"practical guide assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE; independent-purpose raw score 3/5.",HIGH,70,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP.,TRICYCLE_BEGINNERS | ATI_BEFRIENDING | SC_START,MEDIUM,ND_BEGINNER_BUDDHISM,INTENT_BEGINNER_BUDDHISM,DECLARED_SUPPORT,NO_DATA,0,1,LIMITED,OWNER_SUPPORT_OVERLAP,false,,LOW,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,70,70,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_3d2f47e1c8577739,https://echobuddha.com/articles/five-precepts-in-daily-life/,ARTICLE,Articles,Buddhist Ethics,practical guide,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,3,9.0,practical guide; declared owner(s): https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/; topic cluster contains 4 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.1081, unique-text ratio 0.8919; 0 retained similarity pairs; max lexical 0.0000; max heading 0.0000.",HIGH,4,12.0,3 current authoritative benchmarks assigned for Buddhist Ethics; EchoBuddha role is practical guide; 2 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,2,6.0,0 retained similarity pairs; max lexical 0.0000; max heading 0.0000; declared owner(s): https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/; query ownership is NO_DATA rather than inferred.,HIGH,4,8.0,27 headings and 53 paragraphs inspected as structural coverage evidence; purpose is practical guide; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,2 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,5,5.0,0 clicks and 104 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"practical guide assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE; independent-purpose raw score 3/5.",HIGH,73,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP | SEO_EQUITY_HIGH.,ATI_FIVE_PRECEPTS | ATI_RIGHT_LIVELIHOOD | SC_SN45_8,MEDIUM,NONE,INTENT_BUDDHIST_ETHICS,DECLARED_SUPPORT,NO_DATA,0,104,HIGH,OWNER_SUPPORT_OVERLAP | SEO_EQUITY_HIGH,false,,LOW,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,73,73,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_5ce64f4c5a6ddcac,https://echobuddha.com/articles/four-noble-truths-explained/,ARTICLE,Articles,Four Noble Truths,beginner explanation,SUPPORTING_EXPLANATION,https://echobuddha.com/learn/four-noble-truths/,2,6.0,beginner explanation; declared owner(s): https://echobuddha.com/learn/four-noble-truths/; topic cluster contains 6 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.1363, unique-text ratio 0.8637; 3 retained similarity pairs; max lexical 0.1013; max heading 0.4000.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Four Noble Truths; EchoBuddha role is beginner explanation; 2 extracted citations; 2 Buddhist primary-source links; source section present.,MEDIUM,2,6.0,3 retained similarity pairs; max lexical 0.1013; max heading 0.4000; declared owner(s): https://echobuddha.com/learn/four-noble-truths/; query ownership is NO_DATA rather than inferred.,HIGH,4,8.0,28 headings and 40 paragraphs inspected as structural coverage evidence; purpose is beginner explanation; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,2 extracted citations; 2 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,2,2.0,0 clicks and 2 impressions in the preserved three-month page export; query×page join unavailable,HIGH,3,3.0,"beginner explanation assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE; independent-purpose raw score 2/5.",HIGH,63,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE.,SC_SN56_11 | ATI_SN56_11 | TRICYCLE_BEGINNERS,MEDIUM,ND_FOUR_NOBLE_TRUTHS,INTENT_FOUR_NOBLE_TRUTHS,DECLARED_SUPPORT,NO_DATA,0,2,LIMITED,OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE,false,,LOW,WEAK,ADEQUATE,ADEQUATE,WEAK,true,50–69,MAJOR_REVIEW_CANDIDATE,HIGH,SCORED,true,false,63,63,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_329ead4131fb8bc9,https://echobuddha.com/articles/four-noble-truths-explained-simply/,ARTICLE,Articles,Four Noble Truths,beginner explanation,BEGINNER_FOUNDATION,https://echobuddha.com/learn/four-noble-truths/,2,6.0,beginner explanation; declared owner(s): https://echobuddha.com/learn/four-noble-truths/; topic cluster contains 6 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.1506, unique-text ratio 0.8494; 6 retained similarity pairs; max lexical 0.1013; max heading 0.4857.",HIGH,2,6.0,3 current authoritative benchmarks assigned for Four Noble Truths; EchoBuddha role is beginner explanation; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,2,6.0,6 retained similarity pairs; max lexical 0.1013; max heading 0.4857; declared owner(s): https://echobuddha.com/learn/four-noble-truths/; query ownership is NO_DATA rather than inferred.,HIGH,4,8.0,26 headings and 40 paragraphs inspected as structural coverage evidence; purpose is beginner explanation; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 6 impressions in the preserved three-month page export; query×page join unavailable,HIGH,3,3.0,"beginner explanation assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE; independent-purpose raw score 2/5.",HIGH,61,Evidence-weighted internal Phase 2 score; SEARCH_FIRST_CONTENT_PATTERN | KEYWORD_VARIATION_PATTERN | OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE.,SC_SN56_11 | ATI_SN56_11 | TRICYCLE_BEGINNERS,MEDIUM,ND_FOUR_NOBLE_TRUTHS,INTENT_FOUR_NOBLE_TRUTHS,DECLARED_SUPPORT,NO_DATA,0,6,LIMITED,SEARCH_FIRST_CONTENT_PATTERN | KEYWORD_VARIATION_PATTERN | OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE,false,,LOW,WEAK,ADEQUATE,ADEQUATE,WEAK,true,50–69,MAJOR_REVIEW_CANDIDATE,HIGH,SCORED,true,false,61,61,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_99e4e9a88901487c,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,ARTICLE,Articles,Attachment and Letting Go,practical guide,PRIMARY_PILLAR,,4,12.0,practical guide; no declared owner relationship; topic cluster contains 13 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.1685, unique-text ratio 0.8315; 3 retained similarity pairs; max lexical 0.1274; max heading 0.4848.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Attachment and Letting Go; EchoBuddha role is practical guide; 0 extracted citations; 0 Buddhist primary-source links; source section present.,MEDIUM,4,12.0,3 retained similarity pairs; max lexical 0.1274; max heading 0.4848; no declared owner relationship; query ownership is NO_DATA rather than inferred.,HIGH,4,8.0,27 headings and 39 paragraphs inspected as structural coverage evidence; purpose is practical guide; word count did not award points.,HIGH,3,6.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,2,2.0,0 extracted citations; 0 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 10 impressions in the preserved three-month page export; query×page join unavailable,HIGH,3,3.0,"practical guide assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE; independent-purpose raw score 4/5.",HIGH,71,Evidence-weighted internal Phase 2 score; SOURCE_QUALITY_GAP.,TRICYCLE_BEGINNERS | ATI_BEFRIENDING | LIONS_ROAR,MEDIUM,ND_ATTACHMENT_AND_LETTING_GO,INTENT_ATTACHMENT_AND_LETTING_GO,DECLARED_OWNER,NO_DATA,0,10,LIMITED,SOURCE_QUALITY_GAP,false,,LOW,STRONG,ADEQUATE,ADEQUATE,STRONG,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,71,71,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_0cf3704485a08829,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,ARTICLE,Articles,Meditation,practical guide,SCENARIO_GUIDE,,4,12.0,practical guide; no declared owner relationship; topic cluster contains 17 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.1819, unique-text ratio 0.8181; 4 retained similarity pairs; max lexical 0.0998; max heading 0.4737.",HIGH,4,12.0,3 current authoritative benchmarks assigned for Meditation; EchoBuddha role is practical guide; 1 extracted citations; 0 Buddhist primary-source links; source section present.,MEDIUM,3,9.0,4 retained similarity pairs; max lexical 0.0998; max heading 0.4737; no declared owner relationship; query ownership is NO_DATA rather than inferred.,HIGH,4,8.0,28 headings and 43 paragraphs inspected as structural coverage evidence; purpose is practical guide; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,4,4.0,1 extracted citations; 0 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,2,2.0,0 clicks and 1 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"practical guide assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE; independent-purpose raw score 4/5.",HIGH,75,Evidence-weighted internal Phase 2 score; no material policy-risk flag.,SC_MN118 | ATI_MN118 | NCCIH_MEDITATION,MEDIUM,ND_MEDITATION,INTENT_MEDITATION,DECLARED_OWNER,NO_DATA,0,1,LIMITED,NONE_OBSERVED,false,,LOW,STRONG,ADEQUATE,ADEQUATE,STRONG,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,75,75,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_567f2d1cea68af60,https://echobuddha.com/articles/how-to-meditate-for-beginners/,ARTICLE,Articles,Meditation,practical guide,PRACTICE_GUIDE,https://echobuddha.com/meditation/,3,9.0,practical guide; declared owner(s): https://echobuddha.com/meditation/; topic cluster contains 17 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.2161, unique-text ratio 0.7839; 7 retained similarity pairs; max lexical 0.1333; max heading 0.4359.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Meditation; EchoBuddha role is practical guide; 2 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,3,9.0,7 retained similarity pairs; max lexical 0.1333; max heading 0.4359; declared owner(s): https://echobuddha.com/meditation/; query ownership is NO_DATA rather than inferred.,HIGH,4,8.0,28 headings and 44 paragraphs inspected as structural coverage evidence; purpose is practical guide; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,2 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,2,2.0,0 clicks and 2 impressions in the preserved three-month page export; query×page join unavailable,HIGH,3,3.0,"practical guide assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE; independent-purpose raw score 3/5.",HIGH,69,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP.,SC_MN118 | ATI_MN118 | NCCIH_MEDITATION,MEDIUM,ND_MEDITATION,INTENT_MEDITATION,DECLARED_SUPPORT,NO_DATA,0,2,LIMITED,OWNER_SUPPORT_OVERLAP,false,,LOW,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,50–69,MAJOR_REVIEW_CANDIDATE,HIGH,SCORED,true,false,69,69,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_6cb2709de4bd632b,https://echobuddha.com/articles/how-to-practice-non-attachment/,ARTICLE,Articles,Attachment and Letting Go,comparison,PRACTICAL_APPLICATION,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,2,6.0,comparison; declared owner(s): https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/; topic cluster contains 13 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.1755, unique-text ratio 0.8245; 3 retained similarity pairs; max lexical 0.1312; max heading 0.5278.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Attachment and Letting Go; EchoBuddha role is comparison; 0 extracted citations; 0 Buddhist primary-source links; source section present.,MEDIUM,2,6.0,3 retained similarity pairs; max lexical 0.1312; max heading 0.5278; declared owner(s): https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/; query ownership is NO_DATA rather than inferred.,HIGH,4,8.0,27 headings and 42 paragraphs inspected as structural coverage evidence; purpose is comparison; word count did not award points.,HIGH,3,6.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,2,2.0,0 extracted citations; 0 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 7 impressions in the preserved three-month page export; query×page join unavailable,HIGH,3,3.0,"comparison assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE; independent-purpose raw score 2/5.",HIGH,59,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE | SOURCE_QUALITY_GAP.,TRICYCLE_BEGINNERS | ATI_BEFRIENDING | LIONS_ROAR,MEDIUM,ND_ATTACHMENT_AND_LETTING_GO,INTENT_ATTACHMENT_AND_LETTING_GO,DECLARED_SUPPORT,NO_DATA,0,7,LIMITED,OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE | SOURCE_QUALITY_GAP,false,,LOW,WEAK,ADEQUATE,ADEQUATE,WEAK,true,50–69,MAJOR_REVIEW_CANDIDATE,HIGH,SCORED,true,false,59,59,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_0fcdbb5b65d8328b,https://echobuddha.com/articles/impermanence-in-buddhism/,ARTICLE,Articles,Impermanence,practical guide,SUPPORTING_EXPLANATION,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,2,6.0,practical guide; declared owner(s): https://echobuddha.com/learn/buddhism-101/what-is-impermanence/; topic cluster contains 8 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.2027, unique-text ratio 0.7973; 2 retained similarity pairs; max lexical 0.1209; max heading 0.3778.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Impermanence; EchoBuddha role is practical guide; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,2,6.0,2 retained similarity pairs; max lexical 0.1209; max heading 0.3778; declared owner(s): https://echobuddha.com/learn/buddhism-101/what-is-impermanence/; query ownership is NO_DATA rather than inferred.,HIGH,4,8.0,34 headings and 48 paragraphs inspected as structural coverage evidence; purpose is practical guide; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,2,2.0,0 clicks and 3 impressions in the preserved three-month page export; query×page join unavailable,HIGH,3,3.0,"practical guide assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE; independent-purpose raw score 2/5.",HIGH,63,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE.,SC_SN22_59 | ATI_SN22_59 | TRICYCLE_BEGINNERS,MEDIUM,ND_IMPERMANENCE,INTENT_IMPERMANENCE,DECLARED_SUPPORT,NO_DATA,0,3,LIMITED,OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE,false,,LOW,WEAK,ADEQUATE,ADEQUATE,WEAK,true,50–69,MAJOR_REVIEW_CANDIDATE,HIGH,SCORED,true,false,63,63,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_fb83632bdc208258,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,ARTICLE,Articles,Impermanence,comparison,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,2,6.0,comparison; declared owner(s): https://echobuddha.com/learn/buddhism-101/what-is-impermanence/; topic cluster contains 8 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.1743, unique-text ratio 0.8257; 6 retained similarity pairs; max lexical 0.1213; max heading 0.4474.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Impermanence; EchoBuddha role is comparison; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,2,6.0,6 retained similarity pairs; max lexical 0.1213; max heading 0.4474; declared owner(s): https://echobuddha.com/learn/buddhism-101/what-is-impermanence/; query ownership is NO_DATA rather than inferred.,HIGH,4,8.0,27 headings and 42 paragraphs inspected as structural coverage evidence; purpose is comparison; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 7 impressions in the preserved three-month page export; query×page join unavailable,HIGH,3,3.0,"comparison assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE; independent-purpose raw score 2/5.",HIGH,64,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE.,SC_SN22_59 | ATI_SN22_59 | TRICYCLE_BEGINNERS,MEDIUM,ND_IMPERMANENCE,INTENT_IMPERMANENCE,DECLARED_SUPPORT,NO_DATA,0,7,LIMITED,OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE,false,,LOW,WEAK,ADEQUATE,ADEQUATE,WEAK,true,50–69,MAJOR_REVIEW_CANDIDATE,HIGH,SCORED,true,false,64,64,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_6ea8025de93275d9,https://echobuddha.com/articles/,ARTICLE_HUB,Articles,Page-specific / unclustered,navigation/reference,HUB,,3,9.0,navigation/reference; no declared owner relationship; topic cluster contains 39 indexable URLs.,MEDIUM,1,3.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.8920, unique-text ratio 0.1080; 0 retained similarity pairs; max lexical 0.0000; max heading 0.0000.",MEDIUM,2,6.0,3 current authoritative benchmarks assigned for Page-specific / unclustered; EchoBuddha role is navigation/reference; 0 extracted citations; 0 Buddhist primary-source links; source section not extracted.,MEDIUM,3,9.0,0 retained similarity pairs; max lexical 0.0000; max heading 0.0000; no declared owner relationship; query ownership is NO_DATA rather than inferred.,HIGH,3,6.0,55 headings and 105 paragraphs inspected as structural coverage evidence; purpose is navigation/reference; word count did not award points.,MEDIUM,2,4.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,MEDIUM,3,3.0,0 extracted citations; 0 Buddhist primary-source links; source section not extracted,MEDIUM,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 17 impressions in the preserved three-month page export; query×page join unavailable,HIGH,3,3.0,"navigation/reference assessed for reference, practice, reflection, or repeat navigation utility; family ARTICLE_HUB; independent-purpose raw score 3/5.",MEDIUM,50,Evidence-weighted internal Phase 2 score; NAVIGATION_DOMINANT_SURFACE | BOILERPLATE_DOMINANT | LOW_UNIQUE_TEXT_RATIO.,TRICYCLE_BEGINNERS | ATI_BEFRIENDING | LIONS_ROAR,MEDIUM,NONE,Page-specific / unclustered,DECLARED_OWNER,NO_DATA,0,17,LIMITED,NAVIGATION_DOMINANT_SURFACE | BOILERPLATE_DOMINANT | LOW_UNIQUE_TEXT_RATIO,false,,MODERATE,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,50–69,MAJOR_REVIEW_CANDIDATE,MEDIUM,SCORED,true,false,50,50,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
