URL,page family,low-value inventory risk,no-publisher-content risk,replicated-content risk,internal duplication risk,scaled-content-pattern review,doorway-pattern review,navigation-only risk,under-construction risk,misrepresentation risk,attribution risk,broken functionality,monetization risk,severity,evidence,confidence
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Score 75; no material score-linked flag; rendered ads/placeholders 0.,MEDIUM
https://echobuddha.com/articles/mindfulness-vs-meditation/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 63; OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE; rendered ads/placeholders 0.,MEDIUM
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,MODERATE,Score 63; SEARCH_FIRST_CONTENT_PATTERN | KEYWORD_VARIATION_PATTERN | OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE | SEO_EQUITY_HIGH; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/articles/non-attachment-in-relationships/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 67; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/articles/right-livelihood-modern-life/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 63; OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/articles/right-speech-buddhism/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 78; SEO_EQUITY_HIGH; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/articles/right-speech-examples/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 60; OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/articles/three-poisons-buddhism-explained/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 72; SEO_EQUITY_HIGH; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/articles/three-ways-to-practice-patience/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 65; SOURCE_QUALITY_GAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 72; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/articles/walking-meditation-step-by-step/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 65; OWNER_SUPPORT_OVERLAP | SOURCE_QUALITY_GAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,MODERATE,Score 61; SEARCH_FIRST_CONTENT_PATTERN | KEYWORD_VARIATION_PATTERN | OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/articles/what-is-karma-in-buddhism/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 64; OWNER_SUPPORT_OVERLAP | WEAK_INDEPENDENT_PURPOSE; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,ARTICLE,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Score 77; no material score-linked flag; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/authors/echo-buddha-editorial/,AUTHOR,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function trust/mixed; indexable true; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/buddhist-sources-and-citations/,SOURCE_POLICY,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function trust/mixed; indexable true; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/contact/,CONTACT,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function trust/mixed; indexable true; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/corrections/,CORRECTIONS,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function trust/mixed; indexable true; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/anger-as-a-signal/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/begin-again-without-shame/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/enough-for-this-moment/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/evening-release/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/family-patience/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/gratitude-for-change/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/,DAILY_REFLECTION_HUB,false,false,false,false,false,false,true,false,false,false,false,false,MODERATE,Score 73; NAVIGATION_DOMINANT_SURFACE | BOILERPLATE_DOMINANT | LOW_UNIQUE_TEXT_RATIO | SEO_EQUITY_HIGH; rendered ads/placeholders 0.,MEDIUM
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/listen-before-answering/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/mindful-work/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/morning-intention/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/notice-before-fixing/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/one-honest-breath/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/one-step-on-the-path/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/rest-without-escape/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/see-the-conditions/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/simple-goodwill/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/today/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/daily-reflections/walking-as-practice/,REFLECTION,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function substantial publisher content; indexable false; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/disclaimer/,DISCLAIMER,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function legal; indexable true; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/editorial-policy/,EDITORIAL_POLICY,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function trust/mixed; indexable true; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/how-echo-buddha-creates-content/,EDITORIAL_POLICY,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Surface function trust/mixed; indexable true; rendered ads/placeholders 0; full publisher-content score not applicable.,HIGH
https://echobuddha.com/,HOME,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Score 79; no material score-linked flag; rendered ads/placeholders 0.,MEDIUM
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 72; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 72; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 73; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 72; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Score 79; no material score-linked flag; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Score 79; no material score-linked flag; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 80; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Score 80; no material score-linked flag; rendered ads/placeholders 0.,MEDIUM
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 73; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Score 79; no material score-linked flag; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 72; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 72; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 72; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 73; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 74; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,LOW,Score 72; OWNER_SUPPORT_OVERLAP; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Score 84; no material score-linked flag; rendered ads/placeholders 0.,HIGH
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,BUDDHISM_101,false,false,false,false,false,false,false,false,false,false,false,false,NONE,Score 84; no material score-linked flag; rendered ads/placeholders 0.,HIGH
