URL,value score,clicks,impressions,ranking trajectory,backlinks,conflict type,later-review priority
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,79,0,10,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,79,0,11,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,80,0,10,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/,80,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,73,0,16,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,79,0,8,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,72,0,3,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,72,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,72,0,3,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,73,0,7,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,74,0,45,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,72,0,3,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,84,0,2,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,84,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,85,0,11,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,72,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhism-for-beginners/,90,0,128,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/anatta/,78,0,4,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/anicca/,72,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/compassion/,72,0,4,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,81,0,109,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,73,0,7,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/,56,0,9,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/learn/buddhist-dictionary/karma/,72,0,3,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/karuna/,72,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/metta/,85,0,10,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,72,0,2,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,79,0,5,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,73,0,13,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/sangha/,79,0,6,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/sati/,75,1,2,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-dictionary/sutta/,74,0,27,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/buddhist-resources/,81,0,2,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,79,0,5,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,78,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,78,0,2,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/dhammapada-reflections/,88,0,2,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,78,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,78,0,2,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/eightfold-path/,89,0,21,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/four-noble-truths/,88,0,8,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/,54,0,3,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/learn/questions-about-buddhism/,75,0,4,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,83,0,5,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,82,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,88,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/sutta-for-daily-life/,89,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,82,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,84,0,39,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,91,1,4,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,82,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,82,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/meditation/10-minute-meditation-practice/,76,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/meditation/5-minute-meditation-practice/,76,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/meditation/breathing-meditation/,74,0,3,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/meditation/,56,0,6,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/meditation/loving-kindness-meditation/,71,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/meditation/meditation-for-beginners/,69,0,2,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/meditation/meditation-posture-for-beginners/,76,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/meditation/mindfulness-in-daily-life/,70,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/meditation/walking-meditation/,84,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/meditation/when-meditation-feels-hard/,81,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/meditation-guide/,83,0,21,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/mindful-living/,50,0,11,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
