URL,page_family,first_score,second_score,final_reconciled_score,score_difference,scoring_dispute,disagreement_dimensions,rationale
https://echobuddha.com/articles/dhamma-vs-dharma/,ARTICLE,63,63,63,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,ARTICLE,58,58,58,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,ARTICLE,65,65,65,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,ARTICLE,65,65,65,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/eightfold-path-explained/,ARTICLE,64,64,64,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,ARTICLE,68,68,68,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/equanimity-in-buddhism/,ARTICLE,70,70,70,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/first-week-buddhist-practice/,ARTICLE,70,70,70,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/five-precepts-in-daily-life/,ARTICLE,73,73,73,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/four-noble-truths-explained/,ARTICLE,63,63,63,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/four-noble-truths-explained-simply/,ARTICLE,61,61,61,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,ARTICLE,71,71,71,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,ARTICLE,75,75,75,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/how-to-meditate-for-beginners/,ARTICLE,69,69,69,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/how-to-practice-non-attachment/,ARTICLE,59,59,59,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/impermanence-in-buddhism/,ARTICLE,63,63,63,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,ARTICLE,64,64,64,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/,ARTICLE_HUB,50,50,50,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/letting-go-without-giving-up/,ARTICLE,58,58,58,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,ARTICLE,63,63,63,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/loving-kindness-meditation-guide/,ARTICLE,63,63,63,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/metta-meditation-script/,ARTICLE,70,70,70,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/mindful-email-and-texting/,ARTICLE,68,68,68,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,ARTICLE,65,65,65,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/mindfulness-morning-routine/,ARTICLE,65,65,65,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,ARTICLE,75,75,75,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/mindfulness-vs-meditation/,ARTICLE,63,63,63,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,ARTICLE,63,63,63,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/non-attachment-in-relationships/,ARTICLE,67,67,67,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/right-livelihood-modern-life/,ARTICLE,63,63,63,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/right-speech-buddhism/,ARTICLE,78,78,78,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/right-speech-examples/,ARTICLE,60,60,60,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/three-poisons-buddhism-explained/,ARTICLE,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/three-ways-to-practice-patience/,ARTICLE,65,65,65,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,ARTICLE,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/walking-meditation-step-by-step/,ARTICLE,65,65,65,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,ARTICLE,61,61,61,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/what-is-karma-in-buddhism/,ARTICLE,64,64,64,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,ARTICLE,77,77,77,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/daily-reflections/,DAILY_REFLECTION_HUB,73,73,73,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/,HOME,79,79,79,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,BUDDHISM_101,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,BUDDHISM_101,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,BUDDHISM_101,73,73,73,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,BUDDHISM_101,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,BUDDHISM_101,79,79,79,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,BUDDHISM_101,79,79,79,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,BUDDHISM_101,80,80,80,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/,BUDDHISM_101,80,80,80,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,BUDDHISM_101,73,73,73,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,BUDDHISM_101,79,79,79,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,BUDDHISM_101,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,BUDDHISM_101,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,BUDDHISM_101,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,BUDDHISM_101,73,73,73,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,BUDDHISM_101,74,74,74,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,BUDDHISM_101,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,BUDDHISM_101,84,84,84,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,BUDDHISM_101,84,84,84,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,BUDDHISM_101,85,85,85,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,BUDDHISM_101,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhism-for-beginners/,LEARN_GUIDE,90,90,90,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/anatta/,DICTIONARY_ENTRY,78,78,78,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/anicca/,DICTIONARY_ENTRY,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/compassion/,DICTIONARY_ENTRY,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,DICTIONARY_ENTRY,81,81,81,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,DICTIONARY_ENTRY,73,73,73,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/,DICTIONARY_HUB,56,56,56,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/karma/,DICTIONARY_ENTRY,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/karuna/,DICTIONARY_ENTRY,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/metta/,DICTIONARY_ENTRY,85,85,85,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,DICTIONARY_ENTRY,72,72,72,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,DICTIONARY_ENTRY,79,79,79,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,DICTIONARY_ENTRY,73,73,73,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/sangha/,DICTIONARY_ENTRY,79,79,79,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/sati/,DICTIONARY_ENTRY,75,75,75,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-dictionary/sutta/,DICTIONARY_ENTRY,74,74,74,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/buddhist-resources/,LEARN_GUIDE,81,81,81,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,LEARN_GUIDE,79,79,79,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,LEARN_GUIDE,78,78,78,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,LEARN_GUIDE,78,78,78,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/dhammapada-reflections/,LEARN_GUIDE,88,88,88,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,LEARN_GUIDE,78,78,78,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,LEARN_GUIDE,78,78,78,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/eightfold-path/,LEARN_GUIDE,89,89,89,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/four-noble-truths/,LEARN_GUIDE,88,88,88,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/,LEARN_HUB,54,54,54,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/questions-about-buddhism/,LEARN_GUIDE,75,75,75,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,LEARN_GUIDE,83,83,83,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,LEARN_GUIDE,82,82,82,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,LEARN_GUIDE,88,88,88,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/sutta-for-daily-life/,LEARN_GUIDE,89,89,89,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,LEARN_GUIDE,82,82,82,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,LEARN_GUIDE,84,84,84,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,LEARN_GUIDE,91,91,91,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,LEARN_GUIDE,82,82,82,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,LEARN_GUIDE,82,82,82,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/meditation/10-minute-meditation-practice/,MEDITATION_GUIDE,76,76,76,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/meditation/5-minute-meditation-practice/,MEDITATION_GUIDE,76,76,76,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/meditation/breathing-meditation/,MEDITATION_GUIDE,74,74,74,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/meditation/,MEDITATION_HUB,56,56,56,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/meditation/loving-kindness-meditation/,MEDITATION_GUIDE,71,71,71,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/meditation/meditation-for-beginners/,MEDITATION_GUIDE,69,69,69,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/meditation/meditation-posture-for-beginners/,MEDITATION_GUIDE,76,76,76,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/meditation/mindfulness-in-daily-life/,MEDITATION_GUIDE,70,70,70,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/meditation/walking-meditation/,MEDITATION_GUIDE,84,84,84,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/meditation/when-meditation-feels-hard/,MEDITATION_GUIDE,81,81,81,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/meditation-guide/,MEDITATION_GUIDE,83,83,83,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/mindful-living/,TOPIC_HUB,50,50,50,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/awareness/,QUOTE_CATEGORY,51,51,51,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/compassion/,QUOTE_CATEGORY,51,51,51,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,QUOTE_STORY,41,44,44,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/impermanence/,QUOTE_CATEGORY,49,49,49,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/impermanence/meet-change-softly/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/,QUOTE_HUB,51,51,51,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/letting-go/,QUOTE_CATEGORY,52,52,52,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/meditation/,QUOTE_CATEGORY,50,50,50,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/meditation/meditation-is-returning/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,QUOTE_STORY,42,45,45,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/mindfulness/,QUOTE_CATEGORY,52,52,52,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/patience/,QUOTE_CATEGORY,52,52,52,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/practice/,QUOTE_CATEGORY,50,50,50,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/renewal/evening-release-reflection/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,QUOTE_STORY,47,50,50,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/renewal/,QUOTE_CATEGORY,49,49,49,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,QUOTE_STORY,47,50,50,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,QUOTE_STORY,47,47,47,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/wisdom/,QUOTE_CATEGORY,50,50,50,0,false,NONE,Independent challenge found no evidence-based adjustment.
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,QUOTE_STORY,41,44,44,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,QUOTE_STORY,40,43,43,3,false,originality,Challenged score depression: high page-specific text ratio supports one originality point.
https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,40,40,40,0,false,NONE,Independent challenge found no evidence-based adjustment.
