URL,Baseline index state,Current index state,Baseline canonical,Current canonical,Baseline sitemap,Unexpected change?,Validation
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,indexable,indexable,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,in sitemap,No,PASS
https://echobuddha.com/articles/compassion-with-boundaries/,indexable,indexable,https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/articles/compassion-with-boundaries/,in sitemap,No,PASS
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,indexable,indexable,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,in sitemap,No,PASS
https://echobuddha.com/articles/dhamma-vs-dharma/,indexable,indexable,https://echobuddha.com/articles/dhamma-vs-dharma/,https://echobuddha.com/articles/dhamma-vs-dharma/,in sitemap,No,PASS
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,indexable,indexable,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,in sitemap,No,PASS
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,indexable,indexable,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,in sitemap,No,PASS
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,indexable,indexable,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,in sitemap,No,PASS
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,indexable,indexable,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,in sitemap,No,PASS
https://echobuddha.com/articles/eightfold-path-explained/,indexable,indexable,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/eightfold-path-explained/,in sitemap,No,PASS
https://echobuddha.com/articles/equanimity-in-buddhism/,indexable,indexable,https://echobuddha.com/articles/equanimity-in-buddhism/,https://echobuddha.com/articles/equanimity-in-buddhism/,in sitemap,No,PASS
https://echobuddha.com/articles/first-week-buddhist-practice/,indexable,indexable,https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/articles/first-week-buddhist-practice/,in sitemap,No,PASS
https://echobuddha.com/articles/five-precepts-in-daily-life/,indexable,indexable,https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/articles/five-precepts-in-daily-life/,in sitemap,No,PASS
https://echobuddha.com/articles/four-noble-truths-explained-simply/,indexable,indexable,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,in sitemap,No,PASS
https://echobuddha.com/articles/four-noble-truths-explained/,indexable,indexable,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/four-noble-truths-explained/,in sitemap,No,PASS
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,indexable,indexable,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,in sitemap,No,PASS
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,indexable,indexable,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,in sitemap,No,PASS
https://echobuddha.com/articles/how-to-meditate-for-beginners/,indexable,indexable,https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,in sitemap,No,PASS
https://echobuddha.com/articles/how-to-practice-non-attachment/,indexable,indexable,https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/how-to-practice-non-attachment/,in sitemap,No,PASS
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,indexable,indexable,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,in sitemap,No,PASS
https://echobuddha.com/articles/impermanence-in-buddhism/,indexable,indexable,https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism/,in sitemap,No,PASS
https://echobuddha.com/articles/,indexable,indexable,https://echobuddha.com/articles/,https://echobuddha.com/articles/,in sitemap,No,PASS
https://echobuddha.com/articles/letting-go-without-giving-up/,indexable,indexable,https://echobuddha.com/articles/letting-go-without-giving-up/,https://echobuddha.com/articles/letting-go-without-giving-up/,in sitemap,No,PASS
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,indexable,indexable,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,in sitemap,No,PASS
https://echobuddha.com/articles/loving-kindness-meditation-guide/,indexable,indexable,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,in sitemap,No,PASS
https://echobuddha.com/articles/metta-meditation-script/,indexable,indexable,https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/articles/metta-meditation-script/,in sitemap,No,PASS
https://echobuddha.com/articles/mindful-email-and-texting/,indexable,indexable,https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/mindful-email-and-texting/,in sitemap,No,PASS
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,indexable,indexable,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,in sitemap,No,PASS
https://echobuddha.com/articles/mindfulness-for-better-sleep/,indexable,indexable,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,in sitemap,No,PASS
https://echobuddha.com/articles/mindfulness-morning-routine/,indexable,indexable,https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/articles/mindfulness-morning-routine/,in sitemap,No,PASS
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,indexable,indexable,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,in sitemap,No,PASS
https://echobuddha.com/articles/mindfulness-vs-meditation/,indexable,indexable,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindfulness-vs-meditation/,in sitemap,No,PASS
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,indexable,indexable,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,in sitemap,No,PASS
https://echobuddha.com/articles/non-attachment-in-relationships/,indexable,indexable,https://echobuddha.com/articles/non-attachment-in-relationships/,https://echobuddha.com/articles/non-attachment-in-relationships/,in sitemap,No,PASS
https://echobuddha.com/articles/right-livelihood-modern-life/,indexable,indexable,https://echobuddha.com/articles/right-livelihood-modern-life/,https://echobuddha.com/articles/right-livelihood-modern-life/,in sitemap,No,PASS
https://echobuddha.com/articles/right-speech-buddhism/,indexable,indexable,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/right-speech-buddhism/,in sitemap,No,PASS
https://echobuddha.com/articles/right-speech-examples/,indexable,indexable,https://echobuddha.com/articles/right-speech-examples/,https://echobuddha.com/articles/right-speech-examples/,in sitemap,No,PASS
https://echobuddha.com/articles/three-poisons-buddhism-explained/,indexable,indexable,https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://echobuddha.com/articles/three-poisons-buddhism-explained/,in sitemap,No,PASS
https://echobuddha.com/articles/three-ways-to-practice-patience/,indexable,indexable,https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,in sitemap,No,PASS
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,indexable,indexable,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,in sitemap,No,PASS
https://echobuddha.com/articles/walking-meditation-step-by-step/,indexable,indexable,https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/articles/walking-meditation-step-by-step/,in sitemap,No,PASS
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,indexable,indexable,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,in sitemap,No,PASS
https://echobuddha.com/articles/what-is-karma-in-buddhism/,indexable,indexable,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,in sitemap,No,PASS
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,indexable,indexable,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,in sitemap,No,PASS
https://echobuddha.com/authors/echo-buddha-editorial/,indexable,indexable,https://echobuddha.com/authors/echo-buddha-editorial/,https://echobuddha.com/authors/echo-buddha-editorial/,in sitemap,No,PASS
https://echobuddha.com/buddhist-sources-and-citations/,indexable,indexable,https://echobuddha.com/buddhist-sources-and-citations/,https://echobuddha.com/buddhist-sources-and-citations/,in sitemap,No,PASS
https://echobuddha.com/contact/,indexable,indexable,https://echobuddha.com/contact/,https://echobuddha.com/contact/,in sitemap,No,PASS
https://echobuddha.com/corrections/,indexable,indexable,https://echobuddha.com/corrections/,https://echobuddha.com/corrections/,in sitemap,No,PASS
https://echobuddha.com/daily-reflections/anger-as-a-signal/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/anger-as-a-signal/,https://echobuddha.com/daily-reflections/anger-as-a-signal/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/begin-again-without-shame/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/begin-again-without-shame/,https://echobuddha.com/daily-reflections/begin-again-without-shame/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/compassion-begins-nearby/,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/enough-for-this-moment/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/enough-for-this-moment/,https://echobuddha.com/daily-reflections/enough-for-this-moment/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/evening-release/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/evening-release/,https://echobuddha.com/daily-reflections/evening-release/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/family-patience/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/family-patience/,https://echobuddha.com/daily-reflections/family-patience/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/forgiveness-without-approval/,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/gratitude-for-change/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/gratitude-for-change/,https://echobuddha.com/daily-reflections/gratitude-for-change/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/gratitude-notices-enough/,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/,indexable,indexable,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/,in sitemap,No,PASS
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/kindness-with-boundaries/,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/let-the-feeling-pass/,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/letting-go-keeps-care/,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/listen-before-answering/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/listen-before-answering/,https://echobuddha.com/daily-reflections/listen-before-answering/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/mindful-work/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/mindful-work/,https://echobuddha.com/daily-reflections/mindful-work/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/morning-intention/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/morning-intention/,https://echobuddha.com/daily-reflections/morning-intention/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/notice-before-fixing/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/notice-before-fixing/,https://echobuddha.com/daily-reflections/notice-before-fixing/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/one-honest-breath/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/one-honest-breath/,https://echobuddha.com/daily-reflections/one-honest-breath/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/one-step-on-the-path/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/one-step-on-the-path/,https://echobuddha.com/daily-reflections/one-step-on-the-path/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/rest-without-escape/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/rest-without-escape/,https://echobuddha.com/daily-reflections/rest-without-escape/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/see-the-conditions/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/see-the-conditions/,https://echobuddha.com/daily-reflections/see-the-conditions/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/simple-goodwill/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/simple-goodwill/,https://echobuddha.com/daily-reflections/simple-goodwill/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/soften-the-inner-argument/,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/thoughts-are-visitors/,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/today/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/today/,https://echobuddha.com/daily-reflections/today/,out of sitemap,No,PASS
https://echobuddha.com/daily-reflections/walking-as-practice/,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/walking-as-practice/,https://echobuddha.com/daily-reflections/walking-as-practice/,out of sitemap,No,PASS
https://echobuddha.com/disclaimer/,indexable,indexable,https://echobuddha.com/disclaimer/,https://echobuddha.com/disclaimer/,in sitemap,No,PASS
https://echobuddha.com/editorial-policy/,indexable,indexable,https://echobuddha.com/editorial-policy/,https://echobuddha.com/editorial-policy/,in sitemap,No,PASS
https://echobuddha.com/how-echo-buddha-creates-content/,indexable,indexable,https://echobuddha.com/how-echo-buddha-creates-content/,https://echobuddha.com/how-echo-buddha-creates-content/,in sitemap,No,PASS
https://echobuddha.com/,indexable,indexable,https://echobuddha.com/,https://echobuddha.com/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,indexable,indexable,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhism-for-beginners/,indexable,indexable,https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-for-beginners/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/anatta/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/anatta/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/anicca/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/buddhist-dictionary/anicca/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/compassion/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/compassion/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/karma/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/karma/,https://echobuddha.com/learn/buddhist-dictionary/karma/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/karuna/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/karuna/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/metta/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/buddhist-dictionary/metta/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/sangha/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/sangha/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,in sitemap,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/sati/,indexable,indexable,https://echobuddha.com/learn/buddhist-dictionary/sati/,https://echobuddha.com/learn/buddhist-dictionary/sati/,in sitemap,No,PASS
