URL,Route,Status,Final URL,Title/H1/robots/canonical match,Rendered text matches,Structured data matches,Internal links match,Full parity,Production robots,Expected robots,Production canonical,Expected canonical,Elapsed ms,Error
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,/articles/dhammapada-verse-1-meaning/,200,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/dhammapada-verse-1-meaning/,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,261,
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,/articles/eightfold-path-explained-daily-life/,200,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,271,
https://echobuddha.com/articles/eightfold-path-explained/,/articles/eightfold-path-explained/,200,https://echobuddha.com/articles/eightfold-path-explained/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/eightfold-path-explained/,287,
https://echobuddha.com/articles/equanimity-in-buddhism/,/articles/equanimity-in-buddhism/,200,https://echobuddha.com/articles/equanimity-in-buddhism/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/equanimity-in-buddhism/,https://echobuddha.com/articles/equanimity-in-buddhism/,363,
https://echobuddha.com/articles/first-week-buddhist-practice/,/articles/first-week-buddhist-practice/,200,https://echobuddha.com/articles/first-week-buddhist-practice/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/articles/first-week-buddhist-practice/,271,
https://echobuddha.com/articles/five-precepts-in-daily-life/,/articles/five-precepts-in-daily-life/,200,https://echobuddha.com/articles/five-precepts-in-daily-life/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/articles/five-precepts-in-daily-life/,268,
https://echobuddha.com/articles/four-noble-truths-explained-simply/,/articles/four-noble-truths-explained-simply/,200,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,264,
https://echobuddha.com/articles/four-noble-truths-explained/,/articles/four-noble-truths-explained/,200,https://echobuddha.com/articles/four-noble-truths-explained/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/four-noble-truths-explained/,288,
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,/articles/how-to-let-go-of-attachment-in-buddhism/,200,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,271,
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,/articles/how-to-meditate-for-anxiety/,200,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,245,
https://echobuddha.com/articles/how-to-meditate-for-beginners/,/articles/how-to-meditate-for-beginners/,200,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,297,
https://echobuddha.com/articles/how-to-practice-non-attachment/,/articles/how-to-practice-non-attachment/,200,https://echobuddha.com/articles/how-to-practice-non-attachment/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/how-to-practice-non-attachment/,265,
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,/articles/impermanence-in-buddhism-letting-go/,200,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,247,
https://echobuddha.com/articles/impermanence-in-buddhism/,/articles/impermanence-in-buddhism/,200,https://echobuddha.com/articles/impermanence-in-buddhism/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism/,310,
https://echobuddha.com/articles/,/articles/,200,https://echobuddha.com/articles/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/,https://echobuddha.com/articles/,481,
https://echobuddha.com/articles/letting-go-without-giving-up/,/articles/letting-go-without-giving-up/,200,https://echobuddha.com/articles/letting-go-without-giving-up/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/letting-go-without-giving-up/,https://echobuddha.com/articles/letting-go-without-giving-up/,350,
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,/articles/loving-kindness-meditation-beginners/,200,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,307,
https://echobuddha.com/articles/loving-kindness-meditation-guide/,/articles/loving-kindness-meditation-guide/,200,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,263,
https://echobuddha.com/articles/metta-meditation-script/,/articles/metta-meditation-script/,200,https://echobuddha.com/articles/metta-meditation-script/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/articles/metta-meditation-script/,286,
https://echobuddha.com/articles/mindful-email-and-texting/,/articles/mindful-email-and-texting/,200,https://echobuddha.com/articles/mindful-email-and-texting/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/mindful-email-and-texting/,283,
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,/articles/mindful-listening-in-everyday-life/,200,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,293,
https://echobuddha.com/articles/mindfulness-for-better-sleep/,/articles/mindfulness-for-better-sleep/,200,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,646,
https://echobuddha.com/articles/mindfulness-morning-routine/,/articles/mindfulness-morning-routine/,200,https://echobuddha.com/articles/mindfulness-morning-routine/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/articles/mindfulness-morning-routine/,289,
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,/articles/mindfulness-of-breathing-guide/,200,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,290,
https://echobuddha.com/articles/mindfulness-vs-meditation/,/articles/mindfulness-vs-meditation/,200,https://echobuddha.com/articles/mindfulness-vs-meditation/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindfulness-vs-meditation/,296,
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,/articles/noble-eightfold-path-practical-guide/,200,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,294,
https://echobuddha.com/articles/non-attachment-in-relationships/,/articles/non-attachment-in-relationships/,200,https://echobuddha.com/articles/non-attachment-in-relationships/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/non-attachment-in-relationships/,https://echobuddha.com/articles/non-attachment-in-relationships/,307,
https://echobuddha.com/articles/right-livelihood-modern-life/,/articles/right-livelihood-modern-life/,200,https://echobuddha.com/articles/right-livelihood-modern-life/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/right-livelihood-modern-life/,https://echobuddha.com/articles/right-livelihood-modern-life/,423,
https://echobuddha.com/articles/right-speech-buddhism/,/articles/right-speech-buddhism/,200,https://echobuddha.com/articles/right-speech-buddhism/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/right-speech-buddhism/,323,
https://echobuddha.com/articles/right-speech-examples/,/articles/right-speech-examples/,200,https://echobuddha.com/articles/right-speech-examples/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/right-speech-examples/,https://echobuddha.com/articles/right-speech-examples/,269,
https://echobuddha.com/articles/three-poisons-buddhism-explained/,/articles/three-poisons-buddhism-explained/,200,https://echobuddha.com/articles/three-poisons-buddhism-explained/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://echobuddha.com/articles/three-poisons-buddhism-explained/,300,
https://echobuddha.com/articles/three-ways-to-practice-patience/,/articles/three-ways-to-practice-patience/,200,https://echobuddha.com/articles/three-ways-to-practice-patience/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,282,
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,/articles/visiting-a-buddhist-temple-respectfully/,200,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,286,
https://echobuddha.com/articles/walking-meditation-step-by-step/,/articles/walking-meditation-step-by-step/,200,https://echobuddha.com/articles/walking-meditation-step-by-step/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/articles/walking-meditation-step-by-step/,275,
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,/articles/what-is-buddhism-beginner-guide/,200,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,310,
https://echobuddha.com/articles/what-is-karma-in-buddhism/,/articles/what-is-karma-in-buddhism/,200,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,288,
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,/articles/what-is-sangha-buddhist-community/,200,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,270,
https://echobuddha.com/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,200,https://echobuddha.com/authors/echo-buddha-editorial/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/authors/echo-buddha-editorial/,https://echobuddha.com/authors/echo-buddha-editorial/,326,
https://echobuddha.com/buddhist-sources-and-citations/,/buddhist-sources-and-citations/,200,https://echobuddha.com/buddhist-sources-and-citations/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/buddhist-sources-and-citations/,https://echobuddha.com/buddhist-sources-and-citations/,346,
https://echobuddha.com/contact/,/contact/,200,https://echobuddha.com/contact/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/contact/,https://echobuddha.com/contact/,404,
https://echobuddha.com/corrections/,/corrections/,200,https://echobuddha.com/corrections/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/corrections/,https://echobuddha.com/corrections/,268,
https://echobuddha.com/daily-reflections/anger-as-a-signal/,/daily-reflections/anger-as-a-signal/,200,https://echobuddha.com/daily-reflections/anger-as-a-signal/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/anger-as-a-signal/,https://echobuddha.com/daily-reflections/anger-as-a-signal/,269,
https://echobuddha.com/daily-reflections/begin-again-without-shame/,/daily-reflections/begin-again-without-shame/,200,https://echobuddha.com/daily-reflections/begin-again-without-shame/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/begin-again-without-shame/,https://echobuddha.com/daily-reflections/begin-again-without-shame/,249,
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,/daily-reflections/compassion-begins-nearby/,200,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/compassion-begins-nearby/,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,279,
https://echobuddha.com/daily-reflections/enough-for-this-moment/,/daily-reflections/enough-for-this-moment/,200,https://echobuddha.com/daily-reflections/enough-for-this-moment/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/enough-for-this-moment/,https://echobuddha.com/daily-reflections/enough-for-this-moment/,306,
https://echobuddha.com/daily-reflections/evening-release/,/daily-reflections/evening-release/,200,https://echobuddha.com/daily-reflections/evening-release/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/evening-release/,https://echobuddha.com/daily-reflections/evening-release/,250,
https://echobuddha.com/daily-reflections/family-patience/,/daily-reflections/family-patience/,200,https://echobuddha.com/daily-reflections/family-patience/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/family-patience/,https://echobuddha.com/daily-reflections/family-patience/,283,
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,/daily-reflections/forgiveness-without-approval/,200,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/forgiveness-without-approval/,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,266,
https://echobuddha.com/daily-reflections/gratitude-for-change/,/daily-reflections/gratitude-for-change/,200,https://echobuddha.com/daily-reflections/gratitude-for-change/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/gratitude-for-change/,https://echobuddha.com/daily-reflections/gratitude-for-change/,245,
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,/daily-reflections/gratitude-notices-enough/,200,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/gratitude-notices-enough/,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,345,
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,/daily-reflections/impermanence-softens-clinging/,200,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,336,
https://echobuddha.com/daily-reflections/,/daily-reflections/,200,https://echobuddha.com/daily-reflections/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/,207,
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,/daily-reflections/kindness-with-boundaries/,200,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/kindness-with-boundaries/,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,268,
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,/daily-reflections/let-the-feeling-pass/,200,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/let-the-feeling-pass/,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,283,
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,/daily-reflections/letting-go-keeps-care/,200,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/letting-go-keeps-care/,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,249,
https://echobuddha.com/daily-reflections/listen-before-answering/,/daily-reflections/listen-before-answering/,200,https://echobuddha.com/daily-reflections/listen-before-answering/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/listen-before-answering/,https://echobuddha.com/daily-reflections/listen-before-answering/,253,
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,/daily-reflections/metta-for-a-difficult-person/,200,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,270,
https://echobuddha.com/daily-reflections/mindful-work/,/daily-reflections/mindful-work/,200,https://echobuddha.com/daily-reflections/mindful-work/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/mindful-work/,https://echobuddha.com/daily-reflections/mindful-work/,257,
https://echobuddha.com/daily-reflections/morning-intention/,/daily-reflections/morning-intention/,200,https://echobuddha.com/daily-reflections/morning-intention/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/morning-intention/,https://echobuddha.com/daily-reflections/morning-intention/,267,
https://echobuddha.com/daily-reflections/notice-before-fixing/,/daily-reflections/notice-before-fixing/,200,https://echobuddha.com/daily-reflections/notice-before-fixing/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/notice-before-fixing/,https://echobuddha.com/daily-reflections/notice-before-fixing/,248,
https://echobuddha.com/daily-reflections/one-honest-breath/,/daily-reflections/one-honest-breath/,200,https://echobuddha.com/daily-reflections/one-honest-breath/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/one-honest-breath/,https://echobuddha.com/daily-reflections/one-honest-breath/,256,
