URL,Page family,Source URL,Source domain,Source type,Claim scope,Editorial application separate?,Validation
https://echobuddha.com/articles/four-noble-truths-explained-simply/,article,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/four-noble-truths-explained/,article,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/four-noble-truths-explained/,article,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,article,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/how-to-meditate-for-beginners/,article,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/how-to-meditate-for-beginners/,article,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,article,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.20.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/impermanence-in-buddhism/,article,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.20.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,article,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,article,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/loving-kindness-meditation-guide/,article,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/loving-kindness-meditation-guide/,article,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/metta-meditation-script/,article,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/metta-meditation-script/,article,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/mindful-email-and-texting/,article,https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-vaca/index.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/mindful-email-and-texting/,article,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/mindfulness-for-better-sleep/,article,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,article,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,article,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/mindfulness-vs-meditation/,article,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/mindfulness-vs-meditation/,article,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,article,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/non-attachment-in-relationships/,article,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.20.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/non-attachment-in-relationships/,article,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/right-livelihood-modern-life/,article,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/right-livelihood-modern-life/,article,https://www.accesstoinsight.org/tipitaka/dn/dn.31.0.ksw0.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/right-speech-buddhism/,article,https://suttacentral.net/sn45.8/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/right-speech-buddhism/,article,https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-vaca/index.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/right-speech-buddhism/,article,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/right-speech-examples/,article,https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-vaca/index.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/right-speech-examples/,article,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/three-poisons-buddhism-explained/,article,https://www.accesstoinsight.org/tipitaka/an/an03/an03.069.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,article,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,article,https://www.dhammatalks.org/suttas/SN/SN45_2.html,www.dhammatalks.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,article,https://amaravati.org/visiting/frequently-asked-questions/,amaravati.org,Institution/context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,article,https://bswa.org/bswp/wp-content/uploads/2022/08/Buddhist-Etiquette-BSWA.pdf,bswa.org,Institution/context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,article,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,article,https://www.dhammatalks.org/suttas/SN/SN45_8.html,www.dhammatalks.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/what-is-karma-in-buddhism/,article,https://suttacentral.net/an6.63/en/sujato,suttacentral.net,Canonical text / translation archive,Intention/kamma definition,Yes,PASS
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,article,https://www.dhammatalks.org/suttas/SN/SN45_2.html,www.dhammatalks.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,article,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn45/sn45.008.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.002.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn22/sn22.048.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,learn detail,https://www.accesstoinsight.org/lib/authors/nyanaponika/wheel026.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,learn detail,https://www.accesstoinsight.org/ptf/dhamma/sila/pancasila.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,learn detail,https://www.accesstoinsight.org/lib/authors/nyanaponika/wheel006.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,learn detail,https://www.accesstoinsight.org/ptf/dhamma/sila/pancasila.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/,learn hub,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/,learn hub,https://www.accesstoinsight.org/tipitaka/sn/sn45/sn45.008.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,learn detail,https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-ajivo/index.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,learn detail,https://www.accesstoinsight.org/tipitaka/an/an05/an05.177.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn45/sn45.008.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn22/sn22.059.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.20.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn45/sn45.008.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,learn detail,https://www.accesstoinsight.org/lib/authors/nyanasatta/wheel019.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,learn detail,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,learn detail,https://suttacentral.net/sn45.8/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,learn detail,https://suttacentral.net/dhp273-289/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,learn detail,https://suttacentral.net/an6.63/en/sujato,suttacentral.net,Canonical text / translation archive,Intention/kamma definition,Yes,PASS
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,learn detail,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-for-beginners/,learn hub,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhism-for-beginners/,learn hub,https://suttacentral.net/sn45.8/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/anatta/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn22/sn22.059.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/anicca/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.20.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/compassion/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn45/sn45.008.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/,learn hub,https://www.accesstoinsight.org/glossary.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/,learn hub,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.20.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/karma/,learn detail,https://suttacentral.net/an6.63/en/sujato,suttacentral.net,Canonical text / translation archive,Intention/kamma definition,Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/karuna/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.01.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/metta/,learn detail,https://suttacentral.net/snp1.8/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,learn detail,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,learn detail,https://www.accesstoinsight.org/tipitaka/sn/sn56/sn56.011.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,learn detail,https://www.accesstoinsight.org/tipitaka/index.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,learn detail,https://www.accesstoinsight.org/tipitaka/sutta.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,learn detail,https://www.accesstoinsight.org/tipitaka/vin/,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,learn detail,https://www.accesstoinsight.org/tipitaka/abhi/index.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/sangha/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/sangha/,learn detail,https://www.dhammatalks.org/suttas/SN/SN45_2.html,www.dhammatalks.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/sati/,learn detail,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/sutta/,learn detail,https://suttacentral.net/define/sutta,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-dictionary/sutta/,learn detail,https://www.accesstoinsight.org/tipitaka/sutta.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-resources/,learn hub,https://suttacentral.net/,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-resources/,learn hub,https://www.accesstoinsight.org/,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-resources/,learn hub,https://palitextsociety.org/,palitextsociety.org,Institution/context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-resources/,learn hub,https://www.bps.lk/,www.bps.lk,Institution/context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/buddhist-resources/,learn hub,https://www.bpu.ac.lk/,www.bpu.ac.lk,Institution/context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
