URL,Visible quote class,Buddha attribution?,Scripture attribution?,Named modern attribution?,Paraphrase/adaptation?,Origin record,Schema/visible match?,Correction required?,Validation
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
https://echobuddha.com/quotes/wisdom/wise-silence/,Original Echo Buddha writing,No,No,No,No source-dependent attribution,original_echo_buddha,Yes,No,PASS
