URL,Schema type,Author value,Publisher value,Person entity,Organization entity,datePublished,dateModified,sameAs,Credential fields,Reviewer fields,Visible match?,Verified,Issue,Action,Validation
https://echobuddha.com/articles/four-noble-truths-explained/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-25,2026-06-25,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-26,2026-06-26,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-23,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/how-to-meditate-for-beginners/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-07-01,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/how-to-practice-non-attachment/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-15,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-07-01,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/impermanence-in-buddhism/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-26,2026-06-26,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/,Blog | Organization | ItemList | ListItem,Not required/present,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/letting-go-without-giving-up/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-04-27,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-22,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/loving-kindness-meditation-guide/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-07-01,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/metta-meditation-script/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-25,2026-06-25,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/mindful-email-and-texting/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-08-05,2026-08-06,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-03-24,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/mindfulness-for-better-sleep/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-16,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/mindfulness-morning-routine/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-20,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-07-01,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/mindfulness-vs-meditation/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-25,2026-06-25,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-07-01,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/non-attachment-in-relationships/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-08-05,2026-08-06,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/right-livelihood-modern-life/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-07-13,2026-07-13,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/right-speech-buddhism/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-26,2026-06-26,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/right-speech-examples/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-08-05,2026-08-06,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/three-poisons-buddhism-explained/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-07-13,2026-07-13,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/three-ways-to-practice-patience/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-04-12,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-08-05,2026-08-06,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/walking-meditation-step-by-step/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-18,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-07-01,2026-07-01,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/what-is-karma-in-buddhism/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-06-25,2026-06-25,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,BlogPosting | Organization | Organization | ImageObject,Echo Buddha Editorial,Echo Buddha,None,Present,2026-07-13,2026-07-13,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/authors/echo-buddha-editorial/,ProfilePage | Organization | Organization | Organization,Not required/present,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/buddhist-sources-and-citations/,WebPage | Organization,Not required/present,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/contact/,ContactPage | Organization,Not required/present,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/corrections/,WebPage | Organization,Not required/present,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/anger-as-a-signal/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/begin-again-without-shame/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/enough-for-this-moment/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/evening-release/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/family-patience/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/gratitude-for-change/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/,CollectionPage | ItemList | ListItem | ListItem,Not required/present,Global Organization only,None,None,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/listen-before-answering/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/mindful-work/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/morning-intention/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/notice-before-fixing/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/one-honest-breath/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/one-step-on-the-path/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/rest-without-escape/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/see-the-conditions/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/simple-goodwill/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/today/,WebPage | Organization | CollectionPage | BreadcrumbList,Not required/present,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/daily-reflections/walking-as-practice/,WebPage | Organization | Organization | Thing,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/disclaimer/,WebPage | Organization,Not required/present,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/editorial-policy/,WebPage | Organization | Organization,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/how-echo-buddha-creates-content/,WebPage | Organization | Organization,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/,WebSite | SearchAction | Organization | ImageObject,Not required/present,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/,CollectionPage | CollectionPage | BreadcrumbList | ListItem,Not required/present,Global Organization only,None,None,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhism-for-beginners/,CollectionPage | BreadcrumbList | ListItem | ListItem,Not required/present,Global Organization only,None,None,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhist-dictionary/anatta/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhist-dictionary/anicca/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhist-dictionary/compassion/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Article | Organization | Organization | BreadcrumbList,Echo Buddha Editorial,Echo Buddha,None,Present,,,None,None,None,Yes,Yes,None,Central entities used on authored/publisher templates,PASS
