articleA,articleB,urlA,urlB,editorialOverlap,samePrimaryCluster,sharedClusters,metadataSimilarity,overallBodySimilarity,bodyCosine,bodyJaccard,introductionSimilarity,headingSequenceSimilarity,articleStructureSimilarity,faqSimilarity,conclusionSimilarity,examplesSimilarity,exercisesSimilarity,ngram5Overlap,exactDuplicatedSentenceCount,nearDuplicatedParagraphCount,sharedPracticeLanguage,sharedConclusionLanguage,overlapCausedByNecessaryDoctrine,overlapCausedByAvoidableGenericProse
what-is-buddhism-beginner-guide,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0.165,0.15,0.319,0.175,0.151,0.036,0.4,0.086,0,0.079,0.307,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,metta-meditation-script,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0.033,0.149,0.371,0.188,0.04,0.043,0.4,0.054,0,0.137,0.431,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,true,Beginner Buddhism,0.582,0.255,0.58,0.282,0.162,0.059,0.4,0.206,0,0.301,0.547,0.007,0,0,true,false,false,false
what-is-buddhism-beginner-guide,how-to-meditate-for-anxiety,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,false,,0.083,0.158,0.358,0.178,0.093,0.045,0.4,0.132,0,0,0.43,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,loving-kindness-meditation-beginners,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0.029,0.149,0.322,0.192,0.131,0.036,0.4,0.062,0,0.06,0.356,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,eightfold-path-explained-daily-life,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.212,0.191,0.435,0.222,0.113,0.045,0.4,0.149,0,0.194,0.404,0.001,0,0,true,false,false,false
what-is-buddhism-beginner-guide,mindfulness-morning-routine,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.127,0.129,0.308,0.17,0.045,0.04,0.4,0.055,0,0.11,0.359,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.295,0.172,0.391,0.233,0.095,0.053,0.4,0.071,0,0.105,0.355,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,walking-meditation-step-by-step,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0.12,0.168,0.367,0.168,0.096,0.054,0.4,0.226,0,0.103,0.439,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,buddhist-approach-to-anger,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.254,0.138,0.31,0.176,0.086,0.028,0.4,0.098,0,0.07,0.358,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,mindfulness-for-better-sleep,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0,0.125,0.29,0.161,0.041,0.05,0.4,0.078,0,0.052,0.316,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,how-to-practice-non-attachment,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.102,0.148,0.366,0.181,0.069,0.038,0.4,0.027,0,0.131,0.359,0.001,0,0,true,false,false,false
what-is-buddhism-beginner-guide,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.015,0.16,0.362,0.159,0.167,0.044,0.4,0.055,0,0,0.393,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,compassion-as-a-daily-discipline,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.238,0.151,0.34,0.203,0.048,0.048,0.4,0.136,0,0.058,0.403,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,letting-go-without-giving-up,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0,0.133,0.286,0.206,0.066,0.046,0.4,0.065,0,0.088,0.309,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,three-ways-to-practice-patience,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0,0.149,0.376,0.184,0.065,0.04,0.4,0.007,0,0.045,0.415,0,0,0,true,false,false,false
what-is-buddhism-beginner-guide,mindful-listening-in-everyday-life,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.102,0.149,0.362,0.196,0.065,0.044,0.4,0.022,0,0.096,0.414,0.001,0,0,true,false,false,false
what-is-buddhism-beginner-guide,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0,0.131,0.299,0.136,0.067,0.053,0.4,0.117,0,0.142,0.318,0,0,0,true,false,false,false
four-noble-truths-explained-simply,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.223,0.203,0.472,0.229,0.12,0.052,1,0.135,0,0.097,0.369,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,four-noble-truths-explained-simply,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Self,true,Four Noble Truths,1,1,1,1,1,1,1,1,1,1,1,1,54,0,true,true,false,false
four-noble-truths-explained-simply,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,false,,0.303,0.141,0.261,0.157,0.105,0.098,0.4,0.198,0,0.233,0.312,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,,0.205,0.158,0.341,0.204,0.115,0.073,0.4,0.068,0,0.019,0.257,0,0,0,false,false,false,false
four-noble-truths-explained-simply,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.152,0.129,0.285,0.2,0.051,0.052,0.4,0.049,0,0.066,0.317,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,how-to-meditate-for-beginners,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.22,0.121,0.239,0.134,0.14,0.029,0.4,0.122,0,0.073,0.266,0,0,0,false,false,false,false
four-noble-truths-explained-simply,mindfulness-of-breathing-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0.029,0.109,0.234,0.158,0.047,0.038,0.4,0.092,0,0.134,0.29,0.001,0,0,false,false,false,false
four-noble-truths-explained-simply,loving-kindness-meditation-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0.029,0.105,0.227,0.146,0.071,0.047,0.4,0.037,0,0,0.27,0,0,0,false,false,false,false
four-noble-truths-explained-simply,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0.108,0.141,0.278,0.21,0.083,0.069,0.4,0.127,0,0.079,0.29,0.001,0,0,false,false,false,false
four-noble-truths-explained-simply,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0.072,0.159,0.328,0.197,0.081,0.119,0.4,0.128,0,0.023,0.337,0,0,0,true,false,false,false
four-noble-truths-explained-simply,eightfold-path-explained,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/eightfold-path-explained/,Low,false,,0.28,0.155,0.35,0.2,0.064,0.068,0.4,0.106,0,0.081,0.369,0,0,0,true,false,false,false
four-noble-truths-explained-simply,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Low,false,,0.071,0.176,0.388,0.228,0.086,0.076,0.4,0.118,0,0.108,0.303,0.002,0,0,true,false,false,false
four-noble-truths-explained-simply,right-speech-buddhism,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.07,0.118,0.227,0.143,0.111,0.06,0.4,0.105,0,0.028,0.291,0,0,0,false,false,false,false
four-noble-truths-explained-simply,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.167,0.153,0.314,0.176,0.125,0.044,0.4,0.17,0,0,0.326,0,0,0,true,false,false,false
four-noble-truths-explained-simply,impermanence-in-buddhism,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.122,0.158,0.348,0.192,0.069,0.055,0.4,0.174,0,0.168,0.363,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,what-is-karma-in-buddhism,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.222,0.131,0.299,0.155,0.083,0.039,0.4,0.078,0,0.138,0.311,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,four-noble-truths-explained,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained/,Medium,true,Four Noble Truths,0.857,0.314,0.684,0.266,0.28,0.205,0.4,0.167,0,0,0.48,0.018,0,0,true,false,true,false
four-noble-truths-explained-simply,mindfulness-vs-meditation,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0.07,0.134,0.268,0.16,0.134,0.11,0.4,0.015,0,0,0.323,0,0,0,true,false,false,false
four-noble-truths-explained-simply,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0.196,0.135,0.304,0.176,0.055,0.044,0.4,0.109,0,0.059,0.288,0,0,0,false,false,false,false
four-noble-truths-explained-simply,metta-meditation-script,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0.02,0.131,0.297,0.166,0.068,0.042,0.4,0.084,0,0.133,0.302,0,0,0,true,false,false,false
four-noble-truths-explained-simply,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,false,,0.542,0.198,0.426,0.216,0.103,0.094,0.4,0.233,0,0.166,0.424,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,how-to-meditate-for-anxiety,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,false,,0,0.123,0.284,0.157,0.017,0.036,0.4,0.14,0,0,0.336,0,0,0,true,false,false,false
four-noble-truths-explained-simply,loving-kindness-meditation-beginners,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0.053,0.118,0.254,0.157,0.037,0.043,0.4,0.145,0,0.03,0.26,0,0,0,false,false,false,false
four-noble-truths-explained-simply,eightfold-path-explained-daily-life,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.384,0.175,0.358,0.197,0.144,0.053,0.4,0.203,0,0.13,0.37,0.002,0,0,true,false,false,false
four-noble-truths-explained-simply,mindfulness-morning-routine,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.038,0.114,0.244,0.132,0.038,0.047,0.4,0.171,0,0.132,0.263,0,0,0,false,false,false,false
four-noble-truths-explained-simply,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.253,0.157,0.319,0.2,0.086,0.124,0.4,0.108,0,0.023,0.293,0,0,0,false,false,false,false
four-noble-truths-explained-simply,walking-meditation-step-by-step,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0.012,0.12,0.271,0.15,0.035,0.053,0.4,0.111,0,0.031,0.325,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,buddhist-approach-to-anger,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.18,0.114,0.235,0.159,0.036,0.05,0.4,0.138,0,0.07,0.24,0,0,0,false,false,false,false
four-noble-truths-explained-simply,mindfulness-for-better-sleep,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0,0.103,0.202,0.137,0.07,0.049,0.4,0.106,0,0.079,0.219,0,0,0,false,false,false,false
four-noble-truths-explained-simply,how-to-practice-non-attachment,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.108,0.171,0.365,0.216,0.106,0.063,0.4,0.15,0,0.144,0.369,0,0,0,true,false,false,false
four-noble-truths-explained-simply,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.083,0.147,0.293,0.15,0.177,0.051,0.4,0.12,0,0,0.324,0.001,0,0,true,false,false,false
four-noble-truths-explained-simply,compassion-as-a-daily-discipline,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.199,0.146,0.289,0.159,0.041,0.115,0.4,0.251,0,0,0.271,0,0,0,false,false,false,false
four-noble-truths-explained-simply,letting-go-without-giving-up,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0.064,0.153,0.345,0.204,0.042,0.037,0.4,0.167,0,0.066,0.347,0,0,0,true,false,false,false
four-noble-truths-explained-simply,three-ways-to-practice-patience,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.027,0.131,0.271,0.165,0.042,0.048,0.4,0.21,0,0.068,0.342,0,0,0,true,false,false,false
four-noble-truths-explained-simply,mindful-listening-in-everyday-life,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.046,0.123,0.243,0.165,0.104,0.052,0.4,0.101,0,0.12,0.27,0,0,0,false,false,false,false
four-noble-truths-explained-simply,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.028,0.107,0.223,0.12,0.107,0.044,0.4,0.068,0,0.076,0.279,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.294,0.15,0.339,0.169,0.11,0.039,0.4,0.1,0,0.187,0.345,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,four-noble-truths-explained-simply,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Low,false,,0.303,0.141,0.261,0.157,0.105,0.098,0.4,0.198,0,0.233,0.312,0.001,0,0,true,false,false,false
noble-eightfold-path-practical-guide,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Self,true,Noble Eightfold Path,1,1,1,1,1,1,1,1,1,1,1,1,40,0,true,true,false,false
noble-eightfold-path-practical-guide,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,,0.121,0.089,0.162,0.119,0.074,0.051,0.4,0.107,0,0.066,0.23,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.349,0.117,0.263,0.183,0.035,0.059,0.4,0.026,0,0.076,0.274,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,how-to-meditate-for-beginners,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.316,0.135,0.31,0.132,0.097,0.023,0.4,0.129,0,0.112,0.29,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,mindfulness-of-breathing-guide,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0.281,0.13,0.308,0.135,0.048,0.043,0.4,0.13,0,0.302,0.287,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,loving-kindness-meditation-guide,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0.207,0.106,0.223,0.154,0.055,0.052,0.4,0.065,0,0,0.258,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0.026,0.146,0.335,0.157,0.068,0.048,0.4,0.15,0,0.172,0.382,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0.069,0.156,0.403,0.2,0,0.038,0.4,0.079,0,0.045,0.484,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,eightfold-path-explained,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/eightfold-path-explained/,Low,true,Noble Eightfold Path,0.513,0.234,0.557,0.195,0.099,0.156,0.4,0.173,0,0.157,0.467,0.001,0,0,true,false,true,false
noble-eightfold-path-practical-guide,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Low,false,,0.082,0.104,0.252,0.124,0.059,0.029,0.4,0.021,0,0.008,0.32,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,right-speech-buddhism,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.178,0.188,0.392,0.165,0.18,0.045,0.4,0.26,0,0.065,0.361,0,0,0,true,false,false,false
noble-eightfold-path-practical-guide,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.117,0.105,0.234,0.141,0.029,0.023,0.4,0.122,0,0,0.283,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,impermanence-in-buddhism,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.094,0.11,0.248,0.144,0.012,0.039,0.4,0.144,0,0.093,0.283,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,what-is-karma-in-buddhism,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.361,0.136,0.325,0.163,0.034,0.043,0.4,0.113,0,0.176,0.378,0.001,0,0,true,false,false,false
noble-eightfold-path-practical-guide,four-noble-truths-explained,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/four-noble-truths-explained/,Low,false,,0.298,0.129,0.261,0.144,0.107,0.03,0.4,0.182,0,0,0.279,0,0,0,false,false,false,false
noble-eightfold-path-practical-guide,mindfulness-vs-meditation,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0.28,0.162,0.369,0.156,0.128,0.105,0.4,0.04,0,0,0.406,0,0,0,true,false,false,false
