cluster_id,url_a,url_b,page_family_a,page_family_b,lexical_similarity,structural_similarity,heading_similarity,semantic_similarity_if_available,shared_phrase_ratio,calibration_band,notes
ND-0018,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,QUOTE_STORY,QUOTE_STORY,0.3287,1,0.8889,not computed; no external embedding API used,0.3287,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0019,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,QUOTE_STORY,0.3286,1,0.8889,not computed; no external embedding API used,0.3286,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0020,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,QUOTE_STORY,0.3281,1,0.8889,not computed; no external embedding API used,0.3281,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0021,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,QUOTE_STORY,QUOTE_STORY,0.3279,1,0.8889,not computed; no external embedding API used,0.3279,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0022,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,QUOTE_STORY,0.3277,1,0.8889,not computed; no external embedding API used,0.3277,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0023,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,QUOTE_STORY,QUOTE_STORY,0.3274,1,0.8889,not computed; no external embedding API used,0.3274,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0024,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY,QUOTE_STORY,0.3274,1,0.8889,not computed; no external embedding API used,0.3274,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0025,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,QUOTE_STORY,QUOTE_STORY,0.3274,1,0.8889,not computed; no external embedding API used,0.3274,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0026,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,QUOTE_STORY,0.3268,1,0.8889,not computed; no external embedding API used,0.3268,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0027,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,QUOTE_STORY,QUOTE_STORY,0.3262,1,0.8889,not computed; no external embedding API used,0.3262,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0028,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,QUOTE_STORY,0.326,1,0.8889,not computed; no external embedding API used,0.326,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0029,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,QUOTE_STORY,QUOTE_STORY,0.3256,1,0.8889,not computed; no external embedding API used,0.3256,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0030,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,QUOTE_STORY,QUOTE_STORY,0.3252,1,0.8889,not computed; no external embedding API used,0.3252,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0031,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,QUOTE_STORY,0.3251,1,0.8889,not computed; no external embedding API used,0.3251,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0032,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,QUOTE_STORY,QUOTE_STORY,0.3249,1,0.8889,not computed; no external embedding API used,0.3249,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0033,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,QUOTE_STORY,QUOTE_STORY,0.3249,1,0.8889,not computed; no external embedding API used,0.3249,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0034,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,QUOTE_STORY,QUOTE_STORY,0.3249,1,0.8889,not computed; no external embedding API used,0.3249,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0035,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,QUOTE_STORY,QUOTE_STORY,0.3243,1,0.8889,not computed; no external embedding API used,0.3243,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0036,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY,QUOTE_STORY,0.3242,1,0.8889,not computed; no external embedding API used,0.3242,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0037,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,QUOTE_STORY,QUOTE_STORY,0.3242,1,0.8889,not computed; no external embedding API used,0.3242,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0038,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,QUOTE_STORY,0.3233,1,0.8889,not computed; no external embedding API used,0.3233,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0039,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,QUOTE_STORY,QUOTE_STORY,0.3231,1,0.8889,not computed; no external embedding API used,0.3231,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0040,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,QUOTE_STORY,QUOTE_STORY,0.3228,1,0.8889,not computed; no external embedding API used,0.3228,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0041,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,QUOTE_STORY,0.3228,1,0.8889,not computed; no external embedding API used,0.3228,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0042,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,QUOTE_STORY,QUOTE_STORY,0.3228,1,0.8889,not computed; no external embedding API used,0.3228,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0043,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,QUOTE_STORY,0.3226,1,0.8889,not computed; no external embedding API used,0.3226,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0044,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,QUOTE_STORY,0.3221,1,0.8889,not computed; no external embedding API used,0.3221,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0045,https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,QUOTE_STORY,QUOTE_STORY,0.322,1,0.8889,not computed; no external embedding API used,0.322,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0046,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,QUOTE_STORY,QUOTE_STORY,0.3214,1,0.8889,not computed; no external embedding API used,0.3214,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0047,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,QUOTE_STORY,0.3214,1,0.8889,not computed; no external embedding API used,0.3214,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0048,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,QUOTE_STORY,QUOTE_STORY,0.3207,1,0.8889,not computed; no external embedding API used,0.3207,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0049,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,QUOTE_STORY,0.3206,1,0.8889,not computed; no external embedding API used,0.3206,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0050,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,QUOTE_STORY,QUOTE_STORY,0.3198,1,0.8889,not computed; no external embedding API used,0.3198,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0051,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,QUOTE_STORY,QUOTE_STORY,0.3197,1,0.8889,not computed; no external embedding API used,0.3197,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0052,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY,QUOTE_STORY,0.3187,1,0.8889,not computed; no external embedding API used,0.3187,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0053,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,QUOTE_STORY,QUOTE_STORY,0.3182,1,0.8889,not computed; no external embedding API used,0.3182,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0054,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,QUOTE_STORY,0.3175,1,0.8889,not computed; no external embedding API used,0.3175,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0055,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,QUOTE_STORY,QUOTE_STORY,0.3175,1,0.8889,not computed; no external embedding API used,0.3175,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0056,https://echobuddha.com/quotes/renewal/evening-release-reflection/,https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,QUOTE_STORY,QUOTE_STORY,0.3175,1,0.8889,not computed; no external embedding API used,0.3175,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0057,https://echobuddha.com/quotes/patience/family-kindness-and-patience/,https://echobuddha.com/quotes/patience/patience-softens-the-wait/,QUOTE_STORY,QUOTE_STORY,0.3173,1,0.8889,not computed; no external embedding API used,0.3173,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0058,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,QUOTE_STORY,QUOTE_STORY,0.3169,1,0.8889,not computed; no external embedding API used,0.3169,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0059,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,QUOTE_STORY,QUOTE_STORY,0.3165,1,0.8889,not computed; no external embedding API used,0.3165,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0060,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY,QUOTE_STORY,0.3162,1,0.8889,not computed; no external embedding API used,0.3162,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0061,https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,QUOTE_STORY,QUOTE_STORY,0.3157,1,0.8889,not computed; no external embedding API used,0.3157,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0062,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,QUOTE_STORY,QUOTE_STORY,0.3155,1,0.8889,not computed; no external embedding API used,0.3155,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0063,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,QUOTE_STORY,QUOTE_STORY,0.3146,1,0.8889,not computed; no external embedding API used,0.3146,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0064,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,https://echobuddha.com/quotes/renewal/evening-release-reflection/,QUOTE_STORY,QUOTE_STORY,0.3146,1,0.8889,not computed; no external embedding API used,0.3146,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0065,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY,QUOTE_STORY,0.3145,1,0.8889,not computed; no external embedding API used,0.3145,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0066,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,QUOTE_STORY,QUOTE_STORY,0.3143,1,0.8889,not computed; no external embedding API used,0.3143,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0067,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY,QUOTE_STORY,0.3136,1,0.8889,not computed; no external embedding API used,0.3136,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0068,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,QUOTE_STORY,QUOTE_STORY,0.3129,1,0.8889,not computed; no external embedding API used,0.3129,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0069,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,QUOTE_STORY,0.3128,1,0.8889,not computed; no external embedding API used,0.3128,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0070,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,QUOTE_STORY,0.3122,1,0.8889,not computed; no external embedding API used,0.3122,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0071,https://echobuddha.com/quotes/renewal/evening-release-reflection/,https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,QUOTE_STORY,QUOTE_STORY,0.3122,1,0.8889,not computed; no external embedding API used,0.3122,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0072,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,QUOTE_STORY,QUOTE_STORY,0.3119,1,0.8889,not computed; no external embedding API used,0.3119,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0073,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,QUOTE_STORY,0.3118,1,0.8889,not computed; no external embedding API used,0.3118,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0074,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,QUOTE_STORY,0.3112,1,0.8889,not computed; no external embedding API used,0.3112,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0075,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,QUOTE_STORY,0.311,1,0.8889,not computed; no external embedding API used,0.311,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0076,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,QUOTE_STORY,0.3106,1,0.8889,not computed; no external embedding API used,0.3106,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0077,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,https://echobuddha.com/quotes/impermanence/meet-change-softly/,QUOTE_STORY,QUOTE_STORY,0.3105,1,0.8889,not computed; no external embedding API used,0.3105,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0078,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,QUOTE_STORY,0.3095,1,0.8889,not computed; no external embedding API used,0.3095,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0079,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,QUOTE_STORY,0.3086,1,0.8889,not computed; no external embedding API used,0.3086,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0080,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,QUOTE_STORY,QUOTE_STORY,0.3058,1,0.8889,not computed; no external embedding API used,0.3058,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0081,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,QUOTE_STORY,0.3049,1,0.8889,not computed; no external embedding API used,0.3049,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0082,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,QUOTE_STORY,QUOTE_STORY,0.3047,1,0.8889,not computed; no external embedding API used,0.3047,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0083,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,QUOTE_STORY,QUOTE_STORY,0.3024,1,0.8889,not computed; no external embedding API used,0.3024,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0084,https://echobuddha.com/quotes/meditation/meditation-is-returning/,https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY,QUOTE_STORY,0.3004,1,0.8889,not computed; no external embedding API used,0.3004,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0085,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY,QUOTE_STORY,0.2976,1,0.8889,not computed; no external embedding API used,0.2976,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0086,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,QUOTE_STORY,0.2923,1,0.8889,not computed; no external embedding API used,0.2923,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0087,https://echobuddha.com/meditation/5-minute-meditation-practice/,https://echobuddha.com/meditation/meditation-for-beginners/,MEDITATION_GUIDE,MEDITATION_GUIDE,0.2707,1,0.6875,not computed; no external embedding API used,0.2707,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0088,https://echobuddha.com/meditation/10-minute-meditation-practice/,https://echobuddha.com/meditation/5-minute-meditation-practice/,MEDITATION_GUIDE,MEDITATION_GUIDE,0.2678,1,0.4375,not computed; no external embedding API used,0.2678,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0089,https://echobuddha.com/meditation/10-minute-meditation-practice/,https://echobuddha.com/meditation/meditation-for-beginners/,MEDITATION_GUIDE,MEDITATION_GUIDE,0.2556,1,0.4118,not computed; no external embedding API used,0.2556,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0090,https://echobuddha.com/meditation/5-minute-meditation-practice/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,MEDITATION_GUIDE,MEDITATION_GUIDE,0.2504,1,0.8,not computed; no external embedding API used,0.2504,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
ND-0091,https://echobuddha.com/meditation/meditation-for-beginners/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,MEDITATION_GUIDE,MEDITATION_GUIDE,0.232,1,0.6471,not computed; no external embedding API used,0.232,high lexical review,Five-token shingle Jaccard plus heading/structure evidence; review flag only.
