URL,intro cluster,conclusion cluster,generic intro?,generic conclusion?,action,final state
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/listen-before-answering/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/mindful-work/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/morning-intention/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/notice-before-fixing/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/one-honest-breath/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/one-step-on-the-path/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/rest-without-escape/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/see-the-conditions/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/simple-goodwill/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/walking-as-practice/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,7c1b25b09065,b1489c6ebea6,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,37d2d4ad4915,6186e2fc0627,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,6e00d41f8626,807a5ee5005c,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,9fd6a08e68f4,8182136d0ee7,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,4c75fe7fcf5a,8d1f1a900796,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,8109c1fd2732,b5c94616b6d4,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,2e20b29c2127,8ea52a0f49cc,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,64036526fc27,6788680b9d70,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,b391b46bf1ce,02f34c256508,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,96d555f19282,4f140eb4cecb,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,ed485b9cf1bd,88898a0a2337,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,9ea89c07d3fb,e9c6128bad85,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,f496e3c2585b,32f1aaaca628,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,3fa32b18a874,5f3b09ad7e32,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,c56210826b5d,5dbd03f7f6fa,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,8e042958fce2,7a4e3ed48efc,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,41566a01c265,c5f076047d0f,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,b875ab8ab42f,c2ca55f37efe,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,17095018374f,76527c6e5dd3,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/anatta/,6a636c15bf4e,b227f3a6ce51,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/anicca/,faca190c9ec6,28939f71680f,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/compassion/,d032368ff645,879df35cf4a9,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,605348cc9936,b067bf93b139,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,55daaa7ea795,c57941297d66,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/karma/,f5bfa8325043,61aef1f751a9,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/karuna/,5e874027bce0,2c46d1cb16de,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/metta/,7b7fdc37f22e,ffff3d00976b,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,55c5c321eb4c,5a6cd1cb318b,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,16cb3657fa4a,2c6e92e32114,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,3e7408c11c7d,cfdbf6c33707,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/sangha/,16e7c530aef2,d6704158e3b5,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/sati/,10449a3a2324,7e3067286193,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/buddhist-dictionary/sutta/,3f1cc0112087,9d83c92d5b48,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,6d294880f193,97c89fcdfd60,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,fb1b6fe1a115,c426cd8e2640,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,0b0482e7893e,f09adbe8c311,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,69386aa4745e,f746ad39e536,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,b6283144c7e5,eaceaffdb2d8,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/eightfold-path/,ccddcbfde92e,51a3dbb4f60f,NO,NO,RETAIN_REVIEWED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/four-noble-truths/,b7ab8897f892,f554e1f92c41,NO,NO,RETAIN_REVIEWED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,c7aa56205f06,d69e2576d98d,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,9fad1e19cb32,8762b9c14701,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,ef7d585eed58,eec426a5c400,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,dac14bee3c17,4d4a3e933dc9,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,77566e95c58a,7d1c94fa81f9,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,b648c30e4772,3dc6a353eefe,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,a56ff3850f50,bd450157f143,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,a0e0c0386b76,683d894f564e,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/meditation/10-minute-meditation-practice/,f72bb5a54a7f,4f555a11efff,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/meditation/5-minute-meditation-practice/,69e92e8b5983,568e8ea4e5eb,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/meditation/breathing-meditation/,b2ddad58b0d6,828b84706297,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/meditation/loving-kindness-meditation/,913cdbb8ba81,50cc35fa3b6f,NO,NO,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
