quote_id,quote_text,slug,category,category_url,detail_url,quote_origin_type,attribution,source,indexable,meta_robots,sitemap_member,canonical,google_canonical,google_index_state,last_crawl,phase_2_score,phase_3_protection_tier,visible_queries,query_owner_state,clicks,impressions,momentum,internal_inlinks,referrer_evidence,word_count,unique_text_ratio,boilerplate_ratio,template_cluster,near_duplicate_cluster,story_sections,source_note_present,author,reviewer,future_decision,decision_confidence
quote_3e170c809b794074,Small acts of attention can turn an ordinary day into a teacher.,small-acts-of-attention-can-turn-an-ordinary-day,awareness,https://echobuddha.com/quotes/awareness/,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,PASS | Submitted and indexed,2026-08-07T05:24:34Z,NOT_APPLICABLE,SEO_P2_EMERGING,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,9,INSUFFICIENT_VISIBLE_DATA,17,https://echobuddha.com/sitemap.xml,432,0.3422,0.6578,CONCISE_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,10,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,MEDIUM_HIGH
quote_efc2e9db1383279d,The body often knows you are overwhelmed before the mind admits it.,the-body-often-knows-you-are-overwhelmed-before-the,awareness,https://echobuddha.com/quotes/awareness/,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,PASS | Submitted and indexed,2026-07-11T18:01:55Z,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,5,https://echobuddha.com/sitemap.xml,446,0.327,0.673,CONCISE_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,10,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_9b012f0f47f3559c,Thoughts may visit often; you do not have to host each one.,thoughts-are-visitors,awareness,https://echobuddha.com/quotes/awareness/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,PASS | Submitted and indexed,2026-08-15T12:12:05Z,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,1,INSUFFICIENT_VISIBLE_DATA,2,GSC_LINKS_CHECKED_NO_USABLE_ROWS,619,0.7045,0.2955,AUTHORED_REFLECTION_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,12,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_07d7405c2060637e,A calm mind lets thoughts pass without becoming their servant.,thoughts-pass-without-commanding-you,awareness,https://echobuddha.com/quotes/awareness/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,PASS | Submitted and indexed,2026-08-07T03:13:54Z,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,2,GSC_LINKS_CHECKED_NO_USABLE_ROWS,644,0.7179,0.2821,AUTHORED_REFLECTION_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,12,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_41caa8ff222aa91b,What you can observe clearly no longer controls you in quite the same way.,what-you-can-observe-clearly-no-longer-controls-you,awareness,https://echobuddha.com/quotes/awareness/,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,NEUTRAL | Excluded by ‘noindex’ tag,2026-08-10T18:48:22Z,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,2,GSC_LINKS_CHECKED_NO_USABLE_ROWS,442,0.3955,0.6045,CONCISE_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,10,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_2f0fed49fe6d8a57,"When the mind tightens, let the body be your first teacher.",when-the-mind-tightens-let-the-body-be-your,awareness,https://echobuddha.com/quotes/awareness/,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,NEUTRAL | Excluded by ‘noindex’ tag,2026-08-10T19:25:52Z,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,2,https://echobuddha.com/sitemap.xml,430,0.3712,0.6288,CONCISE_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,10,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_673468f962052e4f,A gentle response can end suffering that anger would pass along.,a-gentle-response-can-end-suffering-that-anger-would,compassion,https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,NEUTRAL | Excluded by ‘noindex’ tag,2026-08-17T15:44:32Z,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,2,GSC_LINKS_CHECKED_NO_USABLE_ROWS,418,0.4422,0.5578,CONCISE_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,10,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_7f7b2e9668610c5b,"Before judging another life, remember how much of your own remains unseen.",before-judging-another-life-remember-how-much-of-your,compassion,https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,PASS | Submitted and indexed,2026-08-07T20:53:31Z,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,5,GSC_LINKS_CHECKED_NO_USABLE_ROWS,424,0.4767,0.5233,CONCISE_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,10,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_b3de6e58c3b85418,Compassion asks what hurts before it asks who is to blame.,compassion-asks-what-hurts-before-it-asks-who-is,compassion,https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,PASS | Submitted and indexed,2026-08-07T07:35:37Z,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,2,GSC_LINKS_CHECKED_NO_USABLE_ROWS,430,0.4444,0.5556,CONCISE_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,10,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_4484546e09b0f05a,Compassion grows where judgment loosens its grip.,compassion-grows-where-judgment-loosens-its-grip,compassion,https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,NEUTRAL | Excluded by ‘noindex’ tag,2026-08-22T08:23:51Z,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,17,GSC_LINKS_CHECKED_NO_USABLE_ROWS,408,0.3768,0.6232,CONCISE_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,10,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_81bf3be25413e4dd,Compassion looks for the wound without excusing the unkind word.,compassion-sees-pain-clearly,compassion,https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,PASS | Submitted and indexed,2026-08-06T16:17:03Z,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,2,GSC_LINKS_CHECKED_NO_USABLE_ROWS,585,0.7162,0.2838,AUTHORED_REFLECTION_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,12,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_5e23d9ed97f283f4,Speak to yourself as someone still worthy of gentle instruction.,gentle-self-compassion,compassion,https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,PASS | Submitted and indexed,2026-08-06T23:46:45Z,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,2,GSC_LINKS_CHECKED_NO_USABLE_ROWS,583,0.7149,0.2851,AUTHORED_REFLECTION_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,12,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_ba3b9fbdf56f425d,Kindness is a quiet practice repeated when no one applauds.,kindness-as-quiet-practice,compassion,https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,PASS | Submitted and indexed,2026-08-04T05:36:40Z,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,1,INSUFFICIENT_VISIBLE_DATA,2,GSC_LINKS_CHECKED_NO_USABLE_ROWS,594,0.721,0.279,AUTHORED_REFLECTION_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,12,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_58ff13a7144b8ad9,Kindness does not need an audience to become meaningful.,kindness-does-not-need-an-audience-to-become-meaningful,compassion,https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,PASS | Submitted and indexed,2026-07-08T00:48:43Z,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,17,GSC_LINKS_CHECKED_NO_USABLE_ROWS,413,0.391,0.609,CONCISE_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,10,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
quote_3f5bc351cfba8c5e,Let kindness be the echo you leave in every room.,let-kindness-be-the-echo-you-leave-in-every,compassion,https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,NEUTRAL | Excluded by ‘noindex’ tag,2026-08-15T13:27:10Z,NOT_APPLICABLE,SEO_P2_EMERGING,let my kindness be the echo | the kindness echoes,VISIBLE_QUERY_OWNER_REVIEWED,0,8,INSUFFICIENT_VISIBLE_DATA,17,https://echobuddha.com/sitemap.xml,416,0.3973,0.6027,CONCISE_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,10,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,MEDIUM_HIGH
quote_032bf8e97c8f63ce,Let your boundaries be clear and your heart remain kind.,let-your-boundaries-be-clear-and-your-heart-remain,compassion,https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,ECHOBUDDHA_ORIGINAL,Echo Buddha Editorial,Echo Buddha repository editorial record,false,"noindex, follow",false,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,NEUTRAL | Excluded by ‘noindex’ tag,2026-08-11T03:09:53Z,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,NO_VISIBLE_QUERY_ROW,0,0,INSUFFICIENT_VISIBLE_DATA,2,GSC_LINKS_CHECKED_NO_USABLE_ROWS,416,0.4349,0.5651,CONCISE_USER_PERMALINK,NO_QUOTE_TEXT_DUPLICATE,10,true,Echo Buddha Editorial,NO_NAMED_HUMAN_REVIEWER_CLAIMED,NOINDEX_USER_PERMALINK,HIGH
