quote_id,detail URL,category,origin type,Phase 2 score,Phase 3 protection,visible query ownership,before indexability,Google canonical,template risk,unique-text ratio,editorial value,attribution state,decision,survivor/destination,redirect,new index state,sitemap action,internal-link action,content migration,confidence,evidence
quote_3e170c809b794074,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,awareness,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P2_EMERGING,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,MEDIUM_NOINDEX_UI_REUSE,0.3422,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/awareness/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,MEDIUM_HIGH,SEO_P2_EMERGING; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_efc2e9db1383279d,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,awareness,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,MEDIUM_NOINDEX_UI_REUSE,0.327,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/awareness/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_9b012f0f47f3559c,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,awareness,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,HIGH_INDEXABLE_TEMPLATE_RISK,0.7045,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/awareness/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_07d7405c2060637e,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,awareness,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,HIGH_INDEXABLE_TEMPLATE_RISK,0.7179,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/awareness/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_41caa8ff222aa91b,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,awareness,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,MEDIUM_NOINDEX_UI_REUSE,0.3955,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/awareness/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_2f0fed49fe6d8a57,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,awareness,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,MEDIUM_NOINDEX_UI_REUSE,0.3712,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/awareness/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_673468f962052e4f,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,MEDIUM_NOINDEX_UI_REUSE,0.4422,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_7f7b2e9668610c5b,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,MEDIUM_NOINDEX_UI_REUSE,0.4767,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_b3de6e58c3b85418,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,MEDIUM_NOINDEX_UI_REUSE,0.4444,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_4484546e09b0f05a,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,MEDIUM_NOINDEX_UI_REUSE,0.3768,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_81bf3be25413e4dd,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,compassion,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,HIGH_INDEXABLE_TEMPLATE_RISK,0.7162,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_5e23d9ed97f283f4,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,compassion,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,HIGH_INDEXABLE_TEMPLATE_RISK,0.7149,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_ba3b9fbdf56f425d,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,compassion,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,HIGH_INDEXABLE_TEMPLATE_RISK,0.721,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_58ff13a7144b8ad9,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,MEDIUM_NOINDEX_UI_REUSE,0.391,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_3f5bc351cfba8c5e,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P2_EMERGING,VISIBLE_QUERY_OWNER_REVIEWED,false,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,MEDIUM_NOINDEX_UI_REUSE,0.3973,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,MEDIUM_HIGH,SEO_P2_EMERGING; let my kindness be the echo | the kindness echoes; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_032bf8e97c8f63ce,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,MEDIUM_NOINDEX_UI_REUSE,0.4349,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_4c33f255225b9430,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,compassion,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,HIGH_INDEXABLE_TEMPLATE_RISK,0.7263,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_319d1c0b7503b4be,https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,MEDIUM_NOINDEX_UI_REUSE,0.4492,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_233ea734de5e3238,https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,MEDIUM_NOINDEX_UI_REUSE,0.4214,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_1c68b5f80ef9e55f,https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,MEDIUM_NOINDEX_UI_REUSE,0.4437,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_fb9bf8ba460cb6ca,https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,MEDIUM_NOINDEX_UI_REUSE,0.4641,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
