URL,resource_type,route,family,indexable,monetization_state,reason,allowed_zone,current_rendering,account_approval_gate,serving_gate
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,HTML,/articles/compassion-in-buddhism-beginner-guide/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/compassion-with-boundaries/,HTML,/articles/compassion-with-boundaries/,ARTICLE,YES,ELIGIBLE_CANDIDATE,EXPLICIT_PHASE_6_MATERIALLY_UPGRADED_ARTICLE,ARTICLE_AFTER_MEANINGFUL_SECTION,OFF,FALSE,FALSE
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,HTML,/articles/creating-a-peaceful-corner-at-home/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/dhamma-vs-dharma/,HTML,/articles/dhamma-vs-dharma/,ARTICLE,YES,ELIGIBLE_CANDIDATE,EXPLICIT_PHASE_6_MATERIALLY_UPGRADED_ARTICLE,ARTICLE_AFTER_MEANINGFUL_SECTION,OFF,FALSE,FALSE
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,HTML,/articles/dhammapada-reflection-trained-mind/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,HTML,/articles/dhammapada-reflection-what-we-think/,ARTICLE,YES,ELIGIBLE_CANDIDATE,EXPLICIT_PHASE_6_MATERIALLY_UPGRADED_ARTICLE,ARTICLE_AFTER_MEANINGFUL_SECTION,OFF,FALSE,FALSE
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,HTML,/articles/dhammapada-verse-1-meaning/,ARTICLE,YES,ELIGIBLE_CANDIDATE,EXPLICIT_PHASE_6_MATERIALLY_UPGRADED_ARTICLE,ARTICLE_AFTER_MEANINGFUL_SECTION,OFF,FALSE,FALSE
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,HTML,/articles/eightfold-path-explained-daily-life/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/eightfold-path-explained/,HTML,/articles/eightfold-path-explained/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/equanimity-in-buddhism/,HTML,/articles/equanimity-in-buddhism/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/first-week-buddhist-practice/,HTML,/articles/first-week-buddhist-practice/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/five-precepts-in-daily-life/,HTML,/articles/five-precepts-in-daily-life/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/four-noble-truths-explained-simply/,HTML,/articles/four-noble-truths-explained-simply/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/four-noble-truths-explained/,HTML,/articles/four-noble-truths-explained/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,HTML,/articles/how-to-let-go-of-attachment-in-buddhism/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,HTML,/articles/how-to-meditate-for-anxiety/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/how-to-meditate-for-beginners/,HTML,/articles/how-to-meditate-for-beginners/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,HTML,/articles/impermanence-in-buddhism-letting-go/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/impermanence-in-buddhism/,HTML,/articles/impermanence-in-buddhism/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,HTML,/articles/loving-kindness-meditation-beginners/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/loving-kindness-meditation-guide/,HTML,/articles/loving-kindness-meditation-guide/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/metta-meditation-script/,HTML,/articles/metta-meditation-script/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/mindful-email-and-texting/,HTML,/articles/mindful-email-and-texting/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,HTML,/articles/mindful-listening-in-everyday-life/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/mindfulness-for-better-sleep/,HTML,/articles/mindfulness-for-better-sleep/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/mindfulness-morning-routine/,HTML,/articles/mindfulness-morning-routine/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,HTML,/articles/mindfulness-of-breathing-guide/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/mindfulness-vs-meditation/,HTML,/articles/mindfulness-vs-meditation/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,HTML,/articles/noble-eightfold-path-practical-guide/,ARTICLE,YES,ELIGIBLE_CANDIDATE,EXPLICIT_PHASE_6_MATERIALLY_UPGRADED_ARTICLE,ARTICLE_AFTER_MEANINGFUL_SECTION,OFF,FALSE,FALSE
https://echobuddha.com/articles/non-attachment-in-relationships/,HTML,/articles/non-attachment-in-relationships/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/right-livelihood-modern-life/,HTML,/articles/right-livelihood-modern-life/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/right-speech-buddhism/,HTML,/articles/right-speech-buddhism/,ARTICLE,YES,ELIGIBLE_CANDIDATE,EXPLICIT_PHASE_6_MATERIALLY_UPGRADED_ARTICLE,ARTICLE_AFTER_MEANINGFUL_SECTION,OFF,FALSE,FALSE
https://echobuddha.com/articles/right-speech-examples/,HTML,/articles/right-speech-examples/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/three-poisons-buddhism-explained/,HTML,/articles/three-poisons-buddhism-explained/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/three-ways-to-practice-patience/,HTML,/articles/three-ways-to-practice-patience/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,HTML,/articles/visiting-a-buddhist-temple-respectfully/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/walking-meditation-step-by-step/,HTML,/articles/walking-meditation-step-by-step/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,HTML,/articles/what-is-buddhism-beginner-guide/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/what-is-karma-in-buddhism/,HTML,/articles/what-is-karma-in-buddhism/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,HTML,/articles/what-is-sangha-buddhist-community/,ARTICLE,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/authors/echo-buddha-editorial/,HTML,/authors/echo-buddha-editorial/,TRUST,YES,NEVER_MONETIZE,FAMILY_EXCLUDED_OR_NON_SUBSTANTIVE_SCREEN,NONE,OFF,FALSE,FALSE
https://echobuddha.com/buddhist-sources-and-citations/,HTML,/buddhist-sources-and-citations/,TRUST,YES,NEVER_MONETIZE,FAMILY_EXCLUDED_OR_NON_SUBSTANTIVE_SCREEN,NONE,OFF,FALSE,FALSE
https://echobuddha.com/contact/,HTML,/contact/,UTILITY,YES,NEVER_MONETIZE,FAMILY_EXCLUDED_OR_NON_SUBSTANTIVE_SCREEN,NONE,OFF,FALSE,FALSE
https://echobuddha.com/corrections/,HTML,/corrections/,TRUST,YES,NEVER_MONETIZE,FAMILY_EXCLUDED_OR_NON_SUBSTANTIVE_SCREEN,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/,HTML,/daily-reflections/,DAILY_REFLECTION,YES,NEVER_MONETIZE,FAMILY_EXCLUDED_OR_NON_SUBSTANTIVE_SCREEN,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/anger-as-a-signal/,HTML,/daily-reflections/anger-as-a-signal/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/begin-again-without-shame/,HTML,/daily-reflections/begin-again-without-shame/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,HTML,/daily-reflections/compassion-begins-nearby/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/enough-for-this-moment/,HTML,/daily-reflections/enough-for-this-moment/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/evening-release/,HTML,/daily-reflections/evening-release/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/family-patience/,HTML,/daily-reflections/family-patience/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,HTML,/daily-reflections/forgiveness-without-approval/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/gratitude-for-change/,HTML,/daily-reflections/gratitude-for-change/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,HTML,/daily-reflections/gratitude-notices-enough/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,HTML,/daily-reflections/impermanence-softens-clinging/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,HTML,/daily-reflections/kindness-with-boundaries/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,HTML,/daily-reflections/let-the-feeling-pass/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,HTML,/daily-reflections/letting-go-keeps-care/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/listen-before-answering/,HTML,/daily-reflections/listen-before-answering/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,HTML,/daily-reflections/metta-for-a-difficult-person/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/mindful-work/,HTML,/daily-reflections/mindful-work/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/morning-intention/,HTML,/daily-reflections/morning-intention/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/notice-before-fixing/,HTML,/daily-reflections/notice-before-fixing/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/one-honest-breath/,HTML,/daily-reflections/one-honest-breath/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/one-step-on-the-path/,HTML,/daily-reflections/one-step-on-the-path/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,HTML,/daily-reflections/patience-before-anger-speaks/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/rest-without-escape/,HTML,/daily-reflections/rest-without-escape/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/see-the-conditions/,HTML,/daily-reflections/see-the-conditions/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/simple-goodwill/,HTML,/daily-reflections/simple-goodwill/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,HTML,/daily-reflections/small-actions-shape-the-mind/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,HTML,/daily-reflections/soften-the-inner-argument/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,HTML,/daily-reflections/speech-can-reduce-suffering/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,HTML,/daily-reflections/the-first-truth-is-kind/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,HTML,/daily-reflections/thoughts-are-visitors/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/today/,HTML,/daily-reflections/today/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/daily-reflections/walking-as-practice/,HTML,/daily-reflections/walking-as-practice/,DAILY_REFLECTION,NO,NEVER_MONETIZE,NOINDEX_OR_USER_SPECIFIC_ROUTE,NONE,OFF,FALSE,FALSE
https://echobuddha.com/disclaimer/,HTML,/disclaimer/,LEGAL,YES,NEVER_MONETIZE,FAMILY_EXCLUDED_OR_NON_SUBSTANTIVE_SCREEN,NONE,OFF,FALSE,FALSE
https://echobuddha.com/editorial-policy/,HTML,/editorial-policy/,TRUST,YES,NEVER_MONETIZE,FAMILY_EXCLUDED_OR_NON_SUBSTANTIVE_SCREEN,NONE,OFF,FALSE,FALSE
https://echobuddha.com/how-echo-buddha-creates-content/,HTML,/how-echo-buddha-creates-content/,TRUST,YES,NEVER_MONETIZE,FAMILY_EXCLUDED_OR_NON_SUBSTANTIVE_SCREEN,NONE,OFF,FALSE,FALSE
https://echobuddha.com/learn/,HTML,/learn/,LEARN_NAVIGATION,YES,NEVER_MONETIZE,FAMILY_EXCLUDED_OR_NON_SUBSTANTIVE_SCREEN,NONE,OFF,FALSE,FALSE
https://echobuddha.com/learn/buddhism-101/,HTML,/learn/buddhism-101/,LEARN_NAVIGATION,YES,NEVER_MONETIZE,FAMILY_EXCLUDED_OR_NON_SUBSTANTIVE_SCREEN,NONE,OFF,FALSE,FALSE
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,HTML,/learn/buddhism-101/a-simple-daily-buddhist-practice/,LEARN_DETAIL,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,HTML,/learn/buddhism-101/dependent-origination-explained/,LEARN_DETAIL,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,HTML,/learn/buddhism-101/five-aggregates-buddhism/,LEARN_DETAIL,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,HTML,/learn/buddhism-101/five-hindrances-in-buddhism/,LEARN_DETAIL,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,HTML,/learn/buddhism-101/five-precepts-buddhism/,LEARN_DETAIL,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,HTML,/learn/buddhism-101/four-brahmaviharas/,LEARN_DETAIL,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,HTML,/learn/buddhism-101/how-to-practice-buddhism-at-home/,LEARN_DETAIL,YES,HOLD_MANUAL_REVIEW,INDEXABLE_SUBSTANTIVE_ROUTE_NOT_EXPLICITLY_APPROVED,NONE,OFF,FALSE,FALSE
