URL,URL ID,page family,topic,Phase 2 score,Phase 3 protection tier,Google index state,Google canonical,visible query ownership,latest clicks,latest impressions,momentum,content-overlap cluster,user-intent relation,current role,Phase 4 decision,survivor URL,decision confidence,redirect type,Search-risk level,content-migration status,internal-link migration status,sitemap action,canonical action,implementation status,evidence,reviewer notes
https://echobuddha.com/articles/category/meditation/,url_98ffb998f7203108,ARTICLE_CATEGORY,Meditation,49,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/articles/category/meditation/,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/articles/,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,navigation/reference,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/articles/category/mindfulness/,url_bf40dae05a8c6c5c,ARTICLE_CATEGORY,Mindfulness,49,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/articles/category/mindfulness/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/articles/,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,navigation/reference,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/articles/category/practice/,url_e0ad470646dc7e3b,ARTICLE_CATEGORY,Page-specific / unclustered,50,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/articles/category/practice/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,NONE_RECORDED,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,navigation/reference,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/articles/category/reflection/,url_ef886a2a006ca6b7,ARTICLE_CATEGORY,Page-specific / unclustered,49,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/articles/category/reflection/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/articles/,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,navigation/reference,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,url_264386eee735eef0,ARTICLE,Compassion,63,SEO_P3_LIMITED,PASS: Submitted and indexed,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ | TI-0013 | TI-0027 | TI-0081 | TI-0088 | TI-0112 | TI-0113 | TI-0167 | TI-0186 | TI-0214 | TI-0261 | TI-0296 | TI-0299 | TI-0403 | TI-0404 | TI-0412 | TI-0431 | TI-0432 | TI-0433 | TI-0550 | TI-0551 | TI-0552 | TI-0657 | TI-0755 | TI-0802,RELATED_BUT_DISTINCT,practical guide,RETAIN_AND_DIFFERENTIATE,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,LOW,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P3_LIMITED; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,url_a84fd88395b758fc,ARTICLE,Compassion,77,SEO_P1_HIGH,PASS: Submitted and indexed,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,VISIBLE_PRIMARY_OWNER:11,0,14,STABLE,OWNER:https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ | ND-0402 | TI-0081 | TI-0243 | TI-0378 | TI-0523 | TI-0524 | TI-0568 | TI-0623 | TI-0743 | TI-0789 | TI-0821 | TI-0822 | TI-0847 | TI-0909 | TI-0952 | TI-0953 | TI-0995 | TI-0996 | TI-1018 | TI-1088 | TI-1223,RELATED_BUT_DISTINCT,practical guide,RETAIN_AND_DIFFERENTIATE,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,HIGH,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P1_HIGH; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:11,Phase 4 controlled decision
https://echobuddha.com/articles/compassion-with-boundaries/,url_956c8e4ac4f7d60b,ARTICLE,Compassion,68,SEO_P1_HIGH,PASS: Submitted and indexed,https://echobuddha.com/articles/compassion-with-boundaries/,NO_VISIBLE_QUERY_DATA,0,15,GROWING,OWNER:https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ | ND-0402 | TI-0027 | TI-0171 | TI-0187 | TI-0188 | TI-0330 | TI-0434 | TI-0491 | TI-0492 | TI-0623 | TI-0649 | TI-0713 | TI-0801 | TI-0853 | TI-0861 | TI-0862 | TI-0873 | TI-0894 | TI-0913 | TI-0916 | TI-1009 | TI-1019 | TI-1052 | TI-1190,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,SURGICAL_IN_PLACE_IMPROVEMENT,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,HIGH,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,DEFERRED_TO_PHASE_6_DEEPENING,SEO_P1_HIGH; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,url_a38a0ae1179f8ac8,ARTICLE,Meditation,71,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/meditation/ | TI-0215 | TI-0216 | TI-0217 | TI-0435 | TI-0436 | TI-0437 | TI-0629 | TI-0655 | TI-0658 | TI-0706 | TI-0714 | TI-0760 | TI-1008 | TI-1089,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/articles/dhamma-vs-dharma/,url_ba5a07405251e210,ARTICLE,Dhamma / Dharma,63,SEO_P1_HIGH,PASS: Submitted and indexed,https://echobuddha.com/articles/dhamma-vs-dharma/,VISIBLE_PRIMARY_OWNER:20,1,281,STRONGLY_GROWING,OWNER:https://echobuddha.com/learn/buddhist-dictionary/dhamma/ | ND-0233 | TI-0044 | TI-0331 | TI-0332 | TI-0509 | TI-0569 | TI-0627 | TI-0852 | TI-0967 | TI-1020 | TI-1115 | TI-1116 | TI-1117 | TI-1142 | TI-1173,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,comparison,SURGICAL_IN_PLACE_IMPROVEMENT,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,HIGH,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,DEFERRED_TO_PHASE_6_DEEPENING,SEO_P1_HIGH; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:20,Phase 4 controlled decision
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,url_edb3758fd06e6386,ARTICLE,Dhamma / Dharma,58,SEO_P3_LIMITED,PASS: Submitted and indexed,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/dhammapada-reflections/ | TI-0114 | TI-0628 | TI-0633 | TI-0659 | TI-0823 | TI-0852 | TI-0874 | TI-0881 | TI-1021 | TI-1118,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,LOW,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P3_LIMITED; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,url_e7620ddc04954ad4,ARTICLE,Dhamma / Dharma,65,SEO_P1_HIGH,PASS: Submitted and indexed,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,VISIBLE_PRIMARY_OWNER:8,0,59,STRONGLY_GROWING,OWNER:https://echobuddha.com/learn/dhammapada-reflections/ | ND-0239 | TI-0622 | TI-0628 | TI-0660 | TI-1022 | TI-1119 | TI-1120 | TI-1121 | TI-1142 | TI-1159 | TI-1174,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,source study,SURGICAL_IN_PLACE_IMPROVEMENT,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,HIGH,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,DEFERRED_TO_PHASE_6_DEEPENING,SEO_P1_HIGH; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:8,Phase 4 controlled decision
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,url_23caa633307bf18d,ARTICLE,Dhamma / Dharma,65,SEO_P1_HIGH,PASS: Submitted and indexed,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,VISIBLE_PRIMARY_OWNER:1,0,56,STRONGLY_GROWING,OWNER:https://echobuddha.com/learn/dhammapada-reflections/ | ND-0239 | TI-0622 | TI-0627 | TI-0633 | TI-0661 | TI-0662 | TI-1023 | TI-1122 | TI-1123 | TI-1124 | TI-1175,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,comparison,SURGICAL_IN_PLACE_IMPROVEMENT,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,HIGH,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,DEFERRED_TO_PHASE_6_DEEPENING,SEO_P1_HIGH; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:1,Phase 4 controlled decision
https://echobuddha.com/articles/eightfold-path-explained/,url_f4f70d39d41333bf,ARTICLE,Noble Eightfold Path,64,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/articles/eightfold-path-explained/,VISIBLE_PRIMARY_OWNER:1,0,9,STABLE,OWNER:https://echobuddha.com/learn/eightfold-path/ | TI-0010 | TI-0063 | TI-0065 | TI-0087 | TI-0102 | TI-0115 | TI-0127 | TI-0140 | TI-0244 | TI-0255 | TI-0259 | TI-0333 | TI-0388 | TI-0389 | TI-0490 | TI-0514 | TI-0529 | TI-0560 | TI-0570 | TI-0746,RELATED_BUT_DISTINCT,practical guide,RETAIN_AND_DIFFERENTIATE,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:1,Phase 4 controlled decision
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,url_b1915f70b231c6dc,ARTICLE,Noble Eightfold Path,68,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,NO_VISIBLE_QUERY_DATA,0,10,GROWING,OWNER:https://echobuddha.com/learn/eightfold-path/ | TI-0012 | TI-0037 | TI-0048 | TI-0104 | TI-0116 | TI-0117 | TI-0175 | TI-0490 | TI-0553 | TI-0571 | TI-0572,RELATED_BUT_DISTINCT,practical guide,RETAIN_AND_DIFFERENTIATE,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/articles/equanimity-in-buddhism/,url_37337de91a648972,ARTICLE,Equanimity,70,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/articles/equanimity-in-buddhism/,VISIBLE_PRIMARY_OWNER:2,0,5,INSUFFICIENT_VISIBLE_DATA,NONE_RECORDED,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,comparison,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:2,Phase 4 controlled decision
https://echobuddha.com/articles/first-week-buddhist-practice/,url_8f013d60b6e1e53d,ARTICLE,Beginner Buddhism,70,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/articles/first-week-buddhist-practice/,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/buddhism-for-beginners/ | ND-0431 | ND-0887 | TI-0090 | TI-0133 | TI-0148 | TI-0189 | TI-0245 | TI-0296 | TI-0297 | TI-0307 | TI-0320 | TI-0334 | TI-0335 | TI-0367 | TI-0492 | TI-0493 | TI-0504 | TI-0513 | TI-0546 | TI-0573 | TI-0574 | TI-0756 | TI-0848 | TI-1000,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/articles/five-precepts-in-daily-life/,url_3d2f47e1c8577739,ARTICLE,Buddhist Ethics,73,SEO_P1_HIGH,PASS: Submitted and indexed,https://echobuddha.com/articles/five-precepts-in-daily-life/,VISIBLE_PRIMARY_OWNER:37,0,52,STABLE,OWNER:https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ | TI-0149 | TI-0251 | TI-0367 | TI-0377 | TI-0382 | TI-0384 | TI-0390 | TI-0575 | TI-0576 | TI-0609 | TI-0610 | TI-0613 | TI-0617 | TI-0803 | TI-1234,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,HIGH,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P1_HIGH; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:37,Phase 4 controlled decision
https://echobuddha.com/articles/four-noble-truths-explained/,url_5ce64f4c5a6ddcac,ARTICLE,Four Noble Truths,63,SEO_P3_LIMITED,NEUTRAL: Crawled - currently not indexed,https://echobuddha.com/articles/four-noble-truths-explained/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/four-noble-truths/ | TI-0002 | TI-0019 | TI-0043 | TI-0066 | TI-0095 | TI-0139 | TI-0244 | TI-0254 | TI-0262 | TI-0310 | TI-0336 | TI-0577,RELATED_BUT_DISTINCT,beginner explanation,RETAIN_AND_DIFFERENTIATE,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,LOW,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P3_LIMITED; NEUTRAL: Crawled - currently not indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
