URL,before state,after branch state,Phase 4 decision,inventory effect,sitemap state,evidence
https://echobuddha.com/articles/category/mindfulness/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/category/practice/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/category/reflection/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/compassion-with-boundaries/,PASS: Submitted and indexed,UNCHANGED,SURGICAL_IN_PLACE_IMPROVEMENT,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/dhamma-vs-dharma/,PASS: Submitted and indexed,UNCHANGED,SURGICAL_IN_PLACE_IMPROVEMENT,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,PASS: Submitted and indexed,UNCHANGED,SURGICAL_IN_PLACE_IMPROVEMENT,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,PASS: Submitted and indexed,UNCHANGED,SURGICAL_IN_PLACE_IMPROVEMENT,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/eightfold-path-explained/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/equanimity-in-buddhism/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/first-week-buddhist-practice/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/five-precepts-in-daily-life/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/four-noble-truths-explained/,NEUTRAL: Crawled - currently not indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/four-noble-truths-explained-simply/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,PASS: Submitted and indexed,INDEXABLE_200_STRENGTHENED_SURVIVOR,SURGICAL_IN_PLACE_IMPROVEMENT,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/how-to-meditate-for-beginners/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/how-to-practice-non-attachment/,PASS: Submitted and indexed,301_PERMANENT_REDIRECT_SOURCE,MERGE_AND_STRENGTHEN_SURVIVOR,REMOVE_FROM_CANONICAL_CONTENT_INVENTORY,REMOVED,Source route absent from build; redirect present
https://echobuddha.com/articles/impermanence-in-buddhism/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/,PASS: Submitted and indexed,UNCHANGED,SURGICAL_IN_PLACE_IMPROVEMENT,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/letting-go-without-giving-up/,PASS: Submitted and indexed,301_PERMANENT_REDIRECT_SOURCE,MERGE_AND_STRENGTHEN_SURVIVOR,REMOVE_FROM_CANONICAL_CONTENT_INVENTORY,REMOVED,Source route absent from build; redirect present
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/loving-kindness-meditation-guide/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/metta-meditation-script/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/mindful-email-and-texting/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/mindfulness-for-better-sleep/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/mindfulness-morning-routine/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/mindfulness-vs-meditation/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,PASS: Submitted and indexed,UNCHANGED,SURGICAL_IN_PLACE_IMPROVEMENT,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/non-attachment-in-relationships/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/right-livelihood-modern-life/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/right-speech-buddhism/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/right-speech-examples/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/three-poisons-buddhism-explained/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/three-ways-to-practice-patience/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/walking-meditation-step-by-step/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/what-is-karma-in-buddhism/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/authors/echo-buddha-editorial/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/buddhist-sources-and-citations/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/contact/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/corrections/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/anger-as-a-signal/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/begin-again-without-shame/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/enough-for-this-moment/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/evening-release/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/family-patience/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/gratitude-for-change/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/listen-before-answering/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/mindful-work/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/morning-intention/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/notice-before-fixing/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/one-honest-breath/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/one-step-on-the-path/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/rest-without-escape/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/see-the-conditions/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/simple-goodwill/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/today/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/daily-reflections/walking-as-practice/,PASS: Submitted and indexed,UNCHANGED,NOINDEX_RETAIN_FOR_USERS,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/disclaimer/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/editorial-policy/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/how-echo-buddha-creates-content/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,PASS: Submitted and indexed,UNCHANGED,RETAIN_AND_DIFFERENTIATE,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhism-for-beginners/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/anatta/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/anicca/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/compassion/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/karma/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/karuna/,NEUTRAL: URL is unknown to Google,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/metta/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/sangha/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/sati/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-dictionary/sutta/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/buddhist-resources/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/dhammapada-reflections/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,NEUTRAL: Discovered - currently not indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/eightfold-path/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/four-noble-truths/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/questions-about-buddhism/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,NEUTRAL: Discovered - currently not indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
