URL,File,Object/identifier,Starting commit,Change summary,Reason,Protected dependencies,Rollback action,Risk,Validation
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,src/pages/daily-reflections/[slug].astro,/daily-reflections/kindness-with-boundaries/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,src/pages/daily-reflections/[slug].astro,/daily-reflections/let-the-feeling-pass/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,src/pages/daily-reflections/[slug].astro,/daily-reflections/letting-go-keeps-care/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/listen-before-answering/,src/pages/daily-reflections/[slug].astro,/daily-reflections/listen-before-answering/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,src/pages/daily-reflections/[slug].astro,/daily-reflections/metta-for-a-difficult-person/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/mindful-work/,src/pages/daily-reflections/[slug].astro,/daily-reflections/mindful-work/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/morning-intention/,src/pages/daily-reflections/[slug].astro,/daily-reflections/morning-intention/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/notice-before-fixing/,src/pages/daily-reflections/[slug].astro,/daily-reflections/notice-before-fixing/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/one-honest-breath/,src/pages/daily-reflections/[slug].astro,/daily-reflections/one-honest-breath/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/one-step-on-the-path/,src/pages/daily-reflections/[slug].astro,/daily-reflections/one-step-on-the-path/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,src/pages/daily-reflections/[slug].astro,/daily-reflections/patience-before-anger-speaks/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/rest-without-escape/,src/pages/daily-reflections/[slug].astro,/daily-reflections/rest-without-escape/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/see-the-conditions/,src/pages/daily-reflections/[slug].astro,/daily-reflections/see-the-conditions/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/simple-goodwill/,src/pages/daily-reflections/[slug].astro,/daily-reflections/simple-goodwill/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,src/pages/daily-reflections/[slug].astro,/daily-reflections/small-actions-shape-the-mind/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,src/pages/daily-reflections/[slug].astro,/daily-reflections/soften-the-inner-argument/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,src/pages/daily-reflections/[slug].astro,/daily-reflections/speech-can-reduce-suffering/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,src/pages/daily-reflections/[slug].astro,/daily-reflections/the-first-truth-is-kind/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,src/pages/daily-reflections/[slug].astro,/daily-reflections/thoughts-are-visitors/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/daily-reflections/walking-as-practice/,src/pages/daily-reflections/[slug].astro,/daily-reflections/walking-as-practice/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,Compressed the article-like sequence into a form-specific reflection flow and integrated the natural next step with the concrete situation.,Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/anatta/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/anatta/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/anicca/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/anicca/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/compassion/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/compassion/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/dhamma/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/dukkha/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/karma/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/karma/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/karuna/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/karuna/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/metta/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/metta/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/mindfulness/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/nirvana/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/pali-canon/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/sangha/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/sangha/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/sati/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/sati/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/buddhist-dictionary/sutta/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/sutta/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made the dictionary experience explicitly definitional and compact in its framing: definition, usage/nuance, contextual use, comprehension, and reference boundaries.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,src/pages/learn/[section]/[slug].astro,/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made source-study framing explicit through study focus, passage significance, interpretive boundary, editorial reflection, and text/source notes.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,src/pages/learn/[section]/[slug].astro,/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made source-study framing explicit through study focus, passage significance, interpretive boundary, editorial reflection, and text/source notes.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,src/pages/learn/[section]/[slug].astro,/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made source-study framing explicit through study focus, passage significance, interpretive boundary, editorial reflection, and text/source notes.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,src/pages/learn/[section]/[slug].astro,/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made source-study framing explicit through study focus, passage significance, interpretive boundary, editorial reflection, and text/source notes.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,src/pages/learn/[section]/[slug].astro,/learn/dhammapada-reflections/the-mind-leads-all-things/,4bbeef7a85d071752f9c1d0ec23e0ce1ff348505,"Made source-study framing explicit through study focus, passage significance, interpretive boundary, editorial reflection, and text/source notes.",Purpose-specific family structure without changing protected content facts or controls,Role; owner; index state; sitemap; canonical; source; safety; attribution; AdSense route behavior,"Restore the listed file(s) from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505, rebuild, and rerun Phase 5 validation.",LOW — presentation/editorial structure only,PASS
