URL,File,Content identifier,Pre-edit role,Post-edit role,Role preserved?,Introduction changed?,Headings changed?,Section order changed?,Transitions changed?,Practice changed?,Examples changed?,FAQ changed?,Conclusion changed?,Sources changed?,Safety changed?,Internal links changed?,Title changed?,H1 changed?,Description changed?,Index state changed?,Canonical changed?,URL changed?,Template risk before,Template risk after,Phase 4 quality preserved?,Validation,Rollback
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,src/pages/daily-reflections/[slug].astro,/daily-reflections/kindness-with-boundaries/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,32,28,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,src/pages/daily-reflections/[slug].astro,/daily-reflections/let-the-feeling-pass/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,25,17,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,src/pages/daily-reflections/[slug].astro,/daily-reflections/letting-go-keeps-care/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,24,16,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/listen-before-answering/,src/pages/daily-reflections/[slug].astro,/daily-reflections/listen-before-answering/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,32,28,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,src/pages/daily-reflections/[slug].astro,/daily-reflections/metta-for-a-difficult-person/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,26,22,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/mindful-work/,src/pages/daily-reflections/[slug].astro,/daily-reflections/mindful-work/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,24,20,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/morning-intention/,src/pages/daily-reflections/[slug].astro,/daily-reflections/morning-intention/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,30,21,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/notice-before-fixing/,src/pages/daily-reflections/[slug].astro,/daily-reflections/notice-before-fixing/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,37,29,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/one-honest-breath/,src/pages/daily-reflections/[slug].astro,/daily-reflections/one-honest-breath/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,30,23,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/one-step-on-the-path/,src/pages/daily-reflections/[slug].astro,/daily-reflections/one-step-on-the-path/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,24,20,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,src/pages/daily-reflections/[slug].astro,/daily-reflections/patience-before-anger-speaks/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,25,17,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/rest-without-escape/,src/pages/daily-reflections/[slug].astro,/daily-reflections/rest-without-escape/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,20,11,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/see-the-conditions/,src/pages/daily-reflections/[slug].astro,/daily-reflections/see-the-conditions/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,29,21,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/simple-goodwill/,src/pages/daily-reflections/[slug].astro,/daily-reflections/simple-goodwill/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,24,20,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,src/pages/daily-reflections/[slug].astro,/daily-reflections/small-actions-shape-the-mind/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,24,20,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,src/pages/daily-reflections/[slug].astro,/daily-reflections/soften-the-inner-argument/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,36,28,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,src/pages/daily-reflections/[slug].astro,/daily-reflections/speech-can-reduce-suffering/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,24,20,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,src/pages/daily-reflections/[slug].astro,/daily-reflections/the-first-truth-is-kind/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,24,20,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,src/pages/daily-reflections/[slug].astro,/daily-reflections/thoughts-are-visitors/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,23,16,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/daily-reflections/walking-as-practice/,src/pages/daily-reflections/[slug].astro,/daily-reflections/walking-as-practice/,RECURRING_USER_CONTENT,RECURRING_USER_CONTENT,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,25,21,Yes,PASS — build and dual-gate review,Restore src/pages/daily-reflections/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/anatta/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/anatta/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,16,10,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/anicca/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/anicca/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,16,10,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/compassion/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/compassion/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17,11,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/dhamma/,PRIMARY_PILLAR,PRIMARY_PILLAR,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,5,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/dukkha/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,16,10,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/karma/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/karma/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,15,9,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/karuna/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/karuna/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,15,9,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/metta/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/metta/,PRIMARY_PILLAR,PRIMARY_PILLAR,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,5,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/mindfulness/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,21,18,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/nirvana/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,16,10,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/pali-canon/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,3,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/sangha/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/sangha/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,15,9,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/sati/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/sati/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17,11,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/buddhist-dictionary/sutta/,src/pages/learn/[section]/[slug].astro,/learn/buddhist-dictionary/sutta/,DICTIONARY_DEFINITION,DICTIONARY_DEFINITION,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,2,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,src/pages/learn/[section]/[slug].astro,/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,16,10,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,src/pages/learn/[section]/[slug].astro,/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,6,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,src/pages/learn/[section]/[slug].astro,/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13,7,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,src/pages/learn/[section]/[slug].astro,/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,6,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,src/pages/learn/[section]/[slug].astro,/learn/dhammapada-reflections/the-mind-leads-all-things/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,6,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,src/pages/learn/[section]/[slug].astro,/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,14,8,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,src/pages/learn/[section]/[slug].astro,/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,1,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,src/pages/learn/[section]/[slug].astro,/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,6,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,src/pages/learn/[section]/[slug].astro,/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,3,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,src/pages/learn/[section]/[slug].astro,/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,3,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,src/pages/learn/[section]/[slug].astro,/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,6,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,src/pages/learn/[section]/[slug].astro,/learn/sutta-for-daily-life/right-speech-in-daily-life/,SOURCE_STUDY,SOURCE_STUDY,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,15,9,Yes,PASS — build and dual-gate review,Restore src/pages/learn/[section]/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/meditation/10-minute-meditation-practice/,src/pages/meditation/[slug].astro,/meditation/10-minute-meditation-practice/,PRACTICE_GUIDE,PRACTICE_GUIDE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,5,Yes,PASS — build and dual-gate review,Restore src/pages/meditation/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/meditation/5-minute-meditation-practice/,src/pages/meditation/[slug].astro,/meditation/5-minute-meditation-practice/,PRACTICE_GUIDE,PRACTICE_GUIDE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,7,Yes,PASS — build and dual-gate review,Restore src/pages/meditation/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/meditation/breathing-meditation/,src/pages/meditation/[slug].astro,/meditation/breathing-meditation/,PRACTICE_GUIDE,PRACTICE_GUIDE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13,10,Yes,PASS — build and dual-gate review,Restore src/pages/meditation/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/meditation/loving-kindness-meditation/,src/pages/meditation/[slug].astro,/meditation/loving-kindness-meditation/,PRACTICE_GUIDE,PRACTICE_GUIDE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10,7,Yes,PASS — build and dual-gate review,Restore src/pages/meditation/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/meditation/meditation-for-beginners/,src/pages/meditation/[slug].astro,/meditation/meditation-for-beginners/,PRACTICE_GUIDE,PRACTICE_GUIDE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10,8,Yes,PASS — build and dual-gate review,Restore src/pages/meditation/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/meditation/meditation-posture-for-beginners/,src/pages/meditation/[slug].astro,/meditation/meditation-posture-for-beginners/,PRACTICE_GUIDE,PRACTICE_GUIDE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,6,Yes,PASS — build and dual-gate review,Restore src/pages/meditation/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/meditation/mindfulness-in-daily-life/,src/pages/meditation/[slug].astro,/meditation/mindfulness-in-daily-life/,PRACTICE_GUIDE,PRACTICE_GUIDE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13,11,Yes,PASS — build and dual-gate review,Restore src/pages/meditation/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
