URL,Materially edited?,JSON-LD blocks,FAQ schema present?,Visible FAQ heading present?,Schema changed by Phase 5?,Validation
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,Yes,1,No,No,No,PASS
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,Yes,1,No,No,No,PASS
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,Yes,1,No,No,No,PASS
https://echobuddha.com/daily-reflections/today/,No,1,No,No,No,PASS
https://echobuddha.com/daily-reflections/walking-as-practice/,Yes,1,No,No,No,PASS
https://echobuddha.com/disclaimer/,No,1,No,No,No,PASS
https://echobuddha.com/editorial-policy/,No,1,No,No,No,PASS
https://echobuddha.com/how-echo-buddha-creates-content/,No,1,No,No,No,PASS
https://echobuddha.com/,No,1,Yes,Yes,No,PASS
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhism-for-beginners/,No,1,Yes,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/anatta/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/anicca/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/compassion/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/,No,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/karma/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/karuna/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/metta/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/sangha/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/sati/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-dictionary/sutta/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/buddhist-resources/,No,1,No,No,No,PASS
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/dhammapada-reflections/,No,1,No,No,No,PASS
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/eightfold-path/,No,1,No,No,No,PASS
https://echobuddha.com/learn/four-noble-truths/,No,1,No,No,No,PASS
https://echobuddha.com/learn/,No,1,No,No,No,PASS
https://echobuddha.com/learn/questions-about-buddhism/,No,1,Yes,No,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/,No,1,No,No,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,Yes,1,No,No,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,Yes,1,No,No,No,PASS
https://echobuddha.com/meditation-guide/,No,1,Yes,No,No,PASS
https://echobuddha.com/meditation-safety/,No,1,No,No,No,PASS
https://echobuddha.com/meditation/10-minute-meditation-practice/,Yes,1,No,No,No,PASS
https://echobuddha.com/meditation/5-minute-meditation-practice/,Yes,1,No,No,No,PASS
https://echobuddha.com/meditation/breathing-meditation/,Yes,1,No,No,No,PASS
https://echobuddha.com/meditation/,No,1,No,No,No,PASS
https://echobuddha.com/meditation/loving-kindness-meditation/,Yes,1,No,No,No,PASS
https://echobuddha.com/meditation/meditation-for-beginners/,Yes,1,No,No,No,PASS
https://echobuddha.com/meditation/meditation-posture-for-beginners/,Yes,1,No,No,No,PASS
https://echobuddha.com/meditation/mindfulness-in-daily-life/,Yes,1,No,No,No,PASS
https://echobuddha.com/meditation/walking-meditation/,Yes,1,No,No,No,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,Yes,1,No,No,No,PASS
https://echobuddha.com/mindful-living/,No,1,Yes,No,No,PASS
https://echobuddha.com/privacy-policy/,No,1,No,No,No,PASS
https://echobuddha.com/quote-attribution-policy/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,Yes,1,No,No,No,PASS
