URL,Route,Status,Final URL,Title/H1/robots/canonical match,Rendered text matches,Structured data matches,Internal links match,Full parity,Production robots,Expected robots,Production canonical,Expected canonical,Elapsed ms,Error
https://echobuddha.com/articles/four-noble-truths-explained-simply/,/articles/four-noble-truths-explained-simply/,200,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,269,
https://echobuddha.com/articles/four-noble-truths-explained/,/articles/four-noble-truths-explained/,200,https://echobuddha.com/articles/four-noble-truths-explained/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/four-noble-truths-explained/,609,
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,/articles/how-to-let-go-of-attachment-in-buddhism/,200,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,86,
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,/articles/how-to-meditate-for-anxiety/,200,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,99,
https://echobuddha.com/articles/how-to-meditate-for-beginners/,/articles/how-to-meditate-for-beginners/,200,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,82,
https://echobuddha.com/articles/how-to-practice-non-attachment/,/articles/how-to-practice-non-attachment/,200,https://echobuddha.com/articles/how-to-practice-non-attachment/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/how-to-practice-non-attachment/,92,
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,/articles/impermanence-in-buddhism-letting-go/,200,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,110,
https://echobuddha.com/articles/impermanence-in-buddhism/,/articles/impermanence-in-buddhism/,200,https://echobuddha.com/articles/impermanence-in-buddhism/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism/,91,
https://echobuddha.com/articles/,/articles/,200,https://echobuddha.com/articles/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/,https://echobuddha.com/articles/,84,
https://echobuddha.com/articles/letting-go-without-giving-up/,/articles/letting-go-without-giving-up/,200,https://echobuddha.com/articles/letting-go-without-giving-up/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/letting-go-without-giving-up/,https://echobuddha.com/articles/letting-go-without-giving-up/,91,
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,/articles/loving-kindness-meditation-beginners/,200,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,65,
https://echobuddha.com/articles/loving-kindness-meditation-guide/,/articles/loving-kindness-meditation-guide/,200,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,90,
https://echobuddha.com/articles/metta-meditation-script/,/articles/metta-meditation-script/,200,https://echobuddha.com/articles/metta-meditation-script/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/articles/metta-meditation-script/,270,
https://echobuddha.com/articles/mindful-email-and-texting/,/articles/mindful-email-and-texting/,200,https://echobuddha.com/articles/mindful-email-and-texting/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/mindful-email-and-texting/,1164,
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,/articles/mindful-listening-in-everyday-life/,200,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,82,
https://echobuddha.com/articles/mindfulness-for-better-sleep/,/articles/mindfulness-for-better-sleep/,200,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,101,
https://echobuddha.com/articles/mindfulness-morning-routine/,/articles/mindfulness-morning-routine/,200,https://echobuddha.com/articles/mindfulness-morning-routine/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/articles/mindfulness-morning-routine/,77,
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,/articles/mindfulness-of-breathing-guide/,200,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,76,
https://echobuddha.com/articles/mindfulness-vs-meditation/,/articles/mindfulness-vs-meditation/,200,https://echobuddha.com/articles/mindfulness-vs-meditation/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindfulness-vs-meditation/,78,
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,/articles/noble-eightfold-path-practical-guide/,200,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,87,
https://echobuddha.com/articles/non-attachment-in-relationships/,/articles/non-attachment-in-relationships/,200,https://echobuddha.com/articles/non-attachment-in-relationships/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/non-attachment-in-relationships/,https://echobuddha.com/articles/non-attachment-in-relationships/,77,
https://echobuddha.com/articles/right-livelihood-modern-life/,/articles/right-livelihood-modern-life/,200,https://echobuddha.com/articles/right-livelihood-modern-life/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/right-livelihood-modern-life/,https://echobuddha.com/articles/right-livelihood-modern-life/,122,
https://echobuddha.com/articles/right-speech-buddhism/,/articles/right-speech-buddhism/,200,https://echobuddha.com/articles/right-speech-buddhism/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/right-speech-buddhism/,103,
https://echobuddha.com/articles/right-speech-examples/,/articles/right-speech-examples/,200,https://echobuddha.com/articles/right-speech-examples/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/right-speech-examples/,https://echobuddha.com/articles/right-speech-examples/,88,
https://echobuddha.com/articles/three-poisons-buddhism-explained/,/articles/three-poisons-buddhism-explained/,200,https://echobuddha.com/articles/three-poisons-buddhism-explained/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://echobuddha.com/articles/three-poisons-buddhism-explained/,224,
https://echobuddha.com/articles/three-ways-to-practice-patience/,/articles/three-ways-to-practice-patience/,200,https://echobuddha.com/articles/three-ways-to-practice-patience/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,248,
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,/articles/visiting-a-buddhist-temple-respectfully/,200,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,107,
https://echobuddha.com/articles/walking-meditation-step-by-step/,/articles/walking-meditation-step-by-step/,200,https://echobuddha.com/articles/walking-meditation-step-by-step/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/articles/walking-meditation-step-by-step/,116,
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,/articles/what-is-buddhism-beginner-guide/,200,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,106,
https://echobuddha.com/articles/what-is-karma-in-buddhism/,/articles/what-is-karma-in-buddhism/,200,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,108,
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,/articles/what-is-sangha-buddhist-community/,200,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,117,
https://echobuddha.com/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,200,https://echobuddha.com/authors/echo-buddha-editorial/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/authors/echo-buddha-editorial/,https://echobuddha.com/authors/echo-buddha-editorial/,115,
https://echobuddha.com/buddhist-sources-and-citations/,/buddhist-sources-and-citations/,200,https://echobuddha.com/buddhist-sources-and-citations/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/buddhist-sources-and-citations/,https://echobuddha.com/buddhist-sources-and-citations/,85,
https://echobuddha.com/contact/,/contact/,200,https://echobuddha.com/contact/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/contact/,https://echobuddha.com/contact/,84,
https://echobuddha.com/corrections/,/corrections/,200,https://echobuddha.com/corrections/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/corrections/,https://echobuddha.com/corrections/,61,
https://echobuddha.com/daily-reflections/anger-as-a-signal/,/daily-reflections/anger-as-a-signal/,200,https://echobuddha.com/daily-reflections/anger-as-a-signal/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/anger-as-a-signal/,https://echobuddha.com/daily-reflections/anger-as-a-signal/,84,
https://echobuddha.com/daily-reflections/begin-again-without-shame/,/daily-reflections/begin-again-without-shame/,200,https://echobuddha.com/daily-reflections/begin-again-without-shame/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/begin-again-without-shame/,https://echobuddha.com/daily-reflections/begin-again-without-shame/,199,
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,/daily-reflections/compassion-begins-nearby/,200,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/compassion-begins-nearby/,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,272,
https://echobuddha.com/daily-reflections/enough-for-this-moment/,/daily-reflections/enough-for-this-moment/,200,https://echobuddha.com/daily-reflections/enough-for-this-moment/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/enough-for-this-moment/,https://echobuddha.com/daily-reflections/enough-for-this-moment/,75,
https://echobuddha.com/daily-reflections/evening-release/,/daily-reflections/evening-release/,200,https://echobuddha.com/daily-reflections/evening-release/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/evening-release/,https://echobuddha.com/daily-reflections/evening-release/,88,
https://echobuddha.com/daily-reflections/family-patience/,/daily-reflections/family-patience/,200,https://echobuddha.com/daily-reflections/family-patience/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/family-patience/,https://echobuddha.com/daily-reflections/family-patience/,72,
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,/daily-reflections/forgiveness-without-approval/,200,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/forgiveness-without-approval/,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,75,
https://echobuddha.com/daily-reflections/gratitude-for-change/,/daily-reflections/gratitude-for-change/,200,https://echobuddha.com/daily-reflections/gratitude-for-change/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/gratitude-for-change/,https://echobuddha.com/daily-reflections/gratitude-for-change/,110,
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,/daily-reflections/gratitude-notices-enough/,200,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/gratitude-notices-enough/,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,88,
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,/daily-reflections/impermanence-softens-clinging/,200,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,74,
https://echobuddha.com/daily-reflections/,/daily-reflections/,200,https://echobuddha.com/daily-reflections/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/,95,
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,/daily-reflections/kindness-with-boundaries/,200,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/kindness-with-boundaries/,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,74,
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,/daily-reflections/let-the-feeling-pass/,200,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/let-the-feeling-pass/,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,86,
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,/daily-reflections/letting-go-keeps-care/,200,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/letting-go-keeps-care/,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,239,
https://echobuddha.com/daily-reflections/listen-before-answering/,/daily-reflections/listen-before-answering/,200,https://echobuddha.com/daily-reflections/listen-before-answering/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/listen-before-answering/,https://echobuddha.com/daily-reflections/listen-before-answering/,301,
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,/daily-reflections/metta-for-a-difficult-person/,200,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,76,
https://echobuddha.com/daily-reflections/mindful-work/,/daily-reflections/mindful-work/,200,https://echobuddha.com/daily-reflections/mindful-work/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/mindful-work/,https://echobuddha.com/daily-reflections/mindful-work/,102,
https://echobuddha.com/daily-reflections/morning-intention/,/daily-reflections/morning-intention/,200,https://echobuddha.com/daily-reflections/morning-intention/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/morning-intention/,https://echobuddha.com/daily-reflections/morning-intention/,74,
https://echobuddha.com/daily-reflections/notice-before-fixing/,/daily-reflections/notice-before-fixing/,200,https://echobuddha.com/daily-reflections/notice-before-fixing/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/notice-before-fixing/,https://echobuddha.com/daily-reflections/notice-before-fixing/,74,
https://echobuddha.com/daily-reflections/one-honest-breath/,/daily-reflections/one-honest-breath/,200,https://echobuddha.com/daily-reflections/one-honest-breath/,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/one-honest-breath/,https://echobuddha.com/daily-reflections/one-honest-breath/,89,
