URL,Phase 3 reconciled index state,Pre-edit actual state,Post-edit state,Sitemap state,Canonical state,Unexpected change?,Reason,Validation
https://echobuddha.com/articles/three-poisons-buddhism-explained/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/articles/three-poisons-buddhism-explained/,No,No Phase 5 page change,PASS
https://echobuddha.com/articles/three-ways-to-practice-patience/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/articles/three-ways-to-practice-patience/,No,No Phase 5 page change,PASS
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,No,No Phase 5 page change,PASS
https://echobuddha.com/articles/walking-meditation-step-by-step/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/articles/walking-meditation-step-by-step/,No,No Phase 5 page change,PASS
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,No,No Phase 5 page change,PASS
https://echobuddha.com/articles/what-is-karma-in-buddhism/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/articles/what-is-karma-in-buddhism/,No,No Phase 5 page change,PASS
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,No,No Phase 5 page change,PASS
https://echobuddha.com/authors/echo-buddha-editorial/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/authors/echo-buddha-editorial/,No,No Phase 5 page change,PASS
https://echobuddha.com/buddhist-sources-and-citations/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/buddhist-sources-and-citations/,No,No Phase 5 page change,PASS
https://echobuddha.com/contact/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/contact/,No,No Phase 5 page change,PASS
https://echobuddha.com/corrections/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/corrections/,No,No Phase 5 page change,PASS
https://echobuddha.com/daily-reflections/anger-as-a-signal/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/anger-as-a-signal/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/begin-again-without-shame/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/begin-again-without-shame/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/enough-for-this-moment/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/enough-for-this-moment/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/evening-release/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/evening-release/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/family-patience/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/family-patience/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/gratitude-for-change/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/gratitude-for-change/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/daily-reflections/,No,No Phase 5 page change,PASS
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/listen-before-answering/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/listen-before-answering/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/mindful-work/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/mindful-work/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/morning-intention/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/morning-intention/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/notice-before-fixing/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/notice-before-fixing/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/one-honest-breath/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/one-honest-breath/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/one-step-on-the-path/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/one-step-on-the-path/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/rest-without-escape/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/rest-without-escape/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/see-the-conditions/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/see-the-conditions/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/simple-goodwill/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/simple-goodwill/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/daily-reflections/today/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/today/,No,No Phase 5 page change,PASS
https://echobuddha.com/daily-reflections/walking-as-practice/,"noindex, follow","noindex, follow","noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/walking-as-practice/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/disclaimer/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/disclaimer/,No,No Phase 5 page change,PASS
https://echobuddha.com/editorial-policy/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/editorial-policy/,No,No Phase 5 page change,PASS
https://echobuddha.com/how-echo-buddha-creates-content/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/how-echo-buddha-creates-content/,No,No Phase 5 page change,PASS
https://echobuddha.com/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhism-for-beginners/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhism-for-beginners/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhist-dictionary/anatta/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/anatta/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/anicca/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/anicca/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/compassion/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/compassion/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/buddhist-dictionary/karma/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/karma/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/karuna/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/karuna/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/metta/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/metta/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/sangha/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/sangha/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/sati/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/sati/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-dictionary/sutta/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-dictionary/sutta/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/buddhist-resources/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/buddhist-resources/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/dhammapada-reflections/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/dhammapada-reflections/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,No,Phase 5 presentation-only edit; crawl controls protected,PASS
https://echobuddha.com/learn/eightfold-path/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/eightfold-path/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/four-noble-truths/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/four-noble-truths/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/,No,No Phase 5 page change,PASS
https://echobuddha.com/learn/questions-about-buddhism/,indexable,indexable,indexable,in sitemap,https://echobuddha.com/learn/questions-about-buddhism/,No,No Phase 5 page change,PASS
