URL,Internal links checked,Broken internal links,Broken targets,Related/next-step links changed?,Validation
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,24,0,,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,26,0,,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,24,0,,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,25,0,,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,25,0,,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,24,0,,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,25,0,,No,PASS
https://echobuddha.com/meditation/10-minute-meditation-practice/,23,0,,No,PASS
https://echobuddha.com/meditation/5-minute-meditation-practice/,23,0,,No,PASS
https://echobuddha.com/meditation/breathing-meditation/,23,0,,No,PASS
https://echobuddha.com/meditation/loving-kindness-meditation/,23,0,,No,PASS
https://echobuddha.com/meditation/meditation-for-beginners/,23,0,,No,PASS
https://echobuddha.com/meditation/meditation-posture-for-beginners/,22,0,,No,PASS
https://echobuddha.com/meditation/mindfulness-in-daily-life/,23,0,,No,PASS
https://echobuddha.com/meditation/walking-meditation/,22,0,,No,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,22,0,,No,PASS
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,28,0,,No,PASS
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,26,0,,No,PASS
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,27,0,,No,PASS
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,27,0,,No,PASS
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,27,0,,No,PASS
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,26,0,,No,PASS
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,26,0,,No,PASS
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,26,0,,No,PASS
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,26,0,,No,PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,27,0,,No,PASS
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,26,0,,No,PASS
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,26,0,,No,PASS
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,26,0,,No,PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,27,0,,No,PASS
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,26,0,,No,PASS
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,26,0,,No,PASS
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,26,0,,No,PASS
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,26,0,,No,PASS
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,26,0,,No,PASS
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,26,0,,No,PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,27,0,,No,PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,27,0,,No,PASS
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,26,0,,No,PASS
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,26,0,,No,PASS
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,26,0,,No,PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,28,0,,No,PASS
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,26,0,,No,PASS
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,26,0,,No,PASS
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,26,0,,No,PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,27,0,,No,PASS
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,26,0,,No,PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,27,0,,No,PASS
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,26,0,,No,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,26,0,,No,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,26,0,,No,PASS
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,26,0,,No,PASS
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,26,0,,No,PASS
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,26,0,,No,PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,27,0,,No,PASS
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,26,0,,No,PASS
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,26,0,,No,PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,28,0,,No,PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,27,0,,No,PASS
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,26,0,,No,PASS
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,26,0,,No,PASS
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,26,0,,No,PASS
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,26,0,,No,PASS
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,26,0,,No,PASS
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,27,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,27,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,27,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,27,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,26,0,,No,PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,26,0,,No,PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,26,0,,No,PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,26,0,,No,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,27,0,,No,PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,26,0,,No,PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,26,0,,No,PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,26,0,,No,PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,26,0,,No,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,27,0,,No,PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,26,0,,No,PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,26,0,,No,PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,26,0,,No,PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,26,0,,No,PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,26,0,,No,PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,26,0,,No,PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,26,0,,No,PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,26,0,,No,PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,26,0,,No,PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,26,0,,No,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,28,0,,No,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,28,0,,No,PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,26,0,,No,PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,27,0,,No,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,28,0,,No,PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,26,0,,No,PASS
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,26,0,,No,PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,26,0,,No,PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,26,0,,No,PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,26,0,,No,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,26,0,,No,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,26,0,,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,26,0,,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,27,0,,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,26,0,,No,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,26,0,,No,PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,26,0,,No,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,27,0,,No,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,27,0,,No,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,26,0,,No,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,26,0,,No,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,27,0,,No,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,26,0,,No,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,26,0,,No,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,28,0,,No,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,28,0,,No,PASS
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,27,0,,No,PASS
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,27,0,,No,PASS
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,27,0,,No,PASS
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,27,0,,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,26,0,,No,PASS
https://echobuddha.com/quotes/wisdom/wise-silence/,27,0,,No,PASS
