URL,Page family,Role,Heading 1,Heading 2,Heading 3,Heading 4,Heading 5,Heading count,FAQ present?,Practice block?,Example block?,Source block?,Safety block?,Reflection block?,Conclusion type,Next-step type,Fingerprint,Closest structural match,Similarity level,Legitimate similarity?,Reason
https://echobuddha.com/articles/compassion-with-boundaries/,article,SCENARIO_GUIDE,Key Takeaways,Compassion Is Not Permission for Harm,Boundaries Can Reduce Harm,How This Connects With the Brahmaviharas,A Small Practice for Today,14,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,19e30ea7fbaaac01,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,20.0%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,article,SCENARIO_GUIDE,Key Takeaways,Choose a Space You Can Actually Use,Support the Body,Keep Decoration Simple and Respectful,Create a Reliable Cue,20,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,30d6b542d011ffc3,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,16.1%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/dhamma-vs-dharma/,article,COMPARISON_PAGE,Key Takeaways,The Short Difference,Why Echo Buddha Usually Says Dhamma,Dhamma Is More Than a Word,A Beginner Reading Rule,15,Yes,Yes,No,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,e17622fcf527d95f,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,19.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,article,SOURCE_STUDY,Key Takeaways,What It Means to Train the Mind,Peace Is Not Passivity,The Training Happens in Small Moments,Common Misunderstandings,20,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,5b76a729426e1c4d,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,20.0%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,article,SOURCE_STUDY,Key Takeaways,"Translation, Paraphrase, and Reflection",The Mind as a Starting Point,Thought Is Not the Same as Truth,Intention Shapes Karma,22,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,63b3508f1afa9be5,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,18.8%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,article,SOURCE_STUDY,Key Takeaways,What Verse 1 Is About,"Translation, Paraphrase, and Reflection","About 'What We Think, We Become'",A Safe Way to Practice the Verse,15,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,0d065aec8b97ce2f,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,19.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,article,PRACTICAL_APPLICATION,Key Takeaways,Wisdom: View and Intention,"Ethical Living: Speech, Action, and Livelihood","Mental Training: Effort, Mindfulness, and Concentration",Practice the Path as a Whole,22,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,c85e335e10aade26,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,15.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/eightfold-path-explained/,article,BEGINNER_FOUNDATION,Key Takeaways,Eightfold Path Explained in Simple Language,Right View and Right Intention,"Right Speech, Action, and Livelihood","Right Effort, Mindfulness, and Concentration",23,Yes,Yes,No,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,bebe550b97c47290,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,14.7%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/equanimity-in-buddhism/,article,PRIMARY_PILLAR,Key Takeaways,The Worldly Conditions That Test Balance,Balanced Presence Is Not Numbness,Care Without Reactivity,"Praise, Blame, Gain, and Loss",15,Yes,Yes,No,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,7c15e331476dafa2,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,19.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/first-week-buddhist-practice/,article,PRACTICAL_APPLICATION,Key Takeaways,Day 1: Begin With Intention,Days 2 and 3: Study and Sit Briefly,Days 4 and 5: Practice Speech and Care,Days 6 and 7: Reflect and Continue,15,Yes,Yes,No,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,8cf775b3d260e617,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,19.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/five-precepts-in-daily-life/,article,PRACTICAL_APPLICATION,Key Takeaways,The Traditional List and Its Source,"Ethics as Training, Not Superiority",The First Precept Protects Life,The Second Precept Protects Trust Around Possessions,20,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,061b87821647fa71,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,16.1%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/four-noble-truths-explained-simply/,article,BEGINNER_FOUNDATION,Key Takeaways,First Noble Truth: Life Includes Dukkha,Second Noble Truth: Craving and Clinging Add Fuel,Third Noble Truth: Letting Go Is Possible,Fourth Noble Truth: There Is a Path,20,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,0355c0d96a5b3142,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,20.0%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/four-noble-truths-explained/,article,SUPPORTING_EXPLANATION,Key Takeaways,The Four Noble Truths Explained as a Practical Framework,First Noble Truth: Life Includes Dukkha,More than obvious suffering,Second Noble Truth: Craving Feeds Suffering,22,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,20883eabedf61ed1,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,15.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,article,PRIMARY_PILLAR,Key Takeaways,What Buddhist Attachment Means,Why Clinging Creates Suffering,Attachment to Letting Go,Attachment,20,Yes,Yes,No,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,1810e31c47714340,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,16.1%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,article,SCENARIO_GUIDE,Key Takeaways,"Begin With the Ground, Not the Breath",Let the Exhale Be Easy,Recognize Thoughts as Thoughts,Keep the Practice Short and Supportive,22,Yes,Yes,Yes,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,0276ddbdf5b61398,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,15.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/how-to-meditate-for-beginners/,article,PRACTICE_GUIDE,Key Takeaways,Choose a Simple Place and Time,Find a Stable Posture,Use the Breath as an Anchor,What to Do With Thoughts,22,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,03caff514f9840a9,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,15.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/how-to-practice-non-attachment/,article,PRACTICAL_APPLICATION,Key Takeaways,Learn to Recognize Clinging,Separate Commitment From Control,Hold Identity More Lightly,Practice Appreciation Instead of Possession,21,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,2f067914ea2d2edc,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,15.6%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,article,PRACTICAL_APPLICATION,Key Takeaways,What Impermanence Means,Why Change Feels Threatening,Letting Go Is Not Rejection,A Daily Life Example,21,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,4c43f296b7d16913,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,19.4%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/impermanence-in-buddhism/,article,SUPPORTING_EXPLANATION,Key Takeaways,Impermanence in Buddhism in Simple Words,Why Change Feels So Difficult,Cycle of Change,Body,28,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,b9cd1338ed0f5daa,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,12.8%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/,hub/utility,HUB,Article Topics,All Articles,Mindful Email and Texting,Compassion With Boundaries,Dhamma vs Dharma: What Is the Difference?,54,No,Yes,Yes,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,NONE_OR_INLINE,22b7615f5db62372,https://echobuddha.com/articles/category/buddhist-wisdom/,35.7%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/letting-go-without-giving-up/,article,PRACTICAL_APPLICATION,Key Takeaways,Notice the Grip,Keep the Wise Effort,Return to What Is Real,"Let Go in Small, Concrete Ways",22,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,d703b2bf7ebd30bc,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,15.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,article,BEGINNER_FOUNDATION,Key Takeaways,Choose Phrases That Sound Honest,Start With Yourself or a Supportive Person,Gradually Widen the Circle,Bring Loving-Kindness Into Conversation,23,Yes,Yes,Yes,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,ec77c41b0c6d71a4,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,14.7%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/loving-kindness-meditation-guide/,article,BEGINNER_FOUNDATION,Key Takeaways,What Loving-Kindness Means,Choose Simple Phrases,Begin With Yourself,Expand the Circle,22,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,e1a8311dc3d9bd34,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,17.6%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/metta-meditation-script/,article,PRACTICE_GUIDE,Key Takeaways,Before You Begin the Metta Meditation Script,Choose Loving-Kindness Phrases,Use words you can say honestly,Stage One: Loving-Kindness for Yourself,24,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,91e0144689996393,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,14.3%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/mindful-email-and-texting/,article,SCENARIO_GUIDE,Key Takeaways,Pause Before the Send Button,Use Right Speech in Messages,Common Digital Habits to Notice,Delay Is Not the Same as Avoidance,15,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,d693dda026ba00fc,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,19.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,article,SCENARIO_GUIDE,Key Takeaways,Arrive Before You Listen,Listen Without Building the Reply,Reflect Before Responding,Keep Boundaries Inside Compassion,21,Yes,Yes,Yes,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,144240c90bc754e3,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,15.6%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/mindfulness-for-better-sleep/,article,SCENARIO_GUIDE,Key Takeaways,Create a Clear Transition Into Night,Try a Slow Body Scan,When Thoughts Keep Returning,Be Kind During Wakeful Nights,22,Yes,Yes,Yes,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,c061854c9c02d07b,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,15.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/mindfulness-morning-routine/,article,PRACTICAL_APPLICATION,Key Takeaways,Protect the First Five Minutes,Sit Before the Day Becomes Busy,Set an Intention You Can Actually Remember,Make One Ordinary Activity the Practice,20,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,df3dc65f1196c9c6,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,16.1%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,article,PRIMARY_PILLAR,Key Takeaways,Begin With the Body,Find the Breath,Use Counting if Helpful,Notice the Whole Cycle,22,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,66ba83e0891d9059,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,17.6%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/mindfulness-vs-meditation/,article,COMPARISON_PAGE,Key Takeaways,Mindfulness vs Meditation in Simple Terms,What Counts as Meditation?,Formal practice creates a training space,What Counts as Mindfulness?,23,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,d17943718da8f88a,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,17.1%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,article,PRACTICAL_APPLICATION,Key Takeaways,Right View: Seeing More Clearly,Right Intention: The Direction of the Heart,Right Speech and Right Action,Right Livelihood and Right Effort,21,Yes,Yes,No,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,04e43653d237436d,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,18.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/non-attachment-in-relationships/,article,SCENARIO_GUIDE,Key Takeaways,Attachment Is Not the Same as Love,Care With an Open Hand,Boundaries Belong to Non-Attachment,What Non-Attachment Does Not Ask,16,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,52950696e34a65a5,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,18.5%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/right-livelihood-modern-life/,article,PRACTICAL_APPLICATION,Key Takeaways,Right Livelihood in the Eightfold Path,A Work Dilemma: The Hidden Problem,Mixed Conditions Are Still Conditions,"Speech, Sales, and Concealment",17,Yes,Yes,No,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,5bbab19c35e54efa,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,17.9%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/right-speech-buddhism/,article,PRIMARY_PILLAR,Key Takeaways,Right Speech Buddhism: The Basic Teaching,The Four Filters of Right Speech,Is it true?,Is it kind?,24,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,772c23e1dbc4f345,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,14.3%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/right-speech-examples/,article,SUPPORTING_EXPLANATION,Key Takeaways,Before Sending a Message,At Work,With Family,When Anger Is Present,15,Yes,Yes,No,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,6272001ef57d2e90,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,19.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/three-poisons-buddhism-explained/,article,PRIMARY_PILLAR,Key Takeaways,The Source Teaching Behind the Three Roots,One Situation Seen Through Three Poisons,How the Roots Reinforce One Another,The Skillful Counter-Qualities,17,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,2ecc417305266ef7,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,17.9%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/three-ways-to-practice-patience/,article,PRIMARY_PILLAR,Key Takeaways,1. Practice Patience With the Body,2. Make Room for an Unpleasant Feeling,3. See the Wider Conditions,A Daily Patience Practice,21,Yes,Yes,Yes,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,06deec5c5201479f,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,15.6%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,article,SCENARIO_GUIDE,Key Takeaways,Before You Visit,During the Visit,Asking Questions Carefully,Community and Discernment,15,Yes,Yes,No,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,f3101865d9cc92ba,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,19.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/walking-meditation-step-by-step/,article,PRACTICE_GUIDE,Key Takeaways,Choose a Simple Place to Practice,"Walk at a Natural, Unhurried Pace",Turn With Attention,Use Mindful Walking in Daily Life,20,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,bfc2fa5c13f72456,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,16.1%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,article,BEGINNER_FOUNDATION,Key Takeaways,The Meaning of Buddhism,The Main Concern: Suffering and Freedom,"Meditation Is Part of the Path, Not the Whole Path",A Simple Daily Example,20,Yes,Yes,Yes,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,6f4753abbdc60b8a,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,18.8%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/what-is-karma-in-buddhism/,article,PRACTICAL_APPLICATION,Key Takeaways,Karma Begins With Everyday Intention,Daily choices train the mind,Karma Is Not Fate,How Actions Shape the Mind,22,Yes,Yes,No,Yes,Yes,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,dcae94a0b6569220,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,15.2%,Yes / low or protected,No high cross-family heading overlap
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,article,PRIMARY_PILLAR,Key Takeaways,Admirable Friendship as a Source Anchor,The Traditional Sangha and Broader Community Use,Why Companionship Changes Practice,"Teachers, Trust, and Judgement",18,Yes,Yes,No,Yes,No,Yes,TOPIC_SPECIFIC_OR_NONE,RELATED_LINK_BLOCK,d6d05a53c42dab54,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,17.2%,Yes / low or protected,No high cross-family heading overlap
