URL,Baseline source status,Source-bearing family?,Source claims changed?,Attribution changed?,Translation/paraphrase distinction changed?,Source links changed?,Post-edit status,Validation
https://echobuddha.com/meditation/10-minute-meditation-practice/,Low,Context dependent,No,No,No,No,Low,PASS
https://echobuddha.com/meditation/5-minute-meditation-practice/,Low,Context dependent,No,No,No,No,Low,PASS
https://echobuddha.com/meditation/breathing-meditation/,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,Context dependent,No,No,No,No,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,PASS
https://echobuddha.com/meditation/loving-kindness-meditation/,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,Context dependent,No,No,No,No,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,PASS
https://echobuddha.com/meditation/meditation-for-beginners/,Low,Context dependent,No,No,No,No,Low,PASS
https://echobuddha.com/meditation/meditation-posture-for-beginners/,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,Context dependent,No,No,No,No,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,PASS
https://echobuddha.com/meditation/mindfulness-in-daily-life/,Low,Context dependent,No,No,No,No,Low,PASS
https://echobuddha.com/meditation/walking-meditation/,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,Context dependent,No,No,No,No,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,Context dependent,No,No,No,No,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,PASS
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,Medium,Yes,No,No,No,No,Medium,PASS
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,NOT_CRITICAL,Yes,No,No,No,No,NOT_CRITICAL,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,Medium,Yes,No,No,No,No,Medium,PASS
