Item / URL,Protected role,Protected index state,Protected source claims,Protected safety language,Protected structure/value,Phase 6 allowed changes,Phase 6 prohibited changes,Validation required
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,PRIMARY_PILLAR,indexable,Low,NO_CRITICAL_ISSUE,"This page exists as Echo Buddha's protected owner for Compassion: It provides the broad Buddhist frame; dictionary terms, boundaries, and daily discipline have narrower jobs. Information gain: A narrower explanation, misconception, or example set specific to “Compassion in Buddhism: Beginner Guide and Daily Practice”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/compassion-with-boundaries/,SCENARIO_GUIDE,indexable,Low,NO_CRITICAL_ISSUE,This page exists to serve scenario application within Compassion through worked guidance for the specific situation named by “Compassion With Boundaries in Buddhist Practice”. Information gain: Worked guidance for the specific situation named by “Compassion With Boundaries in Buddhist Practice”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,SCENARIO_GUIDE,indexable,Medium,NO_CRITICAL_ISSUE,This page exists to serve scenario application within Meditation through worked guidance for the specific situation named by “Create a Peaceful Meditation Corner”. Information gain: Worked guidance for the specific situation named by “Create a Peaceful Meditation Corner”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/dhamma-vs-dharma/,COMPARISON_PAGE,indexable,Low,NO_CRITICAL_ISSUE,This page exists to serve comparative within Dhamma / Dharma through direct distinction between concepts that readers commonly confuse in “Dhamma vs Dharma: Buddhist Meaning and Spelling”. Information gain: Direct distinction between concepts that readers commonly confuse in “Dhamma vs Dharma: Buddhist Meaning and Spelling”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,SOURCE_STUDY,indexable,High,NO_CRITICAL_ISSUE,"This page exists to serve source study within Dhammapada through source-specific study, attribution, translation context, or textual interpretation for “Dhammapada Reflection on a Trained Mind and Peace”. Information gain: Source-specific study, attribution, translation context, or textual interpretation for “Dhammapada Reflection on a Trained Mind and Peace”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,SOURCE_STUDY,indexable,Low,NO_CRITICAL_ISSUE,"This page exists to serve source study within Dhammapada through source-specific study, attribution, translation context, or textual interpretation for “Dhammapada What We Think: Translation, Paraphrase, Reflection”. Information gain: Source-specific study, attribution, translation context, or textual interpretation for “Dhammapada What We Think: Translation, Paraphrase, Reflection”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,SOURCE_STUDY,indexable,Low,NO_CRITICAL_ISSUE,"This page exists to serve source study within Dhammapada through source-specific study, attribution, translation context, or textual interpretation for “Dhammapada Verse 1 Meaning and Translation Caution”. Information gain: Source-specific study, attribution, translation context, or textual interpretation for “Dhammapada Verse 1 Meaning and Translation Caution”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,PRACTICAL_APPLICATION,indexable,Low,NO_CRITICAL_ISSUE,This page exists to serve practical how to within Noble Eightfold Path through daily-life examples or a repeatable application tied specifically to “Eightfold Path in Daily Life”. Information gain: Daily-life examples or a repeatable application tied specifically to “Eightfold Path in Daily Life”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/eightfold-path-explained/,BEGINNER_FOUNDATION,indexable,Low,NO_CRITICAL_ISSUE,"This page exists to serve beginner informational within Noble Eightfold Path through a narrower explanation, misconception, or example set specific to “The Noble Eightfold Path Explained for Beginners”. Information gain: A narrower explanation, misconception, or example set specific to “The Noble Eightfold Path Explained for Beginners”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/equanimity-in-buddhism/,PRIMARY_PILLAR,indexable,Low,NO_CRITICAL_ISSUE,"This page exists as Echo Buddha's protected owner for Equanimity: It is the dedicated explanation of balanced care without numbness. Information gain: A narrower explanation, misconception, or example set specific to “Equanimity in Buddhism: Balanced Care Without Numbness”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/first-week-buddhist-practice/,PRACTICAL_APPLICATION,indexable,Low,NO_CRITICAL_ISSUE,This page exists to serve practical how to within Beginner Buddhism through daily-life examples or a repeatable application tied specifically to “First Week Buddhist Practice for Beginners”. Information gain: Daily-life examples or a repeatable application tied specifically to “First Week Buddhist Practice for Beginners”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/five-precepts-in-daily-life/,PRACTICAL_APPLICATION,indexable,Low,NO_CRITICAL_ISSUE,This page exists to serve practical how to within Five Precepts through daily-life examples or a repeatable application tied specifically to “Five Precepts in Daily Life: Buddhist Ethics for Beginners”. Information gain: Daily-life examples or a repeatable application tied specifically to “Five Precepts in Daily Life: Buddhist Ethics for Beginners”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/four-noble-truths-explained-simply/,BEGINNER_FOUNDATION,indexable,Low,NO_CRITICAL_ISSUE,"This page exists to serve beginner informational within Four Noble Truths through a narrower explanation, misconception, or example set specific to “Four Noble Truths Explained Simply for Beginners”. Information gain: A narrower explanation, misconception, or example set specific to “Four Noble Truths Explained Simply for Beginners”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/four-noble-truths-explained/,SUPPORTING_EXPLANATION,indexable,Low,NO_CRITICAL_ISSUE,"This page exists to serve foundational informational within Four Noble Truths through a narrower explanation, misconception, or example set specific to “The Four Noble Truths Explained Simply”. Information gain: A narrower explanation, misconception, or example set specific to “The Four Noble Truths Explained Simply”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,PRIMARY_PILLAR,indexable,Medium,NO_CRITICAL_ISSUE,"This page exists as Echo Buddha's protected owner for Attachment / Non-Attachment / Letting Go: It most clearly distinguishes clinging from care and anchors the practical release cluster. Information gain: A narrower explanation, misconception, or example set specific to “How to Let Go of Attachment in Buddhism”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,SCENARIO_GUIDE,indexable,Low,NO_CRITICAL_ISSUE,This page exists as Echo Buddha's protected owner for Anxiety / Overthinking: It owns the anxiety-specific gentle practice; overthinking remains a related but distinct thought-loop scenario. Information gain: Worked guidance for the specific situation named by “How to Meditate for Anxiety Gently”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/how-to-meditate-for-beginners/,PRACTICE_GUIDE,indexable,Low,NO_CRITICAL_ISSUE,"This page exists to serve meditation practice within Meditation through concrete method, pacing, posture, duration, or troubleshooting specific to “How to Meditate for Beginners: Simple Buddhist Guide”. Information gain: Concrete method, pacing, posture, duration, or troubleshooting specific to “How to Meditate for Beginners: Simple Buddhist Guide”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/how-to-practice-non-attachment/,PRACTICAL_APPLICATION,indexable,Medium,NO_CRITICAL_ISSUE,This page exists to serve practical how to within Attachment / Non-Attachment / Letting Go through daily-life examples or a repeatable application tied specifically to “How to Practice Non-Attachment”. Information gain: Daily-life examples or a repeatable application tied specifically to “How to Practice Non-Attachment”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,PRACTICAL_APPLICATION,indexable,Low,NO_CRITICAL_ISSUE,This page exists to serve practical how to within Impermanence through daily-life examples or a repeatable application tied specifically to “Impermanence in Buddhism and How to Let Go Gently”. Information gain: Daily-life examples or a repeatable application tied specifically to “Impermanence in Buddhism and How to Let Go Gently”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/impermanence-in-buddhism/,SUPPORTING_EXPLANATION,indexable,Low,NO_CRITICAL_ISSUE,"This page exists to serve foundational informational within Impermanence through a narrower explanation, misconception, or example set specific to “Impermanence in Buddhism: Accepting Change Peacefully”. Information gain: A narrower explanation, misconception, or example set specific to “Impermanence in Buddhism: Accepting Change Peacefully”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/,HUB,indexable,Medium,NO_CRITICAL_ISSUE,"This page exists as Echo Buddha's protected owner for Article Discovery: The publication index owns article discovery, not any individual Buddhist teaching. Information gain: Orientation, selection, and meaningful navigation across the Article Discovery cluster.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/letting-go-without-giving-up/,PRACTICAL_APPLICATION,indexable,Medium,NO_CRITICAL_ISSUE,This page exists to serve practical how to within Attachment / Non-Attachment / Letting Go through daily-life examples or a repeatable application tied specifically to “Letting Go Without Giving Up”. Information gain: Daily-life examples or a repeatable application tied specifically to “Letting Go Without Giving Up”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,BEGINNER_FOUNDATION,indexable,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,NO_CRITICAL_ISSUE,"This page exists to serve beginner informational within Loving-Kindness / Metta through a narrower explanation, misconception, or example set specific to “Loving-Kindness Meditation for Beginners”. Information gain: A narrower explanation, misconception, or example set specific to “Loving-Kindness Meditation for Beginners”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/loving-kindness-meditation-guide/,BEGINNER_FOUNDATION,indexable,Low,NO_CRITICAL_ISSUE,"This page exists to serve beginner informational within Loving-Kindness / Metta through a narrower explanation, misconception, or example set specific to “Loving-Kindness Meditation Guide for Beginners”. Information gain: A narrower explanation, misconception, or example set specific to “Loving-Kindness Meditation Guide for Beginners”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/metta-meditation-script/,PRACTICE_GUIDE,indexable,Low,NO_CRITICAL_ISSUE,"This page exists to serve meditation practice within Loving-Kindness / Metta through concrete method, pacing, posture, duration, or troubleshooting specific to “Metta Meditation Script for Loving-Kindness Practice”. Information gain: Concrete method, pacing, posture, duration, or troubleshooting specific to “Metta Meditation Script for Loving-Kindness Practice”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/mindful-email-and-texting/,SCENARIO_GUIDE,indexable,Low,NO_CRITICAL_ISSUE,This page exists to serve scenario application within Right Speech through worked guidance for the specific situation named by “Mindful Email and Texting with Buddhist Right Speech”. Information gain: Worked guidance for the specific situation named by “Mindful Email and Texting with Buddhist Right Speech”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,SCENARIO_GUIDE,indexable,Medium,NO_CRITICAL_ISSUE,This page exists to serve scenario application within Right Speech through worked guidance for the specific situation named by “Mindful Listening in Everyday Life”. Information gain: Worked guidance for the specific situation named by “Mindful Listening in Everyday Life”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/mindfulness-for-better-sleep/,SCENARIO_GUIDE,indexable,Low,NO_CRITICAL_ISSUE,This page exists as Echo Buddha's protected owner for Sleep: It is the only sleep-specific mindfulness guide and must retain wellbeing boundaries. Information gain: Worked guidance for the specific situation named by “Mindfulness for Better Sleep”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/mindfulness-morning-routine/,PRACTICAL_APPLICATION,indexable,Medium,NO_CRITICAL_ISSUE,This page exists to serve practical how to within Mindfulness through daily-life examples or a repeatable application tied specifically to “Mindful Morning Routine for Beginners”. Information gain: Daily-life examples or a repeatable application tied specifically to “Mindful Morning Routine for Beginners”.,"Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,PRIMARY_PILLAR,indexable,Low,NO_CRITICAL_ISSUE,"This page exists as Echo Buddha's protected owner for Breath / Mindfulness of Breathing: It owns the fuller breath-method explanation; practice and source pages keep distinct roles. Information gain: A narrower explanation, misconception, or example set specific to “Mindfulness of Breathing Guide for Calm and Clarity”.","Verified authorship, accountability, source-policy, review-process, correction-flow, and attribution-governance strengthening only.","No owner/index/canonical/URL/sitemap change; no fabricated person, credential, authority, source, experience, or review; no removal of Phase 5 family differentiation.",Build; ownership/index/canonical/sitemap parity; source and safety review; Phase 5 cross-family regression check.
