URL,Page family,Topic cluster,Page role,Primary owner,Current index state,Phase 4 quality state,Repeated introduction risk,Heading-sequence risk,Transition risk,Practice-scaffold risk,FAQ risk,Conclusion risk,Portable example risk,Cross-family structural risk,Generic filler risk,Protected repetition present?,Total template-risk score,Risk classification,Validation,Human review required?,Evidence,Recommended action
https://echobuddha.com/articles/category/meditation/,article category,Article Discovery,CATEGORY,https://echobuddha.com/articles/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,3,0,0,0,2,1,Yes,6,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 1; closest cross-family https://echobuddha.com/quotes/meditation/ 21.4%,Protect; no edit required
https://echobuddha.com/articles/category/mindfulness/,article category,Article Discovery,CATEGORY,https://echobuddha.com/articles/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,1,3,0,0,0,3,0,No,7,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 1; practice terms 1; closest cross-family https://echobuddha.com/quotes/awareness/ 30.0%,Protect; no edit required
https://echobuddha.com/articles/category/practice/,article category,Buddhist Practice,CATEGORY,https://echobuddha.com/articles/category/practice/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,3,0,0,0,3,0,No,8,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 2; practice terms 0; closest cross-family https://echobuddha.com/quotes/patience/ 25.0%,Protect; no edit required
https://echobuddha.com/articles/category/reflection/,article category,Article Discovery,CATEGORY,https://echobuddha.com/articles/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,3,0,2,0,2,0,Yes,9,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 2; practice terms 0; closest cross-family https://echobuddha.com/quotes/letting-go/ 21.4%,Protect; no edit required
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,article,Compassion,PRACTICAL_APPLICATION,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,3,10,6,2,2,2,Yes,27,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 8; practice terms 2; closest cross-family https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ 17.6%,Review only if pattern is substantively portable
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,article,Compassion,PRIMARY_PILLAR,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,7,10,0,0,2,1,Yes,22,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 7; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ 18.8%,Review only if pattern is substantively portable
https://echobuddha.com/articles/compassion-with-boundaries/,article,Compassion,SCENARIO_GUIDE,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,indexable,NO_CHANGE_REQUIRED_VALIDATED,0,0,0,3,10,0,0,2,2,Yes,17,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 1; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 20.0%,Protect; no edit required
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,article,Meditation,SCENARIO_GUIDE,https://echobuddha.com/meditation/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,7,10,6,0,2,2,Yes,29,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 6; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 16.1%,Review only if pattern is substantively portable
https://echobuddha.com/articles/dhamma-vs-dharma/,article,Dhamma / Dharma,COMPARISON_PAGE,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,indexable,NO_CHANGE_REQUIRED_VALIDATED,0,0,0,3,10,0,0,2,0,Yes,15,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 0; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 19.2%,Protect; no edit required
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,article,Dhammapada,SOURCE_STUDY,https://echobuddha.com/learn/dhammapada-reflections/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,12,10,6,4,2,0,Yes,36,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 9; practice terms 6; closest cross-family https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/ 20.0%,Review only if pattern is substantively portable
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,article,Dhammapada,SOURCE_STUDY,https://echobuddha.com/learn/dhammapada-reflections/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,12,10,6,0,2,1,Yes,33,MODERATE,PRE_EDIT_BASELINE_CAPTURED,Yes,intro cluster 1; heading cluster 1; transition hits 8; practice terms 6; closest cross-family https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/ 18.8%,Review only if pattern is substantively portable
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,article,Dhammapada,SOURCE_STUDY,https://echobuddha.com/learn/dhammapada-reflections/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,3,10,6,0,2,0,Yes,21,MODERATE,PRE_EDIT_BASELINE_CAPTURED,Yes,intro cluster 1; heading cluster 1; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 19.2%,Review only if pattern is substantively portable
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,article,Noble Eightfold Path,PRACTICAL_APPLICATION,https://echobuddha.com/learn/eightfold-path/,indexable,OWNER_EDITORIAL_REVIEW_HOLD; CURRENT PAGE PROTECTED,0,0,3,3,10,6,10,2,0,Yes,34,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 13; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 15.2%,Review only if pattern is substantively portable
https://echobuddha.com/articles/eightfold-path-explained/,article,Noble Eightfold Path,BEGINNER_FOUNDATION,https://echobuddha.com/learn/eightfold-path/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,1,3,10,6,2,1,2,Yes,25,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 6; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 14.7%,Review only if pattern is substantively portable
https://echobuddha.com/articles/equanimity-in-buddhism/,article,Equanimity,PRIMARY_PILLAR,https://echobuddha.com/articles/equanimity-in-buddhism/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,3,10,6,0,2,0,Yes,21,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 1; practice terms 1; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 19.2%,Review only if pattern is substantively portable
https://echobuddha.com/articles/first-week-buddhist-practice/,article,Beginner Buddhism,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-for-beginners/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,3,0,2,3,10,0,0,2,1,Yes,21,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 4; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 19.2%,Review only if pattern is substantively portable
https://echobuddha.com/articles/five-precepts-in-daily-life/,article,Five Precepts,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,1,3,10,0,2,2,0,Yes,18,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 6; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 16.1%,Protect; no edit required
https://echobuddha.com/articles/four-noble-truths-explained-simply/,article,Four Noble Truths,BEGINNER_FOUNDATION,https://echobuddha.com/learn/four-noble-truths/,indexable,OWNER_EDITORIAL_REVIEW_HOLD; CURRENT PAGE PROTECTED,0,0,2,12,10,0,6,2,2,Yes,34,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 7; practice terms 6; closest cross-family https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/ 20.0%,Review only if pattern is substantively portable
https://echobuddha.com/articles/four-noble-truths-explained/,article,Four Noble Truths,SUPPORTING_EXPLANATION,https://echobuddha.com/learn/four-noble-truths/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,1,3,10,0,0,2,0,Yes,16,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 5; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 15.2%,Protect; no edit required
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,article,Attachment / Non-Attachment / Letting Go,PRIMARY_PILLAR,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,12,10,0,2,2,2,Yes,30,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 7; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 16.1%,Review only if pattern is substantively portable
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,article,Anxiety / Overthinking,SCENARIO_GUIDE,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,3,12,10,6,0,2,3,Yes,36,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 12; practice terms 6; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 15.2%,Review only if pattern is substantively portable
https://echobuddha.com/articles/how-to-meditate-for-beginners/,article,Meditation,PRACTICE_GUIDE,https://echobuddha.com/meditation/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,7,10,6,0,2,4,Yes,31,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 10; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 15.2%,Review only if pattern is substantively portable
https://echobuddha.com/articles/how-to-practice-non-attachment/,article,Attachment / Non-Attachment / Letting Go,PRACTICAL_APPLICATION,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,3,7,10,6,0,2,0,Yes,28,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 12; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 15.6%,Review only if pattern is substantively portable
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,article,Impermanence,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,indexable,OWNER_EDITORIAL_REVIEW_HOLD; CURRENT PAGE PROTECTED,0,0,1,3,10,0,0,2,2,Yes,18,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 3; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/ 19.4%,Protect; no edit required
https://echobuddha.com/articles/impermanence-in-buddhism/,article,Impermanence,SUPPORTING_EXPLANATION,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,indexable,OWNER_EDITORIAL_REVIEW_HOLD; CURRENT PAGE PROTECTED,0,0,2,3,10,6,0,1,1,Yes,23,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 7; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 12.8%,Review only if pattern is substantively portable
https://echobuddha.com/articles/,hub/utility,Article Discovery,HUB,https://echobuddha.com/articles/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,3,0,0,0,0,0,Yes,3,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 6; practice terms 3; closest cross-family https://echobuddha.com/articles/category/buddhist-wisdom/ 35.7%,Protect; no edit required
https://echobuddha.com/articles/letting-go-without-giving-up/,article,Attachment / Non-Attachment / Letting Go,PRACTICAL_APPLICATION,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,12,10,6,0,2,3,Yes,35,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 8; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 15.2%,Review only if pattern is substantively portable
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,article,Loving-Kindness / Metta,BEGINNER_FOUNDATION,https://echobuddha.com/learn/buddhist-dictionary/metta/,indexable,OWNER_EDITORIAL_REVIEW_HOLD; CURRENT PAGE PROTECTED,0,0,3,7,10,6,2,1,2,Yes,31,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 11; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 14.7%,Review only if pattern is substantively portable
https://echobuddha.com/articles/loving-kindness-meditation-guide/,article,Loving-Kindness / Metta,BEGINNER_FOUNDATION,https://echobuddha.com/learn/buddhist-dictionary/metta/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,1,7,10,6,0,2,4,Yes,30,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 6; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ 17.6%,Review only if pattern is substantively portable
https://echobuddha.com/articles/metta-meditation-script/,article,Loving-Kindness / Metta,PRACTICE_GUIDE,https://echobuddha.com/learn/buddhist-dictionary/metta/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,3,0,2,7,10,6,0,1,2,Yes,31,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 9; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 14.3%,Review only if pattern is substantively portable
https://echobuddha.com/articles/mindful-email-and-texting/,article,Right Speech,SCENARIO_GUIDE,https://echobuddha.com/articles/right-speech-buddhism/,indexable,NO_CHANGE_REQUIRED_VALIDATED,0,0,5,3,10,6,0,2,2,Yes,28,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 11; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 19.2%,Review only if pattern is substantively portable
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,article,Right Speech,SCENARIO_GUIDE,https://echobuddha.com/articles/right-speech-buddhism/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,4,7,10,6,0,2,3,Yes,32,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 15; practice terms 6; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 15.6%,Review only if pattern is substantively portable
https://echobuddha.com/articles/mindfulness-for-better-sleep/,article,Sleep,SCENARIO_GUIDE,https://echobuddha.com/articles/mindfulness-for-better-sleep/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,7,10,6,0,2,1,Yes,28,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 6; practice terms 6; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 15.2%,Review only if pattern is substantively portable
https://echobuddha.com/articles/mindfulness-morning-routine/,article,Mindfulness,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,7,10,6,10,2,0,Yes,37,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 7; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 16.1%,Review only if pattern is substantively portable
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,article,Breath / Mindfulness of Breathing,PRIMARY_PILLAR,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,3,0,3,7,10,6,2,2,5,Yes,38,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 11; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ 17.6%,Review only if pattern is substantively portable
https://echobuddha.com/articles/mindfulness-vs-meditation/,article,Mindfulness,COMPARISON_PAGE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,7,10,6,2,2,2,Yes,31,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 11; practice terms 6; closest cross-family https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ 17.1%,Review only if pattern is substantively portable
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,article,Noble Eightfold Path,PRACTICAL_APPLICATION,https://echobuddha.com/learn/eightfold-path/,indexable,OWNER_EDITORIAL_REVIEW_HOLD; CURRENT PAGE PROTECTED,0,0,2,12,10,6,0,2,0,Yes,32,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 8; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ 18.2%,Review only if pattern is substantively portable
https://echobuddha.com/articles/non-attachment-in-relationships/,article,Attachment / Non-Attachment / Letting Go,SCENARIO_GUIDE,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,3,10,6,0,2,0,Yes,21,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 1; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 18.5%,Review only if pattern is substantively portable
https://echobuddha.com/articles/right-livelihood-modern-life/,article,Right Livelihood,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,3,10,6,2,2,0,Yes,23,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 0; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 17.9%,Review only if pattern is substantively portable
https://echobuddha.com/articles/right-speech-buddhism/,article,Right Speech,PRIMARY_PILLAR,https://echobuddha.com/articles/right-speech-buddhism/,indexable,REMEDIATED_VALIDATED,0,0,3,3,10,0,0,1,1,Yes,18,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 13; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 14.3%,Protect; no edit required
https://echobuddha.com/articles/right-speech-examples/,article,Right Speech,SUPPORTING_EXPLANATION,https://echobuddha.com/articles/right-speech-buddhism/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,3,3,10,0,0,2,0,Yes,18,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 6; practice terms 2; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 19.2%,Protect; no edit required
https://echobuddha.com/articles/three-poisons-buddhism-explained/,article,Three Poisons,PRIMARY_PILLAR,https://echobuddha.com/articles/three-poisons-buddhism-explained/,indexable,NO_CHANGE_REQUIRED_VALIDATED,0,0,1,3,10,0,2,2,0,Yes,18,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 3; practice terms 2; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 17.9%,Protect; no edit required
https://echobuddha.com/articles/three-ways-to-practice-patience/,article,Patience,PRIMARY_PILLAR,https://echobuddha.com/articles/three-ways-to-practice-patience/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,3,3,10,6,6,2,2,Yes,32,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 10; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 15.6%,Review only if pattern is substantively portable
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,article,Sangha,SCENARIO_GUIDE,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,3,10,0,2,2,1,Yes,18,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 0; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 19.2%,Protect; no edit required
