URL,Baseline safety status,Safety language present where required?,Safety wording changed?,Stop/adapt guidance preserved?,Professional-support boundary preserved?,Relationship/abuse boundary preserved?,Post-edit status,Validation
https://echobuddha.com/daily-reflections/notice-before-fixing/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/one-honest-breath/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/one-step-on-the-path/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/rest-without-escape/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/see-the-conditions/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/simple-goodwill/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/daily-reflections/walking-as-practice/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/anatta/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/anicca/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/compassion/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/karma/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/karuna/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/metta/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/sangha/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/sati/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/buddhist-dictionary/sutta/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/meditation/10-minute-meditation-practice/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/meditation/5-minute-meditation-practice/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/meditation/breathing-meditation/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/meditation/loving-kindness-meditation/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/meditation/meditation-for-beginners/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/meditation/meditation-posture-for-beginners/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/meditation/mindfulness-in-daily-life/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/meditation/walking-meditation/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
