URL,Phase 2/0–4 role,Primary owner,Why this page exists,This page does not own,Pre-edit role alignment,Post-edit role alignment,Ownership drift?,Correction required?,Evidence
https://echobuddha.com/daily-reflections/mindful-work/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/morning-intention/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/notice-before-fixing/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/one-honest-breath/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/one-step-on-the-path/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/rest-without-escape/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/see-the-conditions/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/simple-goodwill/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/daily-reflections/walking-as-practice/,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/anatta/,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhist-dictionary/,This page exists to serve definitional within Buddhist Dictionary through concise linguistic and doctrinal definition of the term in “Anatta Meaning: Non-Self in Buddhism Explained for Beginners”.,This page does not own the broad Buddhist Dictionary explanation; that belongs to /learn/buddhist-dictionary/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/anicca/,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,This page exists to serve definitional within Impermanence through concise linguistic and doctrinal definition of the term in “Anicca Meaning: Impermanence in Buddhism Explained Simply”.,This page does not own the broad Impermanence explanation; that belongs to /learn/buddhism-101/what-is-impermanence/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/compassion/,DICTIONARY_DEFINITION,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,This page exists to serve definitional within Compassion through concise linguistic and doctrinal definition of the term in “Compassion Meaning in Buddhist Wisdom”.,This page does not own the broad Compassion explanation; that belongs to /articles/compassion-in-buddhism-beginner-guide/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,PRIMARY_PILLAR,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,This page exists as Echo Buddha's protected owner for Dhamma / Dharma: The dictionary page owns meaning and linguistic context; the article owns the comparison question.,"This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,DICTIONARY_DEFINITION,https://echobuddha.com/learn/four-noble-truths/,This page exists to serve definitional within Four Noble Truths through concise linguistic and doctrinal definition of the term in “Dukkha Meaning: Suffering and Unsatisfactoriness in Buddhism”.,This page does not own the broad Four Noble Truths explanation; that belongs to /learn/four-noble-truths/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/karma/,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,"This page exists to serve definitional within Karma through concise linguistic and doctrinal definition of the term in “Karma Meaning in Buddhism: Intention, Action, and Consequences”.",This page does not own the broad Karma explanation; that belongs to /learn/buddhism-101/what-is-karma-in-buddhism/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/karuna/,DICTIONARY_DEFINITION,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,This page exists to serve definitional within Compassion through concise linguistic and doctrinal definition of the term in “Karuna Meaning: Compassion in Buddhism”.,This page does not own the broad Compassion explanation; that belongs to /articles/compassion-in-buddhism-beginner-guide/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/metta/,PRIMARY_PILLAR,https://echobuddha.com/learn/buddhist-dictionary/metta/,This page exists as Echo Buddha's protected owner for Loving-Kindness / Metta: The term page should own metta meaning while meditation pages own practices and scripts.,"This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,This page exists to serve definitional within Mindfulness through concise linguistic and doctrinal definition of the term in “Mindfulness Meaning in Buddhist Practice”.,This page does not own the broad Mindfulness explanation; that belongs to /learn/buddhism-101/what-is-mindfulness/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhist-dictionary/,This page exists to serve definitional within Buddhist Dictionary through concise linguistic and doctrinal definition of the term in “Nirvana Meaning in Buddhism Explained Simply”.,This page does not own the broad Buddhist Dictionary explanation; that belongs to /learn/buddhist-dictionary/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,DICTIONARY_DEFINITION,https://echobuddha.com/learn/sutta-for-daily-life/,This page exists to serve definitional within Sutta Study through concise linguistic and doctrinal definition of the term in “Pali Canon Meaning for Beginners”.,This page does not own the broad Sutta Study explanation; that belongs to /learn/sutta-for-daily-life/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/sangha/,DICTIONARY_DEFINITION,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,This page exists to serve definitional within Sangha through concise linguistic and doctrinal definition of the term in “Sangha Meaning: Buddhist Community Explained Simply”.,This page does not own the broad Sangha explanation; that belongs to /articles/what-is-sangha-buddhist-community/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/sati/,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,This page exists to serve definitional within Mindfulness through concise linguistic and doctrinal definition of the term in “Sati Meaning: Mindfulness in Buddhist Practice”.,This page does not own the broad Mindfulness explanation; that belongs to /learn/buddhism-101/what-is-mindfulness/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/buddhist-dictionary/sutta/,DICTIONARY_DEFINITION,https://echobuddha.com/learn/sutta-for-daily-life/,This page exists to serve definitional within Sutta Study through concise linguistic and doctrinal definition of the term in “Sutta Meaning in Buddhism”.,This page does not own the broad Sutta Study explanation; that belongs to /learn/sutta-for-daily-life/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,SOURCE_STUDY,https://echobuddha.com/learn/dhammapada-reflections/,"This page exists to serve source study within Dhammapada through source-specific study, attribution, translation context, or textual interpretation for “Avoid Evil, Do Good, Purify the Mind”.",This page does not own the broad Dhammapada explanation; that belongs to /learn/dhammapada-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,SOURCE_STUDY,https://echobuddha.com/learn/dhammapada-reflections/,"This page exists to serve source study within Dhammapada through source-specific study, attribution, translation context, or textual interpretation for “Better Than a Thousand Empty Words”.",This page does not own the broad Dhammapada explanation; that belongs to /learn/dhammapada-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,SOURCE_STUDY,https://echobuddha.com/learn/dhammapada-reflections/,"This page exists to serve source study within Dhammapada through source-specific study, attribution, translation context, or textual interpretation for “Hatred Is Not Ended by Hatred”.",This page does not own the broad Dhammapada explanation; that belongs to /learn/dhammapada-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,SOURCE_STUDY,https://echobuddha.com/learn/dhammapada-reflections/,"This page exists to serve source study within Dhammapada through source-specific study, attribution, translation context, or textual interpretation for “Peace Comes from a Trained Mind”.",This page does not own the broad Dhammapada explanation; that belongs to /learn/dhammapada-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,SOURCE_STUDY,https://echobuddha.com/learn/dhammapada-reflections/,"This page exists to serve source study within Dhammapada through source-specific study, attribution, translation context, or textual interpretation for “The Mind Leads All Things”.",This page does not own the broad Dhammapada explanation; that belongs to /learn/dhammapada-reflections/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,SOURCE_STUDY,https://echobuddha.com/articles/three-ways-to-practice-patience/,"This page exists to serve source study within Patience through source-specific study, attribution, translation context, or textual interpretation for “The Buddha's Teaching on Patience”.",This page does not own the broad Patience explanation; that belongs to /articles/three-ways-to-practice-patience/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,SOURCE_STUDY,https://echobuddha.com/learn/four-noble-truths/,"This page exists to serve source study within Four Noble Truths through source-specific study, attribution, translation context, or textual interpretation for “Dhammacakkappavattana Sutta and the Four Noble Truths”.",This page does not own the broad Four Noble Truths explanation; that belongs to /learn/four-noble-truths/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,SOURCE_STUDY,https://echobuddha.com/learn/sutta-for-daily-life/,"This page exists to serve source study within Sutta Study through source-specific study, attribution, translation context, or textual interpretation for “The Kalama Sutta and Wise Thinking”.",This page does not own the broad Sutta Study explanation; that belongs to /learn/sutta-for-daily-life/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,SOURCE_STUDY,https://echobuddha.com/learn/eightfold-path/,"This page exists to serve source study within Noble Eightfold Path through source-specific study, attribution, translation context, or textual interpretation for “Magga-vibhanga Sutta and the Noble Eightfold Path”.",This page does not own the broad Noble Eightfold Path explanation; that belongs to /learn/eightfold-path/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,SOURCE_STUDY,https://echobuddha.com/learn/buddhist-dictionary/metta/,"This page exists to serve source study within Loving-Kindness / Metta through source-specific study, attribution, translation context, or textual interpretation for “The Metta Sutta Explained for Daily Life”.",This page does not own the broad Loving-Kindness / Metta explanation; that belongs to /learn/buddhist-dictionary/metta/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,SOURCE_STUDY,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,"This page exists to serve source study within Breath / Mindfulness of Breathing through source-specific study, attribution, translation context, or textual interpretation for “Mindfulness of Breathing Explained Simply”.",This page does not own the broad Breath / Mindfulness of Breathing explanation; that belongs to /articles/mindfulness-of-breathing-guide/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,SOURCE_STUDY,https://echobuddha.com/articles/right-speech-buddhism/,"This page exists to serve source study within Right Speech through source-specific study, attribution, translation context, or textual interpretation for “Right Speech in Daily Life”.",This page does not own the broad Right Speech explanation; that belongs to /articles/right-speech-buddhism/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/meditation/10-minute-meditation-practice/,PRACTICE_GUIDE,https://echobuddha.com/meditation/,"This page exists to serve meditation practice within Meditation through concrete method, pacing, posture, duration, or troubleshooting specific to “10-Minute Meditation Practice”.",This page does not own the broad Meditation explanation; that belongs to /meditation/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/meditation/5-minute-meditation-practice/,PRACTICE_GUIDE,https://echobuddha.com/meditation/,"This page exists to serve meditation practice within Meditation through concrete method, pacing, posture, duration, or troubleshooting specific to “5-Minute Meditation Practice”.",This page does not own the broad Meditation explanation; that belongs to /meditation/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/meditation/breathing-meditation/,PRACTICE_GUIDE,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,"This page exists to serve meditation practice within Breath / Mindfulness of Breathing through concrete method, pacing, posture, duration, or troubleshooting specific to “Breathing Meditation”.",This page does not own the broad Breath / Mindfulness of Breathing explanation; that belongs to /articles/mindfulness-of-breathing-guide/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/meditation/loving-kindness-meditation/,PRACTICE_GUIDE,https://echobuddha.com/learn/buddhist-dictionary/metta/,"This page exists to serve meditation practice within Loving-Kindness / Metta through concrete method, pacing, posture, duration, or troubleshooting specific to “Loving-Kindness Meditation”.",This page does not own the broad Loving-Kindness / Metta explanation; that belongs to /learn/buddhist-dictionary/metta/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/meditation/meditation-for-beginners/,PRACTICE_GUIDE,https://echobuddha.com/meditation/,"This page exists to serve meditation practice within Meditation through concrete method, pacing, posture, duration, or troubleshooting specific to “Meditation for Beginners”.",This page does not own the broad Meditation explanation; that belongs to /meditation/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/meditation/meditation-posture-for-beginners/,PRACTICE_GUIDE,https://echobuddha.com/meditation/,"This page exists to serve meditation practice within Meditation through concrete method, pacing, posture, duration, or troubleshooting specific to “Meditation Posture for Beginners”.",This page does not own the broad Meditation explanation; that belongs to /meditation/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/meditation/mindfulness-in-daily-life/,PRACTICE_GUIDE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,"This page exists to serve meditation practice within Mindfulness through concrete method, pacing, posture, duration, or troubleshooting specific to “Mindfulness in Daily Life”.",This page does not own the broad Mindfulness explanation; that belongs to /learn/buddhism-101/what-is-mindfulness/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/meditation/walking-meditation/,PRACTICE_GUIDE,https://echobuddha.com/meditation/walking-meditation/,This page exists as Echo Buddha's protected owner for Walking Meditation: The meditation route should own the repeatable walking practice; the article must add depth or be reviewed for consolidation.,"This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/meditation/when-meditation-feels-hard/,PRACTICE_GUIDE,https://echobuddha.com/meditation/,"This page exists to serve meditation practice within Meditation through concrete method, pacing, posture, duration, or troubleshooting specific to “What to Do When Meditation Feels Hard”.",This page does not own the broad Meditation explanation; that belongs to /meditation/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,QUOTE_REFLECTION,https://echobuddha.com/quotes/,This page exists to serve reflective within Quotes through original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.,This page does not own the broad Quotes explanation; that belongs to /quotes/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,QUOTE_REFLECTION,https://echobuddha.com/quotes/,This page exists to serve reflective within Quotes through original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.,This page does not own the broad Quotes explanation; that belongs to /quotes/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,QUOTE_REFLECTION,https://echobuddha.com/quotes/,This page exists to serve reflective within Quotes through original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.,This page does not own the broad Quotes explanation; that belongs to /quotes/.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,N/A,Preserved utility/error/noindex route outside Phase 1 indexable population.,No broad topic ownership assigned.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,N/A,Preserved utility/error/noindex route outside Phase 1 indexable population.,No broad topic ownership assigned.,PASS,PASS,No,No,"Title, H1, topic scope, role note, and owner relationships unchanged."
