URL,FAQ headings,FAQ schema,Schema mismatch,Risk,Action
https://echobuddha.com/articles/impermanence-in-buddhism/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/,,No,No,0,KEEP
https://echobuddha.com/articles/letting-go-without-giving-up/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/loving-kindness-meditation-guide/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/metta-meditation-script/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/mindful-email-and-texting/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/mindfulness-for-better-sleep/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/mindfulness-morning-routine/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/mindfulness-vs-meditation/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/non-attachment-in-relationships/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/right-livelihood-modern-life/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/right-speech-buddhism/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/right-speech-examples/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/three-poisons-buddhism-explained/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/three-ways-to-practice-patience/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/walking-meditation-step-by-step/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/what-is-karma-in-buddhism/,,Yes,Yes,10,FIX
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,,Yes,Yes,10,FIX
https://echobuddha.com/authors/echo-buddha-editorial/,,No,No,0,KEEP
https://echobuddha.com/buddhist-sources-and-citations/,,No,No,0,KEEP
https://echobuddha.com/contact/,,No,No,0,KEEP
https://echobuddha.com/corrections/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/anger-as-a-signal/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/begin-again-without-shame/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/enough-for-this-moment/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/evening-release/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/family-patience/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/gratitude-for-change/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/,,Yes,Yes,10,FIX
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/listen-before-answering/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/mindful-work/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/morning-intention/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/notice-before-fixing/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/one-honest-breath/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/one-step-on-the-path/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/rest-without-escape/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/see-the-conditions/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/simple-goodwill/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/today/,,No,No,0,KEEP
https://echobuddha.com/daily-reflections/walking-as-practice/,,No,No,0,KEEP
https://echobuddha.com/disclaimer/,,No,No,0,KEEP
https://echobuddha.com/editorial-policy/,,No,No,0,KEEP
https://echobuddha.com/how-echo-buddha-creates-content/,,No,No,0,KEEP
https://echobuddha.com/,Beginner FAQ,Yes,No,3,KEEP
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhism-for-beginners/,,Yes,Yes,10,FIX
https://echobuddha.com/learn/buddhist-dictionary/anatta/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/anicca/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/compassion/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/karma/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/karuna/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/metta/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/sangha/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/sati/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/sutta/,,No,No,0,KEEP
https://echobuddha.com/learn/buddhist-resources/,,No,No,0,KEEP
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,,No,No,0,KEEP
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,,No,No,0,KEEP
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,,No,No,0,KEEP
https://echobuddha.com/learn/dhammapada-reflections/,,No,No,0,KEEP
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,,No,No,0,KEEP
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,,No,No,0,KEEP
https://echobuddha.com/learn/eightfold-path/,,No,No,0,KEEP
https://echobuddha.com/learn/four-noble-truths/,,No,No,0,KEEP
https://echobuddha.com/learn/,,No,No,0,KEEP
https://echobuddha.com/learn/questions-about-buddhism/,,Yes,Yes,10,FIX
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,,No,No,0,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,,No,No,0,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/,,No,No,0,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,,No,No,0,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,,No,No,0,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,,No,No,0,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,,No,No,0,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,,No,No,0,KEEP
https://echobuddha.com/meditation-guide/,,Yes,Yes,10,FIX
https://echobuddha.com/meditation-safety/,,No,No,0,KEEP
https://echobuddha.com/meditation/10-minute-meditation-practice/,,No,No,0,KEEP
https://echobuddha.com/meditation/5-minute-meditation-practice/,,No,No,0,KEEP
https://echobuddha.com/meditation/breathing-meditation/,,No,No,0,KEEP
https://echobuddha.com/meditation/,,No,No,0,KEEP
https://echobuddha.com/meditation/loving-kindness-meditation/,,No,No,0,KEEP
https://echobuddha.com/meditation/meditation-for-beginners/,,No,No,0,KEEP
https://echobuddha.com/meditation/meditation-posture-for-beginners/,,No,No,0,KEEP
https://echobuddha.com/meditation/mindfulness-in-daily-life/,,No,No,0,KEEP
https://echobuddha.com/meditation/walking-meditation/,,No,No,0,KEEP
https://echobuddha.com/meditation/when-meditation-feels-hard/,,No,No,0,KEEP
https://echobuddha.com/mindful-living/,,Yes,Yes,10,FIX
https://echobuddha.com/privacy-policy/,,No,No,0,KEEP
https://echobuddha.com/quote-attribution-policy/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,,No,No,0,KEEP
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,,No,No,0,KEEP
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/meet-change-softly/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,,No,No,0,KEEP
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,,No,No,0,KEEP
https://echobuddha.com/quotes/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/soften-around-stress/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,,No,No,0,KEEP
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/meditation-is-returning/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/one-honest-breath/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,,No,No,0,KEEP
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,,No,No,0,KEEP
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,,No,No,0,KEEP
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,,No,No,0,KEEP
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/evening-release-reflection/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,,No,No,0,KEEP
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,,No,No,0,KEEP
