URL,Transition hits,Risk,Action
https://echobuddha.com/learn/buddhist-dictionary/compassion/,2,2,KEEP
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,3,2,KEEP
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,1,1,KEEP
https://echobuddha.com/learn/buddhist-dictionary/,0,0,KEEP
https://echobuddha.com/learn/buddhist-dictionary/karma/,1,1,KEEP
https://echobuddha.com/learn/buddhist-dictionary/karuna/,1,1,KEEP
https://echobuddha.com/learn/buddhist-dictionary/metta/,1,1,KEEP
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,4,5,KEEP
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,2,2,KEEP
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,2,2,KEEP
https://echobuddha.com/learn/buddhist-dictionary/sangha/,1,1,KEEP
https://echobuddha.com/learn/buddhist-dictionary/sati/,3,3,KEEP
https://echobuddha.com/learn/buddhist-dictionary/sutta/,1,1,KEEP
https://echobuddha.com/learn/buddhist-resources/,0,0,KEEP
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,3,3,KEEP
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,1,1,KEEP
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,0,0,KEEP
https://echobuddha.com/learn/dhammapada-reflections/,1,1,KEEP
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,0,0,KEEP
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,1,1,KEEP
https://echobuddha.com/learn/eightfold-path/,1,0,KEEP
https://echobuddha.com/learn/four-noble-truths/,1,0,KEEP
https://echobuddha.com/learn/,1,0,KEEP
https://echobuddha.com/learn/questions-about-buddhism/,3,1,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,1,1,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,1,1,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/,2,2,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,1,1,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,1,1,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,1,1,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,1,1,KEEP
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,2,2,KEEP
https://echobuddha.com/meditation-guide/,11,3,KEEP
https://echobuddha.com/meditation-safety/,1,0,KEEP
https://echobuddha.com/meditation/10-minute-meditation-practice/,2,1,KEEP
https://echobuddha.com/meditation/5-minute-meditation-practice/,4,3,KEEP
https://echobuddha.com/meditation/breathing-meditation/,4,2,KEEP
https://echobuddha.com/meditation/,5,0,KEEP
https://echobuddha.com/meditation/loving-kindness-meditation/,2,1,KEEP
https://echobuddha.com/meditation/meditation-for-beginners/,4,3,KEEP
https://echobuddha.com/meditation/meditation-posture-for-beginners/,2,1,KEEP
https://echobuddha.com/meditation/mindfulness-in-daily-life/,6,5,KEEP
https://echobuddha.com/meditation/walking-meditation/,5,3,KEEP
https://echobuddha.com/meditation/when-meditation-feels-hard/,3,1,KEEP
https://echobuddha.com/mindful-living/,4,0,KEEP
https://echobuddha.com/privacy-policy/,0,0,KEEP
https://echobuddha.com/quote-attribution-policy/,0,0,KEEP
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,1,1,KEEP
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,0,0,KEEP
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,0,0,KEEP
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,0,0,KEEP
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,0,0,KEEP
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,3,2,KEEP
https://echobuddha.com/quotes/awareness/,3,2,KEEP
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,0,0,KEEP
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,0,0,KEEP
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,11,7,REVIEW
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,3,2,KEEP
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,0,0,KEEP
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,1,1,KEEP
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,2,1,KEEP
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,1,1,KEEP
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,0,0,KEEP
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,0,0,KEEP
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,0,0,KEEP
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,0,0,KEEP
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,0,0,KEEP
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,0,0,KEEP
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,2,1,KEEP
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,1,1,KEEP
https://echobuddha.com/quotes/compassion/,2,1,KEEP
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,2,1,KEEP
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,1,1,KEEP
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,0,0,KEEP
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,0,0,KEEP
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,2,1,KEEP
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,0,0,KEEP
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,0,0,KEEP
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,0,0,KEEP
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,1,1,KEEP
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,0,0,KEEP
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,0,0,KEEP
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,0,0,KEEP
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,2,1,KEEP
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,0,0,KEEP
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,1,1,KEEP
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,0,0,KEEP
https://echobuddha.com/quotes/impermanence/,1,1,KEEP
https://echobuddha.com/quotes/impermanence/meet-change-softly/,1,1,KEEP
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,0,0,KEEP
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,0,0,KEEP
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,1,1,KEEP
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,0,0,KEEP
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,0,0,KEEP
https://echobuddha.com/quotes/,8,0,KEEP
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,0,0,KEEP
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,2,1,KEEP
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,2,1,KEEP
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,0,0,KEEP
https://echobuddha.com/quotes/letting-go/,1,1,KEEP
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,0,0,KEEP
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,0,0,KEEP
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,2,1,KEEP
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,0,0,KEEP
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,1,1,KEEP
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,0,0,KEEP
https://echobuddha.com/quotes/letting-go/soften-around-stress/,2,1,KEEP
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,1,1,KEEP
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,3,2,KEEP
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,0,0,KEEP
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,0,0,KEEP
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,0,0,KEEP
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,0,0,KEEP
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,9,5,KEEP
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,1,1,KEEP
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,3,2,KEEP
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,0,0,KEEP
https://echobuddha.com/quotes/meditation/,3,2,KEEP
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,0,0,KEEP
https://echobuddha.com/quotes/meditation/meditation-is-returning/,3,2,KEEP
https://echobuddha.com/quotes/meditation/one-honest-breath/,3,2,KEEP
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,0,0,KEEP
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,0,0,KEEP
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,1,1,KEEP
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,0,0,KEEP
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,0,0,KEEP
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,9,6,KEEP
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,2,1,KEEP
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,2,1,KEEP
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,3,2,KEEP
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,4,2,KEEP
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,2,1,KEEP
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,3,2,KEEP
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,3,2,KEEP
https://echobuddha.com/quotes/mindfulness/,9,6,KEEP
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,6,4,KEEP
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,2,1,KEEP
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,12,8,REVIEW
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,12,7,REVIEW
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,3,2,KEEP
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,2,1,KEEP
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,3,2,KEEP
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,3,2,KEEP
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,12,7,REVIEW
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,2,1,KEEP
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,1,1,KEEP
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,1,1,KEEP
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,4,3,KEEP
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,2,1,KEEP
https://echobuddha.com/quotes/patience/,4,3,KEEP
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,1,1,KEEP
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,1,1,KEEP
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,1,1,KEEP
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,2,1,KEEP
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,2,1,KEEP
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,1,1,KEEP
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,1,1,KEEP
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,1,1,KEEP
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,11,6,KEEP
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,0,0,KEEP
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,1,1,KEEP
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,0,0,KEEP
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,0,0,KEEP
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,1,1,KEEP
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,2,1,KEEP
https://echobuddha.com/quotes/practice/,2,2,KEEP
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,3,2,KEEP
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,0,0,KEEP
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,3,2,KEEP
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,2,1,KEEP
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,0,0,KEEP
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,0,0,KEEP
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,0,0,KEEP
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,10,6,KEEP
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,0,0,KEEP
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,0,0,KEEP
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,0,0,KEEP
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,1,1,KEEP
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,1,1,KEEP
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,0,0,KEEP
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,0,0,KEEP
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,1,1,KEEP
https://echobuddha.com/quotes/renewal/evening-release-reflection/,1,1,KEEP
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,1,1,KEEP
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,0,0,KEEP
https://echobuddha.com/quotes/renewal/,1,1,KEEP
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,1,1,KEEP
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,3,2,KEEP
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,0,0,KEEP
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,0,0,KEEP
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,0,0,KEEP
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,0,0,KEEP
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,0,0,KEEP
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,2,1,KEEP
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,2,1,KEEP
https://echobuddha.com/quotes/wisdom/,1,1,KEEP
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,2,1,KEEP
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,0,0,KEEP
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,0,0,KEEP
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,1,1,KEEP
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,0,0,KEEP
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,1,1,KEEP
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,0,0,KEEP
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,0,0,KEEP
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,2,1,KEEP
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,0,0,KEEP
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,1,1,KEEP
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,0,0,KEEP
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,2,1,KEEP
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,1,1,KEEP
https://echobuddha.com/quotes/wisdom/wise-silence/,3,2,KEEP
https://echobuddha.com/search/,0,0,KEEP
https://echobuddha.com/start-here/,2,0,KEEP
https://echobuddha.com/terms-of-use/,0,0,KEEP
https://echobuddha.com/tools/,4,0,KEEP
