"URL","Page family","Phase 2 role","Primary owner","Is primary owner?","Current index state","Clicks","Impressions","CTR","Average position","Prior-period clicks","Prior-period impressions","Trend","Visible query themes","Internal links reported","Current production status","Last crawl if known","First GSC observed date if derived","Maturity","Classification","Confidence","Recommended action"
"https://echobuddha.com/articles/five-precepts-in-daily-life/","Articles","KEEP AS PRACTICAL_APPLICATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","No","indexable","0","87","0%","53.7","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","DEVELOPING","EMERGING WINNER","Medium","PROTECT / OBSERVE"
"https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Articles","PROTECTED PRIMARY OWNER","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Yes","indexable","0","69","0%","81.51","0","4","1625% impressions","Sangha","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","DEVELOPING","EMERGING WINNER","Medium","PROTECT / OBSERVE"
"https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Dictionary","PROTECTED PRIMARY OWNER","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Yes","indexable","0","67","0%","49.16","0","41","63.41% impressions","Dhamma; Dhamma vs Dharma","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","DEVELOPING","HIGH-IMPRESSION / LOW-RANK OPPORTUNITY","Medium","PROTECT / OBSERVE; review owner and intent in Phase 11"
"https://echobuddha.com/articles/dhammapada-reflection-what-we-think/","Articles","KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/dhammapada-reflections/","No","indexable","0","47","0%","8.09","0","0","New in latest comparison table","Dhammapada attribution","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","DEVELOPING","HIGH-RANK / LOW-CLICK REVIEW","Medium; query privacy applies","REVIEW SNIPPET LATER after more impressions and query/URL evidence"
"https://echobuddha.com/quotes/compassion/","Quote Categories","KEEP AS CATEGORY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","45","0%","47.51","0","5","800% impressions","Query-to-page intersection not supplied","35","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","DEVELOPING","INSUFFICIENT DATA","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/dhammapada-verse-1-meaning/","Articles","KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/dhammapada-reflections/","No","indexable","0","34","0%","7.29","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","DEVELOPING","HIGH-RANK / LOW-CLICK REVIEW","Medium; query privacy applies","REVIEW SNIPPET LATER after more impressions and query/URL evidence"
"https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/","Sutta Study","KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/eightfold-path/","No","indexable","0","23","0%","10.87","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","DEVELOPING","INSUFFICIENT DATA","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Articles","PROTECTED PRIMARY OWNER","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Yes","indexable","0","22","0%","49.32","0","0","New in latest comparison table","Compassion","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","DEVELOPING","INSUFFICIENT DATA","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/","Buddhism 101","KEEP AS SUPPORTING_EXPLANATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/eightfold-path/","No","indexable","0","21","0%","7.14","0","0","New in latest comparison table","Threefold Training","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","DEVELOPING","HIGH-RANK / LOW-CLICK REVIEW","Medium; query privacy applies","REVIEW SNIPPET LATER after more impressions and query/URL evidence"
"https://echobuddha.com/learn/buddhist-dictionary/sutta/","Dictionary","KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/sutta-for-daily-life/","No","indexable","0","21","0%","19","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","DEVELOPING","INSUFFICIENT DATA","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/","Buddhism 101","KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/buddhism-101/","No","indexable","0","15","0%","51.33","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/eightfold-path/","Learn","PROTECTED PRIMARY OWNER","https://echobuddha.com/learn/eightfold-path/","Yes","indexable","0","14","0%","17.64","0","0","New in latest comparison table","Eightfold Path","22","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/","Articles","KEEP AS SCENARIO_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","No","indexable","0","14","0%","22.43","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/awareness/","Quote Categories","KEEP AS CATEGORY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","12","0%","28","0","8","50% impressions","Query-to-page intersection not supplied","37","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/about/","Trust / Policy","PROTECTED PRIMARY OWNER","https://echobuddha.com/about/","Yes","indexable","0","11","0%","10.64","0","4","175% impressions","Query-to-page intersection not supplied","299","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/buddhist-dictionary/pali-canon/","Dictionary","KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/sutta-for-daily-life/","No","indexable","0","11","0%","54.91","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/","Buddhism 101","PROTECTED PRIMARY OWNER","https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/","Yes","indexable","0","11","0%","60.64","0","0","New in latest comparison table","Brahmaviharas","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/daily-reflections/today/","Daily Reflections","NO_PHASE2_CHANGE_REQUIRED","N/A","No","noindex, follow","0","9","0%","18.11","0","0","New in latest comparison table","Query-to-page intersection not supplied","33","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/buddhist-dictionary/metta/","Dictionary","PROTECTED PRIMARY OWNER","https://echobuddha.com/learn/buddhist-dictionary/metta/","Yes","indexable","0","9","0%","76.33","0","0","New in latest comparison table","Metta","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","Articles","PROTECTED PRIMARY OWNER","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","Yes","indexable","0","8","0%","25.62","0","0","New in latest comparison table","Letting Go / Non-Attachment","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","noindex, follow","0","8","0%","33","0","0","New in latest comparison table","Query-to-page intersection not supplied","38","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/","Quote Stories","PROTECTED PRIMARY OWNER","https://echobuddha.com/quotes/","Yes","indexable","0","7","0%","6","0","11","-36.36% impressions","Quotes","300","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/practice/","Quote Categories","KEEP AS CATEGORY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","7","0%","9.86","0","0","New in latest comparison table","Query-to-page intersection not supplied","47","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/eightfold-path-explained-daily-life/","Articles","KEEP AS PRACTICAL_APPLICATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/eightfold-path/","No","indexable","0","7","0%","12.43","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","noindex, follow","0","7","0%","21.71","0","0","New in latest comparison table","Query-to-page intersection not supplied","24","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/meditation/","Quote Categories","KEEP AS CATEGORY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","7","0%","23","0","7","0% impressions","Query-to-page intersection not supplied","38","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/how-to-practice-non-attachment/","Articles","KEEP AS PRACTICAL_APPLICATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","No","indexable","0","6","0%","12","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/what-is-buddhism-beginner-guide/","Articles","KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/buddhism-for-beginners/","No","indexable","0","6","0%","19.17","0","6","0% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/meditation-guide/","Other","KEEP AS PRACTICE_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/meditation/","No","indexable","0","6","0%","23.33","0","5","20% impressions","Query-to-page intersection not supplied","18","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/wisdom/","Quote Categories","KEEP AS CATEGORY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","6","0%","25","0","1","500% impressions","Query-to-page intersection not supplied","63","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","noindex, follow","0","6","0%","28.33","0","2","200% impressions","Query-to-page intersection not supplied","18","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","noindex, follow","0","6","0%","28.33","0","1","500% impressions","Query-to-page intersection not supplied","21","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/daily-reflections/thoughts-are-visitors/","Daily Reflections","KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/daily-reflections/","No","noindex, follow","0","5","0%","4","0","0","New in latest comparison table","Query-to-page intersection not supplied","1","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/","Buddhism 101","KEEP AS PRACTICAL_APPLICATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/buddhism-for-beginners/","No","indexable","0","5","0%","17","0","4","25% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/four-noble-truths/","Learn","PROTECTED PRIMARY OWNER","https://echobuddha.com/learn/four-noble-truths/","Yes","indexable","0","5","0%","23.2","0","0","New in latest comparison table","Query-to-page intersection not supplied","8","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","noindex, follow","0","5","0%","24.4","0","2","150% impressions","Query-to-page intersection not supplied","17","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","noindex, follow","0","5","0%","24.4","0","0","New in latest comparison table","Query-to-page intersection not supplied","21","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/category/buddhist-wisdom/","Articles","KEEP AS CATEGORY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/articles/","No","indexable","0","5","0%","39","0","1","400% impressions","Query-to-page intersection not supplied","86","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/daily-reflections/patience-before-anger-speaks/","Daily Reflections","KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/daily-reflections/","No","noindex, follow","0","5","0%","43.6","0","0","New in latest comparison table","Query-to-page intersection not supplied","2","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/","Articles","PROTECTED PRIMARY OWNER","https://echobuddha.com/articles/","Yes","indexable","0","4","0%","10.5","0","10","-60% impressions","Query-to-page intersection not supplied","301","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/meditation/","Meditation","PROTECTED PRIMARY OWNER","https://echobuddha.com/meditation/","Yes","indexable","0","4","0%","11","0","0","New in latest comparison table","Meditation","298","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/mindful-email-and-texting/","Articles","KEEP AS SCENARIO_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/articles/right-speech-buddhism/","No","indexable","0","4","0%","11.25","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/editorial-policy/","Trust / Policy","KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/about/","No","indexable","0","4","0%","11.75","0","0","New in latest comparison table","Query-to-page intersection not supplied","300","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","noindex, follow","0","4","0%","48.5","0","1","300% impressions","Query-to-page intersection not supplied","15","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/","Buddhism 101","PROTECTED PRIMARY OWNER","https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/","Yes","indexable","0","3","0%","6.67","0","2","50% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","3","0%","6.67","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/contact/","Trust / Policy","KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/about/","No","indexable","0","3","0%","8","0","2","50% impressions","Query-to-page intersection not supplied","299","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/privacy-policy/","Trust / Policy","KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/about/","No","indexable","0","3","0%","10.67","0","1","200% impressions","Query-to-page intersection not supplied","300","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/mindful-living/","Other","PROTECTED PRIMARY OWNER","https://echobuddha.com/mindful-living/","Yes","indexable","0","3","0%","15","0","0","New in latest comparison table","Query-to-page intersection not supplied","2","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/terms-of-use/","Trust / Policy","KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/about/","No","indexable","0","3","0%","22.33","0","0","New in latest comparison table","Query-to-page intersection not supplied","298","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/right-speech-examples/","Articles","KEEP AS SUPPORTING_EXPLANATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/articles/right-speech-buddhism/","No","indexable","0","3","0%","24.33","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","Buddhism 101","PROTECTED PRIMARY OWNER","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","Yes","indexable","0","3","0%","29","0","1","200% impressions","Mindfulness","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/","Buddhism 101","KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/buddhism-101/","No","indexable","0","3","0%","55.33","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/equanimity-in-buddhism/","Articles","PROTECTED PRIMARY OWNER","https://echobuddha.com/articles/equanimity-in-buddhism/","Yes","indexable","0","3","0%","75.67","0","1","200% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
