"Target URL","Page role","Primary owner?","Current Phase 7 internal-link count if measurable","GSC reported internal links","GSC report date","Current production links newer than GSC?","Recognition state","Search impressions","Average position","Potential underlinking?","Evidence","Recommended action"
"https://echobuddha.com/quotes/letting-go/","CATEGORY","No","40","39","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","92","19.68","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/meditation/","CATEGORY","No","38","38","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","7","23","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/","QUOTE_REFLECTION","No","40","38","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","8","33","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/awareness/","CATEGORY","No","37","37","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","12","28","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/mindfulness/","CATEGORY","No","42","37","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","19","24.47","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/compassion/","CATEGORY","No","36","35","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","45","47.51","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/daily-reflections/today/","PREEXISTING_NOINDEX_OR_ERROR_ROLE","No","38","33","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","9","18.11","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/patience/","CATEGORY","No","31","30","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","115","26.83","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/","QUOTE_REFLECTION","No","26","24","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","7","21.71","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/eightfold-path/","PRIMARY_PILLAR","Yes","42","22","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","14","17.64","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/","QUOTE_REFLECTION","No","23","21","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","5","24.4","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/","QUOTE_REFLECTION","No","23","21","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","6","28.33","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/meditation-guide/","PRACTICE_GUIDE","No","14","18","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","6","23.33","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/","QUOTE_REFLECTION","No","17","18","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","6","28.33","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/","QUOTE_REFLECTION","No","17","17","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","5","24.4","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/","QUOTE_REFLECTION","No","14","15","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","4","48.5","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/four-noble-truths/","PRIMARY_PILLAR","Yes","17","8","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","5","23.2","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/buddhism-for-beginners/","PRIMARY_PILLAR","Yes","10","5","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","107","44.42","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/daily-reflections/patience-before-anger-speaks/","RECURRING_USER_CONTENT","No","4","2","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","5","43.6","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/mindful-living/","HUB","Yes","4","2","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","3","15","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/","QUOTE_REFLECTION","No","2","2","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","1","4","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/daily-reflections/thoughts-are-visitors/","RECURRING_USER_CONTENT","No","2","1","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","PARTIAL - GSC count and current graph are different measurement systems","5","4","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/","PRIMARY_PILLAR","Yes","8","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","PRIMARY_PILLAR","Yes","10","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/three-poisons-buddhism-explained/","PRIMARY_PILLAR","Yes","3","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","79","46.68","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/buddhism-101/what-is-impermanence/","PRIMARY_PILLAR","Yes","28","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","PRIMARY_PILLAR","Yes","21","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","8","25.62","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","PRIMARY_PILLAR","Yes","7","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","22","49.32","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/buddhist-dictionary/metta/","PRIMARY_PILLAR","Yes","22","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","9","76.33","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/equanimity-in-buddhism/","PRIMARY_PILLAR","Yes","2","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","3","75.67","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/three-ways-to-practice-patience/","PRIMARY_PILLAR","Yes","13","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/buddhist-approach-to-anger/","PRIMARY_PILLAR","Yes","19","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/","PRIMARY_PILLAR","Yes","11","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","1","45","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/buddhist-gratitude-practice/","PRACTICAL_APPLICATION","Yes","4","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/buddhist-dictionary/dhamma/","PRIMARY_PILLAR","Yes","72","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","67","49.16","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/what-is-sangha-buddhist-community/","PRIMARY_PILLAR","Yes","6","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","69","81.51","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/mindfulness-of-breathing-guide/","PRIMARY_PILLAR","Yes","21","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/meditation/walking-meditation/","PRACTICE_GUIDE","Yes","5","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/how-to-meditate-for-anxiety/","SCENARIO_GUIDE","Yes","9","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/mindfulness-for-better-sleep/","SCENARIO_GUIDE","Yes","8","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","PRIMARY_PILLAR","Yes","41","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","3","29","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/dhammapada-reflections/","HUB","Yes","13","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","1","50","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/sutta-for-daily-life/","HUB","Yes","11","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/buddhist-dictionary/","HUB","Yes","22","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/daily-reflections/","HUB","Yes","336","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/","PRIMARY_PILLAR","Yes","7","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","3","6.67","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/","PRIMARY_PILLAR","Yes","3","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","11","60.64","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/learn/buddhism-101/","HUB","Yes","25","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/articles/category/practice/","CATEGORY","Yes","52","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/start-here/","HUB","Yes","336","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
"https://echobuddha.com/tools/","UTILITY","Yes","336","Not reported","2026-08-13 export; underlying snapshot date not supplied","Unknown; report can lag","INSUFFICIENT / not in top-target sample","0","Not visible","Not proven by count alone","Fresh built-site distinct source-page links vs GSC top-target aggregate","WAIT FOR RECRAWL; review context/journey later, no link-count campaign"
