URL,family,Search protection,shortest path from homepage,shortest path from relevant hub,internal inlinks,orphan?,UX assessment,remediation
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,ARTICLE,SEO_P3_LIMITED,2,1,11,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/mindfulness-for-better-sleep/,ARTICLE,SEO_P2_EMERGING,2,1,8,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/mindfulness-morning-routine/,ARTICLE,SEO_P3_LIMITED,2,1,14,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,ARTICLE,SEO_P2_EMERGING,2,1,21,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/mindfulness-vs-meditation/,ARTICLE,SEO_P3_LIMITED,2,1,43,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,ARTICLE,SEO_P1_HIGH,2,1,9,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/non-attachment-in-relationships/,ARTICLE,SEO_P3_LIMITED,2,1,41,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/right-livelihood-modern-life/,ARTICLE,SEO_P3_LIMITED,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/right-speech-buddhism/,ARTICLE,SEO_P0_CRITICAL,1,1,50,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/right-speech-examples/,ARTICLE,SEO_P3_LIMITED,2,1,7,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/three-poisons-buddhism-explained/,ARTICLE,SEO_P1_HIGH,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/three-ways-to-practice-patience/,ARTICLE,SEO_P2_EMERGING,2,1,13,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,ARTICLE,SEO_P1_HIGH,2,1,8,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/walking-meditation-step-by-step/,ARTICLE,SEO_P3_LIMITED,2,1,8,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,ARTICLE,SEO_P2_EMERGING,2,1,10,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/what-is-karma-in-buddhism/,ARTICLE,SEO_P2_EMERGING,2,1,12,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,ARTICLE,SEO_P1_HIGH,2,1,6,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/authors/echo-buddha-editorial/,TRUST,SEO_P2_EMERGING,1,1,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/buddhist-sources-and-citations/,TRUST,SEO_P2_EMERGING,1,1,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/contact/,TRUST,SEO_P2_EMERGING,1,1,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/corrections/,TRUST,SEO_P2_EMERGING,1,1,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/anger-as-a-signal/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/begin-again-without-shame/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/enough-for-this-moment/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/evening-release/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/family-patience/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/gratitude-for-change/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/,REFLECTION_HUB,SEO_P1_HIGH,1,0,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/listen-before-answering/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/mindful-work/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/morning-intention/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/notice-before-fixing/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/one-honest-breath/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/one-step-on-the-path/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,1,1,4,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/rest-without-escape/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/see-the-conditions/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/simple-goodwill/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/today/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,1,1,38,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/daily-reflections/walking-as-practice/,REFLECTION_DETAIL,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/disclaimer/,UTILITY_OR_LEGAL,SEO_P2_EMERGING,1,1,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/editorial-policy/,TRUST,SEO_P2_EMERGING,1,1,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/how-echo-buddha-creates-content/,TRUST,SEO_P2_EMERGING,1,1,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/,HOME,SEO_P0_CRITICAL,0,0,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,31,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,10,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,LEARN_DETAIL,SEO_P2_EMERGING,2,1,10,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,LEARN_DETAIL,SEO_P2_EMERGING,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,8,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/,LEARN_SUBHUB,SEO_P2_EMERGING,2,1,25,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,LEARN_DETAIL,SEO_P2_EMERGING,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,7,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,9,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,8,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,LEARN_DETAIL,SEO_P2_EMERGING,2,1,10,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,6,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,LEARN_DETAIL,SEO_P1_HIGH,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,LEARN_DETAIL,SEO_P2_EMERGING,1,1,8,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,28,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,8,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,LEARN_DETAIL,SEO_P1_HIGH,1,2,41,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhism-for-beginners/,LEARN_SUBHUB,SEO_P1_HIGH,2,1,10,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/anatta/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,12,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/anicca/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,26,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/compassion/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,45,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,LEARN_DETAIL,SEO_P1_HIGH,2,1,73,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,43,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/,LEARN_SUBHUB,SEO_P2_EMERGING,2,1,22,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/karma/,LEARN_DETAIL,SEO_P2_EMERGING,2,1,35,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/karuna/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,11,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/metta/,LEARN_DETAIL,SEO_P1_HIGH,2,1,22,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,34,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,4,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,6,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/sangha/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,7,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/sati/,LEARN_DETAIL,SEO_P1_HIGH,2,2,60,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-dictionary/sutta/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,8,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/buddhist-resources/,LEARN_SUBHUB,SEO_P2_EMERGING,2,1,7,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,LEARN_DETAIL,SEO_P2_EMERGING,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,LEARN_DETAIL,SEO_P2_EMERGING,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,LEARN_DETAIL,SEO_P2_EMERGING,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/dhammapada-reflections/,LEARN_SUBHUB,SEO_P2_EMERGING,2,1,13,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,4,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/eightfold-path/,LEARN_SUBHUB,SEO_P1_HIGH,1,1,42,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/four-noble-truths/,LEARN_SUBHUB,SEO_P2_EMERGING,1,1,17,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/,LEARN_HUB,SEO_P2_EMERGING,1,0,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/questions-about-buddhism/,LEARN_SUBHUB,SEO_P2_EMERGING,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,4,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,LEARN_DETAIL,SEO_P2_EMERGING,2,1,4,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/sutta-for-daily-life/,LEARN_SUBHUB,SEO_P2_EMERGING,2,1,12,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,LEARN_DETAIL,SEO_P2_EMERGING,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,LEARN_DETAIL,SEO_P2_EMERGING,2,1,4,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,LEARN_DETAIL,SEO_P1_HIGH,3,2,4,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,LEARN_DETAIL,SEO_P2_EMERGING,3,2,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,LEARN_DETAIL,SEO_P2_EMERGING,2,2,11,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation-guide/,UTILITY_OR_LEGAL,SEO_P2_EMERGING,2,2,14,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation-safety/,TRUST,SEO_P3_LIMITED,2,2,55,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation/10-minute-meditation-practice/,MEDITATION_DETAIL,SEO_P2_EMERGING,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation/5-minute-meditation-practice/,MEDITATION_DETAIL,SEO_P2_EMERGING,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation/breathing-meditation/,MEDITATION_DETAIL,SEO_P2_EMERGING,2,1,10,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation/,MEDITATION_HUB,SEO_P2_EMERGING,1,0,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation/loving-kindness-meditation/,MEDITATION_DETAIL,SEO_P2_EMERGING,2,1,11,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation/meditation-for-beginners/,MEDITATION_DETAIL,SEO_P3_LIMITED,1,1,37,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation/meditation-posture-for-beginners/,MEDITATION_DETAIL,SEO_P2_EMERGING,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation/mindfulness-in-daily-life/,MEDITATION_DETAIL,SEO_P2_EMERGING,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation/walking-meditation/,MEDITATION_DETAIL,SEO_P2_EMERGING,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/meditation/when-meditation-feels-hard/,MEDITATION_DETAIL,SEO_P2_EMERGING,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/mindful-living/,UTILITY_OR_LEGAL,SEO_P1_HIGH,2,2,4,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/privacy-policy/,UTILITY_OR_LEGAL,SEO_P2_EMERGING,1,1,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quote-attribution-policy/,TRUST,SEO_P2_EMERGING,2,2,170,NO,REASONABLE_DISCOVERABILITY,NONE
