URL,family,internal destinations,parent/hub available,meaningful continuation,dead end?,severity,remediation,status
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/,LEARN_SUBHUB,41,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,LEARN_DETAIL,26,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,LEARN_DETAIL,26,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,LEARN_DETAIL,26,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,LEARN_DETAIL,27,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,LEARN_DETAIL,23,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,LEARN_DETAIL,27,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,LEARN_DETAIL,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,LEARN_DETAIL,26,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhism-for-beginners/,LEARN_SUBHUB,31,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/anatta/,LEARN_DETAIL,26,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/anicca/,LEARN_DETAIL,26,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/compassion/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,LEARN_DETAIL,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,LEARN_DETAIL,26,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/,LEARN_SUBHUB,33,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/karma/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/karuna/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/metta/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,LEARN_DETAIL,23,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,LEARN_DETAIL,23,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/sangha/,LEARN_DETAIL,26,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/sati/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/sutta/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/buddhist-resources/,LEARN_SUBHUB,31,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/dhammapada-reflections/,LEARN_SUBHUB,27,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,LEARN_DETAIL,22,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/eightfold-path/,LEARN_SUBHUB,32,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/four-noble-truths/,LEARN_SUBHUB,27,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/,LEARN_HUB,45,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/questions-about-buddhism/,LEARN_SUBHUB,46,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,LEARN_DETAIL,26,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/,LEARN_SUBHUB,30,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,LEARN_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,LEARN_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation-guide/,UTILITY_OR_LEGAL,21,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation-safety/,TRUST,19,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation/10-minute-meditation-practice/,MEDITATION_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation/5-minute-meditation-practice/,MEDITATION_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation/breathing-meditation/,MEDITATION_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation/,MEDITATION_HUB,32,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation/loving-kindness-meditation/,MEDITATION_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation/meditation-for-beginners/,MEDITATION_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation/meditation-posture-for-beginners/,MEDITATION_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation/mindfulness-in-daily-life/,MEDITATION_DETAIL,25,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation/walking-meditation/,MEDITATION_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,MEDITATION_DETAIL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/mindful-living/,UTILITY_OR_LEGAL,42,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/privacy-policy/,UTILITY_OR_LEGAL,19,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quote-attribution-policy/,TRUST,19,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/,QUOTE_TOPIC,52,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,QUOTE_STORY_USER_ONLY,30,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/,QUOTE_TOPIC,53,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/,QUOTE_TOPIC,49,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/,QUOTE_HUB,192,YES,YES,NO,NONE,NONE,PASS
