row_type,window,start_date,end_date,URL,query_hash,clicks,impressions,ctr,position,protection_tier,evidence
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,cd6884937dffe0da,0,3,0,14.666666666666666,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,6bf5b1b81192aae1,0,1,0,16,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,9e562ad51ba6bb8c,0,9,0,16.11111111111111,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,fd9297e14c6c37a9,0,3,0,15,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,a764b0107db473e2,0,4,0,8,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/right-speech-buddhism/,9a920b6793877e0d,0,3,0,67,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,1a591db01c0f9109,0,1,0,61,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,6884849a5c71d7c2,0,1,0,43,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,9daaa4e4d46c7ad1,0,1,0,49,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,5a0b44e13695969a,0,1,0,50,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,8deb169a87cbe90d,0,1,0,41,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,a9a5d3b38dfd6b8e,0,46,0,48.47826086956522,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,c0191c8fffc5ac8f,0,1,0,4,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,dab95ecc6de336d5,0,1,0,58,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,7ba6d50bad0233a8,0,1,0,22,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/right-speech-buddhism/,13875fb4a35ddb70,0,3,0,46.666666666666664,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/right-speech-buddhism/,d1a7ac1a6696f910,0,1,0,9,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/right-speech-buddhism/,0d0ba7a22a89649a,0,1,0,6,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/right-speech-buddhism/,ee1eabb5b9751f38,0,1,0,72,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/,c2a24fbd5907f660,0,1,0,60,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/right-speech-buddhism/,a82a04c68b40cea0,0,1,0,53,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,d20cb7db20d70c70,0,4,0,47.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,144adc6ae6396b06,0,1,0,49,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,95a31cc70c2c4011,0,4,0,9.25,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,db76269a99969ece,0,2,0,14,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,620e504874899bde,0,5,0,14.4,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,47805b0f1e15f74b,0,2,0,16,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/right-speech-buddhism/,abe4f43dc7e7bde3,0,2,0,51.5,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,1a23c15065c63209,0,3,0,10,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,78d0d7ddd83975a4,0,10,0,10.2,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,1ebcb208ec1710be,0,2,0,41.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,d23b3c3a7d9b95fc,0,1,0,78,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,c791fa998ec0ec93,0,2,0,41.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,35a46b8ad24d415c,0,1,0,33,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/compassion/,bf12e18589efeabe,0,1,0,59,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,f97a998d08e99ed6,0,2,0,56,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/compassion/,d3f8be919c9a7e34,0,2,0,33,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,451022dc15d60d18,0,1,0,88,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,b870339142f0223d,0,1,0,77,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,8256fffaa11755f2,0,2,0,36.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,bfa95a49dba61986,0,11,0,7.7272727272727275,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,ba02789f1a30132c,0,5,0,35.2,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,ba02789f1a30132c,0,2,0,24,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,2a095cf5c9ffb0ec,0,1,0,27,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,686f383ef6cbc29f,0,1,0,12,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,ae07db584e400aa9,0,1,0,36,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,e4fc4ee76ad8fc04,0,1,0,12,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,2abb4a55fdfbd30f,0,1,0,68,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,79b208bc84b34264,0,29,0,7.241379310344827,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,a05148a3792c6440,0,1,0,57,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,903e566d702547ef,0,17,0,6.352941176470588,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,1cf91a41b4da2a96,0,2,0,26.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,94e7f8c5aaaa58e2,0,2,0,9.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,94e7f8c5aaaa58e2,0,1,0,4,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,40906d6acdfe714f,0,2,0,14.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,ff3219db553a7aff,0,2,0,10,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,87bed421126b4d36,0,1,0,10,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,8e8b36dfc7cfd834,0,3,0,15,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,e7acaced54d315c6,0,4,0,7.75,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,3cf85e38536032f3,0,2,0,33.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,8663a53f24411904,0,1,0,32,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,5de6f5a4f7d238cf,0,12,0,7,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
