URL,intended_state,predeploy_status,postdeploy_status,predeploy_canonical,postdeploy_canonical,predeploy_robots,postdeploy_robots,predeploy_sitemap,postdeploy_sitemap,material_change,classification
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/category/buddhist-wisdom/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/category/buddhist-wisdom/,https://echobuddha.com/articles/category/buddhist-wisdom/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/category/meditation/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/category/meditation/,https://echobuddha.com/articles/category/meditation/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/category/mindfulness/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/category/mindfulness/,https://echobuddha.com/articles/category/mindfulness/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/category/practice/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/category/practice/,https://echobuddha.com/articles/category/practice/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/category/reflection/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/category/reflection/,https://echobuddha.com/articles/category/reflection/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/compassion-with-boundaries/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/articles/compassion-with-boundaries/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/dhamma-vs-dharma/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/dhamma-vs-dharma/,https://echobuddha.com/articles/dhamma-vs-dharma/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/eightfold-path-explained/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/eightfold-path-explained/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/equanimity-in-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/equanimity-in-buddhism/,https://echobuddha.com/articles/equanimity-in-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/first-week-buddhist-practice/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/articles/first-week-buddhist-practice/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/five-precepts-in-daily-life/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/articles/five-precepts-in-daily-life/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/four-noble-truths-explained-simply/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/four-noble-truths-explained/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/four-noble-truths-explained/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/how-to-meditate-for-beginners/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/how-to-practice-non-attachment/,PERMANENT_REDIRECT,200,301,https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,"index, follow","index, follow",YES,NO,YES,EXPECTED
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/impermanence-in-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/letting-go-without-giving-up/,PERMANENT_REDIRECT,200,301,https://echobuddha.com/articles/letting-go-without-giving-up/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,"index, follow","index, follow",YES,NO,YES,EXPECTED
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/loving-kindness-meditation-guide/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/metta-meditation-script/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/articles/metta-meditation-script/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/mindful-email-and-texting/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/mindful-email-and-texting/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/mindfulness-for-better-sleep/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/mindfulness-morning-routine/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/articles/mindfulness-morning-routine/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/mindfulness-vs-meditation/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindfulness-vs-meditation/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/non-attachment-in-relationships/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/non-attachment-in-relationships/,https://echobuddha.com/articles/non-attachment-in-relationships/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/right-livelihood-modern-life/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/right-livelihood-modern-life/,https://echobuddha.com/articles/right-livelihood-modern-life/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/right-speech-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/right-speech-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/right-speech-examples/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/right-speech-examples/,https://echobuddha.com/articles/right-speech-examples/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/three-poisons-buddhism-explained/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://echobuddha.com/articles/three-poisons-buddhism-explained/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/three-ways-to-practice-patience/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/walking-meditation-step-by-step/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/articles/walking-meditation-step-by-step/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/what-is-karma-in-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/authors/echo-buddha-editorial/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/authors/echo-buddha-editorial/,https://echobuddha.com/authors/echo-buddha-editorial/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/buddhist-sources-and-citations/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/buddhist-sources-and-citations/,https://echobuddha.com/buddhist-sources-and-citations/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/contact/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/contact/,https://echobuddha.com/contact/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/corrections/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/corrections/,https://echobuddha.com/corrections/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/daily-reflections/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/daily-reflections/anger-as-a-signal/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/anger-as-a-signal/,https://echobuddha.com/daily-reflections/anger-as-a-signal/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/begin-again-without-shame/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/begin-again-without-shame/,https://echobuddha.com/daily-reflections/begin-again-without-shame/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/enough-for-this-moment/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/enough-for-this-moment/,https://echobuddha.com/daily-reflections/enough-for-this-moment/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/evening-release/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/evening-release/,https://echobuddha.com/daily-reflections/evening-release/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/family-patience/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/family-patience/,https://echobuddha.com/daily-reflections/family-patience/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/gratitude-for-change/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/gratitude-for-change/,https://echobuddha.com/daily-reflections/gratitude-for-change/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/listen-before-answering/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/listen-before-answering/,https://echobuddha.com/daily-reflections/listen-before-answering/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/mindful-work/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/mindful-work/,https://echobuddha.com/daily-reflections/mindful-work/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/morning-intention/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/morning-intention/,https://echobuddha.com/daily-reflections/morning-intention/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/notice-before-fixing/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/notice-before-fixing/,https://echobuddha.com/daily-reflections/notice-before-fixing/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/one-honest-breath/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/one-honest-breath/,https://echobuddha.com/daily-reflections/one-honest-breath/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/one-step-on-the-path/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/one-step-on-the-path/,https://echobuddha.com/daily-reflections/one-step-on-the-path/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/rest-without-escape/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/rest-without-escape/,https://echobuddha.com/daily-reflections/rest-without-escape/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/see-the-conditions/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/see-the-conditions/,https://echobuddha.com/daily-reflections/see-the-conditions/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/simple-goodwill/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/simple-goodwill/,https://echobuddha.com/daily-reflections/simple-goodwill/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/today/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/today/,https://echobuddha.com/daily-reflections/today/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/daily-reflections/walking-as-practice/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/daily-reflections/walking-as-practice/,https://echobuddha.com/daily-reflections/walking-as-practice/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/disclaimer/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/disclaimer/,https://echobuddha.com/disclaimer/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/editorial-policy/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/editorial-policy/,https://echobuddha.com/editorial-policy/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/how-echo-buddha-creates-content/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/how-echo-buddha-creates-content/,https://echobuddha.com/how-echo-buddha-creates-content/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/,https://echobuddha.com/learn/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,"index, follow","index, follow",YES,YES,NO,EXPECTED
