URL,Page family,Forensic baseline indexable?,Current indexable?,Current robots,Forensic baseline sitemap?,Current sitemap?,Current canonical,Canonical matches route?,Index-state drift
https://echobuddha.com/contact/,trust/policy,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/contact/,Yes,NONE
https://echobuddha.com/corrections/,trust/policy,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/corrections/,Yes,NONE
https://echobuddha.com/daily-reflections/anger-as-a-signal/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/anger-as-a-signal/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/begin-again-without-shame/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/begin-again-without-shame/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/enough-for-this-moment/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/enough-for-this-moment/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/evening-release/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/evening-release/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/family-patience/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/family-patience/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/gratitude-for-change/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/gratitude-for-change/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/,daily-reflections,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/daily-reflections/,Yes,NONE
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/listen-before-answering/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/listen-before-answering/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/mindful-work/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/mindful-work/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/morning-intention/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/morning-intention/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/notice-before-fixing/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/notice-before-fixing/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/one-honest-breath/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/one-honest-breath/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/one-step-on-the-path/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/one-step-on-the-path/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/rest-without-escape/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/rest-without-escape/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/see-the-conditions/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/see-the-conditions/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/simple-goodwill/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/simple-goodwill/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,Yes,Yes/Yes -> No/No
https://echobuddha.com/daily-reflections/today/,daily-reflections,No,No,"noindex, follow",No,No,https://echobuddha.com/daily-reflections/today/,Yes,NONE
https://echobuddha.com/daily-reflections/walking-as-practice/,daily-reflections,Yes,No,"noindex, follow",Yes,No,https://echobuddha.com/daily-reflections/walking-as-practice/,Yes,Yes/Yes -> No/No
https://echobuddha.com/disclaimer/,trust/policy,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/disclaimer/,Yes,NONE
https://echobuddha.com/editorial-policy/,trust/policy,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/editorial-policy/,Yes,NONE
https://echobuddha.com/how-echo-buddha-creates-content/,trust/policy,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/how-echo-buddha-creates-content/,Yes,NONE
https://echobuddha.com/,homepage,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Yes,NONE
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Yes,NONE
https://echobuddha.com/learn/buddhism-for-beginners/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhism-for-beginners/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/anatta/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/anatta/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/anicca/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/anicca/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/compassion/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/compassion/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/karma/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/karma/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/karuna/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/karuna/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/metta/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/metta/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/sangha/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/sangha/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/sati/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/sati/,Yes,NONE
https://echobuddha.com/learn/buddhist-dictionary/sutta/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-dictionary/sutta/,Yes,NONE
https://echobuddha.com/learn/buddhist-resources/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/buddhist-resources/,Yes,NONE
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,Yes,NONE
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Yes,NONE
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Yes,NONE
https://echobuddha.com/learn/dhammapada-reflections/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/dhammapada-reflections/,Yes,NONE
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Yes,NONE
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,Yes,NONE
https://echobuddha.com/learn/eightfold-path/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/eightfold-path/,Yes,NONE
https://echobuddha.com/learn/four-noble-truths/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/four-noble-truths/,Yes,NONE
https://echobuddha.com/learn/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/,Yes,NONE
https://echobuddha.com/learn/questions-about-buddhism/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/questions-about-buddhism/,Yes,NONE
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,learn,Yes,Yes,"index, follow (implicit)",Yes,Yes,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,Yes,NONE
