URL,Page family,Current title,Current H1,Current rendered words,Forensic baseline rendered words,Rendered text changed?,Current schema types,Current rendered text SHA-256
https://echobuddha.com/articles/category/practice/,articles,Practice Articles | Echo Buddha,Practice Articles,487,487,Yes,CollectionPage | Blog | ItemList | ListItem | BreadcrumbList,7df5ed758f04eac34c238bbadec1416f610bc4fd1151edeeff3f8c558683cba7
https://echobuddha.com/articles/category/reflection/,articles,Reflection Articles | Echo Buddha,Reflection Articles,545,545,No,CollectionPage | Blog | ItemList | ListItem | BreadcrumbList,5b8692affb5a42dffd160929e2394524fbc965b26c24199404ec719ee6fc87fa
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,articles,Compassion as a Daily Buddhist Practice | Echo Buddha,Compassion as a Daily Discipline,1582,1582,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,de0d922455b8f58d6559daca6ea16ca54836ee992821b9217748b0fd3a2e3858
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,articles,Compassion in Buddhism: Beginner Guide and Daily Practice | Echo Buddha,Compassion in Buddhism: A Beginner's Guide,1576,1576,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,03d3eadc4d710956466a6421d104bd13fb4a99f76520b658b71cae4b18121616
https://echobuddha.com/articles/compassion-with-boundaries/,articles,Compassion With Boundaries in Buddhist Practice | Echo Buddha,Compassion With Boundaries,991,991,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,9a8b1ef0a112e59ed2ac960a88a9d969a6c146605e26008c615c71a7d326fb11
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,articles,Create a Peaceful Meditation Corner | Echo Buddha,Creating a Peaceful Corner at Home,1556,1556,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,472536bd0c140d269bbebdaf2218a41442c4fe068cd76c88248b99e7079d3daa
https://echobuddha.com/articles/dhamma-vs-dharma/,articles,Dhamma vs Dharma: Buddhist Meaning and Spelling | Echo Buddha,Dhamma vs Dharma: What Is the Difference?,1148,1148,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,32ea8555a90829bd9329d871d98afdab3d69ff3ed1a9261714c7f60b54545a61
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,articles,Dhammapada Reflection on a Trained Mind and Peace | Echo Buddha,Dhammapada Reflection: A Trained Mind Brings Peace,1573,1573,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,bf8b86e769b270d0a77e1d14047fec75fbc78c05c793bf8d123f60f1aa34ffcc
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,articles,"Dhammapada What We Think: Translation, Paraphrase, Reflection | Echo Buddha","Dhammapada Reflection: What We Think, We Become",1803,1803,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,2c867c58471515bc40a977021b87a0a96e59d309fc95b90db9bea5618e66d820
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,articles,Dhammapada Verse 1 Meaning and Translation Caution | Echo Buddha,Dhammapada Verse 1 Meaning and Translation Caution,1177,1177,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,eaabdabcd2e9bba0d7684770e265c0bff0e1ff89c95305a27c0f836509ff56fc
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,articles,Eightfold Path in Daily Life | Echo Buddha,The Noble Eightfold Path Explained for Daily Life,1804,1804,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,74af19ae2b34a863d497ad050b3af1e509cda7ce17581aaa91aa17ef5e8bc2b9
https://echobuddha.com/articles/eightfold-path-explained/,articles,The Noble Eightfold Path Explained for Beginners | Echo Buddha,The Noble Eightfold Path Explained for Beginners,1919,1919,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,07b5137fa54d9d3d124393c86ef1f1f12e8a35fecc6a52d27060005e8a6ee4ab
https://echobuddha.com/articles/equanimity-in-buddhism/,articles,Equanimity in Buddhism: Balanced Care Without Numbness | Echo Buddha,Equanimity in Buddhism: Calm Without Indifference,1923,1923,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,60ba30e40c60f75b7c0d18d26da6496790961df4dcb0469eec7517e71a935274
https://echobuddha.com/articles/first-week-buddhist-practice/,articles,First Week Buddhist Practice for Beginners | Echo Buddha,First Week Buddhist Practice for Beginners,1173,1173,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,346151920fc59effb7dd5b798fe6c4217cfd7b295fdb8c443d55be6d532d4299
https://echobuddha.com/articles/five-precepts-in-daily-life/,articles,Five Precepts in Daily Life: Buddhist Ethics for Beginners | Echo Buddha,The Five Precepts in Daily Life: A Beginner's Guide to Buddhist Ethics,2409,2409,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,d956b951092aac13e9523654c8c08d747cf9b4b14cc72d0d63f32e9a7bef4b60
https://echobuddha.com/articles/four-noble-truths-explained-simply/,articles,Four Noble Truths Explained Simply for Beginners | Echo Buddha,The Four Noble Truths Explained Simply,1697,1697,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,1b991079cdeb057e5bb16645325cefe9228aa30754cfd7be9ca1ed85da013971
https://echobuddha.com/articles/four-noble-truths-explained/,articles,The Four Noble Truths Explained Simply | Echo Buddha,The Four Noble Truths Explained in Simple Everyday Language,1839,1839,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,240bd25a3a85b9026ea7458f959be74eec88a4d08bca28174961d320894ae957
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,articles,How to Let Go of Attachment in Buddhism | Echo Buddha,How to Let Go of Attachment in Buddhism,1880,1880,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,9f692e7c682216452f5fde5d034aeea063947d2a4687367e47d3114bd45a8255
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,articles,How to Meditate for Anxiety Gently | Echo Buddha,How to Meditate for Anxiety Without Fighting Your Mind,1831,1831,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,0745c9fe1e2d49d70d5193a1d44a603f4504c5197dea1027ecbe1cbf58903e54
https://echobuddha.com/articles/how-to-meditate-for-beginners/,articles,How to Meditate for Beginners: Simple Buddhist Guide | Echo Buddha,How to Meditate for Beginners: A Simple Buddhist Guide,1743,1743,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,05a4846c9392b9a0d0d38251b59259e6319e794f772dc81103bda0327dcfcfaa
https://echobuddha.com/articles/how-to-practice-non-attachment/,articles,How to Practice Non-Attachment | Echo Buddha,How to Practice Non-Attachment in Everyday Life,1593,1593,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,3e4294d4dae043886cf786c84d399ac9e7bcafc3c519050102f343eef5b56a48
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,articles,Impermanence in Buddhism and How to Let Go Gently | Echo Buddha,Impermanence in Buddhism: Learning to Let Go Gently,1663,1663,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,a91febaa38d7f0b1cd3344f42c5effc33d67b9f11b16d5ebb592252c0f24e750
https://echobuddha.com/articles/impermanence-in-buddhism/,articles,Impermanence in Buddhism: Accepting Change Peacefully | Echo Buddha,Impermanence in Buddhism: Learning to Accept Change Peacefully,1858,1858,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,1ea5f7f1d84259c80e8925d9d8109feff4a7d14f1da0bb6d6413413f4584835d
https://echobuddha.com/articles/,articles,Articles and Blog | Echo Buddha,Articles and Blog,1902,1902,Yes,Blog | Organization | ItemList | ListItem | BreadcrumbList,411ebac865cbdb4deecb6d839cae94c40bed669823b420e052bc330ce94ddde2
https://echobuddha.com/articles/letting-go-without-giving-up/,articles,Letting Go Without Giving Up | Echo Buddha,Letting Go Without Giving Up,1610,1610,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,10c895c97dca52324309032d4d408a69d29c03c29692b56a507c6f89aa5c0350
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,articles,Loving-Kindness Meditation for Beginners | Echo Buddha,Loving-Kindness Meditation for Beginners,1778,1778,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,708e56d755a858e183601a6af2e0abb5fa78c00a4b30b3efa56ccfed4d914e41
https://echobuddha.com/articles/loving-kindness-meditation-guide/,articles,Loving-Kindness Meditation Guide for Beginners | Echo Buddha,Loving-Kindness Meditation: A Gentle Practice Guide,1708,1708,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,a28d2e0aa9b6df7c58389263f41dd26cb5e539b9bf93e604079fa2b55ea5a209
https://echobuddha.com/articles/metta-meditation-script/,articles,Metta Meditation Script for Loving-Kindness Practice | Echo Buddha,Metta Meditation Script: A Loving-Kindness Practice for Yourself and Others,2037,2037,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,82c8a41d02b224ce704409fef0dd1791063d262f154323044cffc65aaa82118d
https://echobuddha.com/articles/mindful-email-and-texting/,articles,Mindful Email and Texting with Buddhist Right Speech | Echo Buddha,Mindful Email and Texting,1119,1119,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,d584ca6f635e76139a7baefe61093d5e151c80199d6e0f14608d14731a9fba62
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,articles,Mindful Listening in Everyday Life | Echo Buddha,Mindful Listening in Everyday Life,1489,1489,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,381599ef215c56503d74286cbd1e40bbd88bbda6ca09d055c8cd38a2ff3988c0
https://echobuddha.com/articles/mindfulness-for-better-sleep/,articles,Mindfulness for Better Sleep | Echo Buddha,Mindfulness for Better Sleep: A Gentle Evening Practice,1643,1643,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,ab4c84592b278d062333b4265442420765f71be6419249c8a49e8f25552f6939
https://echobuddha.com/articles/mindfulness-morning-routine/,articles,Mindful Morning Routine for Beginners | Echo Buddha,A Mindful Morning Routine for a Calmer Day,1582,1582,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,bebc933b22c008ca1727940ba49190d6b6a5ed52db419ad8c332fbfdb1747bd3
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,articles,Mindfulness of Breathing Guide for Calm and Clarity | Echo Buddha,Mindfulness of Breathing: A Step-by-Step Guide,1712,1712,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,2b8b92eb421bc92d61a2660976c5dcf72d5a8a9e3fecabf88d8a6ac8ba366054
https://echobuddha.com/articles/mindfulness-vs-meditation/,articles,Mindfulness vs Meditation: Simple Beginner Guide | Echo Buddha,Mindfulness vs Meditation: What Is the Difference for Beginners?,1941,1941,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,9227aa116c38bf5c8fcb30f95fe8917ace0da101a8042dda028d2527d3a33759
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,articles,Noble Eightfold Path Practical Guide for Daily Life | Echo Buddha,The Noble Eightfold Path: A Practical Guide for Daily Life,1558,1558,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,fef23102a65f33e24e64bf05831d9222555f3b546585982aad1f6a12232299aa
https://echobuddha.com/articles/non-attachment-in-relationships/,articles,Non-Attachment in Relationships Without Becoming Cold | Echo Buddha,Non-Attachment in Relationships,1140,1140,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,ded199c3a99d549bab61298ab5db80f88b655de7c3604a0cfacf5adbd5d01371
https://echobuddha.com/articles/right-livelihood-modern-life/,articles,Right Livelihood in Modern Life: Buddhist Work Ethics | Echo Buddha,Right Livelihood in Modern Life: Buddhist Work Ethics Without Perfectionism,2276,2276,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,99aba8ca91d5292ed367c201059f6518e8cce3507bfab324013f079b18c0d123
https://echobuddha.com/articles/right-speech-buddhism/,articles,"Right Speech in Buddhism: Meaning, Examples, and Practice | Echo Buddha",Right Speech in Buddhism: How to Speak with Kindness and Awareness,2012,1856,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,80bdb0ef3a267b5c79f2dc01fd6f4b451071bb741be7901b29aa95f46c4e8600
https://echobuddha.com/articles/right-speech-examples/,articles,Right Speech Examples for Everyday Life | Echo Buddha,Right Speech Examples for Everyday Life,1063,1063,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,6a28a4ffeb2a766f5fb301f01dc1f0f6beef2f9b2c3b01bf5469d0af5b2a71ad
https://echobuddha.com/articles/three-poisons-buddhism-explained/,articles,"Three Poisons in Buddhism: Greed, Aversion, and Delusion | Echo Buddha","The Three Poisons in Buddhism: Greed, Hatred, and Delusion Explained",2302,2302,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,39ca6d358989cc38b092ee78f5dced32d72d60b801df69509aae81bcdcce2ca8
https://echobuddha.com/articles/three-ways-to-practice-patience/,articles,Three Ways to Practice Patience | Echo Buddha,Three Ways to Practice Patience,1526,1526,Yes,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,8d1db5591301176e155ca5540c8cfc3c4cfa330224d7ee87b59fe75795feba76
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,articles,Visiting a Buddhist Temple Respectfully: Beginner Guide | Echo Buddha,Visiting a Buddhist Temple Respectfully,1166,1166,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,08a15a154140e6ec67d82b32776f7110965480fe4b0f48531edd3763abf5fc8c
https://echobuddha.com/articles/walking-meditation-step-by-step/,articles,Walking Meditation: Step-by-Step Guide | Echo Buddha,Walking Meditation: A Step-by-Step Beginner's Guide,1581,1581,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,a5b2eaabaef0c10b8cb14ab443041ff6996bde1ca2d82617db60cda53607c550
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,articles,What Is Buddhism? Beginner Guide to Buddhist Wisdom | Echo Buddha,What Is Buddhism? A Beginner-Friendly Guide,1786,1786,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,0fdb17ff635b472c7e1f0c74a1932003c02c220e2da0accf5190b91c340a543a
https://echobuddha.com/articles/what-is-karma-in-buddhism/,articles,How Karma Shapes Daily Choices in Buddhist Practice | Echo Buddha,How Karma Shapes Daily Choices in Buddhist Practice,1836,1836,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,34a8629e021ffec5d7fd1f78ce673791331c2b5e5a9a2c501704c17ca4de1869
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,articles,What Is Sangha? Buddhist Community for Beginners | Echo Buddha,What Is Sangha? Why Buddhist Community Matters for Beginners,2189,2189,No,Organization | ImageObject | WebPage | BreadcrumbList | ListItem | FAQPage | Question | Answer,861666783b40a07a5f1e8b642baeabcf1beb7d27457e56f0f1eaccb2ffd58299
https://echobuddha.com/authors/echo-buddha-editorial/,trust/policy,Echo Buddha Editorial | Echo Buddha,Echo Buddha Editorial,438,438,No,ProfilePage | Organization,da73e6e5c8d94a77bc25d5b3c7cd2f2c8600b8c66ee17252efaa21b6a24586a7
https://echobuddha.com/buddhist-sources-and-citations/,trust/policy,Buddhist Sources and Citations | Echo Buddha,Buddhist Sources and Citations,488,488,No,WebPage | Organization,6e082b2078516b40e0ea341f6a02f538cb58f5c0a2f5eb0ab456f689f56dad6f
https://echobuddha.com/contact/,trust/policy,Contact | Echo Buddha,Contact Echo Buddha,265,265,No,ContactPage | Organization,225b8efa4bec43b300a5de3e3278e8e72bea8c4b234137c8a94f8105eb227ce4
https://echobuddha.com/corrections/,trust/policy,Corrections and Editorial Updates | Echo Buddha,Corrections and Editorial Updates,364,364,No,WebPage | Organization,4d3aac272cb391100d960c34fbe9eae482489543b122bb4896d8d2ec92a2400e
https://echobuddha.com/daily-reflections/anger-as-a-signal/,daily-reflections,Anger Can Become a Signal - Daily Buddhist Reflection | Echo Buddha,Anger Can Become a Signal,494,494,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,055b00880bfcdbfccc4cb184d1ba8d9a9458eb9bd757267d4245c3d024ee3393
https://echobuddha.com/daily-reflections/begin-again-without-shame/,daily-reflections,Begin Again Without Shame - Daily Buddhist Reflection | Echo Buddha,Begin Again Without Shame,487,487,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,e7e3d00917e958504a85a912531a3eb11eb7b1d5441defd203d28ef74b0009f6
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,daily-reflections,Compassion Begins Nearby - Daily Buddhist Reflection | Echo Buddha,Compassion Begins Nearby,485,485,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,5b75a7d4465e399947a355e3dc4a0fc1a7fc35241bc11d0b4defeea95af97e51
https://echobuddha.com/daily-reflections/enough-for-this-moment/,daily-reflections,Enough for This Moment - Daily Buddhist Reflection | Echo Buddha,Enough for This Moment,483,483,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,28877321f0fe5cff667f8a4dfd1fa6b3fc7ee8e2ef4bb91887fe3662697db99e
https://echobuddha.com/daily-reflections/evening-release/,daily-reflections,End the Day by Releasing - Daily Buddhist Reflection | Echo Buddha,End the Day by Releasing,491,491,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,5ab16bd45b87428b0be7898a7d2ee9f9b4922bbcad1248bfe54a0e6bc878a0ce
https://echobuddha.com/daily-reflections/family-patience/,daily-reflections,Patience at Home - Daily Buddhist Reflection | Echo Buddha,Patience at Home,477,477,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,e160d8254090c068d790235c838820b24e7ba0e9b415e86516371e7cc73ea298
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,daily-reflections,Forgiveness Is Not Approval - Daily Buddhist Reflection | Echo Buddha,Forgiveness Is Not Approval,479,479,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,eb72eab4ee8c2490f2388838c7c1d9450251c3f380b33e14699e10c0cefa4374
https://echobuddha.com/daily-reflections/gratitude-for-change/,daily-reflections,Gratitude for Change - Daily Buddhist Reflection | Echo Buddha,Gratitude for Change,468,468,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,3b52872ff5d225f74c5f37e073835dc217b285fe4bf86d35a8defd1c32aeba62
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,daily-reflections,Gratitude Notices Enough - Daily Buddhist Reflection | Echo Buddha,Gratitude Notices Enough,472,472,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,94cc526e0d275de0bd80f2305796061c12e513144956d70fcadf25a9df2eccd6
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,daily-reflections,Impermanence Softens Clinging - Daily Buddhist Reflection | Echo Buddha,Impermanence Softens Clinging,488,488,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,e2b765c69189ad4861bd67daf2be331261b2e0be46ca16dfcfb4ab8f99bca81a
https://echobuddha.com/daily-reflections/,daily-reflections,Daily Buddhist Reflections for Mindful Living | Echo Buddha,Daily Buddhist Reflections for Mindful Living,2158,2158,No,CollectionPage | ItemList | ListItem | BreadcrumbList | FAQPage | Question | Answer,16b2b0a9f052a3323f4a200b2eb4e5fa2524da3254d4d646e006d6802cbbf5d8
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,daily-reflections,Kindness Can Have Boundaries - Daily Buddhist Reflection | Echo Buddha,Kindness Can Have Boundaries,480,480,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,f35109db402d8e6c08fec5c983758322c5320c208417f56710042e6d2230be6e
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,daily-reflections,Let the Feeling Pass Through - Daily Buddhist Reflection | Echo Buddha,Let the Feeling Pass Through,508,508,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,a92392ef5d563ddef4b3326114e5b4ca6bf7e1b945d064ec327710a4e3443415
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,daily-reflections,Letting Go Keeps the Care - Daily Buddhist Reflection | Echo Buddha,Letting Go Keeps the Care,482,482,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,8c7c2d3e934db4d650f99c16bfca2359305d8a352a1004fdc500327ec9b0d950
https://echobuddha.com/daily-reflections/listen-before-answering/,daily-reflections,Listen Before Answering - Daily Buddhist Reflection | Echo Buddha,Listen Before Answering,478,478,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,70bcf69a6097c190d1507b3d5798fb3cf362ced65414b6b5c56ce7cace7c7dd0
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,daily-reflections,Metta Without Pretending - Daily Buddhist Reflection | Echo Buddha,Metta Without Pretending,485,485,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,ef14c2f9a3b473a3e5f2b92c7eee49ea1ae124f13950e6a7de5ce0c449bc283a
https://echobuddha.com/daily-reflections/mindful-work/,daily-reflections,Work Can Carry Practice - Daily Buddhist Reflection | Echo Buddha,Work Can Carry Practice,482,482,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,6663d12339043a26e8300199030ebc9eb4fbd0c63384bf8a6d63b1ecd14c104b
https://echobuddha.com/daily-reflections/morning-intention/,daily-reflections,Begin With Intention - Daily Buddhist Reflection | Echo Buddha,Begin With Intention,474,474,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,a4f4ebfac042b8f842aba4bcbbea12b2503aef0f8c5e7c012105b9f3bad6fd64
https://echobuddha.com/daily-reflections/notice-before-fixing/,daily-reflections,Notice Before Fixing - Daily Buddhist Reflection | Echo Buddha,Notice Before Fixing,479,479,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,c8080e99ab2e573f859170d1e73814cea8054e5ec61325de8a7195eb460405fc
https://echobuddha.com/daily-reflections/one-honest-breath/,daily-reflections,Return Through One Honest Breath - Daily Buddhist Reflection | Echo Buddha,Return Through One Honest Breath,499,499,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,26d91ede41a339b802daf067cfe9aa7fae1acc8dd375699b1fbf7c2b41991691
https://echobuddha.com/daily-reflections/one-step-on-the-path/,daily-reflections,The Path Is One Step - Daily Buddhist Reflection | Echo Buddha,The Path Is One Step,495,495,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,903990486ffc2059ce21046eedec1d24e9db738a5f39d19dc2fbefaf2c5c6827
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,daily-reflections,Patience Begins Before Anger Speaks - Daily Buddhist Reflection | Echo Buddha,Patience Begins Before Anger Speaks,521,521,No,WebPage | Organization | Thing | CollectionPage | BreadcrumbList | ListItem,3b5e2ffcd5b0a416d5db61cb2152ba922c032555e66fbe9f1ce7e20cc105408d
