URL,Page family,Current HTTP/build state,Current index state,Current sitemap state,Current canonical,Current title,Current H1,Primary topic cluster,Current primary role,Primary owner URL,Is primary owner?,Why this page exists,This page does not own,Current information gain,Current quality score,Current content status,Current source status,Current safety status,Current cannibalization risk,Current template risk,Current monetization suitability,Phase 1 reconciled decision,Phase 2 reconciled role,Phase 3 reconciled index decision,Phase 4 reconciled content state,Human review required?,Remaining Phase 5 issue?,Evidence,Notes
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,daily reflection,LOCAL_BUILT; PRODUCTION_200_BASELINE,"noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,Small Actions Shape the Mind - Daily Buddhist Reflection | Echo Buddha,Small Actions Shape the Mind,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,No,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",37/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Medium,NO_CRITICAL_ISSUE,HIGH,High,Keep unmonetized pending family review,NOINDEX,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,NOINDEX,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,Yes — template-feel review only; protect substance/owner/index state,Built 2026-08-11T02:17:46.273Z; 306 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0 | Phase 1: Built 2026-08-11T02:17:46.273Z; 306 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries. | Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,Current Phase 1–4 repository change is not yet deployed.
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,daily reflection,LOCAL_BUILT; PRODUCTION_200_BASELINE,"noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,Soften the Inner Argument - Daily Buddhist Reflection | Echo Buddha,Soften the Inner Argument,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,No,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",37/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Medium,NO_CRITICAL_ISSUE,HIGH,High,Keep unmonetized pending family review,NOINDEX,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,NOINDEX,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,Yes — template-feel review only; protect substance/owner/index state,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 74.3%; external source links 0 | Phase 1: Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 74.3%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries. | Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,Current Phase 1–4 repository change is not yet deployed.
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,daily reflection,LOCAL_BUILT; PRODUCTION_200_BASELINE,"noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,Speech Can Reduce Suffering - Daily Buddhist Reflection | Echo Buddha,Speech Can Reduce Suffering,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,No,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",37/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Medium,NO_CRITICAL_ISSUE,HIGH,High,Keep unmonetized pending family review,NOINDEX,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,NOINDEX,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,Yes — template-feel review only; protect substance/owner/index state,Built 2026-08-11T02:17:46.273Z; 299 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 75.6%; external source links 0 | Phase 1: Built 2026-08-11T02:17:46.273Z; 299 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 75.6%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries. | Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,Current Phase 1–4 repository change is not yet deployed.
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,daily reflection,LOCAL_BUILT; PRODUCTION_200_BASELINE,"noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,The First Truth Is Kind - Daily Buddhist Reflection | Echo Buddha,The First Truth Is Kind,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,No,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",37/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Medium,NO_CRITICAL_ISSUE,HIGH,High,Keep unmonetized pending family review,NOINDEX,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,NOINDEX,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,Yes — template-feel review only; protect substance/owner/index state,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 73.8%; external source links 0 | Phase 1: Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 73.8%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries. | Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,Current Phase 1–4 repository change is not yet deployed.
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,daily reflection,LOCAL_BUILT; PRODUCTION_200_BASELINE,"noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,Thoughts Are Visitors - Daily Buddhist Reflection | Echo Buddha,Thoughts Are Visitors,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,No,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",37/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Medium,NO_CRITICAL_ISSUE,HIGH,High,Keep unmonetized pending family review,NOINDEX,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,NOINDEX,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,Yes — template-feel review only; protect substance/owner/index state,Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/let-the-feeling-pass/ combined overlap 72.0%; external source links 0 | Phase 1: Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/let-the-feeling-pass/ combined overlap 72.0%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries. | Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,Current Phase 1–4 repository change is not yet deployed.
https://echobuddha.com/daily-reflections/today/,daily reflection utility,LOCAL_BUILT; PRODUCTION_200_BASELINE,"noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/today/,Today's Buddhist Reflection Prompt | Echo Buddha,Today's Buddhist Reflection Prompt,daily-reflections,PREEXISTING_NOINDEX_OR_ERROR_ROLE,N/A,No,Preserved utility/error/noindex route outside Phase 1 indexable population.,No broad topic ownership assigned.,"Utility, recurring, or protected noindex function.",NOT_SCORED,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,NOT_CRITICAL,NO_CRITICAL_ISSUE,NONE/NOT_APPLICABLE,NOT_PHASE1_SCORED,NO_ADS_OR_NOT_PHASE1_SCORED,NOT_IN_PHASE1_INDEXABLE_POPULATION,NO_PHASE2_CHANGE_REQUIRED,KEEP_NOINDEXED,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,No specific Phase 5 queue item,Utility/error route has no independent search-result purpose.,Production content is unchanged from both forensic and current repository states.
https://echobuddha.com/daily-reflections/walking-as-practice/,daily reflection,LOCAL_BUILT; PRODUCTION_200_BASELINE,"noindex, follow",out of sitemap,https://echobuddha.com/daily-reflections/walking-as-practice/,Walking Can Be Practice - Daily Buddhist Reflection | Echo Buddha,Walking Can Be Practice,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,No,"This page exists to serve recurring user within Daily Reflections through returning-reader cadence, a short reflection prompt, and a bounded daily practice.",This page does not own the broad Daily Reflections explanation; that belongs to /daily-reflections/.,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",37/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Medium,NO_CRITICAL_ISSUE,HIGH,High,Keep unmonetized pending family review,NOINDEX,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,NOINDEX,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,Yes — template-feel review only; protect substance/owner/index state,Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/compassion-begins-nearby/ combined overlap 72.1%; external source links 0 | Phase 1: Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/compassion-begins-nearby/ combined overlap 72.1%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries. | Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,Current Phase 1–4 repository change is not yet deployed.
https://echobuddha.com/disclaimer/,trust/policy,LOCAL_BUILT; PRODUCTION_200_BASELINE,indexable,in sitemap,https://echobuddha.com/disclaimer/,Disclaimer | Echo Buddha,Disclaimer,Trust / Policy,TRUST_POLICY,https://echobuddha.com/about/,No,This page exists to serve trust within Trust / Policy through publisher transparency or user-protection information specific to “Disclaimer”.,This page does not own the broad Trust / Policy explanation; that belongs to /about/.,Publisher transparency or user-protection information specific to “Disclaimer”.,70/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Medium,NO_CRITICAL_ISSUE,LOW,Low,Keep unmonetized pending family review,IMPROVE,KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION,IMPROVE_LATER_PHASE,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,No specific Phase 5 queue item,"Built 2026-08-11T02:17:46.273Z; 221 words; 6 content headings; authored route; nearest /meditation-safety/ combined overlap 18.0%; external source links 0 | Phase 1: Built 2026-08-11T02:17:46.273Z; 221 words; 6 content headings; authored route; nearest /meditation-safety/ combined overlap 18.0%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function. | Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",Production content is unchanged from both forensic and current repository states.
https://echobuddha.com/editorial-policy/,trust/policy,LOCAL_BUILT; PRODUCTION_200_BASELINE,indexable,in sitemap,https://echobuddha.com/editorial-policy/,Editorial Policy | Echo Buddha,Editorial Policy,Trust / Policy,TRUST_POLICY,https://echobuddha.com/about/,No,This page exists to serve trust within Trust / Policy through publisher transparency or user-protection information specific to “Editorial Policy”.,This page does not own the broad Trust / Policy explanation; that belongs to /about/.,Publisher transparency or user-protection information specific to “Editorial Policy”.,72/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Medium,NO_CRITICAL_ISSUE,LOW,Low,Keep unmonetized pending family review,IMPROVE,KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION,IMPROVE_LATER_PHASE,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,No specific Phase 5 queue item,"Built 2026-08-11T02:17:46.273Z; 576 words; 10 content headings; authored route; nearest /how-echo-buddha-creates-content/ combined overlap 19.4%; external source links 0 | Phase 1: Built 2026-08-11T02:17:46.273Z; 576 words; 10 content headings; authored route; nearest /how-echo-buddha-creates-content/ combined overlap 19.4%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function. | Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",Production content is unchanged from both forensic and current repository states.
https://echobuddha.com/how-echo-buddha-creates-content/,trust/policy,LOCAL_BUILT; PRODUCTION_200_BASELINE,indexable,in sitemap,https://echobuddha.com/how-echo-buddha-creates-content/,How Echo Buddha Creates Content | Echo Buddha,How Echo Buddha Creates Content,Trust / Policy,TRUST_POLICY,https://echobuddha.com/about/,No,This page exists to serve trust within Trust / Policy through publisher transparency or user-protection information specific to “How Echo Buddha Creates Content”.,This page does not own the broad Trust / Policy explanation; that belongs to /about/.,Publisher transparency or user-protection information specific to “How Echo Buddha Creates Content”.,71/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Medium,NO_CRITICAL_ISSUE,LOW,Low,Keep unmonetized pending family review,IMPROVE,KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION,IMPROVE_LATER_PHASE,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,No specific Phase 5 queue item,"Built 2026-08-11T02:17:46.273Z; 347 words; 7 content headings; authored route; nearest /editorial-policy/ combined overlap 19.4%; external source links 0 | Phase 1: Built 2026-08-11T02:17:46.273Z; 347 words; 7 content headings; authored route; nearest /editorial-policy/ combined overlap 19.4%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function. | Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",Production content is unchanged from both forensic and current repository states.
https://echobuddha.com/,homepage,LOCAL_BUILT; PRODUCTION_200_BASELINE,indexable,in sitemap,https://echobuddha.com/,Echo Buddha - Buddhist Wisdom for a Calmer Everyday Life,Echo Buddha,Site Discovery,HUB,https://echobuddha.com/,Yes,This page exists as Echo Buddha's protected owner for Site Discovery: The homepage introduces the publication and routes readers to clear owners without becoming a doctrine pillar.,"This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.","Orientation, selection, and meaningful navigation across the Site Discovery cluster.",80/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Medium,NO_CRITICAL_ISSUE,NONE,Low,Potentially suitable after Phase 1 findings are remediated,KEEP,PROTECTED PRIMARY OWNER,KEEP_INDEXED,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,No specific Phase 5 queue item,Built 2026-08-11T02:17:46.273Z; 1002 words; 26 content headings; authored route; nearest n/a combined overlap 0.0%; external source links 0 | Phase 1: Built 2026-08-11T02:17:46.273Z; 1002 words; 26 content headings; authored route; nearest n/a combined overlap 0.0%; external source links 0; role review: HUB; owner selection: The homepage introduces the publication and routes readers to clear owners without becoming a doctrine pillar. | Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,Production content is unchanged from both forensic and current repository states.
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,learn detail,LOCAL_BUILT; PRODUCTION_200_BASELINE,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,A Simple Daily Buddhist Practice | Echo Buddha,A Simple Daily Buddhist Practice,Beginner Buddhism,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-for-beginners/,No,This page exists to serve practical how to within Beginner Buddhism through daily-life examples or a repeatable application tied specifically to “A Simple Daily Buddhist Practice”.,This page does not own the broad Beginner Buddhism explanation; that belongs to /learn/buddhism-for-beginners/.,Daily-life examples or a repeatable application tied specifically to “A Simple Daily Buddhist Practice”.,67/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Low,NO_CRITICAL_ISSUE,LOW,Low,Potentially suitable after Phase 1 findings are remediated,IMPROVE,KEEP AS PRACTICAL_APPLICATION SUBJECT TO REQUIRED DIFFERENTIATION,IMPROVE_LATER_PHASE,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,No specific Phase 5 queue item,"Built 2026-08-11T02:17:46.273Z; 312 words; 12 content headings; authored route; nearest /learn/buddhism-101/how-to-practice-buddhism-at-home/ combined overlap 40.7%; external source links 1 | Phase 1: Built 2026-08-11T02:17:46.273Z; 312 words; 12 content headings; authored route; nearest /learn/buddhism-101/how-to-practice-buddhism-at-home/ combined overlap 40.7%; external source links 1; role review: PRACTICAL_APPLICATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice. | Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",Production content is unchanged from both forensic and current repository states.
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,learn detail,LOCAL_BUILT; PRODUCTION_200_BASELINE,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Dependent Origination in Buddhism Explained for Beginners | Echo Buddha,Dependent Origination Explained,Buddhist Foundations,BEGINNER_FOUNDATION,https://echobuddha.com/learn/buddhism-101/,No,"This page exists to serve beginner informational within Buddhist Foundations through a narrower explanation, misconception, or example set specific to “Dependent Origination in Buddhism Explained for Beginners”.",This page does not own the broad Buddhist Foundations explanation; that belongs to /learn/buddhism-101/.,"A narrower explanation, misconception, or example set specific to “Dependent Origination in Buddhism Explained for Beginners”.",73/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Low,NO_CRITICAL_ISSUE,LOW,Low,Potentially suitable after Phase 1 findings are remediated,IMPROVE,KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION,IMPROVE_LATER_PHASE,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,No specific Phase 5 queue item,"Built 2026-08-11T02:17:46.273Z; 941 words; 18 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 32.4%; external source links 1 | Phase 1: Built 2026-08-11T02:17:46.273Z; 941 words; 18 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 32.4%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners. | Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",Production content is unchanged from both forensic and current repository states.
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,learn detail,LOCAL_BUILT; PRODUCTION_200_BASELINE,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,The Five Aggregates in Buddhism Explained Simply | Echo Buddha,The Five Aggregates in Buddhism,Buddhist Foundations,SUPPORTING_EXPLANATION,https://echobuddha.com/learn/buddhism-101/,No,"This page exists to serve foundational informational within Buddhist Foundations through a narrower explanation, misconception, or example set specific to “The Five Aggregates in Buddhism Explained Simply”.",This page does not own the broad Buddhist Foundations explanation; that belongs to /learn/buddhism-101/.,"A narrower explanation, misconception, or example set specific to “The Five Aggregates in Buddhism Explained Simply”.",73/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Low,NO_CRITICAL_ISSUE,LOW,Low,Potentially suitable after Phase 1 findings are remediated,IMPROVE,KEEP AS SUPPORTING_EXPLANATION SUBJECT TO REQUIRED DIFFERENTIATION,IMPROVE_LATER_PHASE,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,No specific Phase 5 queue item,"Built 2026-08-11T02:17:46.273Z; 938 words; 19 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 34.5%; external source links 1 | Phase 1: Built 2026-08-11T02:17:46.273Z; 938 words; 19 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 34.5%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners. | Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",Production content is unchanged from both forensic and current repository states.
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,learn detail,LOCAL_BUILT; PRODUCTION_200_BASELINE,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,Five Hindrances in Buddhism Explained for Beginners | Echo Buddha,The Five Hindrances in Buddhism,Buddhist Foundations,BEGINNER_FOUNDATION,https://echobuddha.com/learn/buddhism-101/,No,"This page exists to serve beginner informational within Buddhist Foundations through a narrower explanation, misconception, or example set specific to “Five Hindrances in Buddhism Explained for Beginners”.",This page does not own the broad Buddhist Foundations explanation; that belongs to /learn/buddhism-101/.,"A narrower explanation, misconception, or example set specific to “Five Hindrances in Buddhism Explained for Beginners”.",71/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Low,NO_CRITICAL_ISSUE,LOW,Low,Keep unmonetized pending family review,IMPROVE,KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION,IMPROVE_LATER_PHASE,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,No specific Phase 5 queue item,"Built 2026-08-11T02:17:46.273Z; 364 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/ combined overlap 32.3%; external source links 1 | Phase 1: Built 2026-08-11T02:17:46.273Z; 364 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/ combined overlap 32.3%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners. | Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",Production content is unchanged from both forensic and current repository states.
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,learn detail,LOCAL_BUILT; PRODUCTION_200_BASELINE,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,The Five Precepts in Buddhism: A Beginner's Guide to Ethical Living | Echo Buddha,The Five Precepts in Buddhism,Five Precepts,PRIMARY_PILLAR,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Yes,This page exists as Echo Buddha's protected owner for Five Precepts: The lesson owns the ethical framework; practical articles show application without redefining it.,"This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.","A narrower explanation, misconception, or example set specific to “The Five Precepts in Buddhism: A Beginner's Guide to Ethical Living”.",73/100 PHASE1_SCREENING_HEURISTIC,NO_CHANGE_REQUIRED_VALIDATED,Low,NO_CRITICAL_ISSUE,NONE,Low,Potentially suitable after Phase 1 findings are remediated,IMPROVE,PROTECTED PRIMARY OWNER,KEEP_INDEXED,NO_CHANGE_REQUIRED_VALIDATED,No,No specific Phase 5 queue item,Built 2026-08-11T02:17:46.273Z; 1244 words; 20 content headings; authored route; nearest /learn/buddhism-101/right-livelihood-buddhism/ combined overlap 33.8%; external source links 1 | Phase 1: Built 2026-08-11T02:17:46.273Z; 1244 words; 20 content headings; authored route; nearest /learn/buddhism-101/right-livelihood-buddhism/ combined overlap 33.8%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The lesson owns the ethical framework; practical articles show application without redefining it. | Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified. | This page exists as Echo Buddha's protected owner for Five Precepts: The lesson owns the ethical framework; practical articles show application without redefining it.,Production content is unchanged from both forensic and current repository states.
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,learn detail,LOCAL_BUILT; PRODUCTION_200_BASELINE,indexable,in sitemap,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,"The Four Brahmaviharas: Loving-Kindness, Compassion, Joy, and Equanimity | Echo Buddha",The Four Brahmaviharas,Brahmaviharas,PRIMARY_PILLAR,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,Yes,"This page exists as Echo Buddha's protected owner for Brahmaviharas: The lesson owns the four-quality overview while compassion, metta, and equanimity pages own individual topics.","This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.","A narrower explanation, misconception, or example set specific to “The Four Brahmaviharas: Loving-Kindness, Compassion, Joy, and Equanimity”.",69/100 PHASE1_SCREENING_HEURISTIC,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Low,NO_CRITICAL_ISSUE,NONE,Low,Potentially suitable after Phase 1 findings are remediated,IMPROVE,PROTECTED PRIMARY OWNER,KEEP_INDEXED,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,No,No specific Phase 5 queue item,"Built 2026-08-11T02:17:46.273Z; 367 words; 9 content headings; authored route; nearest /learn/buddhism-101/threefold-training-sila-samadhi-panna/ combined overlap 37.9%; external source links 2 | Phase 1: Built 2026-08-11T02:17:46.273Z; 367 words; 9 content headings; authored route; nearest /learn/buddhism-101/threefold-training-sila-samadhi-panna/ combined overlap 37.9%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The lesson owns the four-quality overview while compassion, metta, and equanimity pages own individual topics. | Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.",Production content is unchanged from both forensic and current repository states.
