URL,Internal link occurrences,Broken internal route candidates,Result
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,38,,PASS
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,38,,PASS
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,38,,PASS
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,38,,PASS
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,37,,PASS
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,35,,PASS
https://echobuddha.com/learn/buddhism-101/,57,,PASS
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,37,,PASS
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,38,,PASS
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,37,,PASS
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,37,,PASS
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,35,,PASS
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,41,,PASS
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,37,,PASS
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,39,,PASS
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,36,,PASS
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,37,,PASS
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,35,,PASS
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,35,,PASS
https://echobuddha.com/learn/buddhism-for-beginners/,44,,PASS
https://echobuddha.com/learn/buddhist-dictionary/anatta/,37,,PASS
https://echobuddha.com/learn/buddhist-dictionary/anicca/,36,,PASS
https://echobuddha.com/learn/buddhist-dictionary/compassion/,35,,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,39,,PASS
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,37,,PASS
https://echobuddha.com/learn/buddhist-dictionary/,41,,PASS
https://echobuddha.com/learn/buddhist-dictionary/karma/,35,,PASS
https://echobuddha.com/learn/buddhist-dictionary/karuna/,35,,PASS
https://echobuddha.com/learn/buddhist-dictionary/metta/,36,,PASS
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,34,,PASS
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,36,,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,35,,PASS
https://echobuddha.com/learn/buddhist-dictionary/sangha/,37,,PASS
https://echobuddha.com/learn/buddhist-dictionary/sati/,35,,PASS
https://echobuddha.com/learn/buddhist-dictionary/sutta/,36,,PASS
https://echobuddha.com/learn/buddhist-resources/,37,,PASS
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,35,,PASS
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,34,,PASS
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,35,,PASS
https://echobuddha.com/learn/dhammapada-reflections/,32,,PASS
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,34,,PASS
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,36,,PASS
https://echobuddha.com/learn/eightfold-path/,44,,PASS
https://echobuddha.com/learn/four-noble-truths/,37,,PASS
https://echobuddha.com/learn/,98,,PASS
https://echobuddha.com/learn/questions-about-buddhism/,54,,PASS
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,34,,PASS
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,37,,PASS
https://echobuddha.com/learn/sutta-for-daily-life/,34,,PASS
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,35,,PASS
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,36,,PASS
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,36,,PASS
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,35,,PASS
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,35,,PASS
https://echobuddha.com/meditation-guide/,25,,PASS
https://echobuddha.com/meditation-safety/,26,,PASS
https://echobuddha.com/meditation/10-minute-meditation-practice/,34,,PASS
https://echobuddha.com/meditation/5-minute-meditation-practice/,33,,PASS
https://echobuddha.com/meditation/breathing-meditation/,33,,PASS
https://echobuddha.com/meditation/,56,,PASS
https://echobuddha.com/meditation/loving-kindness-meditation/,34,,PASS
https://echobuddha.com/meditation/meditation-for-beginners/,33,,PASS
https://echobuddha.com/meditation/meditation-posture-for-beginners/,33,,PASS
https://echobuddha.com/meditation/mindfulness-in-daily-life/,33,,PASS
https://echobuddha.com/meditation/walking-meditation/,33,,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,33,,PASS
https://echobuddha.com/mindful-living/,78,,PASS
https://echobuddha.com/privacy-policy/,23,,PASS
https://echobuddha.com/quote-attribution-policy/,25,,PASS
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,46,,PASS
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,45,,PASS
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,45,,PASS
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,45,,PASS
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,45,,PASS
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,46,,PASS
https://echobuddha.com/quotes/awareness/,95,,PASS
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,45,,PASS
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,45,,PASS
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,45,,PASS
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,47,,PASS
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,45,,PASS
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,45,,PASS
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,46,,PASS
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,46,,PASS
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,45,,PASS
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,45,,PASS
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,45,,PASS
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,45,,PASS
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,45,,PASS
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,45,,PASS
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,46,,PASS
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,46,,PASS
https://echobuddha.com/quotes/compassion/,95,,PASS
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,46,,PASS
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,45,,PASS
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,45,,PASS
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,45,,PASS
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,46,,PASS
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,45,,PASS
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,45,,PASS
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,45,,PASS
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,45,,PASS
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,45,,PASS
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,45,,PASS
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,45,,PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,46,,PASS
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,45,,PASS
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,45,,PASS
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,45,,PASS
https://echobuddha.com/quotes/impermanence/,83,,PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,46,,PASS
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,45,,PASS
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,45,,PASS
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,45,,PASS
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,45,,PASS
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,45,,PASS
https://echobuddha.com/quotes/,506,,PASS
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,45,,PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,47,,PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,46,,PASS
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,45,,PASS
https://echobuddha.com/quotes/letting-go/,97,,PASS
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,45,,PASS
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,45,,PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,47,,PASS
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,45,,PASS
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,45,,PASS
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,45,,PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,47,,PASS
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,45,,PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,46,,PASS
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,45,,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,45,,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,45,,PASS
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,45,,PASS
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,45,,PASS
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,45,,PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,46,,PASS
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,45,,PASS
https://echobuddha.com/quotes/meditation/,89,,PASS
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,45,,PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,47,,PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,46,,PASS
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,45,,PASS
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,45,,PASS
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,45,,PASS
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,45,,PASS
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,45,,PASS
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,45,,PASS
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,45,,PASS
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,45,,PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,45,,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,46,,PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,45,,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,46,,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,46,,PASS
https://echobuddha.com/quotes/mindfulness/,98,,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,46,,PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,45,,PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,45,,PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,45,,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,46,,PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,45,,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,47,,PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,45,,PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,45,,PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,45,,PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,45,,PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,45,,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,46,,PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,45,,PASS
https://echobuddha.com/quotes/patience/,88,,PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,45,,PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,45,,PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,45,,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,46,,PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,45,,PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,45,,PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,45,,PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,45,,PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,45,,PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,45,,PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,45,,PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,45,,PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,45,,PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,45,,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,47,,PASS
https://echobuddha.com/quotes/practice/,92,,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,47,,PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,45,,PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,46,,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,47,,PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,45,,PASS
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,45,,PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,45,,PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,45,,PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,45,,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,45,,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,45,,PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,45,,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,47,,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,45,,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,45,,PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,45,,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,47,,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,47,,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,45,,PASS
https://echobuddha.com/quotes/renewal/,92,,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,45,,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,46,,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,45,,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,45,,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,45,,PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,45,,PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,45,,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,46,,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,47,,PASS
https://echobuddha.com/quotes/wisdom/,104,,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,47,,PASS
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,45,,PASS
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,45,,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,46,,PASS
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,45,,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,46,,PASS
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,45,,PASS
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,45,,PASS
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,46,,PASS
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,45,,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,45,,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,45,,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,46,,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,45,,PASS
https://echobuddha.com/quotes/wisdom/wise-silence/,46,,PASS
https://echobuddha.com/search/,37,,PASS
https://echobuddha.com/start-here/,59,,PASS
https://echobuddha.com/terms-of-use/,23,,PASS
https://echobuddha.com/tools/,48,,PASS
