URL,Current indexable?,In current sitemap?,In forensic sitemap?,Result
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,No,No,Yes,PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,No,No,Yes,PASS
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,No,No,Yes,PASS
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,No,No,No,PASS
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,No,No,Yes,PASS
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,No,No,Yes,PASS
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,No,No,Yes,PASS
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,No,No,No,PASS
https://echobuddha.com/quotes/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,No,No,Yes,PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,No,No,Yes,PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,No,No,Yes,PASS
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,No,No,Yes,PASS
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,No,No,Yes,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,No,No,No,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,No,No,Yes,PASS
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,No,No,Yes,PASS
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,No,No,No,PASS
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,No,No,No,PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,No,No,Yes,PASS
https://echobuddha.com/quotes/meditation/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,No,No,Yes,PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,No,No,Yes,PASS
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,No,No,No,PASS
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,No,No,Yes,PASS
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,No,No,No,PASS
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,No,No,Yes,PASS
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,No,No,Yes,PASS
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/mindfulness/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,No,No,Yes,PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,No,No,Yes,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,No,No,Yes,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,No,No,Yes,PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,No,No,No,PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,No,No,Yes,PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,No,No,No,PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,No,No,Yes,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,No,No,Yes,PASS
https://echobuddha.com/quotes/patience/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,No,No,Yes,PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,No,No,Yes,PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,No,No,No,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,No,No,No,PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,No,No,No,PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,No,No,No,PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,No,No,Yes,PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,No,No,Yes,PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,No,No,No,PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,No,No,No,PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,No,No,No,PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,No,No,No,PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,No,No,Yes,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/practice/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,No,No,Yes,PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,No,No,Yes,PASS
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,No,No,No,PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,No,No,Yes,PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,No,No,Yes,PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,No,No,Yes,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,No,No,No,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,No,No,Yes,PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,No,No,Yes,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,No,No,Yes,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,No,No,No,PASS
