URL,Phase 3 intended action,Phase 3 intended index,Current actual index,Phase 3 intended sitemap,Current actual sitemap,Drift?,Result
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,HUMAN_REVIEW,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,HUMAN_REVIEW,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/eightfold-path/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/four-noble-truths/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/questions-about-buddhism/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/,HUMAN_REVIEW,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,HUMAN_REVIEW,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,HUMAN_REVIEW,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,HUMAN_REVIEW,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,HUMAN_REVIEW,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,HUMAN_REVIEW,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,HUMAN_REVIEW,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,HUMAN_REVIEW,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation-guide/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation-safety/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation/10-minute-meditation-practice/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation/5-minute-meditation-practice/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation/breathing-meditation/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation/loving-kindness-meditation/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation/meditation-for-beginners/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation/meditation-posture-for-beginners/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation/mindfulness-in-daily-life/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation/walking-meditation/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/mindful-living/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/privacy-policy/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quote-attribution-policy/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/awareness/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/compassion/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
