URL,Page family,Repository status,Production baseline status,Expected status,Canonical,Index state,Parity,Evidence
/articles/creating-a-peaceful-corner-at-home/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/dhamma-vs-dharma/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/dhamma-vs-dharma/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/dhammapada-reflection-trained-mind/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/dhammapada-reflection-what-we-think/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/dhammapada-verse-1-meaning/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/eightfold-path-explained-daily-life/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/eightfold-path-explained/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/eightfold-path-explained/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/equanimity-in-buddhism/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/equanimity-in-buddhism/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/first-week-buddhist-practice/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/first-week-buddhist-practice/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/five-precepts-in-daily-life/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/five-precepts-in-daily-life/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/four-noble-truths-explained-simply/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/four-noble-truths-explained-simply/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/four-noble-truths-explained/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/four-noble-truths-explained/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/how-to-let-go-of-attachment-in-buddhism/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/how-to-meditate-for-anxiety/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/how-to-meditate-for-beginners/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/how-to-meditate-for-beginners/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/how-to-practice-non-attachment/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/how-to-practice-non-attachment/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/impermanence-in-buddhism-letting-go/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/impermanence-in-buddhism/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/impermanence-in-buddhism/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/letting-go-without-giving-up/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/letting-go-without-giving-up/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/loving-kindness-meditation-beginners/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/loving-kindness-meditation-guide/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/loving-kindness-meditation-guide/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/metta-meditation-script/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/metta-meditation-script/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/mindful-email-and-texting/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/mindful-email-and-texting/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/mindful-listening-in-everyday-life/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/mindfulness-for-better-sleep/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/mindfulness-for-better-sleep/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/mindfulness-morning-routine/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/mindfulness-morning-routine/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/mindfulness-of-breathing-guide/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/mindfulness-vs-meditation/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/mindfulness-vs-meditation/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/noble-eightfold-path-practical-guide/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/non-attachment-in-relationships/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/non-attachment-in-relationships/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/right-livelihood-modern-life/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/right-livelihood-modern-life/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/right-speech-buddhism/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/right-speech-buddhism/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/right-speech-examples/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/right-speech-examples/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/three-poisons-buddhism-explained/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/three-poisons-buddhism-explained/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/three-ways-to-practice-patience/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/three-ways-to-practice-patience/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/visiting-a-buddhist-temple-respectfully/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/walking-meditation-step-by-step/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/walking-meditation-step-by-step/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/what-is-buddhism-beginner-guide/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/what-is-karma-in-buddhism/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/what-is-karma-in-buddhism/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/articles/what-is-sangha-buddhist-community/,Article detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/authors/echo-buddha-editorial/,Trust/policy,built,reachable in Phase 7 parity,200,https://echobuddha.com/authors/echo-buddha-editorial/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/buddhist-sources-and-citations/,Trust/policy,built,reachable in Phase 7 parity,200,https://echobuddha.com/buddhist-sources-and-citations/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/contact/,Trust/policy,built,reachable in Phase 7 parity,200,https://echobuddha.com/contact/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/corrections/,Trust/policy,built,reachable in Phase 7 parity,200,https://echobuddha.com/corrections/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/anger-as-a-signal/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/anger-as-a-signal/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/begin-again-without-shame/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/begin-again-without-shame/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/compassion-begins-nearby/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/enough-for-this-moment/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/enough-for-this-moment/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/evening-release/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/evening-release/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/family-patience/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/family-patience/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/forgiveness-without-approval/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/gratitude-for-change/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/gratitude-for-change/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/gratitude-notices-enough/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/impermanence-softens-clinging/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/kindness-with-boundaries/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/let-the-feeling-pass/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/letting-go-keeps-care/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/listen-before-answering/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/listen-before-answering/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/metta-for-a-difficult-person/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/mindful-work/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/mindful-work/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/morning-intention/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/morning-intention/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/notice-before-fixing/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/notice-before-fixing/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/one-honest-breath/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/one-honest-breath/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/one-step-on-the-path/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/one-step-on-the-path/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/patience-before-anger-speaks/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/rest-without-escape/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/rest-without-escape/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/see-the-conditions/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/see-the-conditions/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/simple-goodwill/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/simple-goodwill/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/small-actions-shape-the-mind/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/soften-the-inner-argument/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/speech-can-reduce-suffering/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/the-first-truth-is-kind/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/thoughts-are-visitors/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/today/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/today/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/daily-reflections/walking-as-practice/,Daily reflection,built,reachable in Phase 7 parity,200,https://echobuddha.com/daily-reflections/walking-as-practice/,noindex,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/disclaimer/,Trust/policy,built,reachable in Phase 7 parity,200,https://echobuddha.com/disclaimer/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/editorial-policy/,Trust/policy,built,reachable in Phase 7 parity,200,https://echobuddha.com/editorial-policy/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/how-echo-buddha-creates-content/,Trust/policy,built,reachable in Phase 7 parity,200,https://echobuddha.com/how-echo-buddha-creates-content/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/,Learning,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/,Learning,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/a-simple-daily-buddhist-practice/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/dependent-origination-explained/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/five-aggregates-buddhism/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/five-hindrances-in-buddhism/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/five-precepts-buddhism/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/four-brahmaviharas/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/how-to-practice-buddhism-at-home/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/middle-way-explained-for-beginners/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/right-livelihood-buddhism/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/the-four-noble-truths-explained/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/the-noble-eightfold-path-explained/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/the-three-jewels-explained/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/three-marks-of-existence/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/threefold-training-sila-samadhi-panna/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/what-is-buddhism/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/what-is-impermanence/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/what-is-karma-in-buddhism/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/what-is-mindfulness/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-101/who-was-the-buddha/,Buddhism 101 detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhism-for-beginners/,Learning,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhism-for-beginners/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/,Learning,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/anatta/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/anatta/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/anicca/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/anicca/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/compassion/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/compassion/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/dhamma/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/dukkha/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/karma/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/karma/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/karuna/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/karuna/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/metta/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/metta/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/mindfulness/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/nirvana/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/pali-canon/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/sangha/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/sangha/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/sati/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/sati/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-dictionary/sutta/,Dictionary detail,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-dictionary/sutta/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
/learn/buddhist-resources/,Learning,built,reachable in Phase 7 parity,200,https://echobuddha.com/learn/buddhist-resources/,indexable,PASS LIVE PHASE 8,Phase 8 post-deploy full parity
