URL,Page family,Index state,Canonical,In sitemap,Robots meta,Issue,Action,Validation
/articles/category/reflection/,Article category,indexable,https://echobuddha.com/articles/category/reflection/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/compassion-as-a-daily-discipline/,Article detail,indexable,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/compassion-in-buddhism-beginner-guide/,Article detail,indexable,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/compassion-with-boundaries/,Article detail,indexable,https://echobuddha.com/articles/compassion-with-boundaries/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/creating-a-peaceful-corner-at-home/,Article detail,indexable,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/dhamma-vs-dharma/,Article detail,indexable,https://echobuddha.com/articles/dhamma-vs-dharma/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/dhammapada-reflection-trained-mind/,Article detail,indexable,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/dhammapada-reflection-what-we-think/,Article detail,indexable,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/dhammapada-verse-1-meaning/,Article detail,indexable,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/eightfold-path-explained-daily-life/,Article detail,indexable,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/eightfold-path-explained/,Article detail,indexable,https://echobuddha.com/articles/eightfold-path-explained/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/equanimity-in-buddhism/,Article detail,indexable,https://echobuddha.com/articles/equanimity-in-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/first-week-buddhist-practice/,Article detail,indexable,https://echobuddha.com/articles/first-week-buddhist-practice/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/five-precepts-in-daily-life/,Article detail,indexable,https://echobuddha.com/articles/five-precepts-in-daily-life/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/four-noble-truths-explained-simply/,Article detail,indexable,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/four-noble-truths-explained/,Article detail,indexable,https://echobuddha.com/articles/four-noble-truths-explained/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/how-to-let-go-of-attachment-in-buddhism/,Article detail,indexable,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/how-to-meditate-for-anxiety/,Article detail,indexable,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/how-to-meditate-for-beginners/,Article detail,indexable,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/how-to-practice-non-attachment/,Article detail,indexable,https://echobuddha.com/articles/how-to-practice-non-attachment/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/impermanence-in-buddhism-letting-go/,Article detail,indexable,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/impermanence-in-buddhism/,Article detail,indexable,https://echobuddha.com/articles/impermanence-in-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/letting-go-without-giving-up/,Article detail,indexable,https://echobuddha.com/articles/letting-go-without-giving-up/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/loving-kindness-meditation-beginners/,Article detail,indexable,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/loving-kindness-meditation-guide/,Article detail,indexable,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/metta-meditation-script/,Article detail,indexable,https://echobuddha.com/articles/metta-meditation-script/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/mindful-email-and-texting/,Article detail,indexable,https://echobuddha.com/articles/mindful-email-and-texting/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/mindful-listening-in-everyday-life/,Article detail,indexable,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/mindfulness-for-better-sleep/,Article detail,indexable,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/mindfulness-morning-routine/,Article detail,indexable,https://echobuddha.com/articles/mindfulness-morning-routine/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/mindfulness-of-breathing-guide/,Article detail,indexable,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/mindfulness-vs-meditation/,Article detail,indexable,https://echobuddha.com/articles/mindfulness-vs-meditation/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/noble-eightfold-path-practical-guide/,Article detail,indexable,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/non-attachment-in-relationships/,Article detail,indexable,https://echobuddha.com/articles/non-attachment-in-relationships/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/right-livelihood-modern-life/,Article detail,indexable,https://echobuddha.com/articles/right-livelihood-modern-life/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/right-speech-buddhism/,Article detail,indexable,https://echobuddha.com/articles/right-speech-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/right-speech-examples/,Article detail,indexable,https://echobuddha.com/articles/right-speech-examples/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/three-poisons-buddhism-explained/,Article detail,indexable,https://echobuddha.com/articles/three-poisons-buddhism-explained/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/three-ways-to-practice-patience/,Article detail,indexable,https://echobuddha.com/articles/three-ways-to-practice-patience/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/visiting-a-buddhist-temple-respectfully/,Article detail,indexable,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/walking-meditation-step-by-step/,Article detail,indexable,https://echobuddha.com/articles/walking-meditation-step-by-step/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/what-is-buddhism-beginner-guide/,Article detail,indexable,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/what-is-karma-in-buddhism/,Article detail,indexable,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/articles/what-is-sangha-buddhist-community/,Article detail,indexable,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/authors/echo-buddha-editorial/,Trust/policy,indexable,https://echobuddha.com/authors/echo-buddha-editorial/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/buddhist-sources-and-citations/,Trust/policy,indexable,https://echobuddha.com/buddhist-sources-and-citations/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/contact/,Trust/policy,indexable,https://echobuddha.com/contact/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/corrections/,Trust/policy,indexable,https://echobuddha.com/corrections/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/,Daily reflection,indexable,https://echobuddha.com/daily-reflections/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/anger-as-a-signal/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/anger-as-a-signal/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/begin-again-without-shame/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/begin-again-without-shame/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/compassion-begins-nearby/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/compassion-begins-nearby/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/enough-for-this-moment/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/enough-for-this-moment/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/evening-release/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/evening-release/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/family-patience/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/family-patience/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/forgiveness-without-approval/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/forgiveness-without-approval/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/gratitude-for-change/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/gratitude-for-change/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/gratitude-notices-enough/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/gratitude-notices-enough/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/impermanence-softens-clinging/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/kindness-with-boundaries/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/kindness-with-boundaries/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/let-the-feeling-pass/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/let-the-feeling-pass/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/letting-go-keeps-care/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/letting-go-keeps-care/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/listen-before-answering/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/listen-before-answering/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/metta-for-a-difficult-person/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/mindful-work/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/mindful-work/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/morning-intention/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/morning-intention/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/notice-before-fixing/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/notice-before-fixing/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/one-honest-breath/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/one-honest-breath/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/one-step-on-the-path/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/one-step-on-the-path/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/patience-before-anger-speaks/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/rest-without-escape/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/rest-without-escape/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/see-the-conditions/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/see-the-conditions/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/simple-goodwill/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/simple-goodwill/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/small-actions-shape-the-mind/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/soften-the-inner-argument/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/soften-the-inner-argument/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/speech-can-reduce-suffering/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/the-first-truth-is-kind/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/thoughts-are-visitors/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/thoughts-are-visitors/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/today/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/today/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/daily-reflections/walking-as-practice/,Daily reflection,"noindex, follow",https://echobuddha.com/daily-reflections/walking-as-practice/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/disclaimer/,Trust/policy,indexable,https://echobuddha.com/disclaimer/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/editorial-policy/,Trust/policy,indexable,https://echobuddha.com/editorial-policy/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/how-echo-buddha-creates-content/,Trust/policy,indexable,https://echobuddha.com/how-echo-buddha-creates-content/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/,Learning,indexable,https://echobuddha.com/learn/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/,Learning,indexable,https://echobuddha.com/learn/buddhism-101/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/a-simple-daily-buddhist-practice/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/dependent-origination-explained/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/five-aggregates-buddhism/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/five-hindrances-in-buddhism/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/five-precepts-buddhism/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/four-brahmaviharas/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/how-to-practice-buddhism-at-home/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/middle-way-explained-for-beginners/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/right-livelihood-buddhism/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/the-four-noble-truths-explained/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/the-noble-eightfold-path-explained/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/the-three-jewels-explained/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/three-marks-of-existence/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/threefold-training-sila-samadhi-panna/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/what-is-buddhism/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/what-is-impermanence/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/what-is-karma-in-buddhism/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/what-is-mindfulness/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-101/who-was-the-buddha/,Buddhism 101 detail,indexable,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhism-for-beginners/,Learning,indexable,https://echobuddha.com/learn/buddhism-for-beginners/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/,Learning,indexable,https://echobuddha.com/learn/buddhist-dictionary/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/anatta/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/anatta/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/anicca/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/anicca/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/compassion/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/compassion/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/dhamma/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/dukkha/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/karma/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/karma/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/karuna/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/karuna/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/metta/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/metta/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/mindfulness/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/nirvana/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/pali-canon/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/sangha/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/sangha/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/sati/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/sati/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-dictionary/sutta/,Dictionary detail,indexable,https://echobuddha.com/learn/buddhist-dictionary/sutta/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/buddhist-resources/,Learning,indexable,https://echobuddha.com/learn/buddhist-resources/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/dhammapada-reflections/,Learning,indexable,https://echobuddha.com/learn/dhammapada-reflections/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,Dhammapada reflection,indexable,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Dhammapada reflection,indexable,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Dhammapada reflection,indexable,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Dhammapada reflection,indexable,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/dhammapada-reflections/the-mind-leads-all-things/,Dhammapada reflection,indexable,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/eightfold-path/,Learning,indexable,https://echobuddha.com/learn/eightfold-path/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/four-noble-truths/,Learning,indexable,https://echobuddha.com/learn/four-noble-truths/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/questions-about-buddhism/,Learning,indexable,https://echobuddha.com/learn/questions-about-buddhism/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/sutta-for-daily-life/,Learning,indexable,https://echobuddha.com/learn/sutta-for-daily-life/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,Sutta guide,indexable,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,Sutta guide,indexable,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,Sutta guide,indexable,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,Sutta guide,indexable,https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,Sutta guide,indexable,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,Sutta guide,indexable,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/learn/sutta-for-daily-life/right-speech-in-daily-life/,Sutta guide,indexable,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/meditation-guide/,Hub/orientation,indexable,https://echobuddha.com/meditation-guide/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/meditation-safety/,Hub/orientation,indexable,https://echobuddha.com/meditation-safety/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/meditation/,Meditation,indexable,https://echobuddha.com/meditation/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
