URL,Canonical,Canonical count,Host correct?,Self canonical?,Index state,Issue,Action,Validation
/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/dhammapada-verse-1-meaning/,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/eightfold-path-explained/,https://echobuddha.com/articles/eightfold-path-explained/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/equanimity-in-buddhism/,https://echobuddha.com/articles/equanimity-in-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/first-week-buddhist-practice/,https://echobuddha.com/articles/first-week-buddhist-practice/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/five-precepts-in-daily-life/,https://echobuddha.com/articles/five-precepts-in-daily-life/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/four-noble-truths-explained/,https://echobuddha.com/articles/four-noble-truths-explained/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/how-to-meditate-for-beginners/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/how-to-practice-non-attachment/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/impermanence-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/letting-go-without-giving-up/,https://echobuddha.com/articles/letting-go-without-giving-up/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/metta-meditation-script/,https://echobuddha.com/articles/metta-meditation-script/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/mindful-email-and-texting/,https://echobuddha.com/articles/mindful-email-and-texting/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/mindfulness-morning-routine/,https://echobuddha.com/articles/mindfulness-morning-routine/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindfulness-vs-meditation/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/non-attachment-in-relationships/,https://echobuddha.com/articles/non-attachment-in-relationships/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/right-livelihood-modern-life/,https://echobuddha.com/articles/right-livelihood-modern-life/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/right-speech-buddhism/,https://echobuddha.com/articles/right-speech-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/right-speech-examples/,https://echobuddha.com/articles/right-speech-examples/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/three-poisons-buddhism-explained/,https://echobuddha.com/articles/three-poisons-buddhism-explained/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/three-ways-to-practice-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/visiting-a-buddhist-temple-respectfully/,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/walking-meditation-step-by-step/,https://echobuddha.com/articles/walking-meditation-step-by-step/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,1,Yes,Yes,indexable,None,Preserve,PASS
/authors/echo-buddha-editorial/,https://echobuddha.com/authors/echo-buddha-editorial/,1,Yes,Yes,indexable,None,Preserve,PASS
/buddhist-sources-and-citations/,https://echobuddha.com/buddhist-sources-and-citations/,1,Yes,Yes,indexable,None,Preserve,PASS
/contact/,https://echobuddha.com/contact/,1,Yes,Yes,indexable,None,Preserve,PASS
/corrections/,https://echobuddha.com/corrections/,1,Yes,Yes,indexable,None,Preserve,PASS
/daily-reflections/,https://echobuddha.com/daily-reflections/,1,Yes,Yes,indexable,None,Preserve,PASS
/daily-reflections/anger-as-a-signal/,https://echobuddha.com/daily-reflections/anger-as-a-signal/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/begin-again-without-shame/,https://echobuddha.com/daily-reflections/begin-again-without-shame/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/compassion-begins-nearby/,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/enough-for-this-moment/,https://echobuddha.com/daily-reflections/enough-for-this-moment/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/evening-release/,https://echobuddha.com/daily-reflections/evening-release/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/family-patience/,https://echobuddha.com/daily-reflections/family-patience/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/forgiveness-without-approval/,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/gratitude-for-change/,https://echobuddha.com/daily-reflections/gratitude-for-change/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/gratitude-notices-enough/,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/impermanence-softens-clinging/,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/kindness-with-boundaries/,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/let-the-feeling-pass/,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/letting-go-keeps-care/,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/listen-before-answering/,https://echobuddha.com/daily-reflections/listen-before-answering/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/metta-for-a-difficult-person/,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/mindful-work/,https://echobuddha.com/daily-reflections/mindful-work/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/morning-intention/,https://echobuddha.com/daily-reflections/morning-intention/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/notice-before-fixing/,https://echobuddha.com/daily-reflections/notice-before-fixing/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/one-honest-breath/,https://echobuddha.com/daily-reflections/one-honest-breath/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/one-step-on-the-path/,https://echobuddha.com/daily-reflections/one-step-on-the-path/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/patience-before-anger-speaks/,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/rest-without-escape/,https://echobuddha.com/daily-reflections/rest-without-escape/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/see-the-conditions/,https://echobuddha.com/daily-reflections/see-the-conditions/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/simple-goodwill/,https://echobuddha.com/daily-reflections/simple-goodwill/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/small-actions-shape-the-mind/,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/soften-the-inner-argument/,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/speech-can-reduce-suffering/,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/the-first-truth-is-kind/,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/thoughts-are-visitors/,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/today/,https://echobuddha.com/daily-reflections/today/,1,Yes,Yes,noindex,None,Preserve,PASS
/daily-reflections/walking-as-practice/,https://echobuddha.com/daily-reflections/walking-as-practice/,1,Yes,Yes,noindex,None,Preserve,PASS
/disclaimer/,https://echobuddha.com/disclaimer/,1,Yes,Yes,indexable,None,Preserve,PASS
/editorial-policy/,https://echobuddha.com/editorial-policy/,1,Yes,Yes,indexable,None,Preserve,PASS
/how-echo-buddha-creates-content/,https://echobuddha.com/how-echo-buddha-creates-content/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/,https://echobuddha.com/learn/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/four-brahmaviharas/,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/middle-way-explained-for-beginners/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/threefold-training-sila-samadhi-panna/,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-101/who-was-the-buddha/,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-for-beginners/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/anatta/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/buddhist-dictionary/anicca/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/compassion/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/karma/,https://echobuddha.com/learn/buddhist-dictionary/karma/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/karuna/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/buddhist-dictionary/metta/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/nirvana/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/sangha/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/sati/,https://echobuddha.com/learn/buddhist-dictionary/sati/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-dictionary/sutta/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/buddhist-resources/,https://echobuddha.com/learn/buddhist-resources/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/dhammapada-reflections/the-mind-leads-all-things/,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/eightfold-path/,https://echobuddha.com/learn/eightfold-path/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/four-noble-truths/,https://echobuddha.com/learn/four-noble-truths/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/questions-about-buddhism/,https://echobuddha.com/learn/questions-about-buddhism/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/sutta-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,1,Yes,Yes,indexable,None,Preserve,PASS
/learn/sutta-for-daily-life/right-speech-in-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation-guide/,https://echobuddha.com/meditation-guide/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation-safety/,https://echobuddha.com/meditation-safety/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation/,https://echobuddha.com/meditation/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation/10-minute-meditation-practice/,https://echobuddha.com/meditation/10-minute-meditation-practice/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation/5-minute-meditation-practice/,https://echobuddha.com/meditation/5-minute-meditation-practice/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation/breathing-meditation/,https://echobuddha.com/meditation/breathing-meditation/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation/loving-kindness-meditation/,https://echobuddha.com/meditation/loving-kindness-meditation/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation/meditation-for-beginners/,https://echobuddha.com/meditation/meditation-for-beginners/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation/meditation-posture-for-beginners/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation/mindfulness-in-daily-life/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation/walking-meditation/,https://echobuddha.com/meditation/walking-meditation/,1,Yes,Yes,indexable,None,Preserve,PASS
/meditation/when-meditation-feels-hard/,https://echobuddha.com/meditation/when-meditation-feels-hard/,1,Yes,Yes,indexable,None,Preserve,PASS
/mindful-living/,https://echobuddha.com/mindful-living/,1,Yes,Yes,indexable,None,Preserve,PASS
/privacy-policy/,https://echobuddha.com/privacy-policy/,1,Yes,Yes,indexable,None,Preserve,PASS
/quote-attribution-policy/,https://echobuddha.com/quote-attribution-policy/,1,Yes,Yes,indexable,None,Preserve,PASS
/quotes/,https://echobuddha.com/quotes/,1,Yes,Yes,indexable,None,Preserve,PASS
/quotes/awareness/,https://echobuddha.com/quotes/awareness/,1,Yes,Yes,indexable,None,Preserve,PASS
/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,1,Yes,Yes,indexable,None,Preserve,PASS
/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,1,Yes,Yes,indexable,None,Preserve,PASS
/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,1,Yes,Yes,indexable,None,Preserve,PASS
/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,1,Yes,Yes,indexable,None,Preserve,PASS
/quotes/awareness/thoughts-pass-without-commanding-you/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,1,Yes,Yes,indexable,None,Preserve,PASS
/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/compassion/,https://echobuddha.com/quotes/compassion/,1,Yes,Yes,indexable,None,Preserve,PASS
/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,1,Yes,Yes,noindex,None,Preserve,PASS
/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,1,Yes,Yes,noindex,None,Preserve,PASS
