URL,Page family,JSON-LD blocks,Parse valid?,Visible-content consistency,Issue,Action,Validation
/articles/how-to-practice-non-attachment/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/impermanence-in-buddhism-letting-go/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/impermanence-in-buddhism/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/letting-go-without-giving-up/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/loving-kindness-meditation-beginners/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/loving-kindness-meditation-guide/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/metta-meditation-script/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/mindful-email-and-texting/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/mindful-listening-in-everyday-life/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/mindfulness-for-better-sleep/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/mindfulness-morning-routine/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/mindfulness-of-breathing-guide/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/mindfulness-vs-meditation/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/noble-eightfold-path-practical-guide/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/non-attachment-in-relationships/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/right-livelihood-modern-life/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/right-speech-buddhism/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/right-speech-examples/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/three-poisons-buddhism-explained/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/three-ways-to-practice-patience/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/visiting-a-buddhist-temple-respectfully/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/walking-meditation-step-by-step/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/what-is-buddhism-beginner-guide/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/what-is-karma-in-buddhism/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/articles/what-is-sangha-buddhist-community/,Article detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/authors/echo-buddha-editorial/,Trust/policy,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/buddhist-sources-and-citations/,Trust/policy,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/contact/,Trust/policy,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/corrections/,Trust/policy,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/anger-as-a-signal/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/begin-again-without-shame/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/compassion-begins-nearby/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/enough-for-this-moment/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/evening-release/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/family-patience/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/forgiveness-without-approval/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/gratitude-for-change/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/gratitude-notices-enough/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/impermanence-softens-clinging/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/kindness-with-boundaries/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/let-the-feeling-pass/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/letting-go-keeps-care/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/listen-before-answering/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/metta-for-a-difficult-person/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/mindful-work/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/morning-intention/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/notice-before-fixing/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/one-honest-breath/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/one-step-on-the-path/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/patience-before-anger-speaks/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/rest-without-escape/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/see-the-conditions/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/simple-goodwill/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/small-actions-shape-the-mind/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/soften-the-inner-argument/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/speech-can-reduce-suffering/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/the-first-truth-is-kind/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/thoughts-are-visitors/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/today/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/daily-reflections/walking-as-practice/,Daily reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/disclaimer/,Trust/policy,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/editorial-policy/,Trust/policy,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/how-echo-buddha-creates-content/,Trust/policy,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/,Learning,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/,Learning,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/a-simple-daily-buddhist-practice/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/dependent-origination-explained/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/five-aggregates-buddhism/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/five-hindrances-in-buddhism/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/five-precepts-buddhism/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/four-brahmaviharas/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/how-to-practice-buddhism-at-home/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/middle-way-explained-for-beginners/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/right-livelihood-buddhism/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/the-four-noble-truths-explained/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/the-noble-eightfold-path-explained/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/the-three-jewels-explained/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/three-marks-of-existence/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/threefold-training-sila-samadhi-panna/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/what-is-buddhism/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/what-is-impermanence/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/what-is-karma-in-buddhism/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/what-is-mindfulness/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-101/who-was-the-buddha/,Buddhism 101 detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhism-for-beginners/,Learning,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/,Learning,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/anatta/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/anicca/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/compassion/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/dhamma/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/dukkha/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/karma/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/karuna/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/metta/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/mindfulness/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/nirvana/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/pali-canon/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/sangha/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/sati/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-dictionary/sutta/,Dictionary detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/buddhist-resources/,Learning,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/dhammapada-reflections/,Learning,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,Dhammapada reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Dhammapada reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Dhammapada reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Dhammapada reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/dhammapada-reflections/the-mind-leads-all-things/,Dhammapada reflection,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/eightfold-path/,Learning,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/four-noble-truths/,Learning,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/questions-about-buddhism/,Learning,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/sutta-for-daily-life/,Learning,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,Sutta guide,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,Sutta guide,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,Sutta guide,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,Sutta guide,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,Sutta guide,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,Sutta guide,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/learn/sutta-for-daily-life/right-speech-in-daily-life/,Sutta guide,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation-guide/,Hub/orientation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation-safety/,Hub/orientation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation/,Meditation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation/10-minute-meditation-practice/,Meditation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation/5-minute-meditation-practice/,Meditation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation/breathing-meditation/,Meditation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation/loving-kindness-meditation/,Meditation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation/meditation-for-beginners/,Meditation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation/meditation-posture-for-beginners/,Meditation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation/mindfulness-in-daily-life/,Meditation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation/walking-meditation/,Meditation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/meditation/when-meditation-feels-hard/,Meditation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/mindful-living/,Hub/orientation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/privacy-policy/,Trust/policy,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quote-attribution-policy/,Trust/policy,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/,Quote hub,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/,Quote hub,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/acceptance-before-next-step/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/feelings-without-the-wheel/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/one-breath-before-anger-replies/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/thoughts-are-visitors/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/thoughts-pass-without-commanding-you/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/,Quote hub,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/compassion-sees-pain-clearly/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/gentle-self-compassion/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/kindness-as-quiet-practice/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/loving-kindness-without-harm/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/,Quote hub,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/change-is-how-life-continues/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/meet-change-softly/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/,Quote hub,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/caring-without-clinging/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/forgiveness-without-approving-harm/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/open-hands-non-attachment/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/soften-around-stress/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/where-attachment-begins/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/,Quote hub,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/few-quiet-minutes/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
