URL,route,family,intended_state,expected_http_status,robots,canonical,expected_canonical,sitemap,title,h1,schema_types,schema_valid,date_order_valid,source,redirect_target,expected_content_type
https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,/articles/buddhist-teachings-on-forgiveness/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,YES,Buddhist Teachings on Forgiveness and Letting Go | Echo Buddha,Buddhist Teachings on Forgiveness: Letting Go Without Excusing Harm,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,/articles/buddhist-teachings-on-impermanence/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,YES,Buddhist Teachings on Impermanence | Echo Buddha,Buddhist Teachings on Impermanence and Change,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,/articles/buddhist-wisdom-for-overthinking/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,YES,Buddhist Wisdom for Overthinking and a Busy Mind | Echo Buddha,Buddhist Wisdom for Overthinking: How to Calm a Busy Mind,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/category/buddhist-wisdom/,/articles/category/buddhist-wisdom/,ARTICLE_NAVIGATION,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/category/buddhist-wisdom/,https://echobuddha.com/articles/category/buddhist-wisdom/,YES,Buddhist Wisdom Articles | Echo Buddha,Buddhist Wisdom Articles,CollectionPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/category/meditation/,/articles/category/meditation/,ARTICLE_NAVIGATION,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/category/meditation/,https://echobuddha.com/articles/category/meditation/,YES,Meditation Articles | Echo Buddha,Meditation Articles,CollectionPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/category/mindfulness/,/articles/category/mindfulness/,ARTICLE_NAVIGATION,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/category/mindfulness/,https://echobuddha.com/articles/category/mindfulness/,YES,Mindfulness Articles | Echo Buddha,Mindfulness Articles,CollectionPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/category/practice/,/articles/category/practice/,ARTICLE_NAVIGATION,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/category/practice/,https://echobuddha.com/articles/category/practice/,YES,Practice Articles | Echo Buddha,Practice Articles,CollectionPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/category/reflection/,/articles/category/reflection/,ARTICLE_NAVIGATION,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/category/reflection/,https://echobuddha.com/articles/category/reflection/,YES,Reflection Articles | Echo Buddha,Reflection Articles,CollectionPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,/articles/compassion-as-a-daily-discipline/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,YES,Compassion as a Daily Buddhist Practice | Echo Buddha,Compassion as a Daily Discipline,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,/articles/compassion-in-buddhism-beginner-guide/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,YES,Compassion in Buddhism: Beginner Guide and Daily Practice | Echo Buddha,Compassion in Buddhism: A Beginner&#39;s Guide,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/compassion-with-boundaries/,/articles/compassion-with-boundaries/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/articles/compassion-with-boundaries/,YES,Compassion With Boundaries in Buddhist Practice | Echo Buddha,Compassion With Boundaries,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,/articles/creating-a-peaceful-corner-at-home/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,YES,Create a Peaceful Meditation Corner | Echo Buddha,Creating a Peaceful Corner at Home,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/dhamma-vs-dharma/,/articles/dhamma-vs-dharma/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/dhamma-vs-dharma/,https://echobuddha.com/articles/dhamma-vs-dharma/,YES,Dhamma vs Dharma: Buddhist Meaning and Spelling | Echo Buddha,Dhamma vs Dharma: What Is the Difference?,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,/articles/dhammapada-reflection-trained-mind/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,YES,Dhammapada Reflection on a Trained Mind and Peace | Echo Buddha,Dhammapada Reflection: A Trained Mind Brings Peace,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,/articles/dhammapada-reflection-what-we-think/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,YES,"Dhammapada What We Think: Translation, Paraphrase, Reflection | Echo Buddha","Dhammapada Reflection: What We Think, We Become",BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,/articles/dhammapada-verse-1-meaning/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/dhammapada-verse-1-meaning/,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,YES,Dhammapada Verse 1 Meaning and Translation Caution | Echo Buddha,Dhammapada Verse 1 Meaning and Translation Caution,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,/articles/eightfold-path-explained-daily-life/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,YES,Eightfold Path in Daily Life | Echo Buddha,The Noble Eightfold Path Explained for Daily Life,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/eightfold-path-explained/,/articles/eightfold-path-explained/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/eightfold-path-explained/,YES,The Noble Eightfold Path Explained for Beginners | Echo Buddha,The Noble Eightfold Path Explained for Beginners,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/equanimity-in-buddhism/,/articles/equanimity-in-buddhism/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/equanimity-in-buddhism/,https://echobuddha.com/articles/equanimity-in-buddhism/,YES,Equanimity in Buddhism: Balanced Care Without Numbness | Echo Buddha,Equanimity in Buddhism: Calm Without Indifference,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/first-week-buddhist-practice/,/articles/first-week-buddhist-practice/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/articles/first-week-buddhist-practice/,YES,First Week Buddhist Practice for Beginners | Echo Buddha,First Week Buddhist Practice for Beginners,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/five-precepts-in-daily-life/,/articles/five-precepts-in-daily-life/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/articles/five-precepts-in-daily-life/,YES,Five Precepts in Daily Life: Buddhist Ethics for Beginners | Echo Buddha,The Five Precepts in Daily Life: A Beginner&#39;s Guide to Buddhist Ethics,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/four-noble-truths-explained-simply/,/articles/four-noble-truths-explained-simply/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,YES,Four Noble Truths Explained Simply for Beginners | Echo Buddha,The Four Noble Truths Explained Simply,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/four-noble-truths-explained/,/articles/four-noble-truths-explained/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/four-noble-truths-explained/,YES,The Four Noble Truths Explained Simply | Echo Buddha,The Four Noble Truths Explained in Simple Everyday Language,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,/articles/how-to-let-go-of-attachment-in-buddhism/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,YES,How to Let Go of Attachment in Buddhism | Echo Buddha,How to Let Go of Attachment in Buddhism,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,/articles/how-to-meditate-for-anxiety/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,YES,How to Meditate for Anxiety Gently | Echo Buddha,How to Meditate for Anxiety Without Fighting Your Mind,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/how-to-meditate-for-beginners/,/articles/how-to-meditate-for-beginners/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,YES,How to Meditate for Beginners: Simple Buddhist Guide | Echo Buddha,How to Meditate for Beginners: A Simple Buddhist Guide,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/how-to-practice-non-attachment/,/articles/how-to-practice-non-attachment/,HISTORICAL_REDIRECT,PERMANENT_REDIRECT,301,NOT_APPLICABLE,,,NO,,,,,,BRANCH_OBSERVED_REDIRECT_CONFIG,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,/articles/impermanence-in-buddhism-letting-go/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,YES,Impermanence in Buddhism and How to Let Go Gently | Echo Buddha,Impermanence in Buddhism: Learning to Let Go Gently,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/impermanence-in-buddhism/,/articles/impermanence-in-buddhism/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism/,YES,Impermanence in Buddhism: Accepting Change Peacefully | Echo Buddha,Impermanence in Buddhism: Learning to Accept Change Peacefully,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/letting-go-without-giving-up/,/articles/letting-go-without-giving-up/,HISTORICAL_REDIRECT,PERMANENT_REDIRECT,301,NOT_APPLICABLE,,,NO,,,,,,BRANCH_OBSERVED_REDIRECT_CONFIG,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,/articles/loving-kindness-meditation-beginners/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,YES,Loving-Kindness Meditation for Beginners | Echo Buddha,Loving-Kindness Meditation for Beginners,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/loving-kindness-meditation-guide/,/articles/loving-kindness-meditation-guide/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,YES,Loving-Kindness Meditation Guide for Beginners | Echo Buddha,Loving-Kindness Meditation: A Gentle Practice Guide,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/metta-meditation-script/,/articles/metta-meditation-script/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/articles/metta-meditation-script/,YES,Metta Meditation Script for Loving-Kindness Practice | Echo Buddha,Metta Meditation Script: A Loving-Kindness Practice for Yourself and Others,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/mindful-email-and-texting/,/articles/mindful-email-and-texting/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/mindful-email-and-texting/,YES,Mindful Email and Texting with Buddhist Right Speech | Echo Buddha,Mindful Email and Texting,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,/articles/mindful-listening-in-everyday-life/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,YES,Mindful Listening in Everyday Life | Echo Buddha,Mindful Listening in Everyday Life,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/mindfulness-for-better-sleep/,/articles/mindfulness-for-better-sleep/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,YES,Mindfulness for Better Sleep | Echo Buddha,Mindfulness for Better Sleep: A Gentle Evening Practice,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/mindfulness-morning-routine/,/articles/mindfulness-morning-routine/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/articles/mindfulness-morning-routine/,YES,Mindful Morning Routine for Beginners | Echo Buddha,A Mindful Morning Routine for a Calmer Day,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,/articles/mindfulness-of-breathing-guide/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,YES,Mindfulness of Breathing Guide for Calm and Clarity | Echo Buddha,Mindfulness of Breathing: A Step-by-Step Guide,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/mindfulness-vs-meditation/,/articles/mindfulness-vs-meditation/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindfulness-vs-meditation/,YES,Mindfulness vs Meditation: Simple Beginner Guide | Echo Buddha,Mindfulness vs Meditation: What Is the Difference for Beginners?,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,/articles/noble-eightfold-path-practical-guide/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,YES,Noble Eightfold Path Practical Guide for Daily Life | Echo Buddha,The Noble Eightfold Path: A Practical Guide for Daily Life,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/non-attachment-in-relationships/,/articles/non-attachment-in-relationships/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/non-attachment-in-relationships/,https://echobuddha.com/articles/non-attachment-in-relationships/,YES,Non-Attachment in Relationships Without Becoming Cold | Echo Buddha,Non-Attachment in Relationships,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/right-livelihood-modern-life/,/articles/right-livelihood-modern-life/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/right-livelihood-modern-life/,https://echobuddha.com/articles/right-livelihood-modern-life/,YES,Right Livelihood in Modern Life: Buddhist Work Ethics | Echo Buddha,Right Livelihood in Modern Life: Buddhist Work Ethics Without Perfectionism,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/right-speech-buddhism/,/articles/right-speech-buddhism/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/right-speech-buddhism/,YES,"Right Speech in Buddhism: Meaning, Examples, and Practice | Echo Buddha",Right Speech in Buddhism: How to Speak with Kindness and Awareness,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/right-speech-examples/,/articles/right-speech-examples/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/right-speech-examples/,https://echobuddha.com/articles/right-speech-examples/,YES,Right Speech Examples for Everyday Life | Echo Buddha,Right Speech Examples for Everyday Life,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/three-poisons-buddhism-explained/,/articles/three-poisons-buddhism-explained/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://echobuddha.com/articles/three-poisons-buddhism-explained/,YES,"Three Poisons in Buddhism: Greed, Aversion, and Delusion | Echo Buddha","The Three Poisons in Buddhism: Greed, Hatred, and Delusion Explained",BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/three-ways-to-practice-patience/,/articles/three-ways-to-practice-patience/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,YES,Three Ways to Practice Patience | Echo Buddha,Three Ways to Practice Patience,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,/articles/visiting-a-buddhist-temple-respectfully/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,YES,Visiting a Buddhist Temple Respectfully: Beginner Guide | Echo Buddha,Visiting a Buddhist Temple Respectfully,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/walking-meditation-step-by-step/,/articles/walking-meditation-step-by-step/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/articles/walking-meditation-step-by-step/,YES,Walking Meditation: Step-by-Step Guide | Echo Buddha,Walking Meditation: A Step-by-Step Beginner&#39;s Guide,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,/articles/what-is-buddhism-beginner-guide/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,YES,What Is Buddhism? Beginner Guide to Buddhist Wisdom | Echo Buddha,What Is Buddhism? A Beginner-Friendly Guide,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/articles/what-is-karma-in-buddhism/,/articles/what-is-karma-in-buddhism/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,YES,How Karma Shapes Daily Choices in Buddhist Practice | Echo Buddha,How Karma Shapes Daily Choices in Buddhist Practice,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
