URL,search_protection,search_axis,phase_2_value_score,quality_axis,later_implication,query_ownership,backlink_status,confidence
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,SEO_P3_LIMITED,LOW_OR_EMERGING,63,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,SEO_P1_HIGH,HIGH,77,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/compassion-with-boundaries/,SEO_P2_EMERGING,LOW_OR_EMERGING,68,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,SEO_P2_EMERGING,LOW_OR_EMERGING,71,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/articles/dhamma-vs-dharma/,SEO_P1_HIGH,HIGH,63,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,SEO_P3_LIMITED,LOW_OR_EMERGING,58,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,SEO_P2_EMERGING,LOW_OR_EMERGING,65,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,SEO_P2_EMERGING,LOW_OR_EMERGING,65,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/eightfold-path-explained/,SEO_P2_EMERGING,LOW_OR_EMERGING,64,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,SEO_P2_EMERGING,LOW_OR_EMERGING,68,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/equanimity-in-buddhism/,SEO_P2_EMERGING,LOW_OR_EMERGING,70,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/first-week-buddhist-practice/,SEO_P2_EMERGING,LOW_OR_EMERGING,70,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/five-precepts-in-daily-life/,SEO_P1_HIGH,HIGH,73,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/four-noble-truths-explained/,SEO_P3_LIMITED,LOW_OR_EMERGING,63,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/four-noble-truths-explained-simply/,SEO_P2_EMERGING,LOW_OR_EMERGING,61,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,SEO_P1_HIGH,HIGH,71,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,SEO_P2_EMERGING,LOW_OR_EMERGING,75,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/how-to-meditate-for-beginners/,SEO_P3_LIMITED,LOW_OR_EMERGING,69,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/how-to-practice-non-attachment/,SEO_P2_EMERGING,LOW_OR_EMERGING,59,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/impermanence-in-buddhism/,SEO_P3_LIMITED,LOW_OR_EMERGING,63,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,SEO_P2_EMERGING,LOW_OR_EMERGING,64,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/,SEO_P1_HIGH,HIGH,50,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/letting-go-without-giving-up/,SEO_P3_LIMITED,LOW_OR_EMERGING,58,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,SEO_P3_LIMITED,LOW_OR_EMERGING,63,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/articles/loving-kindness-meditation-guide/,SEO_P3_LIMITED,LOW_OR_EMERGING,63,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/metta-meditation-script/,SEO_P2_EMERGING,LOW_OR_EMERGING,70,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/articles/mindful-email-and-texting/,SEO_P2_EMERGING,LOW_OR_EMERGING,68,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,SEO_P3_LIMITED,LOW_OR_EMERGING,65,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/mindfulness-for-better-sleep/,SEO_P2_EMERGING,LOW_OR_EMERGING,75,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/articles/mindfulness-morning-routine/,SEO_P3_LIMITED,LOW_OR_EMERGING,65,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,SEO_P2_EMERGING,LOW_OR_EMERGING,75,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/articles/mindfulness-vs-meditation/,SEO_P3_LIMITED,LOW_OR_EMERGING,63,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,SEO_P1_HIGH,HIGH,63,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/non-attachment-in-relationships/,SEO_P3_LIMITED,LOW_OR_EMERGING,67,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/right-livelihood-modern-life/,SEO_P3_LIMITED,LOW_OR_EMERGING,63,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/right-speech-buddhism/,SEO_P0_CRITICAL,HIGH,78,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/right-speech-examples/,SEO_P3_LIMITED,LOW_OR_EMERGING,60,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/three-poisons-buddhism-explained/,SEO_P1_HIGH,HIGH,72,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/three-ways-to-practice-patience/,SEO_P2_EMERGING,LOW_OR_EMERGING,65,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/walking-meditation-step-by-step/,SEO_P3_LIMITED,LOW_OR_EMERGING,65,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,SEO_P2_EMERGING,LOW_OR_EMERGING,61,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/what-is-karma-in-buddhism/,SEO_P2_EMERGING,LOW_OR_EMERGING,64,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,SEO_P1_HIGH,HIGH,77,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/daily-reflections/,SEO_P1_HIGH,HIGH,73,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/,SEO_P0_CRITICAL,HIGH,79,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,SEO_P2_EMERGING,LOW_OR_EMERGING,73,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,SEO_P2_EMERGING,LOW_OR_EMERGING,79,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,SEO_P2_EMERGING,LOW_OR_EMERGING,79,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,SEO_P2_EMERGING,LOW_OR_EMERGING,80,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/,SEO_P2_EMERGING,LOW_OR_EMERGING,80,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,SEO_P2_EMERGING,LOW_OR_EMERGING,73,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,SEO_P2_EMERGING,LOW_OR_EMERGING,79,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,SEO_P2_EMERGING,LOW_OR_EMERGING,73,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,SEO_P2_EMERGING,LOW_OR_EMERGING,74,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,SEO_P2_EMERGING,LOW_OR_EMERGING,84,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,SEO_P2_EMERGING,LOW_OR_EMERGING,84,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,SEO_P1_HIGH,HIGH,85,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/learn/buddhism-for-beginners/,SEO_P1_HIGH,HIGH,90,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/anatta/,SEO_P2_EMERGING,LOW_OR_EMERGING,78,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/anicca/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/learn/buddhist-dictionary/compassion/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,SEO_P1_HIGH,HIGH,81,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,SEO_P2_EMERGING,LOW_OR_EMERGING,73,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/,SEO_P2_EMERGING,LOW_OR_EMERGING,56,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/karma/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/learn/buddhist-dictionary/karuna/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/learn/buddhist-dictionary/metta/,SEO_P1_HIGH,HIGH,85,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,SEO_P2_EMERGING,LOW_OR_EMERGING,72,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,SEO_P2_EMERGING,LOW_OR_EMERGING,79,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,SEO_P2_EMERGING,LOW_OR_EMERGING,73,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/sangha/,SEO_P2_EMERGING,LOW_OR_EMERGING,79,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/sati/,SEO_P1_HIGH,HIGH,75,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-dictionary/sutta/,SEO_P2_EMERGING,LOW_OR_EMERGING,74,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/buddhist-resources/,SEO_P2_EMERGING,LOW_OR_EMERGING,81,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,SEO_P2_EMERGING,LOW_OR_EMERGING,79,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,SEO_P2_EMERGING,LOW_OR_EMERGING,78,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,SEO_P2_EMERGING,LOW_OR_EMERGING,78,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/dhammapada-reflections/,SEO_P2_EMERGING,LOW_OR_EMERGING,88,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,SEO_P2_EMERGING,LOW_OR_EMERGING,78,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,SEO_P2_EMERGING,LOW_OR_EMERGING,78,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/learn/eightfold-path/,SEO_P1_HIGH,HIGH,89,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/four-noble-truths/,SEO_P2_EMERGING,LOW_OR_EMERGING,88,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/,SEO_P2_EMERGING,LOW_OR_EMERGING,54,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/questions-about-buddhism/,SEO_P2_EMERGING,LOW_OR_EMERGING,75,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,SEO_P2_EMERGING,LOW_OR_EMERGING,83,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,SEO_P2_EMERGING,LOW_OR_EMERGING,82,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,SEO_P2_EMERGING,LOW_OR_EMERGING,88,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/learn/sutta-for-daily-life/,SEO_P2_EMERGING,LOW_OR_EMERGING,89,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,SEO_P2_EMERGING,LOW_OR_EMERGING,82,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,SEO_P2_EMERGING,LOW_OR_EMERGING,84,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,SEO_P1_HIGH,HIGH,91,HIGH,PRESERVE_AGGRESSIVELY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,SEO_P2_EMERGING,LOW_OR_EMERGING,82,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,SEO_P2_EMERGING,LOW_OR_EMERGING,82,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/meditation/10-minute-meditation-practice/,SEO_P2_EMERGING,LOW_OR_EMERGING,76,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/meditation/5-minute-meditation-practice/,SEO_P2_EMERGING,LOW_OR_EMERGING,76,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/meditation/breathing-meditation/,SEO_P2_EMERGING,LOW_OR_EMERGING,74,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/meditation/,SEO_P2_EMERGING,LOW_OR_EMERGING,56,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/meditation/loving-kindness-meditation/,SEO_P2_EMERGING,LOW_OR_EMERGING,71,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/meditation/meditation-for-beginners/,SEO_P3_LIMITED,LOW_OR_EMERGING,69,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/meditation/meditation-posture-for-beginners/,SEO_P2_EMERGING,LOW_OR_EMERGING,76,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/meditation/mindfulness-in-daily-life/,SEO_P2_EMERGING,LOW_OR_EMERGING,70,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/meditation/walking-meditation/,SEO_P2_EMERGING,LOW_OR_EMERGING,84,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/meditation/when-meditation-feels-hard/,SEO_P2_EMERGING,LOW_OR_EMERGING,81,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
