source_url,declared_canonical,google_selected_canonical_if_known,sitemap_inclusion,internal_link_destination_count,internal_link_canonical_conflicts,gsc_data_attribution,redirect_state,duplicate_overlap_clusters,overlap_cluster_count,phase_2_value_score,search_protection_tier,canonical_flags,indexing_stability,change_restriction
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,NOT_AVAILABLE,true,19,0,Page-row evidence attributed to https://echobuddha.com/articles/compassion-as-a-daily-discipline/,200,OWNER:https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ | TI-0013 | TI-0027 | TI-0081 | TI-0088 | TI-0112 | TI-0113 | TI-0167 | TI-0186 | TI-0214 | TI-0261 | TI-0296 | TI-0299 | TI-0403 | TI-0404 | TI-0412 | TI-0431 | TI-0432 | TI-0433 | TI-0550 | TI-0551 | TI-0552 | TI-0657 | TI-0755 | TI-0802,34,63,SEO_P3_LIMITED,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Phase 4 may evaluate; user value still controls
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,NOT_AVAILABLE,true,7,0,Page-row evidence attributed to https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,200,OWNER:https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ | ND-0402 | TI-0081 | TI-0243 | TI-0378 | TI-0523 | TI-0524 | TI-0568 | TI-0623 | TI-0743 | TI-0789 | TI-0821 | TI-0822 | TI-0847 | TI-0909 | TI-0952 | TI-0953 | TI-0995 | TI-0996 | TI-1018 | TI-1088 | TI-1223,22,77,SEO_P1_HIGH,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,"NO SEO-R3/R4 CHANGE WITHOUT QUERY, BACKLINK, MAPPING, REDIRECT, AND MONITORING EVIDENCE"
https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/articles/compassion-with-boundaries/,NOT_AVAILABLE,true,56,0,Page-row evidence attributed to https://echobuddha.com/articles/compassion-with-boundaries/,200,OWNER:https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ | ND-0402 | TI-0027 | TI-0171 | TI-0187 | TI-0188 | TI-0330 | TI-0434 | TI-0491 | TI-0492 | TI-0623 | TI-0649 | TI-0713 | TI-0801 | TI-0853 | TI-0861 | TI-0862 | TI-0873 | TI-0894 | TI-0913 | TI-0916 | TI-1009 | TI-1019 | TI-1052 | TI-1190,25,68,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,NOT_AVAILABLE,true,2,0,NO_PAGE_ROW_IN_EXPORT,200,OWNER:https://echobuddha.com/meditation/ | TI-0215 | TI-0216 | TI-0217 | TI-0435 | TI-0436 | TI-0437 | TI-0629 | TI-0655 | TI-0658 | TI-0706 | TI-0714 | TI-0760 | TI-1008 | TI-1089,15,71,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/dhamma-vs-dharma/,https://echobuddha.com/articles/dhamma-vs-dharma/,NOT_AVAILABLE,true,55,0,Page-row evidence attributed to https://echobuddha.com/articles/dhamma-vs-dharma/,200,OWNER:https://echobuddha.com/learn/buddhist-dictionary/dhamma/ | ND-0233 | TI-0044 | TI-0331 | TI-0332 | TI-0509 | TI-0569 | TI-0627 | TI-0852 | TI-0967 | TI-1020 | TI-1115 | TI-1116 | TI-1117 | TI-1142 | TI-1173,16,63,SEO_P1_HIGH,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,"NO SEO-R3/R4 CHANGE WITHOUT QUERY, BACKLINK, MAPPING, REDIRECT, AND MONITORING EVIDENCE"
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,NOT_AVAILABLE,true,4,0,Page-row evidence attributed to https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,200,OWNER:https://echobuddha.com/learn/dhammapada-reflections/ | TI-0114 | TI-0628 | TI-0633 | TI-0659 | TI-0823 | TI-0852 | TI-0874 | TI-0881 | TI-1021 | TI-1118,11,58,SEO_P3_LIMITED,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Phase 4 may evaluate; user value still controls
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,NOT_AVAILABLE,true,5,0,Page-row evidence attributed to https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,200,OWNER:https://echobuddha.com/learn/dhammapada-reflections/ | ND-0239 | TI-0622 | TI-0628 | TI-0660 | TI-1022 | TI-1119 | TI-1120 | TI-1121 | TI-1142 | TI-1159 | TI-1174,12,65,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,NOT_AVAILABLE,true,36,0,Page-row evidence attributed to https://echobuddha.com/articles/dhammapada-verse-1-meaning/,200,OWNER:https://echobuddha.com/learn/dhammapada-reflections/ | ND-0239 | TI-0622 | TI-0627 | TI-0633 | TI-0661 | TI-0662 | TI-1023 | TI-1122 | TI-1123 | TI-1124 | TI-1175,12,65,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/eightfold-path-explained/,NOT_AVAILABLE,true,11,0,Page-row evidence attributed to https://echobuddha.com/articles/eightfold-path-explained/,200,OWNER:https://echobuddha.com/learn/eightfold-path/ | TI-0010 | TI-0063 | TI-0065 | TI-0087 | TI-0102 | TI-0115 | TI-0127 | TI-0140 | TI-0244 | TI-0255 | TI-0259 | TI-0333 | TI-0388 | TI-0389 | TI-0490 | TI-0514 | TI-0529 | TI-0560 | TI-0570 | TI-0746,21,64,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,NOT_AVAILABLE,true,8,0,Page-row evidence attributed to https://echobuddha.com/articles/eightfold-path-explained-daily-life/,200,OWNER:https://echobuddha.com/learn/eightfold-path/ | TI-0012 | TI-0037 | TI-0048 | TI-0104 | TI-0116 | TI-0117 | TI-0175 | TI-0490 | TI-0553 | TI-0571 | TI-0572,12,68,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/articles/first-week-buddhist-practice/,NOT_AVAILABLE,true,33,0,Page-row evidence attributed to https://echobuddha.com/articles/first-week-buddhist-practice/,200,OWNER:https://echobuddha.com/learn/buddhism-for-beginners/ | ND-0431 | ND-0887 | TI-0090 | TI-0133 | TI-0148 | TI-0189 | TI-0245 | TI-0296 | TI-0297 | TI-0307 | TI-0320 | TI-0334 | TI-0335 | TI-0367 | TI-0492 | TI-0493 | TI-0504 | TI-0513 | TI-0546 | TI-0573 | TI-0574 | TI-0756 | TI-0848 | TI-1000,26,70,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/articles/five-precepts-in-daily-life/,NOT_AVAILABLE,true,4,0,Page-row evidence attributed to https://echobuddha.com/articles/five-precepts-in-daily-life/,200,OWNER:https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ | TI-0149 | TI-0251 | TI-0367 | TI-0377 | TI-0382 | TI-0384 | TI-0390 | TI-0575 | TI-0576 | TI-0609 | TI-0610 | TI-0613 | TI-0617 | TI-0803 | TI-1234,16,73,SEO_P1_HIGH,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,"NO SEO-R3/R4 CHANGE WITHOUT QUERY, BACKLINK, MAPPING, REDIRECT, AND MONITORING EVIDENCE"
https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/four-noble-truths-explained/,NOT_AVAILABLE,true,9,0,Page-row evidence attributed to https://echobuddha.com/articles/four-noble-truths-explained/,200,OWNER:https://echobuddha.com/learn/four-noble-truths/ | TI-0002 | TI-0019 | TI-0043 | TI-0066 | TI-0095 | TI-0139 | TI-0244 | TI-0254 | TI-0262 | TI-0310 | TI-0336 | TI-0577,13,63,SEO_P3_LIMITED,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Phase 4 may evaluate; user value still controls
https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,NOT_AVAILABLE,true,6,0,Page-row evidence attributed to https://echobuddha.com/articles/four-noble-truths-explained-simply/,200,OWNER:https://echobuddha.com/learn/four-noble-truths/ | TI-0001 | TI-0019 | TI-0040 | TI-0087 | TI-0253 | TI-0258 | TI-0337 | TI-0383 | TI-0386 | TI-0391 | TI-0392 | TI-0511 | TI-0558 | TI-0578 | TI-0579,16,61,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,NOT_AVAILABLE,true,21,0,Page-row evidence attributed to https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,200,OWNER:https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/ | ND-0667 | TI-0054 | TI-0094 | TI-0218 | TI-0407 | TI-0438 | TI-0439 | TI-0806 | TI-0859 | TI-0891 | TI-1006 | TI-1010 | TI-1051 | TI-1057 | TI-1097 | TI-1098 | TI-1099,18,71,SEO_P1_HIGH,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,"NO SEO-R3/R4 CHANGE WITHOUT QUERY, BACKLINK, MAPPING, REDIRECT, AND MONITORING EVIDENCE"
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,NOT_AVAILABLE,true,9,0,Page-row evidence attributed to https://echobuddha.com/articles/how-to-meditate-for-anxiety/,200,OWNER:https://echobuddha.com/articles/how-to-meditate-for-anxiety/ | TI-0134 | TI-0144 | TI-0515 | TI-0663 | TI-0710 | TI-0715 | TI-0763 | TI-0895 | TI-0896 | TI-0968 | TI-0969 | TI-1007 | TI-1008 | TI-1070 | TI-1106,16,75,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,NOT_AVAILABLE,true,21,0,Page-row evidence attributed to https://echobuddha.com/articles/how-to-meditate-for-beginners/,200,OWNER:https://echobuddha.com/meditation/ | ND-0359 | TI-0038 | TI-0067 | TI-0106 | TI-0134 | TI-0135 | TI-0245 | TI-0248 | TI-0264 | TI-0338 | TI-0503 | TI-0526 | TI-0580 | TI-0610 | TI-0648 | TI-0800 | TI-1024 | TI-1025 | TI-1071 | TI-1072 | TI-1089 | TI-1176 | TI-1189,24,69,SEO_P3_LIMITED,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Phase 4 may evaluate; user value still controls
https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/how-to-practice-non-attachment/,NOT_AVAILABLE,true,29,0,Page-row evidence attributed to https://echobuddha.com/articles/how-to-practice-non-attachment/,200,OWNER:https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/ | ND-0465 | ND-0878 | TI-0047 | TI-0213 | TI-0219 | TI-0302 | TI-0407 | TI-0411 | TI-0412 | TI-0416 | TI-0440 | TI-0631 | TI-0692 | TI-0795 | TI-0948 | TI-1017 | TI-1061 | TI-1062 | TI-1063 | TI-1064 | TI-1104,22,59,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism/,NOT_AVAILABLE,true,10,0,Page-row evidence attributed to https://echobuddha.com/articles/impermanence-in-buddhism/,200,OWNER:https://echobuddha.com/learn/buddhism-101/what-is-impermanence/ | ND-0939 | TI-0420 | TI-0441 | TI-0499 | TI-0581 | TI-0636 | TI-0656 | TI-0819,9,63,SEO_P3_LIMITED,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Phase 4 may evaluate; user value still controls
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,NOT_AVAILABLE,true,5,0,Page-row evidence attributed to https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,200,OWNER:https://echobuddha.com/learn/buddhism-101/what-is-impermanence/ | ND-0934 | TI-0054 | TI-0305 | TI-0499 | TI-0515 | TI-0647 | TI-0664 | TI-0685 | TI-0688 | TI-1163,11,64,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/,https://echobuddha.com/articles/,NOT_AVAILABLE,true,337,0,Page-row evidence attributed to https://echobuddha.com/articles/,200,OWNER:https://echobuddha.com/articles/,1,50,SEO_P1_HIGH,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,"NO SEO-R3/R4 CHANGE WITHOUT QUERY, BACKLINK, MAPPING, REDIRECT, AND MONITORING EVIDENCE"
https://echobuddha.com/articles/letting-go-without-giving-up/,https://echobuddha.com/articles/letting-go-without-giving-up/,NOT_AVAILABLE,true,14,0,NO_PAGE_ROW_IN_EXPORT,200,OWNER:https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/ | ND-0594 | ND-0878 | TI-0177 | TI-0632 | TI-0642 | TI-0693 | TI-0764 | TI-0795 | TI-0891 | TI-1066 | TI-1067 | TI-1068 | TI-1107,14,58,SEO_P3_LIMITED,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Phase 4 may evaluate; user value still controls
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,NOT_AVAILABLE,true,9,0,NO_PAGE_ROW_IN_EXPORT,200,OWNER:https://echobuddha.com/learn/buddhist-dictionary/metta/ | ND-0266 | TI-0004 | TI-0007 | TI-0014 | TI-0015 | TI-0023 | TI-0028 | TI-0053 | TI-0165 | TI-0166 | TI-0168 | TI-0190 | TI-0220 | TI-0221 | TI-0297 | TI-0300 | TI-0304 | TI-0314 | TI-0318 | TI-0339 | TI-0442 | TI-0443 | TI-0503 | TI-0511,42,63,SEO_P3_LIMITED,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Phase 4 may evaluate; user value still controls
https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,NOT_AVAILABLE,true,6,0,Page-row evidence attributed to https://echobuddha.com/articles/loving-kindness-meditation-guide/,200,OWNER:https://echobuddha.com/learn/buddhist-dictionary/metta/ | ND-0266 | TI-0004 | TI-0005 | TI-0016 | TI-0030 | TI-0049 | TI-0055 | TI-0056 | TI-0085 | TI-0135 | TI-0170 | TI-0295 | TI-0301 | TI-0303 | TI-0340 | TI-0444 | TI-0445 | TI-0504 | TI-0510 | TI-0521 | TI-0537 | TI-0547 | TI-0583 | TI-0716,38,63,SEO_P3_LIMITED,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Phase 4 may evaluate; user value still controls
https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/articles/metta-meditation-script/,NOT_AVAILABLE,true,8,0,Page-row evidence attributed to https://echobuddha.com/articles/metta-meditation-script/,200,OWNER:https://echobuddha.com/learn/buddhist-dictionary/metta/ | TI-0053 | TI-0085 | TI-0118 | TI-0191 | TI-0192 | TI-0193 | TI-0325 | TI-0341 | TI-0342 | TI-0512 | TI-0556 | TI-0686 | TI-0755 | TI-0801 | TI-0909 | TI-0910 | TI-0951 | TI-1073 | TI-1074 | TI-1203 | TI-1204 | TI-1205 | TI-1224 | TI-1225,25,70,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/mindful-email-and-texting/,NOT_AVAILABLE,true,35,0,Page-row evidence attributed to https://echobuddha.com/articles/mindful-email-and-texting/,200,OWNER:https://echobuddha.com/articles/right-speech-buddhism/ | ND-0229 | ND-0887 | TI-0212 | TI-0606 | TI-0666 | TI-0731 | TI-0849 | TI-0959 | TI-0960,10,68,SEO_P2_EMERGING,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Evidence and impact review required before destructive change
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,NOT_AVAILABLE,true,11,0,Page-row evidence attributed to https://echobuddha.com/articles/mindful-listening-in-everyday-life/,200,OWNER:https://echobuddha.com/articles/right-speech-buddhism/ | TI-0294 | TI-0321 | TI-0424 | TI-0667 | TI-0849 | TI-1065,7,65,SEO_P3_LIMITED,CANONICAL_SELF_CONSISTENT | CANONICAL_UNKNOWN_GOOGLE_SELECTED,NOT_VERIFIED: URL Inspection/Google-selected canonical unavailable,Phase 4 may evaluate; user value still controls
