source_url,target_url,source_phase_2_score,target_phase_2_score,source_protection_tier,target_protection_tier,source_queries,target_queries,source_backlinks,target_backlinks,structural_overlap,content_overlap,intent_equivalence,canonical_state,redirect_suitability,future_redirect_type_if_approved,minimum_redirect_retention_if_approved,redirect_chain_risk,internal_link_migration,sitemap_migration,change_risk,mapping_status,phase_4_readiness
https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/learn/eightfold-path/,64,89,SEO_P2_EMERGING,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.075,0.0343,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,11 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/learn/eightfold-path/,68,89,SEO_P2_EMERGING,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.1053,0.0431,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,8 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/learn/buddhism-for-beginners/,70,90,SEO_P2_EMERGING,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0,0,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,33 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,73,79,SEO_P1_HIGH,SEO_P2_EMERGING,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.119,0.0107,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,4 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,DO_NOT_CHANGE_YET
https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/learn/four-noble-truths/,63,88,SEO_P3_LIMITED,SEO_P2_EMERGING,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.05,0.0156,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,9 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/learn/four-noble-truths/,61,88,SEO_P2_EMERGING,SEO_P2_EMERGING,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.0811,0.025,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,6 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,59,71,SEO_P2_EMERGING,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.3846,0.0929,POSSIBLE_NOT_VERIFIED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,29 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,63,84,SEO_P3_LIMITED,SEO_P2_EMERGING,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.0667,0.0017,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,10 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,64,84,SEO_P2_EMERGING,SEO_P2_EMERGING,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.0789,0.005,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,5 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/letting-go-without-giving-up/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,58,71,SEO_P3_LIMITED,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.375,0.09,POSSIBLE_NOT_VERIFIED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,14 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/learn/buddhist-dictionary/metta/,63,85,SEO_P3_LIMITED,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0,0.0022,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,9 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/learn/buddhist-dictionary/metta/,63,85,SEO_P3_LIMITED,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0,0.0059,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,6 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/learn/buddhist-dictionary/metta/,70,85,SEO_P2_EMERGING,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0,0.002,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,8 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/right-speech-buddhism/,68,78,SEO_P2_EMERGING,SEO_P0_CRITICAL,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.3947,0.1097,POSSIBLE_NOT_VERIFIED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,35 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/articles/right-speech-buddhism/,65,78,SEO_P3_LIMITED,SEO_P0_CRITICAL,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.2553,0.0344,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,11 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,65,85,SEO_P3_LIMITED,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.0857,0.0022,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,14 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,63,85,SEO_P3_LIMITED,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.0789,0.0018,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,43 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/learn/eightfold-path/,63,89,SEO_P1_HIGH,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.0789,0.0337,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,9 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,DO_NOT_CHANGE_YET
https://echobuddha.com/articles/non-attachment-in-relationships/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,67,71,SEO_P3_LIMITED,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.4848,0.1274,POSSIBLE_NOT_VERIFIED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,38 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/right-livelihood-modern-life/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,63,79,SEO_P3_LIMITED,SEO_P2_EMERGING,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.1351,0.0041,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,2 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/right-speech-examples/,https://echobuddha.com/articles/right-speech-buddhism/,60,78,SEO_P3_LIMITED,SEO_P0_CRITICAL,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.4324,0.143,POSSIBLE_NOT_VERIFIED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,7 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,72,77,SEO_P2_EMERGING,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.5862,0.1233,POSSIBLE_NOT_VERIFIED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,8 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/meditation/walking-meditation/,65,84,SEO_P3_LIMITED,SEO_P2_EMERGING,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0,0.0082,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,8 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/learn/buddhism-for-beginners/,61,90,SEO_P2_EMERGING,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0,0.003,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,10 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,64,84,SEO_P2_EMERGING,SEO_P2_EMERGING,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0.1053,0.0071,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,12 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/learn/buddhism-for-beginners/,72,90,SEO_P2_EMERGING,SEO_P1_HIGH,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0,0,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,31 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-101/,72,80,SEO_P2_EMERGING,SEO_P2_EMERGING,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0,0,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,10 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/,73,80,SEO_P2_EMERGING,SEO_P2_EMERGING,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,NOT_VERIFIED,0,0.0028,NOT_ESTABLISHED,self → self,NOT_READY: target must absorb relevant source value and query/backlink evidence must be obtained,Relevant server-side 301 or 308,At least one year; longer where practical,NONE_CURRENTLY_OBSERVED,3 current source pages must be evaluated and later linked directly to final survivor where relevant,After approval only: remove redirecting source; retain canonical target,SEO-R4_CRITICAL,PROVISIONAL_EVALUATION_ONLY,MORE_DATA_REQUIRED
